index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,buy_price,tp1_price,tp2_price,tp3_price,SNO
2025-12-01,1091.HK,0.4300000071525574,0.4550000131130218,0.4250000119209289,0.449999988079071,0.449999988079071,7618000,0.0,0.0,0.4305395316100722,0.439405729007973,0.4405897999171031,0.4180620094306636,0.377311736078078,False,False,False,False,0.0300000011920928,0.0217647096690009,0.0326470645035014,LH,LHLLHH,0.4050000011920929,2025-12-09,0.4650000035762787,2025-12-18,0.4749999940395355,0.4050000011920929,0.4050000011920929,SB1-2025/12/01,False,False,False,False,False,False,False,False,False,True,0.86,6,1,3.0,2.0,True,0.44,0.4749999940395355,0.5099999880790711,0.5449999821186066,1091.HK
2025-12-19,1091.HK,0.4550000131130218,0.4749999940395355,0.4399999976158142,0.4650000035762787,0.4650000035762787,11677000,0.0,0.0,0.4336377270194271,0.4327719912140564,0.4356039850377673,0.4202856599188453,0.3822678667382251,False,False,False,False,0.0349999964237213,0.0168750062584877,0.0253125093877315,HL,HLLHLL,0.4749999940395355,2025-12-20,0.4650000035762787,2025-12-21,0.4399999976158142,0.4050000011920929,0.4050000011920929,TP1-2025/12/01,False,False,False,True,True,False,False,False,False,False,0.0,0,0,,,False,,,,,1091.HK
2025-10-28,1114.HK,3.859999895095825,3.9600000381469727,3.849999904632568,3.930000066757202,3.930000066757202,21414882,0.0,0.0,3.891058494755561,3.902774859917272,3.7994307165857855,3.61917442628953,3.569580610053911,False,False,False,False,0.1100001335144047,0.1200000921885171,0.1800001382827757,LH,LHLLHH,3.549999952316284,2025-11-17,4.309999942779541,2025-12-09,4.429999828338623,3.569999933242798,3.569999933242798,SB1-2025/10/28,True,True,True,False,False,False,False,False,False,True,0.81,13,5,3.0,5.0,True,3.99,4.429999828338623,4.869999656677246,5.309999485015869,1114.HK
2025-12-11,1114.HK,4.150000095367432,4.170000076293945,3.9600000381469727,4.079999923706055,4.079999923706055,32982086,0.0,0.0,4.024285515420799,3.915892983606411,3.838230523545168,3.717176228010712,3.624337602145644,True,True,True,False,0.2100000381469726,0.1041177160599653,0.1561765740899479,HL,HLLHHL,4.260000228881836,2025-12-15,4.070000171661377,2025-12-16,3.9800000190734863,3.5999999046325684,3.549999952316284,BY1-2025/10/28,True,True,True,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,1114.HK
2025-12-01,1115.HK,0.5199999809265137,0.5600000023841858,0.5199999809265137,0.550000011920929,0.550000011920929,7320000,0.0,0.0,0.545324094732957,0.5663101521079507,0.5647903159535334,0.5235793971301285,0.4371194395257669,False,False,False,False,0.0400000214576721,0.0242857251848493,0.0364285877772739,LH,LHLLHH,0.4950000047683716,2025-12-04,0.5899999737739563,2025-12-18,0.6000000238418579,0.5,0.5,SB1-2025/12/01,False,False,False,False,False,False,False,False,False,True,0.9,9,6,1.0,2.0,True,0.55,0.6000000238418579,0.6500000476837158,0.7000000715255736,1115.HK
2025-11-19,1205.HK,0.3899999856948852,0.3899999856948852,0.3849999904632568,0.3899999856948852,0.3899999856948852,1243000,0.0,0.0,0.397088221327501,0.4024770116917063,0.4041924144930139,0.4004874432159416,0.3924707255372813,False,False,False,False,0.0049999952316284,0.0085714310407638,0.0128571465611458,LH,LHLLHH,0.3700000047683716,2025-11-21,0.395000010728836,2025-12-05,0.395000010728836,0.375,0.375,SB1-2025/11/19,False,False,False,False,False,False,False,False,False,True,0.9,9,4,2.0,3.0,True,0.38,0.395000010728836,0.410000021457672,0.425000032186508,1205.HK
2025-12-10,1205.HK,0.3849999904632568,0.3899999856948852,0.3799999952316284,0.3899999856948852,0.3899999856948852,876000,0.0,0.0,0.3904619655104957,0.3928120427998336,0.3973647603003703,0.3974760584543738,0.3920498335030891,False,False,False,False,0.0099999904632567,0.0078125018626451,0.0117187527939677,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/11/19,False,False,False,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,1205.HK
2025-10-28,0123.HK,4.730000019073486,4.739999771118164,4.650000095367432,4.659999847412109,4.659999847412109,8631527,0.0,0.0,4.782921550046903,4.873319947972757,4.910998008241,4.885109773106047,4.979336416877094,False,False,False,False,0.0899996757507324,0.1043749749660492,0.1565624624490738,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2025/08/29,False,False,False,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,123.HK
2025-10-28,0127.HK,1.2999999523162842,1.3200000524520874,1.2899999618530271,1.309999942779541,1.309999942779541,44263,0.0,0.0,1.3023553247510404,1.3032036594629937,1.310167789843371,1.3081909948284345,1.2786958479862534,False,False,False,True,0.0300000905990602,0.0185714364051819,0.0278571546077728,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2025/10/16,False,False,False,True,True,False,False,False,False,False,0.0,0,0,,,False,,,,,127.HK
2025-12-18,0127.HK,1.2400000095367432,1.2400000095367432,1.2400000095367432,1.2400000095367432,1.2400000095367432,92000,0.0,0.0,1.257117318451677,1.2682358806609138,1.2833564233127983,1.2930754925222034,1.2792731022213508,False,False,False,True,0.0,0.0099999904632567,0.0149999856948851,,,0.0,,0.0,,0.0,0.0,0.0,CL2-2025/10/16,False,False,False,False,False,False,False,False,True,False,0.0,0,0,,,False,,,,,127.HK
2025-10-28,1345.HK,2.0999999046325684,2.0999999046325684,2.059999942779541,2.0999999046325684,2.0999999046325684,70000,0.0,0.0,2.041197071323562,2.010226925983305,2.015098523047918,2.0585521614005464,2.061292966958161,False,False,False,False,0.0399999618530273,0.0893333117167154,0.1339999675750731,LH,LHLLHH,1.899999976158142,2025-11-20,2.150000095367432,2025-12-03,2.150000095367432,1.909999966621399,1.909999966621399,SB1-2025/10/28,False,False,True,False,False,False,False,False,False,True,0.71,5,3,1.0,0.0,True,2.03,2.150000095367432,2.2700001907348644,2.3900002861022966,1345.HK
2025-12-04,1345.HK,2.140000104904175,2.140000104904175,2.009999990463257,2.130000114440918,2.130000114440918,102000,0.0,0.0,2.0616285296919115,2.031211862464342,2.020594226678378,2.0454168804076014,2.054677156057572,False,False,True,False,0.1300001144409179,0.0499999682108562,0.0749999523162843,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2025/10/28,False,False,False,True,True,False,False,False,False,False,0.0,0,0,,,False,,,,,1345.HK
2025-11-11,0014.HK,16.579999923706055,16.959999084472656,16.559999465942383,16.93000030517578,16.93000030517578,2793961,0.0,0.0,16.34582112663431,16.16244380491118,15.8878324773512,15.346634780802258,14.262108075780889,True,True,True,False,0.3999996185302734,0.3149999380111695,0.4724999070167543,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2025/08/25,False,False,False,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,14.HK
2025-11-12,0014.HK,17.0,18.21999931335449,16.8799991607666,17.8799991607666,17.8799991607666,6941352,0.0,0.0,16.624762587385636,16.311796444550783,15.96595666101455,15.396800412088682,14.290935893191133,True,True,True,False,1.340000152587887,0.3093332926432292,0.4639999389648437,HH,HHHLLH,17.420000076293945,2025-11-18,17.709999084472656,2025-11-20,17.989999771118164,15.760000228881836,15.550000190734863,TP2-2025/08/25,True,True,True,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,14.HK
2025-12-11,0014.HK,18.420000076293945,18.64999961853028,18.3700008392334,18.5,18.5,1184758,0.0,0.0,18.02007692643325,17.701180240009098,17.062687532622693,16.247856582985953,14.84416727571021,True,True,True,False,0.2799987792968821,0.3526666005452483,0.5289999008178725,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2025/08/25,False,False,False,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,14.HK
2025-11-03,1448.HK,2.940000057220459,2.990000009536743,2.9200000762939453,2.9600000381469727,2.8909335136413574,8955000,0.0,0.0,2.9652635475602778,2.95939492558854,3.0552481016515323,3.2459227227689893,3.650425906683128,False,False,False,False,0.0699999332427978,0.0631249845027923,0.0946874767541885,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/10/09,False,False,False,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,1448.HK
2025-11-21,1548.HK,15.699999809265137,15.699999809265137,14.710000038146973,14.920000076293944,14.920000076293944,16499126,0.0,0.0,16.1744766142817,16.320340102358244,16.452427829641046,16.110004196618515,14.865603600089464,False,False,False,False,0.989999771118164,0.4615383148193362,0.6923074722290044,LL,LLLHLL,15.529999732971191,2025-11-26,14.460000038146973,2025-12-03,14.359999656677246,14.710000038146973,14.710000038146973,CL1-2025/09/19,False,False,False,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,1548.HK
2025-10-21,1579.HK,12.31999969482422,12.619999885559082,12.31999969482422,12.390000343322754,12.390000343322754,2998000,0.0,0.0,12.316858490416053,12.460546614107736,12.867484462816074,13.216281982929122,13.424328996458575,False,False,False,False,0.3000001907348615,0.2942857061113625,0.4414285591670437,LH,LHLLHH,11.829999923706056,2025-11-05,12.920000076293944,2025-11-12,13.18000030517578,11.90999984741211,11.760000228881836,SB1-2025/10/21,False,False,False,False,False,False,False,False,False,True,0.8,4,2,1.0,1.0,True,12.51,13.18000030517578,13.85000061035156,14.52000091552734,1579.HK
2025-11-18,1579.HK,12.75,12.789999961853027,12.359999656677246,12.489999771118164,12.489999771118164,3424000,0.0,0.0,12.604952390310348,12.486593835029897,12.632457781465453,12.95840241030157,13.27789070346718,False,False,False,False,0.4300003051757812,0.2272224426269524,0.3408336639404286,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/10/21,False,False,False,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,1579.HK
2025-10-22,1640.HK,4.210000038146973,4.210000038146973,3.950000047683716,4.099999904632568,4.099999904632568,526000,0.0,0.0,4.307015534251657,4.427817880081321,4.487784530125409,4.357698993840117,3.6709380814583463,False,False,False,False,0.2599999904632568,0.2106249779462814,0.3159374669194221,,,0.0,,0.0,,0.0,0.0,0.0,CL2-2025/08/29,False,False,False,False,False,False,False,False,True,False,0.0,0,0,,,False,,,,,1640.HK
2025-11-03,1672.HK,9.65999984741211,10.149999618530272,9.420000076293944,9.8100004196167,9.8100004196167,3428000,0.0,0.0,9.52451276096087,9.890042905194258,10.598980888373305,10.3496435453946,8.012681666525667,False,False,False,False,0.7299995422363281,0.6994118970983171,1.0491178456474757,LH,LHLLHH,8.710000038146973,2025-11-05,14.350000381469728,2025-11-20,14.899999618530272,8.829999923706055,8.829999923706055,SB1-2025/11/03,True,True,True,False,False,False,False,False,False,True,0.73,8,4,1.0,3.0,True,11.8,14.899999618530272,17.999999237060543,21.09999885559081,1672.HK
2025-10-27,0017.HK,7.570000171661377,7.710000038146973,7.570000171661377,7.699999809265137,7.699999809265137,4999786,0.0,0.0,7.648612320583508,7.729141019975706,7.477280330032472,6.909990983793096,6.633224510426581,False,False,False,False,0.1399998664855957,0.2513333320617675,0.3769999980926513,LH,LHLLHH,6.860000133514404,2025-11-05,7.78000020980835,2025-11-12,7.869999885559082,7.079999923706055,7.079999923706055,SB1-2025/10/27,False,False,False,False,False,False,False,False,False,True,0.8,4,3,0.0,1.0,True,7.37,7.869999885559082,8.369999771118163,8.869999656677246,17.HK
2025-11-19,0017.HK,7.5,7.5,7.25,7.309999942779541,7.309999942779541,6786176,0.0,0.0,7.491837579198151,7.525255223451537,7.462663407639047,7.054908411400126,6.7295301077998895,False,False,False,False,0.25,0.215624988079071,0.3234374821186065,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/10/27,False,False,False,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,17.HK
2025-12-01,0017.HK,6.960000038146973,6.980000019073486,6.789999961853027,6.829999923706055,6.829999923706055,6799153,0.0,0.0,7.097694889017286,7.273480034218154,7.3518240029944,7.056523644903483,6.75067347457108,False,False,False,False,0.1900000572204589,0.2262499928474426,0.3393749892711639,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2025/10/27,False,False,False,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,17.HK
2025-10-22,1733.HK,0.8299999833106995,0.8299999833106995,0.8100000023841858,0.8100000023841858,0.8100000023841858,3296600,0.0,0.0,0.839436732674899,0.8492931173036432,0.8684073608433476,0.8961212753694575,1.0227115094134236,False,False,False,False,0.0199999809265136,0.0229411931598887,0.0344117897398331,,,0.0,,0.0,,0.0,0.0,0.0,CL2-2025/09/05,False,False,False,False,False,False,False,False,True,False,0.0,0,0,,,False,,,,,1733.HK
2025-11-21,1760.HK,1.850000023841858,1.850000023841858,1.7699999809265137,1.7699999809265137,1.7699999809265137,1973000,0.0,0.0,1.8964859797356728,1.8806283686755103,1.7981084951659732,1.6956554604342808,1.596020699652416,True,True,True,False,0.0800000429153442,0.0607692370047935,0.0911538555071903,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/10/14,False,False,False,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,1760.HK
2025-12-09,1760.HK,2.0,2.180000066757202,1.9900000095367432,2.119999885559082,2.119999885559082,10322000,0.0,0.0,1.9920940188946008,1.949099680795554,1.865584715816617,1.7545590862707785,1.630224273081424,True,True,True,False,0.1900000572204589,0.0693333466847737,0.1040000200271606,HH,HHHLLH,2.0299999713897705,2025-12-11,2.0999999046325684,2025-12-12,2.150000095367432,1.7599999904632568,1.7599999904632568,TP1-2025/10/14,True,True,True,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,1760.HK
2025-11-28,1866.HK,8.029999732971191,8.399999618530273,8.0,8.359999656677246,8.359999656677246,4602000,0.0,0.0,7.759712460132636,7.61495190823251,7.463868622052241,7.027525052415022,5.91749136602342,True,True,True,False,0.3999996185302734,0.208571399961199,0.3128570999417986,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2025/09/22,False,False,False,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,1866.HK
2025-12-01,1866.HK,8.359999656677246,8.859999656677246,8.260000228881836,8.75,8.75,7260000,0.0,0.0,7.93976474010852,7.713651742299249,7.514305146677644,7.061633467218685,5.9400611559355845,True,True,True,False,0.5999994277954102,0.2393332799275716,0.3589999198913574,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2025/09/22,False,False,False,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,1866.HK
2025-12-03,1866.HK,9.399999618530272,9.5,9.270000457763672,9.3100004196167,9.3100004196167,2878000,0.0,0.0,8.406123523255392,7.986352403846141,7.655773418911916,7.151542948871866,5.994262817254295,True,True,True,False,0.2299995422363281,0.2687498927116394,0.4031248390674591,HH,HHHLLH,8.229999542236328,2025-12-10,8.449999809265137,2025-12-12,8.699999809265137,7.170000076293945,7.170000076293945,TP3-2025/09/22,True,True,True,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,1866.HK
2025-11-18,1883.HK,2.5299999713897705,2.5299999713897705,2.4800000190734863,2.5,2.5,7960000,0.0,0.0,2.5323697564152567,2.515223581337789,2.500881693314202,2.482017352228312,2.4566038780858124,True,True,True,True,0.0499999523162841,0.0318749696016312,0.0478124544024468,HL,HLLHHL,2.5799999237060547,2025-11-20,2.549999952316284,2025-11-21,2.5299999713897705,2.4600000381469727,2.4200000762939453,BY1-2025/10/09,True,True,True,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,1883.HK
2025-11-20,1883.HK,2.509999990463257,2.5799999237060547,2.509999990463257,2.569999933242798,2.569999933242798,4728000,0.0,0.0,2.535883872969553,2.5195720149311733,2.503935770051351,2.484302720695663,2.457929509165522,True,True,True,True,0.0699999332427978,0.0324999690055847,0.0487499535083771,LH,LHHLHH,2.5299999713897705,2025-11-21,2.5999999046325684,2025-12-04,2.609999895095825,2.4600000381469727,2.4200000762939453,TP1-2025/10/09,True,True,True,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,1883.HK
2025-10-30,1910.HK,16.979999542236328,16.979999542236328,16.34000015258789,16.5,16.5,4454068,0.0,0.0,16.921075407952316,16.908527559650715,16.790134601913376,16.684423465167637,17.83682698601426,False,True,True,False,0.6399993896484375,0.4441175460815429,0.6661763191223145,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/10/09,False,False,False,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,1910.HK
2025-11-06,1910.HK,15.800000190734863,15.899999618530272,15.34000015258789,15.479999542236328,15.479999542236328,8903290,0.0,0.0,16.3275200383661,16.58730061872352,16.655990895560738,16.624823648607187,17.767268839373063,False,False,False,False,0.559999465942381,0.4533330281575521,0.6799995422363282,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2025/10/09,False,False,False,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,1910.HK
2025-11-18,1958.HK,1.9600000381469729,1.9700000286102293,1.9299999475479128,1.9299999475479128,1.9299999475479128,17097000,0.0,0.0,1.979027872273306,2.0045340447839224,2.043080278125644,2.069246399327503,2.104902587288911,False,False,False,False,0.0400000810623164,0.0306666533152262,0.0459999799728393,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2025/08/29,False,False,False,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,1958.HK
2025-10-30,2016.HK,2.650000095367432,2.650000095367432,2.5899999141693115,2.630000114440918,2.630000114440918,9473583,0.0,0.0,2.634432557365636,2.630656613377983,2.671481072189291,2.696941956728274,2.577964678931844,False,False,False,False,0.0600001811981205,0.0466666883892482,0.0700000325838724,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/10/10,False,False,False,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,2016.HK
2025-11-13,2016.HK,2.6600000858306885,2.6700000762939453,2.630000114440918,2.6600000858306885,2.6600000858306885,7299000,0.0,0.0,2.628915142258629,2.6229269983425785,2.651987168299471,2.68121614809755,2.5803414686551136,False,False,False,False,0.0399999618530273,0.0405555963516235,0.0608333945274353,LH,LHHLLH,2.549999952316284,2025-11-18,2.650000095367432,2025-11-20,2.6600000858306885,2.5299999713897705,2.5299999713897705,TP1-2025/10/10,False,False,False,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,2016.HK
2025-11-03,2105.HK,12.039999961853027,12.75,11.550000190734863,12.449999809265137,12.449999809265137,2019500,0.0,0.0,12.591628294154436,13.511444064204612,14.723834170343348,15.377316426716716,14.309087722704367,False,False,False,False,1.1999998092651367,0.9094116547528434,1.364117482129265,LH,LHLLHH,10.300000190734863,2025-11-11,15.4399995803833,2025-11-19,16.170000076293945,10.329999923706056,10.329999923706056,SB1-2025/11/03,False,False,False,False,False,False,False,False,False,True,0.83,5,2,3.0,0.0,True,13.24,16.170000076293945,19.10000015258789,22.03000022888184,2105.HK
2025-11-03,2142.HK,13.65999984741211,13.970000267028809,13.15999984741211,13.68000030517578,13.68000030517578,3464000,0.0,0.0,13.292591351546374,13.615700023500075,13.504544960698135,12.190823731643196,8.872361123900115,False,False,False,False,0.8100004196166992,0.8406665802001949,1.2609998703002925,LH,LHLLHH,11.960000038146973,2025-11-07,14.029999732971191,2025-11-14,14.5,12.079999923706056,12.079999923706056,SB1-2025/11/03,False,False,False,False,False,False,False,False,False,True,0.8,4,1,2.0,1.0,True,13.23,14.5,15.77,17.04,2142.HK
2025-10-30,0215.HK,1.090000033378601,1.090000033378601,1.0700000524520874,1.090000033378601,1.090000033378601,4866000,0.0,0.0,1.0820323607690414,1.0816148878960137,1.08318552339769,1.0683188667010368,1.0323388522190418,False,False,False,True,0.0199999809265136,0.0146153981869037,0.0219230972803556,HL,HLHHLL,1.1100000143051147,2025-11-03,1.059999942779541,2025-11-14,1.0499999523162842,1.0399999618530271,1.0399999618530271,BY1-2025/10/14,False,False,False,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,215.HK
2025-11-03,0215.HK,1.090000033378601,1.1100000143051147,1.0800000429153442,1.100000023841858,1.100000023841858,5882000,0.0,0.0,1.0864844822118018,1.0838793347084474,1.0841016714266922,1.0693670447957924,1.033333775734099,False,False,False,True,0.0299999713897705,0.0146153981869037,0.0219230972803556,HH,HHLLHH,1.0499999523162842,2025-11-14,1.2000000476837158,2025-12-03,1.2200000286102295,1.0700000524520874,1.0399999618530271,TP1-2025/10/14,True,True,True,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,215.HK
2025-11-27,0215.HK,1.100000023841858,1.1200000047683716,1.100000023841858,1.1200000047683716,1.1200000047683716,3298000,0.0,0.0,1.0876976760474608,1.0826352155761343,1.0824827270501225,1.0727850785198745,1.0396705804565036,True,True,True,True,0.0199999809265136,0.0150000027247837,0.0225000040871756,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2025/10/14,False,False,False,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,215.HK
2025-12-03,0215.HK,1.1299999952316284,1.2200000286102295,1.1299999952316284,1.2000000476837158,1.2000000476837158,28319249,0.0,0.0,1.1205617511406336,1.1011212108895576,1.0911968001172705,1.078007021010804,1.0428391470898577,True,True,True,False,0.090000033378601,0.0146153890169583,0.0219230835254375,HH,HHHLHH,1.190000057220459,2025-12-04,1.2300000190734863,2025-12-08,1.2300000190734863,1.0499999523162842,1.0499999523162842,TP3-2025/10/14,True,True,True,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,215.HK
2025-10-28,2190.HK,24.280000686645508,24.520000457763672,23.68000030517578,24.18000030517578,24.18000030517578,626784,0.0,0.0,24.058992366254124,24.21489558146781,23.94158398196919,22.58195489762281,18.92141339396894,False,False,False,False,0.8400001525878906,0.8863158978913958,1.3294738468370937,LH,LHLLHH,22.739999771118164,2025-11-04,26.68000030517578,2025-11-18,28.0,23.07999992370605,23.07999992370605,SB1-2025/10/28,True,True,True,False,False,False,False,False,False,True,0.8,8,2,4.0,2.0,True,25.37,28.0,30.63,33.26,2190.HK
