Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,LLLow,HHClose,HHHigh,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,T1_50,classification,PATTERN,LLDate,HHDate,SNO
2009-11-20,1055.HK,2.5899999141693115,2.630000114440918,2.549999952316284,2.5899999141693115,2.165549993515014,17985008,0.0,0.0,2.601904785233149,2.5269379561713152,2.4823938981489637,2.3972615597720544,2.2850693896189136,True,True,True,2.759999990463257,2.5199999809265137,2.4800000190734863,2.2100000381469727,2.2100000381469727,BY1-2009/10/23,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,False,HL,HLLHHL,2009-11-24,2009-11-27,1055.HK
2010-01-15,1055.HK,2.8299999237060547,2.930000066757202,2.690000057220459,2.690000057220459,2.249162197113037,87347600,0.0,0.0,2.592339399454578,2.561778887030921,2.547208073305943,2.490065745917048,2.361511612985577,True,True,True,2.890000104904175,2.75,2.789999961853028,2.380000114440918,2.3499999046325684,TP1-2009/10/23,True,True,True,False,True,False,False,False,False,False,0.0,0,0,False,False,HH,HHLHLH,2010-01-21,2010-02-02,1055.HK
2010-03-09,1055.HK,3.2799999713897705,3.309999942779541,3.059999942779541,3.190000057220459,2.667222023010254,102820000,0.0,0.0,2.840425729709187,2.750566657916288,2.671518826159406,2.5864643411935413,2.428416633729077,True,True,True,0.0,0.0,0.0,0.0,0.0,TP2-2009/10/23,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,False,,,,,1055.HK
2010-04-07,1055.HK,3.559999942779541,3.75,3.549999952316284,3.660000085830689,3.0601980686187744,39315043,0.0,0.0,3.4264826892209204,3.278913729105758,3.041687347586209,2.8288677660192585,2.5568254697131283,True,True,True,0.0,0.0,0.0,0.0,0.0,TP3-2009/10/23,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,False,,,,,1055.HK
2021-05-31,1055.HK,5.449999809265137,5.460000038146973,5.150000095367432,5.260000228881836,5.260000228881836,30882576,0.0,0.0,5.427640913527475,5.403358440748509,5.389424427289682,5.227358285264399,4.86886494900745,True,True,True,5.28000020980835,4.630000114440918,4.579999923706055,5.090000152587891,5.059999942779541,BY1-2021/05/07,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,HL,HLLHLL,2021-06-18,2021-07-08,1055.HK
2021-06-28,1055.HK,5.070000171661377,5.099999904632568,4.929999828338623,4.980000019073486,4.980000019073486,8747239,0.0,0.0,5.113429050997603,5.202311804274864,5.283728881055621,5.220063898100026,4.91731294314679,False,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2021/05/07,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,False,,,,,1055.HK
2013-08-01,1060.HK,0.4749999940395355,0.4749999940395355,0.4550000131130218,0.4600000083446502,0.4600000083446502,44650000,0.0,0.0,0.4818096380957113,0.4847404604766945,0.4645161247202567,0.4294112486760326,0.3839643230665062,False,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2013/06/19,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,1060.HK
2009-08-31,1066.HK,5.224999904632568,5.275000095367432,4.934999942779541,5.25,4.002673149108887,5919444,0.0,0.0,5.185453200600678,5.089836867996667,4.92169398668223,4.588094520668463,3.952058848319184,True,True,True,5.787499904632568,6.362500190734863,6.5,4.934999942779541,4.550000190734863,BY1-2009/08/03,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,False,LL,LLHHHH,2009-09-07,2009-09-17,1066.HK
2009-09-07,1066.HK,5.449999809265137,5.787499904632568,5.449999809265137,5.75,4.39854097366333,5140688,0.0198108,0.0,5.336891579932498,5.202038228736065,5.005586586029011,4.663426879023492,4.007926626273387,True,True,True,6.5,6.4375,6.587500095367432,4.934999942779541,4.934999942779541,TP1-2009/08/03,True,True,True,False,True,False,False,False,False,False,0.0,0,0,False,False,HH,HHHHHH,2009-09-17,2009-09-23,1066.HK
2009-09-15,1066.HK,5.949999809265137,6.125,5.900000095367432,6.087500095367432,4.656716346740723,5844000,0.0,0.0,5.664073722576795,5.442776238671373,5.1667055360119445,4.786896724570021,4.089670062036625,True,True,True,0.0,0.0,0.0,0.0,0.0,TP2-2009/08/03,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,False,,,,,1066.HK
2009-09-23,1066.HK,6.262499809265137,6.587500095367432,6.262499809265137,6.4375,4.924453258514404,499044,0.0,0.0,6.161462508060289,5.833745042601335,5.423781018760533,4.966042950097102,4.196584886057657,True,True,True,6.212500095367432,7.474999904632568,7.625,5.449999809265137,4.934999942779541,TP3-2009/08/03,True,True,True,False,False,False,True,False,False,False,0.0,0,0,False,False,HH,HHHLHH,2009-09-28,2009-10-07,1066.HK
2004-01-12,1071.HK,2.9749999046325684,3.0,2.799999952316284,2.900000095367432,1.1861474514007568,35256000,0.0,0.0,3.04461360777836,2.9463005513903964,2.7783886610363884,2.597151319880762,2.302422361850317,True,True,True,2.775000095367432,2.9749999046325684,3.025000095367432,2.75,2.525000095367432,BY1-2003/12/10,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,False,HL,HLLLLH,2004-01-19,2004-01-21,1071.HK
2023-02-16,1071.HK,3.4100000858306885,3.450000047683716,3.359999895095825,3.380000114440918,2.8640694618225098,10660000,0.0,0.0,3.4075160559516324,3.3179322008179204,3.1864574424207217,3.082754542962985,2.9454292075966237,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2023/01/30,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,1071.HK
2003-11-24,1072.HK,1.125,1.125,1.1124999523162842,1.125,0.7726085186004639,500000,0.0,0.0,1.1646089484155573,1.172213142654497,1.122887937726374,1.0203934766668536,0.8228397015835754,False,False,False,1.412500023841858,1.412500023841858,1.3250000476837158,1.1124999523162842,1.1124999523162842,BY1-2003/09/01,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,False,LL,LLHHHL,2003-12-03,2003-12-09,1072.HK
2003-12-03,1072.HK,1.25,1.412500023841858,1.2374999523162842,1.2999999523162842,0.8927921056747437,17252000,0.0,0.0,1.2010921572555668,1.186217784886327,1.1409460675817111,1.0431830373024666,0.8430341540994418,True,True,True,1.3250000476837158,1.462499976158142,1.524999976158142,1.1124999523162842,1.1124999523162842,TP1-2003/09/01,True,True,True,False,True,False,False,False,False,False,0.0,0,0,False,False,HH,HHHLHH,2003-12-09,2003-12-15,1072.HK
2003-12-22,1072.HK,1.5,1.625,1.5,1.625,1.1159902811050415,9880000,0.0,0.0,1.4409905761379431,1.3588022418475156,1.255464929979083,1.1291915879521577,0.8996465318422625,True,True,True,0.0,0.0,0.0,0.0,0.0,TP2-2003/09/01,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,False,,,,,1072.HK
2003-12-29,1072.HK,1.649999976158142,1.875,1.5499999523162842,1.875,1.2876808643341064,4908000,0.0,0.0,1.5831946753106103,1.4517150878302238,1.310754861100246,1.1649384177149351,0.9196272106661706,True,True,True,0.0,0.0,0.0,0.0,0.0,TP3-2003/09/01,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,False,,,,,1072.HK
2007-08-31,1072.HK,28.725000381469727,28.725000381469727,24.0,26.25,19.038175582885746,10216000,0.0,0.0,27.748627489352515,26.66654814499541,24.775599944763208,21.89325764732621,16.411555443665318,True,True,True,29.25,28.0,27.25,20.89999961853028,20.89999961853028,BY1-2007/08/07,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,False,HL,HLLHHL,2007-09-06,2007-09-11,1072.HK
2007-09-27,1072.HK,31.049999237060547,33.0,31.049999237060547,32.32500076293945,23.444154739379883,1924000,0.0,0.0,30.07414580492004,29.025347807029505,27.109077988356635,24.10711544635816,18.120412602523963,True,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2007/08/07,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,1072.HK
2007-09-28,1072.HK,32.625,41.34999847412109,32.625,35.5,25.74686622619629,2853600,0.0,0.0,31.060664749480036,29.58836104120085,27.43813375351912,24.332717120687704,18.258895370631343,True,True,True,37.5,33.79999923706055,30.0,29.25,27.25,TP2-2007/08/07,True,True,True,False,False,True,False,False,False,False,0.0,0,0,False,False,HH,HHLHHL,2007-10-12,2007-10-15,1072.HK
2015-04-15,1072.HK,18.63999938964844,18.86000061035156,17.219999313354492,17.600000381469727,13.443815231323242,10767812,0.0,0.0,17.40188920543329,16.470994965046625,15.7803411673445,15.178607006996804,14.239272818285432,True,True,True,21.549999237060547,19.21999931335449,20.100000381469727,14.0,14.0,BY1-2015/03/19,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,False,HL,HLLHLH,2015-04-17,2015-04-23,1072.HK
2015-04-17,1072.HK,21.200000762939453,21.549999237060547,19.920000076293945,20.100000381469727,15.353450775146484,25588650,0.0,0.0,18.30126468732211,17.078655540853386,16.11437875598617,15.372554384580097,14.332693989111934,True,True,True,20.100000381469727,16.079999923706055,16.040000915527344,14.779999732971191,14.0,TP1-2015/03/19,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,False,LH,LHLHHL,2015-04-23,2015-05-07,1072.HK
2020-02-07,0108.HK,1.7999999523162842,1.870000004768372,1.5299999713897705,1.6299999952316284,1.6299999952316284,6139000,0.0,0.0,1.6097056793391435,1.4971465406524698,1.3955101881166998,1.3284517727530063,1.2310569038090935,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2020/01/13,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,108.HK
2020-02-18,0108.HK,1.830000042915344,1.9900000095367432,1.830000042915344,1.950000047683716,1.950000047683716,6779000,0.0,0.0,1.7543053475111268,1.6317768794905103,1.488140453741765,1.3863517390546238,1.2603968422211629,True,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2020/01/13,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,108.HK
2003-12-08,1083.HK,4.150000095367432,4.150000095367432,3.974999904632568,4.025000095367432,2.642086744308472,165618600,0.0,0.0,4.591402875771713,4.380489870543356,4.071532384041061,3.848456379216856,3.520130854736484,True,True,True,3.924999952316284,4.025000095367432,4.074999809265137,3.974999904632568,3.900000095367432,BY1-2003/10/22,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,HL,HLLLLH,2003-12-15,2003-12-19,1083.HK
2017-12-21,1083.HK,6.159999847412109,6.159999847412109,6.059999942779541,6.079999923706055,4.426796436309815,804092,0.0,0.0,6.163353619860956,6.175483198314442,6.086653459994469,5.833012099053602,5.344499918743014,False,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2017/12/01,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,1083.HK
2018-01-02,1083.HK,6.289999961853027,6.360000133514404,6.289999961853027,6.300000190734863,4.586976528167725,1843000,0.0,0.0,6.207885093427939,6.1921796967111336,6.109919364488771,5.869126997580462,5.378476290834213,True,True,True,5.889999866485596,6.050000190734863,6.150000095367432,6.03000020980835,6.0,TP1-2017/12/01,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,False,LH,LHLLLH,2018-01-11,2018-01-15,1083.HK
2018-01-29,1083.HK,6.5,6.690000057220459,6.5,6.579999923706055,4.790842056274414,3810179,0.0,0.0,6.256918363021876,6.198082773641538,6.146686086253306,5.965209028706295,5.490106230157725,True,True,True,6.670000076293945,5.980000019073486,5.739999771118164,5.889999866485596,5.889999866485596,TP2-2017/12/01,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,False,HH,HHLHLL,2018-02-02,2018-02-09,1083.HK
2018-03-20,1083.HK,6.420000076293945,7.0,6.420000076293945,7.0,5.096641540527344,8580403,0.0,0.0,6.480795306720422,6.396962412177734,6.317637232879692,6.1637427583868,5.698012993254488,True,True,True,0.0,0.0,0.0,0.0,0.0,TP3-2017/12/01,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,False,,,,,1083.HK
2025-08-18,1083.HK,4.019999980926514,4.03000020980835,3.869999885559082,3.990000009536743,3.940618753433228,40313943,0.0,0.0,4.169945727618392,4.118671349158556,3.9883993782262,3.787987421120604,3.4912144783368926,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/07/29,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,1083.HK
2025-09-18,1083.HK,3.890000104904175,3.890000104904175,3.819999933242798,3.849999904632568,3.849999904632568,3036641,0.0,0.0,3.9095407393897417,3.960214208219508,3.9698248061872654,3.8534619068986298,3.57173829365704,False,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2025/07/29,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,False,,,,,1083.HK
2021-02-24,1091.HK,0.7200000286102295,0.7400000095367432,0.5699999928474426,0.6299999952316284,0.6299999952316284,33766634,0.0,0.0,0.6016522702530952,0.5358075278898956,0.4818412677459971,0.4321249245193279,0.3747195611787662,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2021/01/22,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,1091.HK
2018-03-21,1104.HK,1.3187869787216189,1.3575750589370728,1.3187869787216189,1.3575750589370728,0.6301676034927368,86625,0.0,0.0,1.3712265919402475,1.3531201481448296,1.317799227474198,1.260040405243426,1.1696082277630322,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2018/02/05,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,1104.HK
2021-09-10,1104.HK,1.4199999570846558,1.4299999475479126,1.350000023841858,1.399999976158142,0.8316596746444702,1303521,0.0,0.0,1.3857506507433646,1.3687193658454857,1.3531764530317838,1.3160620357354766,1.2098966164344378,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2021/08/12,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,1104.HK
2021-09-21,1104.HK,1.25,1.2599999904632568,1.2100000381469729,1.2599999904632568,0.7484937310218811,1120000,0.0,0.0,1.325404799685019,1.3426977904353297,1.3443728938989117,1.3163894828071394,1.2158618238903107,False,False,False,1.4600000381469729,1.3300000429153442,1.2200000286102295,1.2100000381469729,1.2100000381469729,CL1-2021/08/12,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,False,LL,LLHHHL,2021-09-27,2021-10-06,1104.HK
2017-01-03,1112.HK,23.950000762939453,24.0,22.75,23.0,17.431392669677734,980698,0.0,0.0,23.33531379041971,23.36515938296838,22.95491149764423,22.70346117469185,22.599402975832326,False,False,False,22.700000762939453,24.89999961853028,25.25,22.100000381469727,22.100000381469727,TP1-2016/12/16,True,True,True,True,True,False,False,False,False,False,0.0,0,0,False,False,HL,HLLLHH,2017-01-09,2017-01-12,1112.HK
2017-01-11,1112.HK,24.64999961853028,24.950000762939453,24.25,24.799999237060547,18.79559135437012,1601636,0.0,0.0,23.76758252715372,23.57412670125783,23.13990877758356,22.828205816586003,22.65555793670784,True,True,True,0.0,0.0,0.0,0.0,0.0,TP2-2016/12/16,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,False,,,,,1112.HK
2017-01-26,1112.HK,25.350000381469727,26.64999961853028,25.350000381469727,26.450000762939453,20.046104431152344,4625513,0.0,0.0,24.763529235240878,24.302940515016072,23.68330749627957,23.187159931986805,22.82225899705485,True,True,True,0.0,0.0,0.0,0.0,0.0,TP3-2016/12/16,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,False,,,,,1112.HK
2003-06-24,1114.HK,2.0999999046325684,2.0999999046325684,2.0,2.049999952316284,0.2232324182987213,37842000,0.0,0.0,2.044097582226405,1.9760113591180903,1.9115371216680948,1.816173237460124,1.6259704104165686,True,True,True,2.25,2.400000095367432,2.4749999046325684,1.7899999618530271,1.7899999618530271,BY1-2003/05/28,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,False,HL,HLLHHH,2003-06-27,2003-07-15,1114.HK
2003-07-08,1114.HK,2.25,2.275000095367432,2.200000047683716,2.25,0.2450112104415893,28744500,0.0,0.0,2.173319099494819,2.095872243134456,1.994660135032189,1.8769140009276684,1.664733371705568,True,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2003/05/28,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,1114.HK
2003-08-18,1114.HK,2.4749999046325684,2.625,2.450000047683716,2.625,0.2858464121818542,57824000,0.0,0.0,2.375390564664986,2.313167151459037,2.2129513865166786,2.0665360471400143,1.7974108164486873,True,True,True,2.25,2.549999952316284,2.5999999046325684,2.150000095367432,2.0999999046325684,TP2-2003/05/28,True,True,True,False,False,True,False,False,False,False,0.0,0,0,False,False,HH,HHHLLH,2003-08-26,2003-09-04,1114.HK
2003-10-02,1114.HK,2.650000095367432,2.75,2.650000095367432,2.650000095367432,0.2885687351226806,52947100,0.0,0.0,2.529825089885039,2.489728094871644,2.4042380554944653,2.254735042946293,1.9448616545055264,True,True,True,0.0,0.0,0.0,0.0,0.0,TP3-2003/05/28,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,False,,,,,1114.HK
2007-01-11,1133.HK,8.279999732971191,8.3100004196167,7.980000019073486,8.0,6.421588897705078,7746000,0.0,0.0,8.365855035603483,8.238385505093971,7.893285565100287,7.65487079168452,6.994285869218623,True,True,True,9.800000190734863,8.729999542236328,8.479999542236328,7.980000019073486,7.980000019073486,BY1-2006/12/06,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,False,LL,LLHHHL,2007-01-24,2007-01-26,1133.HK
2007-01-23,1133.HK,8.619999885559082,9.390000343322754,8.619999885559082,9.390000343322754,7.53734016418457,17118000,0.0,0.0,8.564883453409985,8.392677718445082,8.05991255030023,7.778090768810748,7.086409305642273,True,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2006/12/06,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,1133.HK
2007-02-12,1133.HK,10.039999961853027,10.699999809265137,10.0,10.520000457763672,8.444388389587402,9271300,0.0,0.0,9.52183324657416,9.089822845701066,8.575266279677498,8.131586002896691,7.310865765055665,True,True,True,11.020000457763672,8.84000015258789,8.75,8.380000114440918,8.380000114440918,TP2-2006/12/06,True,True,True,False,False,True,False,False,False,False,0.0,0,0,False,False,HH,HHHHHL,2007-02-22,2007-03-05,1133.HK
2025-08-22,1133.HK,7.199999809265137,7.260000228881836,7.03000020980835,7.179999828338623,7.179999828338623,6079000,0.0,0.0,7.323546831509144,7.268963393865803,6.783771513068789,5.975614029234985,4.621755578893379,True,True,True,9.029999732971191,12.210000038146973,12.279999732971191,7.199999809265137,7.03000020980835,BY1-2025/07/08,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,False,LL,LLHLHH,2025-09-16,2025-09-24,1133.HK
