index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,LLLow,HHClose,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,classification,PATTERN,LLDate,HHDate,medium_bullish,weak_bullish,SNO
2024-05-27,1038.HK,44.95000076293945,45.29999923706055,44.5,45.04999923706055,42.286895751953125,1135732,1.85,0.0,46.56376677709152,46.14246035604296,45.62101949428591,44.70789220930708,43.30599493788837,True,True,True,False,0.7999992370605469,0.7473688627544228,1.1210532941316342,46.650001525878906,44.5,44.34999847412109,-0.05,44.09999847412109,43.900001525878906,BY1-2024/04/09,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,HL,HLLHLL,2024-05-28,2024-05-30,,,1038.HK
2024-07-12,1038.HK,47.70000076293945,49.75,47.70000076293945,49.25,46.22929382324219,7626441,0.0,0.0,45.509163615382704,44.84700535651224,44.826136609350925,44.59368533446144,43.56414598986161,True,True,True,False,2.049999237060547,0.7750001634870257,1.1625002452305386,47.650001525878906,53.54999923706055,53.900001525878906,0.13,42.04999923706055,42.04999923706055,TP1-2024/04/09,True,True,True,False,True,False,False,False,False,False,False,0.0,0,0,False,HH,HHHLHH,2024-07-16,2024-08-02,,,1038.HK
2024-07-18,1038.HK,49.54999923706055,51.29999923706055,49.25,51.04999923706055,47.91889572143555,3530297,0.0,0.0,47.77206597851172,46.2642072071564,45.508474608893486,44.96477058880914,43.74819045591186,True,True,True,False,2.049999237060547,0.9285714285714286,1.8571428571428568,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2024/04/09,False,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,1038.HK
2024-08-01,1038.HK,51.84999847412109,53.84999847412109,51.0,53.59999847412109,50.31249237060547,4803071,0.0,0.0,51.72092569901599,49.78705498630541,47.674224651907,46.247968501294224,44.38442238949099,True,True,True,False,2.849998474121086,1.034374475479125,2.06874895095825,0.0,0.0,0.0,0.0,0.0,0.0,TP3-2024/04/09,False,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,,,,,,,1038.HK
2020-01-21,1044.HK,59.5,59.79999923706055,58.09999847412109,58.900001525878906,42.72796630859375,6173068,0.0,0.0,59.473659938094464,57.8179786380961,55.739170210699335,55.094444283841696,57.64725263121395,False,True,True,False,1.7000007629394602,1.678124904632567,3.356249809265134,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2020/01/02,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1044.HK
2020-02-06,1044.HK,61.0,63.34999847412109,60.84999847412109,62.25,45.15816116333008,6440302,0.0,0.0,59.78720985905118,58.96959134595511,57.05875699431538,55.937716154316114,57.809005272013614,False,True,True,False,2.5,2.294737564890009,4.589475129780019,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2020/01/02,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1044.HK
2010-04-20,1088.HK,34.0,35.099998474121094,34.0,35.04999923706055,10.640753746032717,13495967,0.0,0.0,35.415598638140565,34.87775068851726,34.63728157840676,34.654513653423834,32.384694877304646,False,False,True,False,1.0999984741210938,0.9117650424732876,1.3676475637099317,36.04999923706055,34.45000076293945,34.25,-0.05,33.400001525878906,30.850000381469727,BY1-2010/03/18,True,True,True,True,False,False,False,False,False,False,False,0.0,0,0,False,LL,LLLHHL,2010-04-21,2010-04-23,,,1088.HK
2010-05-17,1088.HK,32.599998474121094,32.599998474121094,29.350000381469727,29.75,9.18680477142334,26875264,0.58543795,0.0,31.579878507896435,32.605674110724,33.502249779461835,34.027297010441835,32.43925828638797,False,False,False,False,3.249998092651367,0.8428569521222796,1.2642854281834195,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2010/03/18,False,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,1088.HK
2012-09-26,1088.HK,29.799999237060547,29.799999237060547,29.0,29.64999961853028,9.694103240966797,8328290,0.0,0.0,29.903569802516845,29.67748858202622,29.39172670112515,29.688731613020902,31.239114730759287,False,False,True,False,0.7999992370605469,0.5999997854232786,0.8999996781349179,33.650001525878906,32.900001525878906,32.400001525878906,-0.04,29.299999237060547,29.0,BY1-2012/08/23,False,True,True,True,False,False,False,False,False,False,False,0.0,0,0,False,HL,HLHHHL,2012-10-19,2012-10-24,,,1088.HK
2012-10-17,1088.HK,31.75,32.70000076293945,31.75,32.599998474121094,10.658605575561523,30181563,0.0,0.0,31.131880591637938,30.559659541167,29.96804201715884,29.93397167968276,31.188671949046515,False,True,True,False,0.9500007629394532,0.6416667302449545,0.9625000953674316,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2012/08/23,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1088.HK
2015-04-15,1088.HK,21.0,21.200000762939453,20.600000381469727,20.700000762939453,7.446969509124756,34837548,0.0,0.0,20.799722651928374,20.37646130638045,20.44360261738177,20.881153518256937,21.71184215654546,False,False,False,False,0.6000003814697266,0.5849999189376827,0.877499878406524,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2015/03/20,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1088.HK
2015-06-16,1088.HK,18.559999465942383,18.700000762939453,18.13999938964844,18.18000030517578,6.8556437492370605,25952957,0.0,0.0,19.02386370215708,19.270517354247318,19.615178298832223,20.10788078372037,21.104541283555477,False,False,False,False,0.5600013732910121,0.4357145854404984,0.6535718781607476,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2015/03/20,False,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,1088.HK
2016-06-13,1088.HK,12.619999885559082,12.640000343322754,12.359999656677246,12.520000457763672,4.721268177032471,15077876,0.0,0.0,12.67184448758415,12.515353827749884,12.417336308910832,12.416740401842844,13.778489217907,False,True,True,False,0.2800006866455078,0.301250040531159,0.4518750607967385,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2016/05/17,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1088.HK
2016-06-22,1088.HK,12.920000076293944,13.739999771118164,12.920000076293944,13.739999771118164,5.181328296661377,50415818,0.0,0.0,12.863930531947844,12.665270497030342,12.50879150971186,12.463643383617653,13.723362286022793,False,True,True,False,0.8199996948242205,0.314999878406525,0.4724998176097875,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2016/05/17,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1088.HK
2016-06-29,1088.HK,14.0,14.220000267028809,13.859999656677246,14.0600004196167,5.428427696228027,30045954,0.0,0.0,13.44061548549853,13.059668328749954,12.730304537087664,12.58371014666105,13.72331342277782,False,True,True,False,0.3600006103515625,0.3499999046325684,0.5249998569488528,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2016/05/17,False,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,1088.HK
2016-07-12,1088.HK,14.399999618530272,15.020000457763672,14.34000015258789,14.899999618530272,5.752741813659668,58430385,0.0,0.0,14.079841622820616,13.65014921509901,13.12962590128405,12.820315862786586,13.751718880179162,False,True,True,False,0.6800003051757812,0.3906664530436199,0.5859996795654299,0.0,0.0,0.0,0.0,0.0,0.0,TP3-2016/05/17,False,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,,,,,,,1088.HK
2020-11-13,1088.HK,14.760000228881836,14.760000228881836,14.199999809265137,14.31999969482422,8.31394100189209,23881845,0.0,0.0,14.200873388837696,13.977998904027348,13.723869458088071,13.599962135276863,14.124010334566329,False,True,True,False,0.5600004196166992,0.3085712024143759,0.4628568036215639,15.0,14.420000076293944,14.34000015258789,-0.04,13.239999771118164,13.239999771118164,BY1-2020/10/27,False,True,True,True,False,False,False,False,False,False,False,0.0,0,0,False,HL,HLLHHL,2020-11-17,2020-11-20,,,1088.HK
2020-11-24,1088.HK,15.100000381469728,15.4399995803833,15.020000457763672,15.079999923706056,8.755184173583984,38133033,0.0,0.0,14.623747464462769,14.338869673631564,13.971593141294894,13.74839375785444,14.157284839147955,False,True,True,False,0.4199991226196289,0.3279998779296871,0.4919998168945307,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2020/10/27,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1088.HK
2024-12-17,1088.HK,34.0,34.20000076293945,33.54999923706055,33.849998474121094,30.62053298950196,24278289,0.0,0.0,34.05600129355965,33.71532363741488,33.57079601525031,33.53500813919909,32.1156085626496,True,True,True,False,0.6500015258789062,0.7633328755696615,1.1449993133544922,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2024/11/18,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1088.HK
2025-01-09,1088.HK,31.450000762939453,31.450000762939453,30.39999961853028,30.450000762939453,27.54491424560547,41025562,0.0,0.0,32.211978268538104,32.743824839073646,33.10605940710348,33.29047119231424,32.14262345843133,False,False,False,False,1.050001144409176,0.8156247138977049,1.2234370708465572,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2024/11/18,False,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,1088.HK
2012-10-17,1093.HK,1.229166030883789,1.25,1.197916030883789,1.203125,0.9150195717811584,5491200,0.0,0.0,1.2267984306261084,1.2007705567354858,1.1518004531809494,1.093636623808827,1.1598613136831166,False,True,True,False,0.0520839691162109,0.0431985294117646,0.0647977941176469,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2012/09/19,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1093.HK
2012-12-31,1093.HK,1.1875,1.1875,1.15625,1.1614580154418943,0.8833301663398743,2353920,0.0,0.0,1.1698438608802169,1.158613822961143,1.150688269344876,1.1284953297370663,1.1561098896113813,False,True,True,False,0.03125,0.0343749364217122,0.0515624046325683,0.0,0.0,0.0,0.0,0.0,0.0,TU1-2012/09/19,False,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,,,,,,,1093.HK
2020-12-22,1093.HK,7.670000076293945,7.760000228881836,7.550000190734863,7.639999866485596,6.52530574798584,54399248,0.0,0.0,7.68646113418292,7.754791083275808,8.141437786622207,8.563433436233437,8.779801184781954,False,False,False,False,0.2100000381469726,0.2588235350216136,0.3882353025324204,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2020/12/04,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1093.HK
2021-01-06,1093.HK,7.880000114440918,8.1899995803833,7.880000114440918,8.130000114440918,6.943813800811768,55801622,0.0,0.0,7.847416593076818,7.805254441599009,8.06863675626779,8.468395725769506,8.72815785432265,False,False,False,False,0.3099994659423828,0.2373333613077799,0.3560000419616699,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2020/12/04,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1093.HK
2021-01-19,1093.HK,8.079999923706055,8.699999809265137,7.880000114440918,8.470000267028809,7.234206199645996,151278216,0.0,0.0,8.087087521286607,7.979523379780877,8.081221061098795,8.408999920932954,8.684968452400055,False,False,False,False,0.8199996948242188,0.2286667188008626,0.3430000782012939,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2020/12/04,False,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,1093.HK
2001-10-19,0011.HK,80.5,80.5,79.0,79.5,24.40591812133789,2450653,0.0,0.0,81.78928697183485,81.91725553552664,83.00246820734765,84.81749244737094,86.66813986341458,False,False,False,False,1.5,2.176470588235294,4.352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2001/09/19,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,11.HK
2001-11-30,0011.HK,85.75,86.25,83.5,84.75,26.017627716064453,5113123,0.0,0.0,82.75866822953027,81.8914093248517,81.86577638187808,83.21312873870724,85.51720442323852,False,False,True,False,2.75,1.5625,3.125,82.5,85.5,88.0,0.07,79.0,77.75,TP1-2001/09/19,False,False,True,False,True,False,False,False,False,False,False,0.0,0,0,False,HH,HHHLHH,2001-12-03,2001-12-06,,,11.HK
2015-08-18,0011.HK,154.0,154.0,150.10000610351562,150.1999969482422,92.58551025390624,1927120,0.0,0.0,154.58624321698846,155.10892991639813,154.0427041595829,150.92669468469185,142.8192515192474,False,False,False,False,3.899993896484375,2.794115851907169,5.588231703814338,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2015/06/23,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,11.HK
2015-08-24,0011.HK,136.0,137.39999389648438,132.89999389648438,133.0,81.98316955566406,4995400,0.0,0.0,146.04171296730266,150.40904495915115,151.96328865763914,150.09353450298528,142.735381902139,False,False,False,False,4.5,3.25555419921875,6.5111083984375,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2015/06/23,False,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,11.HK
2022-11-28,0011.HK,122.4000015258789,122.4000015258789,116.8000030517578,117.8000030517578,98.35596466064452,2222968,0.0,0.0,121.2245009769409,119.7938864348132,119.83129393393232,123.32637732848347,131.9056844699652,False,False,False,False,5.599998474121108,2.54000040690104,5.080000813802079,131.3000030517578,129.0,125.0999984741211,-0.05,116.8000030517578,114.9000015258789,BY1-2022/10/28,False,False,True,True,False,False,False,False,False,False,False,0.0,0,0,False,HL,HLHHHL,2022-12-14,2022-12-16,,,11.HK
2022-12-05,0011.HK,122.8000030517578,126.1999969482422,122.1999969482422,124.5,103.95005798339844,3096544,0.0,0.0,121.4775417257242,120.37730020343824,120.09447929816824,123.1279553868516,131.48655359523093,False,False,True,False,4.0,2.353333536783853,4.706667073567706,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2022/10/28,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,11.HK
2024-03-05,0011.HK,87.5,87.75,84.8499984741211,85.3499984741211,77.41978454589844,3321830,3.2,0.0,87.95899494157523,86.41897559736141,86.0645051225715,88.8038049094021,99.11543384498796,False,False,True,False,2.9000015258789062,1.7535721915108835,3.5071443830217675,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2024/02/07,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,11.HK
2024-04-08,0011.HK,90.1999969482422,91.8499984741211,89.19999694824219,91.1999969482422,82.72623443603516,2198204,0.0,0.0,88.75032531257256,87.87741834561692,87.06851825838538,88.43118190359199,97.34245364456592,False,False,True,False,2.6500015258789062,1.7375011444091797,3.47500228881836,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2024/02/07,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,11.HK
2024-04-10,0011.HK,99.0,99.8000030517578,97.8000030517578,99.6999969482422,90.43647003173828,4881689,0.0,0.0,91.52955651331688,89.39554154671085,87.826917464889,88.76338729780396,97.33521322525873,False,False,True,False,2.0,1.8406262397766116,3.681252479553223,93.9000015258789,115.1999969482422,117.5,0.25,85.19999694824219,85.0,TP2-2024/02/07,False,True,True,False,False,True,False,False,False,False,False,0.0,0,0,False,HH,HHHLHH,2024-04-19,2024-05-22,,,11.HK
2024-04-29,0011.HK,103.0,105.4000015258789,102.6999969482422,103.8000030517578,94.15552520751952,3200700,0.0,0.0,99.4629378960779,96.17987177656512,92.26361347165698,91.019323031085,97.45317792068872,False,True,True,False,2.7000045776367045,2.100000508626303,4.200001017252606,0.0,0.0,0.0,0.0,0.0,0.0,TP3-2024/02/07,False,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,,,,,,,11.HK
2022-06-13,1128.HK,4.849999904632568,4.849999904632568,4.550000190734863,4.579999923706055,4.20635461807251,6024402,0.0,0.0,4.705236207358835,4.662234211100219,4.930961708117472,5.535906443450696,7.422536138434348,False,False,False,False,0.2999997138977051,0.1419999440511067,0.2129999160766601,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2022/05/16,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1128.HK
2022-06-28,1128.HK,4.920000076293945,5.590000152587891,4.739999771118164,5.550000190734863,5.097220420837402,28476785,0.0,0.0,4.751379977799282,4.665635297702223,4.824453230791836,5.3548484581179885,7.185769139864048,False,False,False,False,0.8500003814697266,0.1784614416269155,0.2676921624403733,4.940000057220459,5.239999771118164,5.349999904632568,0.08,4.099999904632568,4.099999904632568,TP2-2022/05/16,False,False,False,False,True,True,False,False,False,False,False,0.0,0,0,False,HH,HHHLLH,2022-07-06,2022-07-08,,,1128.HK
2023-07-21,1128.HK,7.510000228881836,7.610000133514404,7.440000057220459,7.579999923706055,6.96160888671875,5074990,0.0,0.0,7.565947337435714,7.492946184894015,7.497655374819513,7.516954602615871,7.2345372621188435,False,False,False,False,0.1700000762939453,0.2124999761581421,0.3187499642372131,8.4399995803833,8.109999656677246,7.730000019073486,-0.08,7.139999866485596,6.900000095367432,BY1-2023/07/05,True,True,True,True,False,False,False,False,False,False,False,0.0,0,0,False,HL,HLHHHL,2023-07-31,2023-08-03,,,1128.HK
2023-07-25,1128.HK,7.730000019073486,7.900000095367432,7.639999866485596,7.840000152587891,7.200397968292236,17308783,0.0,0.0,7.620840793162088,7.531624329965732,7.514936778608077,7.524963442032953,7.242250516939994,False,False,True,False,0.2600002288818359,0.1846666653951009,0.2769999980926513,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2023/07/05,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1128.HK
2023-07-31,1128.HK,8.300000190734863,8.4399995803833,7.960000038146973,8.100000381469727,7.439186573028564,14492557,0.0,0.0,7.906115520980748,7.714996366824079,7.605881720916629,7.571386283451835,7.27014613521301,True,True,True,False,0.4799995422363281,0.1878571510314941,0.2817857265472412,7.730000019073486,8.149999618530273,8.199999809265137,0.06,7.440000057220459,6.900000095367432,TP2-2023/07/05,True,True,True,False,False,True,False,False,False,False,False,0.0,0,0,False,HH,HHHLLH,2023-08-03,2023-08-10,,,1128.HK
2000-10-09,1171.HK,0.6410250067710876,0.6730759739875793,0.6378200054168701,0.6410250067710876,0.1243900582194328,8829600,0.0,0.0,0.6710954879392711,0.6773072684940691,0.6812935753315391,0.6498779939401542,0.6394587554703048,False,False,False,False,0.0352559685707092,0.0350678212502423,0.0526017318753635,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2000/09/20,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1171.HK
