index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,medium_bullish,weak_bullish,buy_price,tp1_price,tp2_price,tp3_price,SNO
2018-10-04,1033.HK,1.0800000429153442,1.0800000429153442,1.0199999809265137,1.0499999523162842,1.0499999523162842,2960000,0.0,0.0,1.0435920096092093,1.0324194358698549,1.0422080898152346,1.0815306095694988,1.1811955178016478,False,False,False,False,0.0600000619888305,0.0285714396408626,0.0428571594612939,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2018/08/28,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2018-10-11,1033.HK,0.9900000095367432,0.9900000095367432,0.8899999856948853,0.9200000166893004,0.9200000166893004,18865000,0.0,0.0,1.0098847182985116,1.019006797291463,1.03421891537109,1.0736836601051087,1.1740762403512406,False,False,False,False,0.1000000238418579,0.0276923179626464,0.0415384769439696,LL,LLLHLL,0.9800000190734864,2018-10-16,0.9100000262260436,2018-10-19,0.8799999952316284,-0.1,0.8899999856948853,0.8899999856948853,CL1-2018/08/28,False,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2021-05-11,1033.HK,0.7799999713897705,0.7799999713897705,0.7400000095367432,0.7699999809265137,0.7699999809265137,22916000,0.0,0.0,0.7337203574447684,0.7242439260142566,0.7176555670082503,0.6917367263131353,0.6652333175759018,True,True,True,False,0.0399999618530273,0.0226666688919067,0.0340000033378601,HL,HLHHLL,0.8500000238418579,2021-05-13,0.7400000095367432,2021-05-14,0.7300000190734863,-0.14,0.6700000166893005,0.6700000166893005,BY1-2021/04/19,True,True,True,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2021-05-12,1033.HK,0.7699999809265137,0.8199999928474426,0.7799999713897705,0.7900000214576721,0.7900000214576721,14880000,0.0,0.0,0.7439530236289327,0.7299618473571623,0.7204926044376394,0.6936825341377796,0.6662274745789438,True,True,True,False,0.0400000214576721,0.0240000009536743,0.0360000014305114,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2021/04/19,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2022-05-30,1033.HK,0.6200000047683716,0.6200000047683716,0.5899999737739563,0.6100000143051147,0.6100000143051147,6570000,0.0,0.0,0.5957334898189279,0.5909138550859296,0.6071634184417628,0.6343580794462096,0.6652150429089229,False,False,False,False,0.0300000309944152,0.0185714108603341,0.0278571162905011,HL,HLHHHL,0.6399999856948853,2022-06-06,0.6200000047683716,2022-06-08,0.6000000238418579,-0.06,0.5600000023841858,0.5400000214576721,BY1-2022/04/29,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2022-05-31,1033.HK,0.6100000143051147,0.6299999952316284,0.6000000238418579,0.6299999952316284,0.6299999952316284,7897000,0.0,0.0,0.601963763530328,0.5943126498812078,0.6080589704727379,0.6342717807488911,0.6649344449194623,False,False,False,False,0.0299999713897705,0.0185714108603341,0.0278571162905011,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2022/04/29,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2024-10-08,1033.HK,0.8500000238418579,0.9100000262260436,0.699999988079071,0.7099999785423279,0.7099999785423279,149788500,0.0,0.0,0.6585705387904388,0.5920700842695995,0.5496819450520203,0.5316604447499876,0.5297396658381983,True,True,True,False,0.2100000381469725,0.0365625005215406,0.0548437507823109,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2024/08/30,False,False,False,True,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2025-03-20,1033.HK,0.6800000071525574,0.6800000071525574,0.6600000262260437,0.6700000166893005,0.6700000166893005,18985000,0.0,0.0,0.6655269921177863,0.6552750668777537,0.6525394725960623,0.6434822809593079,0.6066154478780085,True,True,True,False,0.0199999809265136,0.0206249877810478,0.0309374816715717,HL,HLLHLL,0.7099999785423279,2025-03-21,0.550000011920929,2025-04-07,0.5400000214576721,-0.24,0.6200000047683716,0.6200000047683716,BY1-2025/03/06,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2025-03-21,1033.HK,0.6700000166893005,0.7099999785423279,0.6700000166893005,0.6899999976158142,0.6899999976158142,63810000,0.0,0.0,0.6699766294810641,0.6582946260723677,0.6540085127929153,0.6444034238633972,0.607279866601019,True,True,True,False,0.0399999618530273,0.0206666549046834,0.0309999823570251,LH,LHLLLH,0.5400000214576721,2025-04-07,0.6200000047683716,2025-05-07,0.6399999856948853,0.19,0.6499999761581421,0.6200000047683716,TP1-2025/03/06,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2025-04-07,1033.HK,0.6299999952316284,0.6399999856948853,0.5400000214576721,0.550000011920929,0.550000011920929,35839729,0.0,0.0,0.6434152854272172,0.6519970339415715,0.6531394041459744,0.6459096607735957,0.6108328092767926,False,False,False,False,0.0999999642372131,0.0206249989569187,0.030937498435378,LL,LLLHHL,0.6399999856948853,2025-05-07,0.6200000047683716,2025-06-02,0.6100000143051147,-0.05,0.5799999833106995,0.5400000214576721,CL2-2025/03/06,False,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,,,,,1033.HK
2013-05-29,1050.HK,0.2152770012617111,0.2222220003604889,0.2118050009012222,0.2222220003604889,0.0681463107466697,453980,0.0,0.0,0.2157761357532387,0.2153681087656654,0.2144024501417183,0.2049063535949635,0.1844096070792215,True,True,True,False,0.0104169994592666,0.0037394613027572,0.0056091919541359,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2013/05/14,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2013-06-24,1050.HK,0.1909720003604889,0.1909720003604889,0.1875,0.1909720003604889,0.0585632286965847,601920,0.0,0.0,0.2064418241390885,0.2106368195653477,0.2126098822175291,0.2063387288167021,0.1872371498178626,False,False,False,False,0.0034720003604888,0.0062004998326301,0.0093007497489452,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2013/05/14,False,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2014-09-15,1050.HK,0.28125,0.28125,0.2708329856395721,0.2777769863605499,0.0939627587795257,1526400,0.0,0.0,0.2777187529933492,0.2744707282960138,0.2697931387958559,0.2689182557713607,0.2608283224417866,True,True,True,False,0.0104170143604279,0.0089284990515027,0.0133927485772541,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2014/08/25,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2014-09-29,1050.HK,0.25,0.25,0.2430550009012222,0.2430550009012222,0.0822174698114395,1304640,0.0,0.0,0.2665637562258554,0.2703908555848218,0.2694914911247213,0.2689950981784307,0.2615037551356963,False,False,False,False,0.0069449990987777,0.0085646679004033,0.012847001850605,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2014/08/25,False,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2016-10-27,1050.HK,0.4861109852790832,0.4861109852790832,0.4722220003604889,0.4861109852790832,0.2077278941869735,3326400,0.0,0.0,0.4579370182899819,0.4500339343939343,0.4464105976270298,0.4285191005230882,0.3737346301037569,True,True,True,False,0.0138889849185943,0.0114087888172694,0.0171131832259042,HL,HLLHLL,0.493054986000061,2016-10-28,0.4652769863605499,2016-11-04,0.4513880014419555,-0.08,0.4236109852790832,0.4236109852790832,BY1-2016/10/18,True,True,True,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2017-01-05,1050.HK,0.5,0.5208330154418945,0.493054986000061,0.5138880014419556,0.2256317734718322,10103040,0.0,0.0,0.4832525123026127,0.4777644043810753,0.4714815047227862,0.4569645244770564,0.4053885612943247,True,True,True,False,0.0277780294418335,0.0098383401830991,0.0147575102746486,HH,HHHLHH,0.4722220003604889,2017-01-16,0.5347219705581665,2017-01-25,0.555554986000061,0.18,0.4652769863605499,0.4583329856395721,TP1-2016/10/18,True,True,True,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2017-01-25,1050.HK,0.5416659712791443,0.555554986000061,0.5277770161628723,0.5347219705581665,0.234779343008995,4636748,0.0,0.0,0.5107939414141202,0.4980084071338507,0.4848994696415146,0.4678678114445911,0.4155122781681395,True,True,True,False,0.0277779698371887,0.0133929359061377,0.0200894038592066,HH,HHHLHH,0.5138880014419556,2017-02-01,0.5694440007209778,2017-02-03,0.5833330154418945,0.14,0.4722220003604889,0.4652769863605499,TP2-2016/10/18,True,True,True,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2017-03-01,1050.HK,0.5625,0.5972219705581665,0.5625,0.5902770161628723,0.259171724319458,7196544,0.0,0.0,0.5669688073993031,0.5548543344144524,0.5301111409459703,0.5014260203537239,0.4394855876321769,True,True,True,False,0.0347219705581665,0.0111109375953674,0.0166664063930511,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP3-2016/10/18,False,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2021-02-08,1050.HK,1.1597219705581665,1.256943941116333,1.048611044883728,1.25,0.8659125566482544,26452800,0.0,0.0,1.0579306915079267,0.939943554656418,0.8619055751662306,0.8186045441085117,0.785475792604878,True,True,True,False,0.2083328962326049,0.0662035902341206,0.099305385351181,HL,HLLHLL,1.375,2021-02-09,0.993054986000061,2021-02-26,0.9791659712791444,-0.29,0.75,0.75,BY1-2021/01/12,True,True,True,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2021-04-27,1050.HK,1.118054986000061,1.125,1.0972219705581665,1.111111044883728,0.7696998119354248,1051200,0.0,0.0,1.0987269843031184,1.076968110599157,1.0399596500055863,0.9747782412150202,0.8777769880095515,True,True,True,False,0.0277780294418334,0.0277777138878317,0.0416665708317476,LL,LLHHHL,1.2847219705581665,2021-04-30,1.1875,2021-05-06,1.1458330154418943,-0.11,1.006943941116333,1.006943941116333,TU1-2021/01/12,True,True,True,False,False,False,False,False,False,True,False,0.0,0,0,False,,,,,,,1050.HK
2024-03-20,1050.HK,0.5,0.5099999904632568,0.4650000035762787,0.5099999904632568,0.4553310871124267,88000,0.0,0.0,0.4762588226062816,0.4702535263612957,0.4901005779089647,0.5457791674897491,0.6860324264008114,False,False,False,False,0.0449999868869781,0.0129166667660077,0.0193750001490115,HL,HLLHLL,0.5099999904632568,2024-03-27,0.4550000131130218,2024-04-03,0.4050000011920929,-0.21,0.4099999964237213,0.4099999964237213,BY1-2024/02/29,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2024-04-17,1050.HK,0.4749999940395355,0.550000011920929,0.4650000035762787,0.5400000214576721,0.4821152985095978,1342000,0.0,0.0,0.4923107364910929,0.4825587736605684,0.487410304633338,0.5295598767903562,0.6630364494658174,False,False,False,False,0.0850000083446502,0.0129166717330614,0.0193750075995921,HH,HHHLHH,0.4850000143051147,2024-04-22,0.550000011920929,2024-04-23,0.6000000238418579,0.24,0.4050000011920929,0.4050000011920929,TP1-2024/02/29,False,False,True,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2024-04-23,1050.HK,0.550000011920929,0.6000000238418579,0.5299999713897705,0.550000011920929,0.4910433888435364,3664000,0.0,0.0,0.5162919715191405,0.4982451208667874,0.4941742885301293,0.5298109551090247,0.6589294855128623,False,False,True,False,0.0700000524520874,0.021153851197316,0.0317307767959741,HH,HHHLHH,0.5,2024-05-02,0.7200000286102295,2024-05-29,0.7699999809265137,0.54,0.4600000083446502,0.4050000011920929,TP2-2024/02/29,False,False,True,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2024-05-28,1050.HK,0.6100000143051147,0.699999988079071,0.6000000238418579,0.699999988079071,0.6249642968177795,5967796,0.0,0.0,0.5709037271693415,0.5457561677032317,0.5246831160311021,0.5344794623195163,0.6391435282638552,False,False,True,False,0.0999999642372131,0.0116666704416275,0.0175000056624412,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP3-2024/02/29,False,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2006-10-16,1051.HK,153.74288940429688,153.74288940429688,99.66780090332033,103.37883758544922,83.15457153320312,84679,0.0,0.0,107.57469566811638,103.52788278274303,103.49736978078636,114.06955396782654,133.2512704528254,False,False,True,False,54.07508850097655,8.90648447672526,17.81296895345052,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2006/09/22,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1051.HK
2006-10-19,1051.HK,90.12513732910156,91.71558380126952,81.64277648925781,83.23321533203125,66.95008850097656,22982,0.0,0.0,98.59423170217646,99.83540947284342,101.77079023483375,112.56847241510052,133.2512704528254,False,False,False,False,10.072807312011705,9.436631774902343,18.873263549804687,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2006/09/22,False,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,1051.HK
2010-01-08,1051.HK,28.627986907958984,28.627986907958984,27.03754234313965,27.56769180297852,22.1745548248291,2525816,0.0,0.0,26.837783288864863,26.56685909060267,26.76801769782784,28.473005266268117,37.89990128259344,False,False,False,False,1.590444564819336,0.7172589021570528,1.0758883532355792,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2009/12/03,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1051.HK
2010-02-01,1051.HK,24.65187644958496,24.91695022583008,24.121728897094727,24.65187644958496,19.82916641235352,1934290,0.0,0.0,25.482859141214245,26.007407394253736,26.44108024074524,27.843766150105065,36.4984344832,False,False,False,False,0.7952213287353551,0.9043700274299186,1.356555041144878,LL,LLHHHL,25.97724723815918,2010-02-04,25.182025909423828,2010-02-05,24.386802673339844,-0.06,24.121728897094727,24.121728897094727,CL1-2009/12/03,False,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,1051.HK
2019-09-19,1051.HK,3.299933910369873,3.359931945800781,3.179935932159424,3.359931945800781,2.82758903503418,242104,0.0,0.0,3.188194551698389,3.1260123020154995,3.2121038090007747,3.4164072725471417,3.8340001454301382,False,False,False,False,0.1799960136413569,0.0899982111794608,0.1349973167691912,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2019/09/06,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1051.HK
2019-12-02,1051.HK,3.2399349212646484,3.419930934906006,3.179935932159424,3.299933910369873,2.777097225189209,590281,0.0,0.0,3.2181112336773188,3.164613464518875,3.1347137932357856,3.2204664859378096,3.5914162940457146,False,False,True,False,0.239995002746582,0.0999979972839355,0.1499969959259032,HH,HHLLLH,3.119936943054199,2019-12-04,3.359931945800781,2019-12-17,3.359931945800781,0.08,2.9999399185180664,2.939940929412842,TU1-2019/09/06,False,False,True,False,False,False,False,False,False,True,False,0.0,0,0,False,,,,,,,1051.HK
2020-01-06,1051.HK,3.4799299240112305,3.4799299240112305,3.359931945800781,3.359931945800781,2.82758903503418,230554,0.0,0.0,3.405745974868127,3.3395091165284234,3.25524131217238,3.2593959603234013,3.5481515456625994,False,False,True,False,0.1199979782104496,0.0919983228047688,0.1379974842071533,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2019/12/17,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1051.HK
2020-01-29,1051.HK,3.119936943054199,3.179935932159424,2.9999399185180664,3.0599379539489746,2.5751256942749023,386641,0.0,0.0,3.205861161463215,3.2491660754195038,3.2439399417378594,3.253086771444581,3.51307754211837,False,False,False,False,0.1799960136413574,0.1079979260762532,0.1619968891143798,LL,LLLHLL,3.179935932159424,2020-01-30,3.119936943054199,2020-02-04,2.9999399185180664,-0.06,2.9999399185180664,2.9999399185180664,CL1-2019/12/17,False,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,1051.HK
2023-04-18,1051.HK,2.0899999141693115,2.0899999141693115,2.009999990463257,2.0899999141693115,1.8475455045700075,58260,0.0,0.0,2.0299738136461185,2.03279573909789,2.0964916293939337,2.1423671804376707,2.267146015997107,False,False,False,False,0.0799999237060546,0.0924999862909316,0.1387499794363974,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2023/03/23,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1051.HK
2023-04-26,1051.HK,2.0,2.150000095367432,2.0,2.150000095367432,1.9005852937698364,50416,0.0,0.0,2.0514391649953456,2.04306090032025,2.0878278376825574,2.132536207695141,2.257211404494747,False,False,False,False,0.150000095367432,0.0773333152135212,0.1159999728202819,LH,LHHLHH,2.009999990463257,2023-04-28,2.200000047683716,2023-05-05,2.200000047683716,0.09,1.909999966621399,1.840000033378601,TP1-2023/03/23,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1051.HK
2023-05-31,1051.HK,1.9600000381469729,2.0,1.7999999523162842,1.7999999523162842,1.5911874771118164,135347,0.0,0.0,2.001286729178672,2.0490790778701657,2.08004965614244,2.115086853998579,2.2299990281058,False,False,False,False,0.2000000476837158,0.0626666784286498,0.0940000176429748,LL,LLHHHL,2.0799999237060547,2023-06-05,2.0,2023-06-07,1.909999966621399,-0.08,1.7999999523162842,1.7999999523162842,CL2-2023/03/23,False,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,,,,,1051.HK
2025-03-20,1051.HK,3.819999933242798,3.940000057220459,3.7100000381469727,3.7100000381469727,3.6617136001586914,174966,0.0,0.0,3.876017447426806,3.799215546651081,3.5988953979335783,3.319356388296587,2.86543292029854,True,True,True,False,0.2300000190734863,0.0992857728685651,0.1489286593028477,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2025/02/14,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1051.HK
2025-03-27,1051.HK,3.950000047683716,5.300000190734863,3.940000057220459,4.5,4.441431522369385,2864479,0.0,0.0,3.999984814027882,3.884390656846824,3.674167814045464,3.3847987998439684,2.9100301155643304,True,True,True,False,1.3600001335144043,0.1142857585634504,0.1714286378451756,HH,HHHLLH,4.03000020980835,2025-04-01,4.389999866485596,2025-04-03,4.46999979019165,0.11,3.700000047683716,3.5799999237060547,TP3-2025/02/14,True,True,True,False,True,True,True,False,False,False,False,0.0,0,0,False,,,,,,,1051.HK
2000-10-10,1052.HK,1.0616819858551023,1.0616819858551023,1.0616819858551023,1.0616819858551023,0.2678855359554291,41518,0.0,0.0,1.0810487249674687,1.0925824743523465,1.1148573726003748,1.1069579802137184,1.0667643088111798,False,False,False,False,0.0,0.0112646130415109,0.0168969195622663,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2000/09/25,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1052.HK
2000-10-18,1052.HK,0.9701579809188844,0.9793099761009216,0.9701579809188844,0.9701579809188844,0.2447919994592666,907281,0.0,0.0,1.0374607336306942,1.066125480562918,1.0990026228538838,1.0993761817822147,1.0667643088111798,False,False,False,False,0.0091519951820372,0.0147846845480111,0.0221770268220167,LH,LHLLHH,0.942700982093811,2000-10-19,1.0616819858551023,2000-11-01,1.0616819858551023,0.13,0.9518529772758484,0.9518529772758484,CL1-2000/09/25,False,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,1052.HK
2001-04-04,1052.HK,1.1898159980773926,1.2081209421157837,1.1898159980773926,1.2081209421157837,0.3125852346420288,273151,0.0,0.0,1.1855596147963534,1.168187416414516,1.1422012172320952,1.1174462772613707,1.0914229338155708,True,True,True,False,0.0183049440383911,0.0281614340268648,0.0422421510402972,HL,HLLHLL,1.2447309494018557,2001-04-06,1.1440540552139282,2001-04-09,1.0982919931411743,-0.12,1.0982919931411743,1.0982919931411743,BY1-2001/03/26,True,True,True,True,False,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1052.HK
2001-04-17,1052.HK,1.1989690065383911,1.299646019935608,1.1989690065383911,1.299646019935608,0.3362661004066467,3878747,0.0,0.0,1.2080668650247135,1.1862945451525508,1.1563574857649623,1.1276351705809045,1.0968382872862754,True,True,True,False,0.1006770133972168,0.0346484865461077,0.0519727298191615,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2001/03/26,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1052.HK
2001-04-18,1052.HK,1.3271030187606812,1.3911700248718262,1.3271030187606812,1.3728649616241455,0.3552106320858001,4620709,0.0,0.0,1.2380301553155195,1.2025180596283418,1.164847975014342,1.132491206047107,1.0990377030180511,True,True,True,False,0.064067006111145,0.040270717938741,0.0604060769081115,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2001/03/26,False,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,1052.HK
