index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,LLLow,HHClose,HHHigh,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,SNO
2025-12-26,0002.HK,68.44999694824219,68.80000305175781,68.19999694824219,68.69999694824219,68.69999694824219,2726124,0.0,0.0,68.16577075188374,68.0087767180118,67.47638271416183,66.89693473983499,66.21092229933599,True,True,True,True,0.600006103515625,0.705558353000217,1.411116706000434,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2.HK
2025-12-27,0002.HK,68.44999694824219,68.80000305175781,68.19999694824219,68.69999694824219,68.69999694824219,2726124,0.0,0.0,68.16577075188374,68.0087767180118,67.47638271416183,66.89693473983499,66.21092229933599,True,True,True,True,0.600006103515625,0.7210552817896793,1.4421105635793583,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2.HK
2025-12-16,2638.HK,6.260000228881836,6.28000020980835,6.210000038146973,6.21999979019165,6.21999979019165,2130999,0.0,0.0,6.252991139096225,6.229084251105784,6.168018588243811,6.073411089757932,5.798823973306283,True,True,True,True,0.0700001716613769,0.0458824213813333,0.0688236320719999,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2638.HK
2025-12-17,2638.HK,6.260000228881836,6.28000020980835,6.21999979019165,6.28000020980835,6.28000020980835,1413028,0.0,0.0,6.2579018792257015,6.233511725775572,6.172410024383597,6.077501963422296,5.802658046903909,True,True,True,True,0.0600004196166992,0.0477778381771511,0.0716667572657267,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2638.HK
2025-12-18,2638.HK,6.260000228881836,6.28000020980835,6.21999979019165,6.28000020980835,6.28000020980835,1413028,0.0,0.0,6.2579018792257015,6.233511725775572,6.172410024383597,6.077501963422296,5.802658046903909,True,True,True,True,0.0600004196166992,0.0483334329393174,0.0725001494089762,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2638.HK
2025-12-19,2638.HK,6.260000228881836,6.28000020980835,6.21999979019165,6.28000020980835,6.28000020980835,1413028,0.0,0.0,6.2579018792257015,6.233511725775572,6.172410024383597,6.077501963422296,5.802658046903909,True,True,True,True,0.0600004196166992,0.0488890012105306,0.0733335018157959,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2638.HK
2025-12-20,2638.HK,6.260000228881836,6.28000020980835,6.21999979019165,6.28000020980835,6.28000020980835,1413028,0.0,0.0,6.2579018792257015,6.233511725775572,6.172410024383597,6.077501963422296,5.802658046903909,True,True,True,True,0.0600004196166992,0.0505557060241699,0.0758335590362548,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2638.HK
2025-12-21,2638.HK,6.260000228881836,6.28000020980835,6.21999979019165,6.28000020980835,6.28000020980835,1413028,0.0,0.0,6.2579018792257015,6.233511725775572,6.172410024383597,6.077501963422296,5.802658046903909,True,True,True,True,0.0600004196166992,0.0522224108378092,0.0783336162567138,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2638.HK
2025-12-22,2638.HK,6.260000228881836,6.28000020980835,6.21999979019165,6.28000020980835,6.28000020980835,1413028,0.0,0.0,6.2579018792257015,6.233511725775572,6.172410024383597,6.077501963422296,5.802658046903909,True,True,True,True,0.0600004196166992,0.0533335473802354,0.0800003210703532,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2638.HK
2025-12-23,2638.HK,6.260000228881836,6.28000020980835,6.21999979019165,6.28000020980835,6.28000020980835,1413028,0.0,0.0,6.2579018792257015,6.233511725775572,6.172410024383597,6.077501963422296,5.802658046903909,True,True,True,True,0.0600004196166992,0.0555557939741346,0.0833336909612019,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2638.HK
2025-12-24,2638.HK,6.260000228881836,6.28000020980835,6.21999979019165,6.28000020980835,6.28000020980835,1413028,0.0,0.0,6.2579018792257015,6.233511725775572,6.172410024383597,6.077501963422296,5.802658046903909,True,True,True,True,0.0600004196166992,0.0563160494754188,0.0844740742131283,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2638.HK
2025-12-25,2638.HK,6.260000228881836,6.28000020980835,6.21999979019165,6.28000020980835,6.28000020980835,1413028,0.0,0.0,6.2579018792257015,6.233511725775572,6.172410024383597,6.077501963422296,5.802658046903909,True,True,True,True,0.0600004196166992,0.0578950078863846,0.086842511829577,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2638.HK
2025-12-26,2638.HK,6.260000228881836,6.28000020980835,6.21999979019165,6.28000020980835,6.28000020980835,1413028,0.0,0.0,6.2579018792257015,6.233511725775572,6.172410024383597,6.077501963422296,5.802658046903909,True,True,True,True,0.0600004196166992,0.059000277519226,0.0885004162788391,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2638.HK
2025-12-27,2638.HK,6.260000228881836,6.28000020980835,6.21999979019165,6.28000020980835,6.28000020980835,1413028,0.0,0.0,6.2579018792257015,6.233511725775572,6.172410024383597,6.077501963422296,5.802658046903909,True,True,True,True,0.0600004196166992,0.0595002889633178,0.0892504334449768,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2638.HK
