Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,LLLow,HHClose,HHHigh,22DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,classification,PATTERN,LLDate,HHDate
2022-10-06,9961.HK,237.1999969482422,243.3999938964844,235.6000061035156,240.8000030517578,240.6453094482422,1740648,0.0,0.0,219.6377245273402,213.12950154259872,207.60723753540188,202.53753169180837,208.23332616685065,False,True,0.0,0.0,0.0,0.0,TP2-2022/09/13,False,False,True,False,False,False,0.0,,,,
2023-03-08,9961.HK,296.0,299.0,290.3999938964844,297.3999938964844,297.2089233398437,2407128,0.0,0.0,296.65867303017546,292.65668123364327,283.3835080450826,264.2601397526391,238.5932467354608,True,True,0.0,0.0,0.0,0.0,BY1-2023/02/09,True,False,False,False,False,False,0.0,,,,
2023-04-25,9961.HK,281.0,283.0,270.20001220703125,274.0,273.823974609375,1186193,0.0,0.0,285.4681491030197,287.6690137423413,286.87302019315683,275.5190178930343,249.6222420531632,False,False,0.0,0.0,0.0,0.0,CL1-2023/02/09,False,False,False,True,False,False,0.0,,,,
2024-01-22,9961.HK,278.20001220703125,279.0,264.79998779296875,269.0,268.8271789550781,1512832,0.0,0.0,281.99498832948865,280.17515180271624,276.2761578667682,276.1471115506326,270.9167212324916,True,True,299.20001220703125,371.0,376.3999938964844,264.79998779296875,BY1-2023/10/12,True,False,False,False,False,False,0.0,HL,HLLHHH,2024-01-29,2024-02-26
2024-01-24,9961.HK,279.20001220703125,287.3999938964844,276.6000061035156,285.3999938964844,285.2166442871094,1729596,0.0,0.0,281.5733531564848,280.2203725690753,276.5870876347608,276.3087710014678,271.06470507053695,True,True,0.0,0.0,0.0,0.0,TP1-2023/10/12,False,True,False,False,False,False,0.0,,,,
2024-01-29,9961.HK,290.20001220703125,299.20001220703125,290.20001220703125,298.6000061035156,298.4081726074219,1920829,0.0,0.0,286.91708575363566,283.2893739965814,278.43473983764903,277.2731323295343,271.5809557475333,True,True,376.3999938964844,332.6000061035156,326.0,285.20001220703125,TP2-2023/10/12,False,False,True,False,False,False,0.0,LH,LHHHHL,2024-02-26,2024-03-05
2024-05-21,9896.HK,45.5,45.5,43.79999923706055,44.54999923706055,44.28718185424805,5446544,0.0,0.0,46.66823257195413,45.61546883921332,43.27644950679367,42.03642233909061,39.341659737137846,True,True,0.0,0.0,0.0,0.0,BY1-2024/04/12,True,False,False,False,False,False,0.0,,,,
2024-06-27,9896.HK,38.20000076293945,38.20000076293945,36.84999847412109,37.34999847412109,37.12965393066406,3208264,0.0,0.0,39.26603013952717,40.907141905107565,41.94816409412631,41.84335224558526,39.79644519327237,False,False,0.0,0.0,0.0,0.0,CL1-2024/04/12,False,False,False,True,False,False,0.0,,,,
2024-10-16,9896.HK,32.79999923706055,33.70000076293945,31.25,32.25,32.127662658691406,11813062,0.0,0.0,34.40246243484095,33.7909845595229,33.46288071469955,34.85109796666757,36.661767574825184,False,True,0.0,0.0,0.0,0.0,BY1-2024/09/20,True,False,False,False,False,False,0.0,,,,
2024-12-02,9896.HK,39.25,46.20000076293945,39.150001525878906,45.75,45.576454162597656,42686787,0.0,0.0,37.19395284367169,36.07435687742414,35.232110163590804,35.29372731813452,36.43863967677329,False,True,0.0,0.0,0.0,0.0,TP1-2024/09/20,False,True,False,False,False,False,0.0,,,,
2025-01-03,9896.HK,49.0,54.5,49.0,52.04999923706055,51.85255432128906,17390169,0.0,0.0,47.38436309772753,45.12565683637098,41.42639031645038,38.9295110387222,37.8931231527179,True,True,0.0,0.0,0.0,0.0,TP2-2024/09/20,False,False,True,False,False,False,0.0,,,,
2025-07-31,9896.HK,39.20000076293945,39.20000076293945,36.79999923706055,37.34999847412109,37.29426574707031,11405448,0.0,0.0,36.916702040586216,36.14120183872219,35.881882535900466,36.47201502492889,37.42473707485684,False,True,0.0,0.0,0.0,0.0,BY1-2025/07/16,True,False,False,False,False,False,0.0,,,,
2025-08-07,9896.HK,38.459999084472656,40.47999954223633,38.400001525878906,40.20000076293945,40.140018463134766,11954800,0.0,0.0,37.92783143737282,36.95110967701855,36.31756226664391,36.64187553055126,37.45670685607109,False,True,0.0,0.0,0.0,0.0,TP1-2025/07/16,False,True,False,False,False,False,0.0,,,,
2025-08-22,9896.HK,42.97999954223633,47.7400016784668,42.97999954223633,47.09999847412109,47.02972030639648,59336084,0.0,0.0,40.6415194981213,39.14582095479069,37.69670710477846,37.32642783216872,37.676031497384265,False,True,0.0,0.0,0.0,0.0,TP2-2025/07/16,False,False,True,False,False,False,0.0,,,,
2022-08-31,9888.HK,136.60000610351562,144.8000030517578,135.60000610351562,141.5,141.5,13502398,0.0,0.0,139.39639349557484,137.44258149888714,137.36518807409405,138.11082591409885,150.13376452297754,False,True,0.0,0.0,0.0,0.0,BY1-2022/08/16,True,False,False,False,False,False,0.0,,,,
2022-09-16,9888.HK,125.0,125.5,122.1999969482422,122.5,122.5,10311080,0.0,0.0,131.73845047962746,134.25312835744433,135.87229307349511,137.19502366322618,148.7454703441228,False,False,0.0,0.0,0.0,0.0,CL1-2022/08/16,False,False,False,True,False,False,0.0,,,,
2023-04-11,9888.HK,138.5,138.5,132.60000610351562,135.1999969482422,135.1999969482422,20209072,0.0,0.0,144.74731458425862,144.21919312928563,139.9721742299975,133.17188325896828,133.34344507090483,False,True,0.0,0.0,0.0,0.0,BY1-2023/03/03,True,False,False,False,False,False,0.0,,,,
2023-04-24,9888.HK,122.5,124.8000030517578,119.5999984741211,121.9000015258789,121.9000015258789,4957227,0.0,0.0,129.4213207100417,134.86829929218544,136.359471818648,132.35846757704178,132.99727486032327,False,False,0.0,0.0,0.0,0.0,CL1-2023/03/03,False,False,False,True,False,False,0.0,,,,
2025-07-14,9888.HK,85.3499984741211,85.4000015258789,83.0999984741211,84.1500015258789,84.1500015258789,10798771,0.0,0.0,85.83951765723849,85.36402996695575,85.28928372289586,85.7316772170913,89.2376005645859,False,True,93.5500030517578,84.6500015258789,84.19999694824219,83.0999984741211,BY1-2025/05/29,True,False,False,False,False,False,0.0,HL,HLHHHL,2025-07-23,2025-08-12
2025-07-15,9888.HK,84.1500015258789,87.75,84.05000305175781,87.69999694824219,87.69999694824219,11600099,0.0,0.0,86.17778661923916,85.56715753054588,85.38382149643886,85.77065384543091,89.22534874294173,False,True,0.0,0.0,0.0,0.0,TP1-2025/05/29,False,True,False,False,False,False,0.0,,,,
2025-07-16,9888.HK,91.6999969482422,92.0999984741211,87.80000305175781,88.55000305175781,88.55000305175781,29340217,0.0,0.0,86.6090986978789,85.82653540195562,85.5079854790004,85.82569046337798,89.21996750237453,False,True,0.0,0.0,0.0,0.0,TP2-2025/05/29,False,False,True,False,False,False,0.0,,,,
2023-04-20,9868.HK,38.900001525878906,38.900001525878906,37.29999923706055,37.400001525878906,37.400001525878906,18192199,0.0,0.0,40.67929925469648,39.91607995641067,38.93177260853298,41.50260155287253,63.80814333402128,False,True,0.0,0.0,0.0,0.0,BY1-2023/03/06,True,False,False,False,False,False,0.0,,,,
2023-05-29,9868.HK,31.450000762939453,31.950000762939453,30.350000381469727,30.549999237060547,30.549999237060547,13946500,0.0,0.0,34.81276006401512,36.53842727888095,37.56390538944394,39.719243711366985,58.96247115432772,False,False,0.0,0.0,0.0,0.0,CL1-2023/03/06,False,False,False,True,False,False,0.0,,,,
2024-04-16,9633.HK,42.84999847412109,43.29999923706055,42.45000076293945,42.75,41.08991241455078,4664510,0.0,0.0,41.75518888703749,41.46476669668736,41.32236018345112,41.44749165145471,41.53196169915715,False,True,0.0,0.0,0.0,0.0,BY1-2024/03/13,True,False,False,False,False,False,0.0,,,,
2024-04-26,9633.HK,44.650001525878906,44.95000076293945,44.59999847412109,44.84999847412109,43.10836410522461,4656377,0.0,0.0,42.361137203486535,41.91305019343677,41.573598657344576,41.55914606415776,41.57215041683893,False,True,0.0,0.0,0.0,0.0,TP1-2024/03/13,False,True,False,False,False,False,0.0,,,,
2024-05-02,9633.HK,46.20000076293945,48.20000076293945,46.09999847412109,47.95000076293945,46.087982177734375,3125632,0.0,0.0,43.55671443217137,42.63382082841583,41.94944298191329,41.75275761471988,41.65049368854291,True,True,0.0,0.0,0.0,0.0,TP2-2024/03/13,False,False,True,False,False,False,0.0,,,,
2021-01-07,6969.HK,64.19999694824219,64.19999694824219,57.45000076293945,60.20000076293945,56.198673248291016,66632291,0.0,0.0,56.72546654028464,52.70347026473644,47.3536082153565,42.285757171364565,,False,True,90.0,74.25,72.30000305175781,57.45000076293945,BY1-2020/12/08,True,False,False,False,False,False,0.0,HL,HLHHHL,2021-01-25,2021-02-01
2021-01-15,6969.HK,67.5999984741211,73.3499984741211,67.0,73.0,68.14790344238281,36680029,0.0,0.0,60.79870252461528,56.57103175263917,50.39323829158002,44.45636371800577,37.45449907108686,True,True,0.0,0.0,0.0,0.0,TP1-2020/12/08,False,True,False,False,False,False,0.0,,,,
2021-01-21,6969.HK,76.0,81.55000305175781,75.05000305175781,78.44999694824219,73.23564910888672,27964015,0.0,0.0,66.17611388048503,60.75505671520344,53.31738777258949,46.42958376973598,38.48237737249548,True,True,0.0,0.0,0.0,0.0,TP2-2020/12/08,False,False,True,False,False,False,0.0,,,,
2024-11-25,6969.HK,10.920000076293944,11.079999923706056,10.600000381469728,10.68000030517578,10.53996753692627,11462848,0.0,0.0,10.594170169039948,10.588424221561835,10.46040055310378,9.86152160868904,8.986649904489157,True,True,0.0,0.0,0.0,0.0,BY1-2024/11/08,True,False,False,False,False,False,0.0,,,,
2024-12-30,6969.HK,12.920000076293944,13.359999656677246,12.18000030517578,13.100000381469728,12.928236961364746,156927646,0.0,0.0,11.03163711095058,10.892156929208005,10.7369104558614,10.244174335127552,9.301884958274538,True,True,0.0,0.0,0.0,0.0,TP1-2024/11/08,False,True,False,False,False,False,0.0,,,,
2025-01-03,6969.HK,13.0,14.720000267028809,12.920000076293944,14.119999885559082,13.934863090515137,93944656,0.0,0.0,11.82695418062621,11.310559393179188,10.941166371472365,10.367439023970304,9.36668601156639,True,True,0.0,0.0,0.0,0.0,TP2-2024/11/08,False,False,True,False,False,False,0.0,,,,
2025-01-10,6969.HK,13.0,13.260000228881836,12.34000015258789,12.68000030517578,12.513744354248049,30845152,0.0,0.0,12.705793717712329,12.04167433347796,11.379200091451592,10.653719585231924,9.524313572216675,True,True,0.0,0.0,0.0,0.0,BY1-2024/12/02,True,False,False,False,False,False,0.0,,,,
2025-03-18,6969.HK,12.640000343322754,15.0600004196167,12.640000343322754,14.800000190734863,14.605947494506836,120319784,0.0,0.0,13.026036603678522,12.6690003653496,12.366856629339662,11.75767020415497,10.409324926562906,True,True,12.640000343322754,13.600000381469728,13.880000114440918,11.4399995803833,TP1-2024/12/02,False,True,False,False,False,False,0.0,HH,HHHLLH,2025-03-21,2025-04-02
2025-04-07,6969.HK,11.380000114440918,11.380000114440918,9.630000114440918,9.789999961853027,9.661636352539062,117028687,0.0,0.0,12.497744289825183,12.69187568926024,12.540554254368391,12.002512989606853,10.649893119422892,False,False,0.0,0.0,0.0,0.0,CL2-2024/12/02,False,False,False,False,True,False,0.0,,,,
2025-08-01,6969.HK,21.200000762939453,21.200000762939453,19.239999771118164,19.979999542236328,19.769350051879883,59575566,0.0,0.0,20.614312208744312,20.2023302473807,19.01489336375198,17.156885472152506,14.015456748414987,True,True,22.200000762939453,22.07999992370605,19.89999961853028,19.239999771118164,BY1-2025/06/17,True,False,False,False,False,False,0.0,HL,HLLHHL,2025-08-11,2025-08-20
2025-08-21,6969.HK,22.21999931335449,24.1200008392334,21.86000061035156,23.459999084472656,23.21265983581543,60411472,0.0,0.0,21.25637740020349,20.808010078947625,19.83295384185781,18.065040607946028,14.739341129883968,True,True,17.729999542236328,18.34000015258789,19.14999961853028,18.010000228881836,TP1-2025/06/17,False,True,False,False,False,False,0.0,HH,HHLLLH,2025-09-16,2025-09-18
2025-09-23,6969.HK,18.040000915527344,18.040000915527344,17.25,17.59000015258789,17.59000015258789,15398966,0.0,0.0,18.331373988638067,18.87826119808072,19.22354325935607,18.37883827852252,15.451480153093582,False,False,0.0,0.0,0.0,0.0,CL2-2025/06/17,False,False,False,False,True,False,0.0,,,,
2020-07-30,6862.HK,35.75,35.75,34.29999923706055,35.0,30.388765335083008,5800279,0.0,0.0,30.321626934829624,30.17614967252879,30.07566361773112,29.66137389694163,28.18581681747574,True,True,0.0,0.0,0.0,0.0,BY1-2020/06/19,True,False,False,False,False,False,0.0,,,,
2020-08-05,6862.HK,36.400001525878906,38.20000076293945,36.5,37.79999923706055,32.81986618041992,6340777,0.0,0.0,31.20445958872697,30.68277535862408,30.330324216143048,29.82445433569185,28.29879756833473,True,True,0.0,0.0,0.0,0.0,TP1-2020/06/19,False,True,False,False,False,False,0.0,,,,
2020-08-11,6862.HK,38.04999923706055,43.650001525878906,37.75,42.75,37.11771011352539,19502879,0.0,0.0,32.763759014789905,31.638212694733696,30.831356882681227,30.121000288047405,28.46761996390114,True,True,0.0,0.0,0.0,0.0,TP2-2020/06/19,False,False,True,False,False,False,0.0,,,,
2018-03-07,6823.HK,9.800000190734863,9.800000190734863,9.710000038146973,9.710000038146973,5.640085697174072,14537094,0.0,0.0,5.73304431527994,5.725079665310037,5.707943540058118,5.691624086771078,5.678788608958649,True,True,9.979999542236328,9.789999961853027,9.779999732971191,9.710000038146973,BY1-2018/02/01,True,False,False,False,False,False,0.0,HL,HLLHHL,2018-03-16,2018-03-26
2018-04-11,6823.HK,10.100000381469728,10.100000381469728,9.960000038146973,10.0,5.808533191680908,5461987,0.0,0.0,5.770303668681699,5.750649159413141,5.730351878516449,5.70991211123117,5.68884685954512,True,True,0.0,0.0,0.0,0.0,TP1-2018/02/01,False,True,False,False,False,False,0.0,,,,
2018-04-18,6823.HK,10.380000114440918,10.380000114440918,10.18000030517578,10.220000267028809,5.9363203048706055,9653534,0.0,0.0,5.8441442026584,5.797352155268769,5.756471361110825,5.7254178020991535,5.696024411992463,True,True,0.0,0.0,0.0,0.0,TP2-2018/02/01,False,False,True,False,False,False,0.0,,,,
2021-08-19,6823.HK,10.539999961853027,10.539999961853027,10.399999618530272,10.420000076293944,7.726981163024902,8521791,0.307,0.0,7.761078247158109,7.727095184187981,7.683205176917119,7.631090959830423,7.554351521289846,True,True,0.0,0.0,0.0,0.0,CL1-2021/07/20,True,False,False,True,False,False,0.0,,,,
2021-05-03,6690.HK,33.79999923706055,33.95000076293945,30.5,31.5,27.267778396606445,8589629,0.0,0.0,28.84048667520663,28.6068577733388,28.0707842589384,27.039450144650388,,False,True,29.299999237060547,33.650001525878906,33.79999923706055,30.5,BY1-2021/03/15,True,False,False,False,False,False,0.0,LL,LLLLLH,2021-05-13,2021-05-26
2021-06-18,6690.HK,28.700000762939453,28.89999961853028,27.39999961853028,28.049999237060547,24.28130531311035,32681779,0.0,0.0,25.91116529647424,26.712959863374152,27.26270842170445,27.054764278003933,,False,False,0.0,0.0,0.0,0.0,CL1-2021/03/15,False,False,False,True,False,False,0.0,,,,
2023-08-11,6690.HK,24.350000381469727,24.350000381469727,23.5,23.64999961853028,21.79651260375977,12642518,0.0,0.0,22.49752838680846,22.336314662864773,22.08350852618127,22.2205778858445,22.753733833194683,False,True,0.0,0.0,0.0,0.0,BY1-2023/05/23,True,False,False,False,False,False,0.0,,,,
2023-08-21,6690.HK,22.39999961853028,22.600000381469727,22.0,22.350000381469727,20.5983943939209,10231763,0.0,0.0,21.505726337704008,21.83164595570697,21.886913726527457,22.102025738245096,22.67989197689952,False,False,25.64999961853028,23.950000762939453,23.75,22.0,CL1-2023/05/23,False,False,False,True,False,False,0.0,LL,LLLHHL,2023-09-04,2023-09-18
2017-12-06,6088.HK,6.449999809265137,6.489999771118164,5.599999904632568,5.880000114440918,5.65966796875,81640000,0.0,0.0,5.942283237237379,5.735547139213027,5.448332150557825,5.051131382121342,,False,True,0.0,0.0,0.0,0.0,BY1-2017/11/01,True,False,False,False,False,False,0.0,,,,
2018-02-06,6088.HK,4.659999847412109,4.769999980926514,4.260000228881836,4.349999904632568,4.186999320983887,23640000,0.0,0.0,4.703608397395736,4.873556245825372,5.063125050846139,5.036423841455541,4.537807166281309,False,False,0.0,0.0,0.0,0.0,CL1-2017/11/01,False,False,False,True,False,False,0.0,,,,
2023-11-22,6088.HK,1.2799999713897705,1.2799999713897705,1.1799999475479126,1.2000000476837158,1.2000000476837158,5283612,0.0,0.0,1.2371746290934562,1.196666703456587,1.1586999928625714,1.2104604076449546,1.3642935230232514,False,True,0.0,0.0,0.0,0.0,BY1-2023/09/25,True,False,False,False,False,False,0.0,,,,
2024-01-22,6088.HK,1.0299999713897705,1.0399999618530271,0.959999978542328,0.9800000190734864,0.9800000190734864,5730000,0.0,0.0,1.035222349056905,1.0740155213431517,1.1087982133646208,1.1540377023669062,1.2968648072323123,False,False,1.0399999618530271,0.8999999761581421,0.8799999952316284,0.959999978542328,CL1-2023/09/25,False,False,False,True,False,False,0.0,LL,LLLHLL,2024-01-24,2024-02-05
2024-11-01,6088.HK,2.619999885559082,2.640000104904175,2.509999990463257,2.5299999713897705,2.5299999713897705,19712500,0.0,0.0,2.7204043758164445,2.687638168067092,2.570276900712243,2.471215775384956,2.140054690180777,True,True,0.0,0.0,0.0,0.0,BY1-2024/08/30,True,False,False,False,False,False,0.0,,,,
2024-11-19,6088.HK,3.009999990463257,3.3299999237060547,2.990000009536743,3.180000066757202,3.180000066757202,69272600,0.0,0.0,2.903203121869944,2.809201315362486,2.6753649870386367,2.549104983699224,2.2032541187425507,True,True,0.0,0.0,0.0,0.0,TP1-2024/08/30,False,True,False,False,False,False,0.0,,,,
2025-01-22,6088.HK,3.670000076293945,4.050000190734863,3.670000076293945,3.990000009536743,3.990000009536743,123180552,0.0,0.0,3.557733715027881,3.4648164370941905,3.282568728958599,3.0284877565617547,2.535699797209013,True,True,0.0,0.0,0.0,0.0,TP2-2024/08/30,False,False,True,False,False,False,0.0,,,,
2010-07-05,3968.HK,17.707433700561523,17.707433700561523,17.39472007751465,17.492443084716797,10.009492874145508,20648376,0.0,0.0,10.441171286509734,10.412320887407564,10.388320498814148,10.36177215502603,9.87277879701232,True,True,0.0,0.0,0.0,0.0,BY1-2010/05/14,True,False,False,False,False,False,0.0,,,,
2010-07-08,3968.HK,18.528308868408203,18.567398071289062,18.156959533691406,18.1960506439209,10.412109375,19622108,0.0,0.0,10.399592742168323,10.39667361745917,10.383508676176575,10.36081780707825,9.883980967327949,True,True,0.0,0.0,0.0,0.0,TP1-2010/05/14,False,True,False,False,False,False,0.0,,,,
2010-07-12,3968.HK,19.173280715942383,19.40781784057617,18.958290100097656,19.134191513061523,10.948933601379396,31463399,0.0,0.0,10.562892079126051,10.478775528977152,10.422350939841568,10.381491050599308,9.899912256728856,True,True,0.0,0.0,0.0,0.0,TP2-2010/05/14,False,False,True,False,False,False,0.0,,,,
2020-06-11,3968.HK,38.400001525878906,38.54999923706055,37.34999847412109,37.400001525878906,29.115890502929688,14257584,0.0,0.0,29.46488342236639,28.97365270619082,28.51576202095959,28.59959489396457,28.51358484434518,False,True,0.0,0.0,0.0,0.0,BY1-2020/05/21,True,False,False,False,False,False,0.0,,,,
2020-07-06,3968.HK,37.79999923706055,42.150001525878906,37.75,42.0,33.94704818725586,57906459,0.0,0.0,29.59302589553045,29.036767404427437,28.66413797844759,28.644000289931743,28.538039439475565,True,True,0.0,0.0,0.0,0.0,TP1-2020/05/21,False,True,False,False,False,False,0.0,,,,
2020-07-07,3968.HK,42.79999923706055,43.400001525878906,40.84999847412109,41.20000076293945,33.30043411254883,38595310,0.0,0.0,30.26710011680652,29.4075210312206,28.84595351311823,28.7362069002806,28.5759868073885,True,True,37.59999847412109,36.09999847412109,35.95000076293945,35.099998474121094,TP2-2020/05/21,False,False,True,False,False,False,0.0,HH,HHHLLL,2020-07-16,2020-08-03
2022-12-01,3968.HK,40.29999923706055,40.59999847412109,38.900001525878906,39.04999923706055,33.503108978271484,28927496,0.0,0.0,31.42192061986508,29.90756176050065,29.746334592634263,32.1047232377995,38.12602713682403,False,True,0.0,0.0,0.0,0.0,BY1-2022/08/31,True,False,False,False,False,False,0.0,,,,
2022-12-05,3968.HK,39.5,41.95000076293945,39.45000076293945,41.900001525878906,35.948280334472656,43226347,0.0,0.0,32.484297214126165,30.680845918520586,30.113316015251733,32.198816739534955,38.06840209106609,False,True,0.0,0.0,0.0,0.0,TP1-2022/08/31,False,True,False,False,False,False,0.0,,,,
2022-12-28,3968.HK,42.20000076293945,43.95000076293945,42.0,43.29999923706055,37.1494140625,22847460,0.0,0.0,35.894650349226616,34.54857430238096,32.66346068993819,33.11106451953347,37.7994544304884,False,True,0.0,0.0,0.0,0.0,TP2-2022/08/31,False,False,True,False,False,False,0.0,,,,
2024-10-09,3968.HK,40.09999847412109,40.25,37.54999923706055,38.25,36.75424575805664,47808615,0.0,0.0,38.6917964380088,35.9171874210194,33.64353595390666,32.317441589903176,31.11324169276997,True,True,40.79999923706055,38.0,37.54999923706055,37.54999923706055,BY1-2024/08/28,True,False,False,False,False,False,0.0,HL,HLLH-L,2024-10-23,2024-10-31
2017-08-11,3939.HK,1.950000047683716,1.9600000381469729,1.7899999618530271,1.850000023841858,1.495885133743286,1296000,0.0,0.0,1.5324686063712756,1.5098240474164986,1.5003061881181572,1.5092841886728992,1.5268658758549454,False,True,0.0,0.0,0.0,0.0,BY1-2017/04/24,True,False,False,False,False,False,0.0,,,,
2017-08-15,3939.HK,1.7599999904632568,1.7699999809265137,1.6799999475479126,1.690000057220459,1.366511344909668,1282000,0.0,0.0,1.486026710029032,1.490477603525867,1.4921508423655114,1.504784423307375,1.524768017885768,False,False,0.0,0.0,0.0,0.0,CL1-2017/04/24,False,False,False,True,False,False,0.0,,,,
2018-02-05,3939.HK,1.950000047683716,1.9600000381469729,1.8799999952316284,1.919999957084656,1.557117581367493,1698000,0.0,0.0,1.552387335069186,1.538164616994108,1.5371861523970882,1.540466822340711,1.539627094913976,False,True,0.0,0.0,0.0,0.0,BY1-2017/12/15,True,False,False,False,False,False,0.0,,,,
2018-02-26,3939.HK,1.9700000286102293,2.0199999809265137,1.9700000286102293,1.9900000095367432,1.6138875484466553,1736000,0.0,0.0,1.578052609948133,1.5609571148966486,1.5491406032593062,1.5460815650671114,1.5420349247122271,True,True,1.8600000143051147,1.9700000286102293,1.9900000095367432,1.870000004768372,TP1-2017/12/15,False,True,False,False,False,False,0.0,HH,HHHLLH,2018-03-08,2018-03-09
2018-03-26,3939.HK,1.809999942779541,1.899999976158142,1.75,1.899999976158142,1.5408973693847656,1064000,0.0,0.0,1.5324507534869625,1.5490382447443778,1.5527927028504158,1.5504996757748313,1.5449448770558571,False,False,1.940000057220459,1.659999966621399,1.600000023841858,1.75,CL2-2017/12/15,False,False,False,False,True,False,0.0,LL,LLLHLL,2018-03-27,2018-04-10
2021-06-24,3939.HK,2.0799999237060547,2.0999999046325684,2.049999952316284,2.0999999046325684,1.802280068397522,470000,0.0,0.0,1.7912622553072266,1.7807858863163049,1.7800722056782632,1.7798133638098628,1.6891303569221876,True,True,0.0,0.0,0.0,0.0,BY1-2021/04/01,True,False,False,False,False,False,0.0,,,,
2021-07-26,3939.HK,1.9800000190734863,1.9900000095367432,1.899999976158142,1.9700000286102293,1.690710425376892,588000,0.0,0.0,1.7096753724768343,1.7259683076464376,1.746562509917512,1.7603480924676145,1.6945604858089085,False,False,2.3399999141693115,2.190000057220459,2.130000114440918,1.899999976158142,CL1-2021/04/01,False,False,False,True,False,False,0.0,LL,LLHHHL,2021-08-12,2021-08-19
2009-09-23,3808.HK,9.270000457763672,9.270000457763672,9.029999732971191,9.100000381469728,5.295229434967041,1521200,0.0,0.0,5.405872942601553,5.36824536276488,5.192306872008658,4.80893232640177,4.355166017417605,True,True,0.0,0.0,0.0,0.0,BY1-2009/08/24,True,False,False,False,False,False,0.0,,,,
