Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA1,EMA2,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,33DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,buy_price,tp1_price,tp2_price,tp3_price,T1_100,EMA250,SNO
2025-04-23,0011.HK,102.0,104.0,101.8000030517578,103.4000015258789,100.19721221923828,2085362,0.0,0.0,100.42745583158307,101.56123511399262,102.06041990897296,100.63034225046349,False,False,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2024/12/30,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,97.9642447936268,11.HK
2025-04-30,0011.HK,106.5,108.9000015258789,106.0,108.3000030517578,104.94544219970705,3748933,0.0,0.0,103.9342722790632,103.08925013816344,102.70930980568076,101.10325680725076,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2024/12/30,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,False,98.26270211068294,11.HK
2024-08-30,1128.HK,5.260000228881836,5.460000038146973,5.190000057220459,5.340000152587891,5.023950576782227,9411869,0.0,0.0,5.366702714677331,5.479957792728991,5.85542385915727,6.2486053513804505,False,False,LH,LHLLHH,4.739999771118164,2024-09-12,7.519999980926514,2024-10-07,7.789999961853027,4.739999771118164,4.739999771118164,SB1-2024/08/30,False,False,False,False,False,False,True,0.8,12,4,6.0,2.0,True,6.26,7.789999961853027,9.319999923706057,10.849999885559082,False,,1128.HK
2024-10-14,1128.HK,6.679999828338623,6.679999828338623,6.0,6.449999809265137,6.068254470825195,36996767,0.0,0.0,6.571939299244301,6.178403815123633,5.939930280734526,6.091242728469469,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2024/08/30,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,,1128.HK
2025-06-17,1128.HK,5.119999885559082,5.300000190734863,5.119999885559082,5.190000057220459,5.055713176727295,15976201,0.0,0.0,5.207770853533965,5.265736285681313,5.317826430858478,5.404647822920072,False,False,LH,LHLLHH,4.949999809265137,2025-06-23,6.71999979019165,2025-07-09,6.800000190734863,4.980000019073486,4.980000019073486,SB1-2025/06/17,False,False,False,False,False,False,True,0.73,8,4,2.0,2.0,True,5.88,6.800000190734863,7.720000381469727,8.64000057220459,False,5.691936951648385,1128.HK
2024-09-02,1171.HK,10.220000267028809,10.420000076293944,9.93000030517578,10.239999771118164,9.172046661376951,29132881,0.0,0.0,10.029552489302214,10.040891636612848,10.60451944775624,11.388950115449084,False,False,LH,LHLLHH,8.779999732971191,2024-09-16,10.779999732971191,2024-10-08,12.199999809265137,8.90999984741211,8.90999984741211,SB1-2024/09/02,False,False,False,False,False,False,True,0.79,11,4,3.0,4.0,True,10.49,12.199999809265137,13.909999618530271,15.61999942779541,False,,1171.HK
2024-10-09,1171.HK,10.779999732971191,10.800000190734863,10.0600004196167,10.199999809265137,9.136218070983888,81525750,0.0,0.0,10.710925803151692,10.354486466006389,10.337852554150087,10.890648819562452,False,True,HL,HLHLLH,10.119999885559082,2024-10-17,10.220000267028809,2024-11-08,10.619999885559082,9.800000190734863,8.779999732971191,BY1-2024/09/02,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,,1171.HK
2024-12-20,1171.HK,8.920000076293945,8.960000038146973,8.579999923706055,8.680000305175781,7.966269016265869,79081622,0.0,0.0,9.042095506843197,9.228747151295693,9.57421040672489,10.071686826578754,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2024/09/02,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,10.842960949263643,1171.HK
2024-01-12,1179.HK,25.799999237060547,26.049999237060547,25.5,25.600000381469727,25.37203788757324,1014600,0.0,0.0,25.554296857684744,26.08398345893981,,,False,False,LH,LHLLHH,23.25,2024-01-22,26.450000762939453,2024-01-29,26.950000762939453,24.100000381469727,24.100000381469727,SB1-2024/01/12,False,False,False,False,False,False,True,1.0,5,1,1.0,3.0,True,25.1,26.950000762939453,28.800001525878905,30.65000228881836,False,,1179.HK
2024-01-31,1179.HK,24.799999237060547,24.89999961853028,23.600000381469727,24.200000762939453,23.98450469970703,4924662,0.0,0.0,25.34344876910015,25.518875838898893,,,False,False,HL,HLLHHL,26.0,2024-02-06,25.75,2024-02-14,24.5,23.25,23.25,BY1-2024/01/12,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,,1179.HK
2024-02-16,1179.HK,28.0,29.049999237060547,27.950000762939453,28.950000762939453,28.69220733642578,2015400,0.0,0.0,26.10559443126817,25.764770114395382,26.11610851099197,,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2024/01/12,False,True,True,False,False,False,False,0.0,0,0,,,False,,,,,False,,1179.HK
2024-02-26,1179.HK,30.350000381469727,31.0,30.299999237060547,30.39999961853028,30.12929344177246,3111600,0.0,0.0,28.43354491322892,27.259334751247263,26.78818210846768,,False,True,HH,HHHLHH,26.350000381469727,2024-03-05,31.25,2024-03-20,31.64999961853028,24.5,24.350000381469727,TP3-2024/01/12,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,False,,1179.HK
2024-08-20,0012.HK,22.299999237060547,22.75,21.950000762939453,22.049999237060547,20.06822204589844,2697143,0.0,0.0,22.135647004319942,22.13762155068991,22.3105078752672,22.513764330432902,False,False,LH,LHLLHH,21.299999237060547,2024-08-22,24.299999237060547,2024-08-30,24.950000762939453,21.39999961853028,21.39999961853028,SB1-2024/08/20,False,False,False,False,False,False,True,0.83,5,3,1.0,1.0,True,23.12,24.950000762939453,26.780001525878905,28.61000228881836,False,,12.HK
2024-09-03,0012.HK,23.049999237060547,23.600000381469727,23.0,23.299999237060547,21.65996360778809,2531122,0.5,0.0,23.41599688815662,22.9295508301163,22.6593742965766,22.66131108913387,False,True,HL,HLLHHL,23.950000762939453,2024-09-09,23.200000762939453,2024-09-11,22.75,21.299999237060547,21.299999237060547,BY1-2024/08/20,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,,12.HK
2024-09-19,0012.HK,24.299999237060547,24.950000762939453,24.100000381469727,24.799999237060547,23.05438232421875,6415228,0.0,0.0,23.82887658547256,23.42679261829834,23.00435733049429,22.84686290574939,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2024/08/20,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,,12.HK
2024-10-02,0012.HK,25.200000762939453,27.64999961853028,25.200000762939453,27.200000762939453,25.28545379638672,19483414,0.0,0.0,25.39668157649378,24.60179879154809,23.73175498703134,23.26067613794396,False,True,HH,HHLLLH,24.25,2024-10-09,26.39999961853028,2024-10-18,26.799999237060547,23.75,22.75,TP2-2024/08/20,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,,12.HK
2023-12-15,1208.HK,2.180000066757202,2.240000009536743,2.150000095367432,2.180000066757202,2.180000066757202,15077988,0.0,0.0,2.169503542296343,,,,False,False,LH,LHLLHH,2.049999952316284,2023-12-19,2.369999885559082,2024-01-02,2.4200000762939453,2.059999942779541,2.059999942779541,SB1-2023/12/15,False,False,False,False,False,False,True,0.71,5,2,2.0,1.0,True,2.24,2.4200000762939453,2.6000001525878904,2.7800002288818355,False,,1208.HK
2024-01-17,1208.HK,2.3399999141693115,2.359999895095825,2.220000028610229,2.259999990463257,2.259999990463257,11608000,0.0,0.0,2.327275656474442,2.2964412067661373,,,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2023/12/15,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,,1208.HK
2024-01-22,1208.HK,2.109999895095825,2.109999895095825,1.9600000381469729,1.9800000190734863,1.9800000190734863,19612000,0.0,0.0,2.212399661996669,2.2448871540063995,,,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2023/12/15,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,,1208.HK
2025-01-03,1208.HK,2.5,2.690000057220459,2.490000009536743,2.5199999809265137,2.5199999809265137,33647236,0.0,0.0,2.551806335868553,2.613671236514681,2.651804269766868,2.673052917464328,False,False,LH,LHLLHH,2.440000057220459,2025-01-08,2.7699999809265137,2025-01-17,2.789999961853028,2.450000047683716,2.450000047683716,SB1-2025/01/03,False,False,False,False,False,False,True,0.86,6,1,3.0,2.0,True,2.62,2.789999961853028,2.9599999237060555,3.129999885559083,False,2.670234770558864,1208.HK
2025-01-23,1208.HK,2.700000047683716,2.720000028610229,2.619999885559082,2.650000095367432,2.650000095367432,24799719,0.0,0.0,2.6802651910516286,2.6550926863746738,2.655015667818461,2.66841436242542,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/01/03,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,2.6681749400237758,1208.HK
2025-02-10,1208.HK,2.7300000190734863,2.8299999237060547,2.680000066757202,2.8299999237060547,2.8299999237060547,60026762,0.0,0.0,2.675621480161825,2.6578516735188265,2.6549991298530418,2.666140129430263,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2025/01/03,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,2.6671688486303617,1208.HK
2025-02-21,1208.HK,2.490000009536743,2.509999990463257,2.359999895095825,2.390000104904175,2.390000104904175,95829224,0.0,0.0,2.5938949300715914,2.63061204125774,2.645391077446302,2.660148942363705,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL2-2025/01/03,False,False,False,False,False,True,False,0.0,0,0,,,False,,,,,False,2.664803064904925,1208.HK
2024-12-27,1209.HK,29.0,29.5,27.799999237060547,28.39999961853028,26.779766082763672,2851399,0.0,0.0,28.87989516873222,29.457333673550828,29.790293949042454,29.06160767410644,False,False,LH,LHLLHH,26.75,2025-01-08,30.350000381469727,2025-01-21,30.64999961853028,27.0,27.0,SB1-2024/12/27,False,False,False,False,False,False,True,0.78,7,3,2.0,2.0,True,28.7,30.64999961853028,32.59999923706056,34.54999885559083,False,28.061014248239257,1209.HK
2025-01-23,1209.HK,29.549999237060547,30.200000762939453,28.200000762939453,28.299999237060547,26.685470581054688,3855685,0.0,0.0,28.858706152096502,28.79627696303347,29.143443005271585,28.87795952057291,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2024/12/27,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,28.10309633478426,1209.HK
2025-02-10,1209.HK,30.5,30.850000381469727,30.0,30.350000381469727,28.618518829345703,3042461,0.0,0.0,29.55742492170613,29.21834915379371,29.25573815232155,28.97435639640833,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2024/12/27,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,28.19067240370145,1209.HK
2025-02-26,1209.HK,30.64999961853028,32.650001525878906,30.64999961853028,32.20000076293945,30.36297416687012,4908521,0.0,0.0,30.407690670921703,29.974633924056075,29.65942773816147,29.2576489232662,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2024/12/27,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,28.38334453560233,1209.HK
2025-03-06,1209.HK,32.95000076293945,34.849998474121094,32.95000076293945,34.75,32.76749420166016,6028374,0.0,0.0,32.46504036680746,31.360064695220057,30.42302008103321,29.70649759069925,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2024/12/27,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,False,28.6100521020202,1209.HK
2025-07-25,1209.HK,38.900001525878906,39.0,38.20000076293945,38.29999923706055,37.39274597167969,3333101,0.0,0.0,37.79862833683896,37.86595195362249,37.649212826842415,36.32790273814391,False,False,LH,LHLLHH,36.0,2025-08-01,39.93999862670898,2025-08-14,40.79999923706055,36.29999923706055,36.29999923706055,SB1-2025/07/25,False,False,False,False,False,False,True,0.78,7,1,3.0,3.0,True,38.4,40.79999923706055,43.199998474121095,45.59999771118164,False,33.14427423780184,1209.HK
2025-08-27,1209.HK,41.060001373291016,41.47999954223633,37.79999923706055,37.84000015258789,36.943641662597656,14427997,0.0,0.0,39.77502357098805,39.24556019931694,38.55653277722879,37.32500195858121,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2025/07/25,True,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,34.12079628487095,1209.HK
2025-09-12,1209.HK,42.59999847412109,43.34000015258789,42.459999084472656,42.880001068115234,42.880001068115234,3049450,0.0,0.0,41.10030969457947,40.15632049579492,39.22268436218781,37.93418412828144,True,True,HH,HHHLLL,41.20000076293945,2025-09-15,40.540000915527344,2025-09-26,40.09999847412109,36.880001068115234,36.880001068115234,TP2-2025/07/25,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,34.66864764434959,1209.HK
2025-11-12,1209.HK,43.59999847412109,46.540000915527344,43.59999847412109,46.119998931884766,46.119998931884766,8627495,0.0,0.0,42.02628220148115,41.32374339959519,40.69445109335988,39.614304589898055,True,True,HH,HHHLHL,43.119998931884766,2025-11-24,43.540000915527344,2025-11-25,43.119998931884766,38.70000076293945,38.70000076293945,TP3-2025/07/25,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,False,36.38886644995612,1209.HK
2024-12-27,1211.HK,91.26666259765624,92.46666717529295,90.8000030517578,91.1999969482422,90.2029266357422,8339547,0.0,0.0,89.71144085900919,89.44433930360226,89.22638405708247,86.73330322090082,True,True,LH,LHLLHH,81.80000305175781,2025-01-13,93.1999969482422,2025-01-21,94.0,83.33333587646484,83.33333587646484,SB1-2024/12/27,False,False,False,False,False,False,True,1.0,6,2,1.0,3.0,True,87.9,94.0,100.1,106.2,False,81.63597839706105,1211.HK
2024-07-24,1258.HK,5.360000133514404,5.599999904632568,5.349999904632568,5.389999866485596,5.152149677276611,12130600,0.0,0.0,5.768397832100707,6.208996812836233,6.584208125444292,6.506964497313952,False,False,LH,LHLLHH,5.059999942779541,2024-07-25,5.699999809265137,2024-08-01,5.869999885559082,5.119999885559082,5.119999885559082,SB1-2024/07/24,False,False,False,False,False,False,True,0.8,4,1,2.0,1.0,True,5.46,5.869999885559082,6.279999771118164,6.689999656677246,False,,1258.HK
2024-08-02,1258.HK,5.480000019073486,5.550000190734863,5.269999980926514,5.420000076293945,5.180826187133789,12473666,0.0,0.0,5.527328366826314,5.840191816087912,6.298409612949348,6.363548833090071,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2024/07/24,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,,1258.HK
2024-09-04,1258.HK,5.099999904632568,5.099999904632568,4.929999828338623,4.929999828338623,4.712448596954346,8534000,0.0,0.0,5.29229915104503,5.3785255569942585,5.70276691526046,5.972519832743441,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2024/07/24,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,,1258.HK
2025-09-29,1288.HK,5.210000038146973,5.309999942779541,5.179999828338623,5.260000228881836,5.260000228881836,162764386,0.0,0.0,5.273492542008047,5.332796597786902,5.355514752638092,5.254920156557319,False,False,LH,LHLLHH,5.050000190734863,2025-10-08,6.019999980926514,2025-10-30,6.179999828338623,5.059999942779541,5.059999942779541,SB1-2025/09/29,False,False,False,False,False,False,True,0.8,12,4,6.0,2.0,True,5.62,6.179999828338623,6.739999656677246,7.299999485015869,False,4.784132920403817,1288.HK
2023-12-05,1308.HK,12.18000030517578,12.31999969482422,11.600000381469728,11.68000030517578,9.58542823791504,6742629,0.0,0.0,12.160715947935536,,,,False,False,LH,LHLLHH,10.880000114440918,2023-12-13,13.9399995803833,2023-12-22,14.279999732971191,11.0600004196167,11.0600004196167,SB1-2023/12/05,False,False,False,False,False,False,True,0.71,5,4,1.0,0.0,True,12.58,14.279999732971191,15.979999465942385,17.679999198913574,False,,1308.HK
2024-01-10,1308.HK,13.399999618530272,13.399999618530272,12.579999923706056,12.699999809265137,10.422511100769045,6370224,0.0,0.0,13.457729092715429,13.152728959095132,,,False,True,LL,LLLLLH,11.920000076293944,2024-01-22,13.619999885559082,2024-02-08,14.220000267028809,12.020000457763672,12.020000457763672,BY1-2023/12/05,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,,1308.HK
2024-02-08,1308.HK,13.260000228881836,14.220000267028809,13.100000381469728,13.619999885559082,11.17752742767334,8226757,0.0,0.0,12.56839923064227,12.571038667323906,12.61006530595124,,False,False,LH,LHLHHH,13.899999618530272,2024-02-26,15.100000381469728,2024-03-14,15.5,11.420000076293944,11.420000076293944,TP1-2023/12/05,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,,1308.HK
2024-04-22,1308.HK,15.899999618530272,16.5,15.65999984741211,15.800000190734863,12.966588020324709,4650129,0.0,0.0,15.285667948845964,14.791526151004096,14.117830167850297,13.549293441832042,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2023/12/05,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,,1308.HK
2024-04-29,1308.HK,17.420000076293945,17.860000610351562,17.260000228881836,17.700000762939453,14.52586269378662,10651331,0.0,0.0,16.42819709184857,15.594490182624714,14.62935729792594,13.870047362207517,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2023/12/05,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,False,,1308.HK
2024-04-10,1336.HK,13.600000381469728,13.81999969482422,13.4399995803833,13.539999961853027,11.648733139038086,5764302,0.0,0.0,13.779202546925127,14.073758900377593,14.370658097647985,,False,False,LH,LHLLHH,12.460000038146973,2024-04-15,16.18000030517578,2024-05-03,16.360000610351562,12.960000038146973,12.960000038146973,SB1-2024/04/10,False,False,False,False,False,False,True,0.77,10,4,3.0,3.0,True,14.41,16.360000610351562,18.310001220703125,20.260001831054687,False,,1336.HK
2024-07-25,1336.HK,14.68000030517578,14.68000030517578,14.18000030517578,14.359999656677246,13.137737274169922,3224460,0.0,0.0,14.846404128895706,15.161469105399028,15.405689338671346,15.373199589471602,False,False,LL,LLLHHL,15.479999542236328,2024-08-01,14.5600004196167,2024-08-06,14.399999618530272,14.18000030517578,14.18000030517578,BY1-2024/04/10,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,,1336.HK
2024-08-30,1336.HK,16.5,17.65999984741211,16.420000076293945,16.920000076293945,15.47984218597412,33108521,0.0,0.0,15.540600519624824,15.228759651716064,15.199827308016031,15.235549535560512,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2024/04/10,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,,1336.HK
2024-09-24,1336.HK,17.260000228881836,18.68000030517578,17.260000228881836,18.440000534057617,16.870466232299805,24353662,0.0,0.0,16.77214354051471,16.267041321296915,15.808210298456409,15.569701322655265,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2024/04/10,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,,1336.HK
2024-09-26,1336.HK,19.0,20.5,18.920000076293945,20.39999961853028,18.663637161254883,32157521,0.0,0.0,17.7601951252034,16.841824548049637,16.10778656010115,15.731544210925415,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2024/04/10,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,False,,1336.HK
2024-11-21,0135.HK,7.840000152587891,7.900000095367432,7.78000020980835,7.800000190734863,7.451126575469971,13809239,0.0,0.0,7.700605963484387,7.701621199171479,7.724114946516899,7.728860694817133,False,False,LH,LHLLHH,7.269999980926514,2024-11-29,8.020000457763672,2024-12-10,8.180000305175781,7.400000095367432,7.380000114440918,SB1-2024/11/21,False,False,False,False,False,False,True,0.71,5,3,1.0,1.0,True,7.73,8.180000305175781,8.630000610351562,9.080000915527345,False,,135.HK
2025-01-08,0135.HK,7.869999885559082,7.929999828338623,7.699999809265137,7.789999961853027,7.441573143005371,20070243,0.0,0.0,8.043722709046044,7.986741811226767,7.879964647947599,7.813519403194612,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2024/11/21,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,7.660442825485795,135.HK
2025-03-18,0135.HK,7.960000038146973,8.229999542236328,7.960000038146973,8.119999885559082,7.7568135261535645,26853887,0.0,0.0,7.817872638075434,7.731680642358226,7.694250707891039,7.702122745759818,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2024/11/21,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,7.644249507136921,135.HK
2024-09-10,1357.HK,2.3299999237060547,2.359999895095825,2.2300000190734863,2.2300000190734863,2.150153875350952,16278000,0.0,0.0,2.3047675122841844,2.3168030353765805,2.412959786720464,2.5923406827163085,False,False,LH,LHLLHH,2.069999933242798,2024-09-16,3.119999885559082,2024-10-08,3.5999999046325684,2.0999999046325684,2.0999999046325684,SB1-2024/09/10,False,False,False,False,False,False,True,0.71,10,3,2.0,5.0,True,2.83,3.5999999046325684,4.369999809265137,5.139999713897705,False,,1357.HK
2024-10-09,1357.HK,3.150000095367432,3.1600000858306885,2.700000047683716,2.7799999713897705,2.6804606914520264,125245952,0.0,0.0,2.9527023698168477,2.7121108299869627,2.559478496080995,2.6082434539288792,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2024/09/10,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,,1357.HK
2024-10-29,0136.HK,1.9600000381469729,2.009999990463257,1.9299999475479128,1.950000047683716,1.950000047683716,38444400,0.0,0.0,1.9448830228285905,1.991260790776147,2.045027216638468,2.045337260751604,False,False,LH,LHLLHH,1.840000033378601,2024-11-11,2.109999895095825,2024-11-22,2.240000009536743,1.8600000143051147,1.840000033378601,SB1-2024/10/29,False,False,False,False,False,False,True,0.78,7,1,2.0,4.0,True,2.04,2.240000009536743,2.4400000190734863,2.6400000286102294,False,,136.HK
2024-11-25,0136.HK,2.109999895095825,2.130000114440918,2.039999961853028,2.059999942779541,2.059999942779541,50366224,0.0,0.0,2.043132349773676,2.007677882199163,2.016755509024057,2.026038239934832,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2024/10/29,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,,136.HK
2024-12-05,0136.HK,2.180000066757202,2.2300000190734863,2.130000114440918,2.200000047683716,2.200000047683716,50987190,0.0,0.0,2.1179193107200804,2.069143946136553,2.045601321997547,2.039989010002956,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2024/10/29,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1.9817094203540009,136.HK
2024-12-10,0136.HK,2.3499999046325684,2.470000028610229,2.299999952316284,2.369999885559082,2.369999885559082,144517787,0.0,0.0,2.206779219046222,2.126295875995457,2.075004403557932,2.0553913402979203,True,True,HH,HHHLHH,2.3399999141693115,2024-12-17,2.450000047683716,2024-12-18,2.619999885559082,2.0199999809265137,1.919999957084656,TP2-2024/10/29,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,1.9893472833533823,136.HK
