Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,LLLow,HHClose,HHHigh,22DLow,33DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,T1_100,classification,PATTERN,LLDate,HHDate,medium_bullish,weak_bullish,SNO
2021-02-25,0001.HK,60.0,62.0,59.54999923706055,61.75,47.61809921264648,16181765,0.0,0.0,57.2121561965071,56.1672935041892,55.42811443284207,54.43891427886484,56.387908051436135,False,True,57.54999923706055,61.54999923706055,64.05000305175781,52.5,52.5,TP2-2020/12/11,False,False,True,False,False,False,False,0.0,0,0,False,False,HH,HHHLHH,2021-03-02,2021-03-10,,,1.HK
2021-03-09,0001.HK,62.0,63.79999923706055,61.70000076293945,63.5,48.96760559082031,20584486,0.0,0.0,59.57745709063625,58.0433220391874,56.57892585524047,55.19720051769632,56.58273182556142,False,True,0.0,0.0,0.0,0.0,0.0,TP3-2020/12/11,False,False,False,True,False,False,False,0.0,0,0,False,False,,,,,,,1.HK
2002-07-19,0101.HK,8.25,8.300000190734863,8.199999809265137,8.300000190734863,3.137747287750244,1588837,0.0,0.0,8.464520598632621,8.59789086653839,8.629939806974901,8.509727460571261,8.306039549299571,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2002/04/03,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,101.HK
2002-09-19,0101.HK,7.300000190734863,7.449999809265137,7.050000190734863,7.050000190734863,2.665194511413574,4857388,0.0,0.0,7.509813993194074,7.725766968508112,7.996867941183605,8.172114866189602,8.205504365270855,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2002/04/03,False,False,False,False,True,False,False,0.0,0,0,False,False,,,,,,,101.HK
2005-03-29,0101.HK,11.550000190734863,11.550000190734863,11.100000381469728,11.300000190734863,4.883058547973633,11390800,0.0,0.0,11.612672526893371,11.692330985679684,11.717488144734428,11.668635793553891,11.241900642305676,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2005/01/18,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,101.HK
2005-04-14,0101.HK,11.699999809265137,11.75,11.550000190734863,11.699999809265137,5.055909156799316,4000059,0.0,0.0,11.427780987971737,11.480171182983376,11.58193820528814,11.60166227786556,11.24893320994498,False,False,11.100000381469728,11.800000190734863,12.0,11.050000190734863,11.050000190734863,TP1-2005/01/18,False,True,False,False,False,False,False,0.0,0,0,False,False,LH,LHHLHH,2005-04-18,2005-05-04,,,101.HK
2005-07-18,0101.HK,12.0,12.100000381469728,11.949999809265137,12.100000381469728,5.228761672973633,5887952,0.0,0.0,11.770505084193838,11.583886477510273,11.481452036194128,11.490460644538471,11.326666724052432,False,True,0.0,0.0,0.0,0.0,0.0,TP2-2005/01/18,False,False,True,False,False,False,False,0.0,0,0,False,False,,,,,,,101.HK
2005-07-20,0101.HK,12.25,12.449999809265137,12.25,12.300000190734863,5.315186500549316,9458815,0.0,0.0,11.93810674393279,11.699043374963772,11.54250917276319,11.52123368450642,11.341720983059377,True,True,0.0,0.0,0.0,0.0,0.0,TP3-2005/01/18,False,False,False,True,False,False,False,0.0,0,0,False,False,,,,,,,101.HK
2011-11-21,0101.HK,24.39999961853028,24.600000381469727,23.89999961853028,23.89999961853028,12.531634330749512,4874663,0.0,0.0,25.935239695714596,26.40367885568264,26.614441545553483,27.602816195171236,29.770647716336832,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2011/09/26,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,101.HK
2012-01-27,0101.HK,27.049999237060547,27.5,27.0,27.049999237060547,14.183290481567385,7606875,0.0,0.0,25.40117690120396,24.42049332256873,24.29812948174061,25.29029232318402,27.943548304373643,False,True,26.100000381469727,27.799999237060547,28.14999961853028,23.100000381469727,21.600000381469727,TP1-2011/09/26,False,True,False,False,False,False,False,0.0,0,0,False,False,HH,HHHLHH,2012-02-01,2012-02-07,,,101.HK
2012-09-21,0101.HK,27.39999961853028,27.450000762939453,26.5,26.64999961853028,14.23526668548584,13664659,0.0,0.0,27.22366196055526,27.10195289137824,26.94610161529943,26.82946007475183,27.249045134520166,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2012/09/04,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,101.HK
2012-11-30,0101.HK,28.299999237060547,28.600000381469727,28.0,28.39999961853028,15.170039176940918,10053276,0.0,0.0,27.65940386032095,27.3520393204087,27.117715742248823,26.96818841526274,27.171756626192582,False,True,0.0,0.0,0.0,0.0,0.0,TP1-2012/09/04,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,101.HK
2012-12-06,0101.HK,30.200000762939453,30.200000762939453,29.100000381469727,29.25,15.62407398223877,9237267,0.0,0.0,28.3117990755858,27.78927203429977,27.360374173574435,27.10503980365201,27.221201284211872,False,True,31.0,30.950000762939453,31.450000762939453,26.350000381469727,26.200000762939453,TP2-2012/09/04,False,False,True,False,False,False,False,0.0,0,0,False,False,HH,HHHHHH,2012-12-13,2013-01-02,,,101.HK
2013-01-02,0101.HK,31.200000762939453,31.450000762939453,30.700000762939453,30.950000762939453,16.532140731811523,8729091,0.0,0.0,30.36071960029525,29.668905193090893,28.667695843733256,27.919399474731883,27.561103286734,True,True,30.39999961853028,31.25,31.64999961853028,29.549999237060547,28.700000762939453,TP3-2012/09/04,False,False,False,True,False,False,False,0.0,0,0,False,False,HH,HHHLHH,2013-01-08,2013-01-10,,,101.HK
2018-08-03,0101.HK,16.079999923706055,16.260000228881836,15.9399995803833,16.079999923706055,10.564112663269045,3234060,0.0,0.0,16.162097446449508,16.182163421980842,16.65638446989097,17.334416634563347,18.095230767478157,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2018/07/16,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,101.HK
2018-08-03,0101.HK,16.079999923706055,16.260000228881836,15.9399995803833,16.079999923706055,10.56411075592041,3234060,0.0,0.0,16.162097446449508,16.182163421980842,16.6563844698913,17.33441558154397,18.08469275520787,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2018/07/16,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,101.HK
2018-09-05,0101.HK,15.479999542236328,15.479999542236328,15.15999984741211,15.15999984741211,9.959698677062988,6559472,0.0,0.0,15.550339028644746,15.683829350443585,16.05539141357777,16.72318814461464,17.690827536932886,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2018/07/16,False,False,False,False,True,False,False,0.0,0,0,False,False,,,,,,,101.HK
2018-09-05,0101.HK,15.479999542236328,15.479999542236328,15.15999984741211,15.15999984741211,9.959696769714355,6559472,0.0,0.0,15.550339028644746,15.683829350443585,16.055391413577897,16.72318747987093,17.68206059582745,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2018/07/16,False,False,False,False,True,False,False,0.0,0,0,False,False,,,,,,,101.HK
2023-11-09,0101.HK,10.460000038146973,10.600000381469728,10.359999656677246,10.5,8.845444679260254,2496328,0.0,0.0,10.530540349906094,10.480428540729076,10.58200536837244,11.10998809188013,12.431397107868378,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2023/10/25,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,101.HK
2023-11-15,0101.HK,10.859999656677246,11.399999618530272,10.859999656677246,11.359999656677246,9.569928169250488,5844992,0.0,0.0,10.67690972369189,10.562234643916732,10.603430248588744,11.07988220475758,12.377290084090903,False,True,0.0,0.0,0.0,0.0,0.0,TP1-2023/10/25,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,101.HK
2023-11-21,0101.HK,11.300000190734863,11.68000030517578,11.300000190734863,11.420000076293944,9.620474815368652,6306757,0.0,0.0,10.972739991379672,10.755971610975596,10.690223064134209,11.088169355159568,12.33977407122756,False,True,11.460000038146973,10.4399995803833,10.199999809265137,10.100000381469728,9.970000267028809,TP2-2023/10/25,False,False,True,False,False,False,False,0.0,0,0,False,False,HH,HHLHHL,2023-11-29,2023-11-30,,,101.HK
2000-03-16,1038.HK,14.300000190734863,14.300000190734863,13.100000381469728,13.399999618530272,4.593790054321289,1874000,0.0,0.0,13.688440721997418,13.266676810219188,13.47056877091391,,,False,True,15.149999618530272,13.5,13.5,10.649999618530272,10.149999618530272,BY1-2000/02/17,True,False,False,False,False,False,False,0.0,0,0,False,False,HL,HLLHHL,2000-03-28,2000-04-05,,,1038.HK
2003-01-17,1038.HK,14.0,14.0,13.699999809265137,13.800000190734863,5.426470279693604,1071129,0.0,0.0,13.918867700831033,13.833378814324494,13.768326520327973,13.638166011691286,13.28739296104923,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2002/12/18,True,False,False,False,False,False,False,0.0,0,0,False,True,,,,,,,1038.HK
2003-02-19,1038.HK,14.100000381469728,14.199999809265137,14.050000190734863,14.100000381469728,5.544437885284424,734631,0.0,0.0,13.81144655062524,13.741219076673271,13.72460557007103,13.652706405916648,13.347314900211808,True,True,13.949999809265137,14.199999809265137,14.300000190734863,13.300000190734863,13.300000190734863,TP1-2002/12/18,False,True,False,False,False,False,False,0.0,0,0,False,True,HH,HHHLHH,2003-02-25,2003-03-03,,,1038.HK
2003-03-14,1038.HK,14.399999618530272,14.550000190734863,14.199999809265137,14.550000190734863,5.721388816833496,1522092,0.0,0.0,14.235136063171757,14.113734956480918,13.957521478991298,13.807428466555525,13.453859256731906,True,True,0.0,0.0,0.0,0.0,0.0,TP2-2002/12/18,False,False,True,False,False,False,False,0.0,0,0,False,True,,,,,,,1038.HK
2003-03-19,1038.HK,14.600000381469728,15.149999618530272,14.399999618530272,15.0,5.898338317871094,2432537,0.0,0.0,14.452602697259358,14.251195810961605,14.038849646680744,13.857759075911172,13.482667682716354,True,True,0.0,0.0,0.0,0.0,0.0,TP3-2002/12/18,False,False,False,True,False,False,False,0.0,0,0,False,False,,,,,,,1038.HK
2015-08-24,1038.HK,62.29999923706055,62.900001525878906,61.29999923706055,61.75,38.90325927734375,2830616,0.6,0.0,65.49926122606014,65.58851815630868,64.70993047850061,63.961708652397725,61.34310851702109,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2015/07/03,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1038.HK
2015-09-08,1038.HK,65.25,66.5,65.19999694824219,66.1500015258789,41.6753158569336,1766860,0.0,0.0,64.39339097925496,64.58904967723309,64.40048213942337,63.91706343665661,61.52293922825492,False,False,0.0,0.0,0.0,0.0,0.0,TP1-2015/07/03,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1038.HK
2015-09-09,1038.HK,73.0,73.3499984741211,68.6500015258789,68.9000015258789,43.4078483581543,11146679,0.0,0.0,65.21277471500477,64.9639150553762,64.5769338800687,64.01573547802735,61.58172060114436,True,True,66.55000305175781,70.25,71.1500015258789,60.79999923706055,60.79999923706055,TP2-2015/07/03,False,False,True,False,False,False,False,0.0,0,0,False,False,HH,HHHLLH,2015-09-15,2015-09-22,,,1038.HK
2025-01-08,1038.HK,55.79999923706055,56.75,55.34999847412109,55.70000076293945,52.953758239746094,1040337,0.0,0.0,55.90392721091973,55.20554715059717,54.627156492628565,53.66456939563727,50.3005918772322,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2024/12/10,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1038.HK
2025-02-05,1038.HK,52.5,52.95000076293945,51.900001525878906,52.0,49.436180114746094,2041351,0.0,0.0,53.515824157666266,54.11452271576758,54.31533713939047,53.76748710434425,50.75512928626257,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2024/12/10,False,False,False,False,True,False,False,0.0,0,0,False,False,,,,,,,1038.HK
2025-08-18,1038.HK,54.0,54.0,53.0,53.09999847412109,52.36024856567383,2429723,0.0,0.0,54.39725192506597,54.19943584826389,53.37110473743369,52.71616809714256,51.64372528143763,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/07/04,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1038.HK
2025-10-31,1038.HK,51.0,51.04999923706055,50.5,50.54999923706055,50.54999923706055,1909898,0.0,0.0,51.43175537513299,51.72628623435237,52.10632777990389,52.27443074030063,51.79429688740052,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2025/07/04,False,False,False,False,True,False,False,0.0,0,0,False,False,,,,,,,1038.HK
2017-03-31,1044.HK,58.5,59.0,57.650001525878906,57.79999923706055,37.34619522094727,6980942,0.0,0.0,60.414965157952125,62.18689429860478,62.83185011159968,62.844620577176585,64.7535055829054,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2016/12/09,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1044.HK
2017-06-01,1044.HK,55.0,55.0,53.84999847412109,54.34999847412109,35.89994430541992,5936490,0.0,0.0,55.35409190477172,56.32422747362543,58.111434635418455,59.779534291950704,62.79081998923556,False,False,55.5,53.54999923706055,52.79999923706055,53.84999847412109,53.84999847412109,CL1-2016/12/09,False,False,False,False,True,False,False,0.0,0,0,False,False,LL,LLLHLL,2017-06-08,2017-06-13,,,1044.HK
2021-03-10,1044.HK,54.84999847412109,55.54999923706055,53.150001525878906,54.34999847412109,41.23708724975586,2770840,0.0,0.0,54.38422346866858,54.50248590521059,54.84833899569559,55.734291567762526,57.63061840837047,False,False,0.0,0.0,0.0,0.0,0.0,TP1-2021/02/25,True,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1044.HK
2021-03-23,1044.HK,52.0,52.25,50.75,51.59999847412109,39.15057373046875,5768787,0.0,0.0,53.72421684180999,54.19724554586617,54.6283501602319,55.47879304273171,57.39369719772397,False,False,53.29999923706055,50.34999847412109,50.04999923706055,50.75,50.75,CL2-2021/02/25,False,False,False,False,False,True,False,0.0,0,0,False,False,LL,LLLHLL,2021-03-30,2021-04-07,,,1044.HK
2011-09-06,1088.HK,34.20000076293945,34.95000076293945,33.54999923706055,34.79999923706055,11.017967224121094,17758582,0.0,0.0,34.73845665397908,34.8847177393248,35.567498979620794,35.631364821412056,34.60404842705558,False,False,36.25,33.650001525878906,32.70000076293945,30.200000762939453,30.200000762939453,BY1-2011/08/17,True,False,False,False,False,False,False,0.0,0,0,False,False,HL,HLLHLL,2011-09-08,2011-09-14,,,1088.HK
2011-10-03,1088.HK,30.700000762939453,30.799999237060547,28.350000381469727,28.850000381469727,9.134146690368652,37276176,0.0,0.0,31.9755614045677,33.06771598192351,34.273204164829075,34.89932819753969,34.42294111054282,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2011/08/17,False,False,False,False,True,False,False,0.0,0,0,False,False,,,,,,,1088.HK
2012-09-26,1088.HK,29.799999237060547,29.799999237060547,29.0,29.64999961853028,9.694101333618164,8328290,0.0,0.0,29.903569802516845,29.67748858202622,29.39172670112515,29.688731613020902,31.239114730759287,False,True,30.64999961853028,33.400001525878906,33.650001525878906,28.64999961853028,26.39999961853028,BY1-2012/08/22,True,False,False,False,False,False,False,0.0,0,0,False,False,HL,HLLHHH,2012-10-03,2012-10-19,,,1088.HK
2012-10-17,1088.HK,31.75,32.70000076293945,31.75,32.599998474121094,10.658608436584473,30181563,0.0,0.0,31.131880591637938,30.559659541167,29.96804201715884,29.93397167968276,31.188671949046515,False,True,0.0,0.0,0.0,0.0,0.0,TP1-2012/08/22,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1088.HK
2013-01-02,1088.HK,34.349998474121094,35.400001525878906,34.099998474121094,35.29999923706055,11.541376113891602,19303928,0.0,0.0,33.75825322020606,33.03920810902455,32.26878571395155,31.55697866315952,31.599020467171574,False,True,0.0,0.0,0.0,0.0,0.0,TP2-2012/08/22,False,False,True,False,False,False,False,0.0,0,0,False,False,,,,,,,1088.HK
2015-04-16,1088.HK,20.100000381469727,21.100000381469727,20.0,21.0,7.554896831512451,37217253,0.0,0.0,20.836136715214124,20.43068206234737,20.46542212258249,20.883506913935012,21.70617010748932,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2015/03/20,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1088.HK
2015-06-16,1088.HK,18.559999465942383,18.700000762939453,18.13999938964844,18.18000030517578,6.855643272399902,25952957,0.0,0.0,19.02386370215708,19.270517354247318,19.615178298832223,20.10788078372037,21.104541283555477,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2015/03/20,False,False,False,False,True,False,False,0.0,0,0,False,False,,,,,,,1088.HK
2017-04-24,1088.HK,17.84000015258789,17.959999084472656,17.520000457763672,17.860000610351562,6.895569801330566,17832093,0.0,0.0,17.989866408127618,17.89031349372817,17.363538461082015,16.723617268710466,15.739578630976688,True,True,18.65999984741211,17.84000015258789,17.600000381469727,17.520000457763672,17.520000457763672,BY1-2017/03/08,True,False,False,False,False,False,False,0.0,0,0,False,False,LL,LLLHHL,2017-05-04,2017-05-05,,,1088.HK
2017-06-05,1088.HK,19.559999465942383,20.450000762939453,19.5,19.65999984741211,7.590530395507812,44270115,0.0,0.0,19.13828500023793,18.840013861186588,18.292778873281936,17.54883762087324,16.306755066139516,True,True,19.280000686645508,19.36000061035156,19.200000762939453,18.420000076293945,17.799999237060547,TP1-2017/03/08,False,True,False,False,False,False,False,0.0,0,0,False,False,HH,HHHLHL,2017-06-09,2017-06-16,,,1088.HK
2018-12-18,1088.HK,18.31999969482422,18.36000061035156,17.479999542236328,17.65999984741211,8.738282203674316,18077459,0.0,0.0,17.92375138855839,17.94897518322978,17.983247342877743,18.12454797404182,18.608609579824,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2018/12/03,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1088.HK
2019-01-02,1088.HK,17.18000030517578,17.239999771118164,16.639999389648438,16.68000030517578,8.253373146057129,12855902,0.0,0.0,17.334576028512803,17.59324664600257,17.795230196256863,18.004239112847323,18.52868196178589,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2018/12/03,False,False,False,False,True,False,False,0.0,0,0,False,False,,,,,,,1088.HK
2020-11-13,1088.HK,14.760000228881836,14.760000228881836,14.199999809265137,14.31999969482422,8.31394100189209,23881845,0.0,0.0,14.200873388837696,13.977998904027348,13.723869458088071,13.599962135276863,14.124010334566329,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2020/10/27,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1088.HK
2020-11-24,1088.HK,15.100000381469728,15.4399995803833,15.020000457763672,15.079999923706056,8.755184173583984,38133033,0.0,0.0,14.623747464462769,14.338869673631564,13.971593141294894,13.74839375785444,14.157284839147955,False,True,0.0,0.0,0.0,0.0,0.0,TP1-2020/10/27,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1088.HK
2021-01-19,1088.HK,16.0,16.31999969482422,15.720000267028809,15.979999542236328,9.27770709991455,36564616,0.0,0.0,15.494610151317724,15.173428586784745,14.79827538150633,14.393355062773503,14.363136406212954,True,True,13.640000343322754,15.539999961853027,16.0,13.800000190734863,13.800000190734863,TP2-2020/10/27,False,False,True,False,False,False,False,0.0,0,0,False,False,HH,HHLLLH,2021-02-08,2021-02-22,,,1088.HK
2024-12-17,1088.HK,34.0,34.20000076293945,33.54999923706055,33.849998474121094,30.62053298950196,24278289,0.0,0.0,34.05600129355965,33.71532363741488,33.57079601525031,33.53500813919909,32.1156085626496,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2024/11/18,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1088.HK
2025-01-09,1088.HK,31.450000762939453,31.450000762939453,30.39999961853028,30.450000762939453,27.54491424560547,41025562,0.0,0.0,32.211978268538104,32.743824839073646,33.10605940710348,33.29047119231424,32.14262345843133,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2024/11/18,False,False,False,False,True,False,False,0.0,0,0,False,False,,,,,,,1088.HK
2009-08-31,1093.HK,2.307291030883789,2.307291030883789,2.1614580154418945,2.203125,1.5214567184448242,14557440,0.0,0.0,2.2855171492995856,2.260054389027106,2.192859838391032,2.069737522334317,1.8075048201700477,True,True,2.776041030883789,2.4583330154418945,2.421875,2.09375,2.09375,BY1-2009/08/14,True,False,False,False,False,False,False,0.0,0,0,False,False,HL,HLHHHL,2009-09-08,2009-09-15,,,1093.HK
2009-09-03,1093.HK,2.390625,2.40625,2.34375,2.401041030883789,1.6581354141235352,20117760,0.0,0.0,2.307057799634316,2.2759649139027767,2.207646248950433,2.0844515702649584,1.8196978568454287,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2009/08/14,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1093.HK
2009-09-04,1093.HK,2.401041030883789,2.5625,2.34375,2.557291030883789,1.766040325164795,51694080,0.0,0.0,2.352554750770584,2.300428054509821,2.221357809026251,2.093814727900975,1.8255750932919492,True,True,0.0,0.0,0.0,0.0,0.0,TP2-2009/08/14,False,False,True,False,False,False,False,0.0,0,0,False,False,,,,,,,1093.HK
2009-09-07,1093.HK,2.651041030883789,2.697916030883789,2.609375,2.6614580154418945,1.837976574897766,38853120,0.0,0.0,2.4087189807108222,2.331821964156089,2.238616640650394,2.1050551890403995,1.8322355149823877,True,True,0.0,0.0,0.0,0.0,0.0,TP3-2009/08/14,False,False,False,True,False,False,False,0.0,0,0,False,False,,,,,,,1093.HK
2011-03-17,1093.HK,2.2864580154418945,2.2864580154418945,2.2083330154418945,2.2083330154418945,1.5911204814910889,7141102,0.0,0.0,2.3805292158546747,2.421425588797257,2.3895919222923645,2.344947522658128,2.30401710470599,False,False,2.421875,2.3177080154418945,2.276041030883789,2.2083330154418945,2.2083330154418945,BY1-2010/12/06,True,False,False,False,False,False,False,0.0,0,0,False,False,LL,LLLHHL,2011-03-22,2011-03-28,,,1093.HK
2011-03-22,1093.HK,2.322916030883789,2.421875,2.322916030883789,2.375,1.7112051248550415,6589440,0.0,0.0,2.3623915817890544,2.401599352107414,2.3837013505068065,2.344493658964751,2.304797958457234,False,False,2.276041030883789,2.401041030883789,2.4739580154418945,2.2083330154418945,2.2083330154418945,TP1-2010/12/06,False,True,False,False,False,False,False,0.0,0,0,False,False,LH,LHHLHH,2011-03-28,2011-03-31,,,1093.HK
2011-04-18,1093.HK,2.3958330154418945,2.5520830154418945,2.3802080154418945,2.526041030883789,1.8200312852859497,25152000,0.0,0.0,2.389776477014698,2.3839926577507646,2.379725563892088,2.353624396312851,2.3140782844656416,True,True,2.369791030883789,2.3958330154418945,2.25,2.28125,2.276041030883789,TP2-2010/12/06,False,False,True,False,False,False,False,0.0,0,0,False,False,HH,HHHLLL,2011-04-29,2011-05-06,,,1093.HK
2012-10-17,1093.HK,1.229166030883789,1.25,1.197916030883789,1.203125,0.9150195717811584,5491200,0.0,0.0,1.2267984306261084,1.2007705567354858,1.1518004531809494,1.093636623808827,1.1598613136831166,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2012/09/19,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1093.HK
2013-01-09,1093.HK,1.3020830154418943,1.354166030883789,1.291666030883789,1.3489580154418943,1.025930881500244,20806773,0.0,0.0,1.2371492588042583,1.2000698059037056,1.172547150752028,1.14241106008943,1.1605391992805278,False,True,0.0,0.0,0.0,0.0,0.0,TP1-2012/09/19,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,1093.HK
