Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,T1_150,Capital Gains,medium_bullish,weak_bullish,buy_price,tp1_price,tp2_price,SNO
2022-03-07,1003.HK,1.3300000429153442,1.3300000429153442,1.309999942779541,1.309999942779541,1.309999942779541,840220,0.0,0.0,1.3622467724105125,1.382613832740036,1.4192656633265597,1.4755784772799891,1.5728400824736148,False,False,,,0.0,,0.0,,0.0,0.0,CL2-2021/09/08,False,False,False,False,True,False,0.0,0.0,0.0,False,False,,,,,,,1003.HK
2024-10-22,1003.HK,0.6000000238418579,0.6000000238418579,0.550000011920929,0.6000000238418579,0.6000000238418579,330000,0.0,0.0,0.6005305016814759,0.5870201667009803,0.5717593100649883,0.5721224758480739,0.6543676254661855,False,True,HL,HLLLLH,0.4799999892711639,2024-11-12,0.449999988079071,2024-12-10,0.5099999904632568,0.5099999904632568,BY1-2024/09/12,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1003.HK
2024-11-26,1003.HK,0.4950000047683716,0.5,0.4799999892711639,0.4799999892711639,0.4799999892711639,260000,0.0,0.0,0.5065847140022773,0.527313466025095,0.5460622165616291,0.5578800130061482,0.6339762016582061,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2024/09/12,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1003.HK
2014-08-25,1004.HK,1.0575000047683716,1.3125,1.0575000047683716,1.3125,1.3125,15352800,0.0,0.0,1.1192468475876656,1.1188588837116658,1.1101399947036992,1.0061700633465218,0.7068613713301523,True,True,,,0.0,,0.0,,0.0,0.0,TP2-2014/05/09,True,True,True,False,False,False,0.0,0.0,0.0,False,False,0.0,,,,,,1004.HK
2014-10-20,1004.HK,1.6150000095367432,1.6200000047683716,1.3825000524520874,1.5499999523162842,1.5499999523162842,16313280,0.0,0.0,1.6729899343666277,1.657400938917965,1.528714616891135,1.3349050776446836,0.9414899875660176,True,True,HL,HLHLLH,1.502500057220459,2014-11-05,1.6074999570846558,2014-11-19,1.6425000429153442,1.3825000524520874,BY1-2014/08/01,True,False,False,False,False,False,0.0,0.0,0.0,False,False,0.0,,,,,,1004.HK
2015-01-22,1004.HK,1.0,1.0099999904632568,0.9900000095367432,1.0,1.0,11804800,0.0,0.0,1.1044806230002917,1.2310884667094335,1.3704173104929176,1.3821859291926852,1.1146429585612934,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2014/08/01,False,False,False,True,False,False,0.0,0.0,0.0,False,False,0.0,,,,,,1004.HK
2010-03-12,1005.HK,1.2799999713897705,1.2899999618530271,1.2699999809265137,1.2799999713897705,0.6962221264839172,144655,0.0,0.0,0.7139606698616322,0.7055485929034997,0.6986306785232311,0.6549891309453769,0.5294082239135794,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2010/02/03,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1005.HK
2010-03-19,1005.HK,1.399999976158142,1.399999976158142,1.2699999809265137,1.2799999713897705,0.6962221264839172,761065,0.0,0.0,0.7091522590858347,0.7058047103882188,0.699990570648481,0.6598507647804625,0.5363340285622868,True,True,,,0.0,,0.0,,0.0,0.0,TP1-2010/02/03,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1005.HK
2010-05-18,1005.HK,1.1200000047683716,1.1200000047683716,1.1200000047683716,1.1200000047683716,0.6363903880119324,20000,0.05,0.0,0.6594247792341158,0.6774702581285054,0.6912722279318279,0.6755984119862376,0.572471896329198,False,False,,,0.0,,0.0,,0.0,0.0,CL2-2010/02/03,False,False,False,False,True,False,0.0,0.0,0.0,False,False,,,,,,,1005.HK
2010-11-16,1005.HK,1.4299999475479126,1.4299999475479126,1.4299999475479126,1.4299999475479126,0.8315781354904175,68000,0.0,0.0,0.8699510173664634,0.8499319990477816,0.8059675628636909,0.7659502736193968,0.6712498849576349,True,True,HL,HLHHHH,1.75,2010-12-01,1.7000000476837158,2010-12-14,1.7799999713897705,1.4299999475479126,BY1-2010/09/21,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1005.HK
2010-11-29,1005.HK,1.5199999809265137,1.649999976158142,1.5199999809265137,1.649999976158142,0.959513247013092,718000,0.0,0.0,0.891994420998745,0.8678934830932667,0.8223693470831326,0.7782702704647497,0.6800151615048832,True,True,,,0.0,,0.0,,0.0,0.0,TP1-2010/09/21,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1005.HK
2011-08-26,1005.HK,1.159999966621399,1.159999966621399,1.1200000047683716,1.149999976158142,0.6890168786048889,44000,0.0,0.0,0.7799680106618905,0.82573489881525,0.8616372444028529,0.8641291201782985,0.7897038169757684,False,False,,,0.0,,0.0,,0.0,0.0,CL2-2010/09/21,False,False,False,False,True,False,0.0,0.0,0.0,False,False,,,,,,,1005.HK
2015-06-11,1005.HK,2.680000066757202,2.680000066757202,2.240000009536743,2.299999952316284,1.553036332130432,4000,0.0,0.0,1.6722160903927192,1.6682806871795528,1.5675897836433703,1.4636724046540437,1.3114541550880194,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2015/02/23,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1005.HK
2015-06-22,1005.HK,2.799999952316284,3.4200000762939453,2.799999952316284,3.2699999809265137,2.208012819290161,1924200,0.0,0.0,1.7790252190542164,1.7188675065467467,1.604829101372896,1.4905823352485268,1.3271623225926783,True,True,,,0.0,,0.0,,0.0,0.0,TP1-2015/02/23,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1005.HK
2015-06-29,1005.HK,3.009999990463257,3.849999904632568,3.0,3.549999952316284,2.3970773220062256,1030000,0.0,0.0,2.097613309171476,1.92493972975419,1.727814952113739,1.566033687189907,1.3646631160907858,True,True,HH,HHHLLL,3.0999999046325684,2015-07-28,3.3399999141693115,2015-08-24,2.990000009536743,3.150000095367432,TP2-2015/02/23,False,False,True,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1005.HK
2017-03-15,1005.HK,3.240000009536743,3.240000009536743,3.119999885559082,3.299999952316284,2.395714044570923,240400,0.0,0.0,2.46962662406977,2.4663124250503,2.379842557581018,2.290614107407948,2.0344707610202244,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2016/11/11,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1005.HK
2018-10-15,1005.HK,2.619999885559082,2.619999885559082,2.539999961853028,2.539999961853028,1.9842772483825684,1942000,0.0,0.0,2.1987065185549843,2.22977486884406,2.2533611014866493,2.261260207375585,2.1282023062480064,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2016/11/11,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1005.HK
2014-08-01,1008.HK,1.409999966621399,1.4500000476837158,1.3799999952316284,1.4299999475479126,0.3598150014877319,380320,0.0,0.0,0.365375915196946,0.3567384367460758,0.3561239163089585,0.3778604499307118,0.4296513098369293,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2014/06/19,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1008.HK
2014-12-02,1008.HK,1.3600000143051147,1.850000023841858,1.3600000143051147,1.7599999904632568,0.4428492784500122,3985983,0.0,0.0,0.3511599895483595,0.3426356225031754,0.3428270919399138,0.3521673253953323,0.393793193406547,False,False,HH,HHHLLL,1.399999976158142,2014-12-18,1.3700000047683716,2015-01-12,1.340000033378601,1.2899999618530271,TP2-2014/06/19,False,True,True,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1008.HK
2020-06-18,1008.HK,0.6399999856948853,0.6399999856948853,0.5199999809265137,0.5899999737739563,0.3162609040737152,766000,0.1913,0.0,0.3355604939382199,0.3242893693900103,0.307850510399251,0.3071286961235314,0.3349776265369883,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2020/02/20,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1008.HK
2020-09-03,1008.HK,0.4650000035762787,0.4650000035762787,0.4300000071525574,0.4399999976158142,0.2358555793762207,2162000,0.0,0.0,0.2514876213366488,0.2569316617979199,0.2662033103093057,0.2783221453358984,0.3115021731224078,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2020/02/20,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1008.HK
2008-08-18,1009.HK,1.600000023841858,1.6200000047683716,1.5099999904632568,1.6200000047683716,0.7601647973060608,576000,0.0,0.0,0.8150721935959175,0.7819461533787863,0.7692558816508025,0.7916951971103463,0.8061176099824411,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2008/06/18,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1009.HK
2008-09-11,1009.HK,1.2999999523162842,1.2999999523162842,1.1200000047683716,1.2200000286102295,0.5724697709083557,1356000,0.0,0.0,0.6621405324644424,0.7027425592411815,0.7315815069274043,0.7660470001118704,0.7938214864811672,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2008/06/18,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1009.HK
2021-03-12,1009.HK,0.6299999952316284,0.6299999952316284,0.5600000023841858,0.5799999833106995,0.5799999833106995,1502000,0.0,0.0,0.6322033366865677,0.592750989143034,0.5515846260753223,0.5466086942684161,0.5973968810049674,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2021/02/01,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1009.HK
2021-07-15,1009.HK,0.3700000047683716,0.4000000059604645,0.3700000047683716,0.375,0.375,66000,0.0,0.0,0.414967548254721,0.4416730159389641,0.4753438188909266,0.5019168337638493,0.566096944865906,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2021/02/01,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1009.HK
2019-05-23,1011.HK,0.8399999737739563,0.8500000238418579,0.7300000190734863,0.7400000095367432,0.7400000095367432,4822000,0.0,0.0,0.857371259124621,0.8520001431503709,0.8235611217377807,0.8621100061056103,1.057401661970431,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2019/03/19,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1011.HK
2019-09-25,1011.HK,0.5299999713897705,0.5299999713897705,0.4950000047683716,0.5199999809265137,0.5199999809265137,2524500,0.0,0.0,0.5481729659439628,0.5672476671200929,0.6214276417919736,0.6912954464372834,0.8779641278390297,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2019/03/19,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1011.HK
2025-04-30,1011.HK,0.4399999976158142,0.4600000083446502,0.3849999904632568,0.4449999928474426,0.4449999928474426,5051000,0.0,0.0,0.3909309251961895,0.3300612192726199,0.288718869801819,0.2711201751455362,0.21989176943094,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2025/03/06,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1011.HK
2025-07-30,1011.HK,0.6800000071525574,0.800000011920929,0.6600000262260437,0.7599999904632568,0.7599999904632568,3481550,0.0,0.0,0.6410850066517064,0.5722532490311183,0.4934074870509599,0.4213922158252909,0.3148884949892832,True,True,,,0.0,,0.0,,0.0,0.0,TP1-2025/03/06,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1011.HK
2025-09-04,1011.HK,0.9200000166893004,1.090000033378601,0.9100000262260436,1.090000033378601,1.090000033378601,4435200,0.0,0.0,0.8583645406035229,0.7944407995140341,0.6885217904885185,0.5686911472761776,0.4014150628766104,True,True,,,0.0,,0.0,,0.0,0.0,TP2-2025/03/06,False,False,True,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1011.HK
2014-01-27,1020.HK,0.5600000023841858,0.5600000023841858,0.5299999713897705,0.550000011920929,0.550000011920929,15312000,0.0,0.0,0.5683502222005278,0.5399430493195834,0.5113897274339498,0.4818998669471004,0.4587873319211941,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2013/12/20,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1020.HK
2014-02-19,1020.HK,0.6100000143051147,0.6700000166893005,0.6000000238418579,0.6600000262260437,0.6600000262260437,26100000,0.0,0.0,0.6028830853792826,0.5786278367471787,0.544853982776099,0.5081259138080599,0.4726780254087414,True,True,,,0.0,,0.0,,0.0,0.0,TP1-2013/12/20,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1020.HK
2014-06-16,1020.HK,0.7200000286102295,0.800000011920929,0.7200000286102295,0.7799999713897705,0.7799999713897705,14564000,0.0,0.0,0.6833823774693626,0.6310252684666299,0.5988797310156089,0.579005959873824,0.5320110994319398,True,True,HH,HHHLHH,0.6800000071525574,2014-06-19,0.8500000238418579,2014-07-15,0.8799999952316284,0.5099999904632568,TP2-2013/12/20,False,False,True,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1020.HK
2018-03-16,1020.HK,0.3000000119209289,0.3050000071525574,0.2899999916553497,0.3000000119209289,0.3000000119209289,22748000,0.0,0.0,0.3096773948282651,0.3043720648966332,0.2980532558204938,0.2997100206813378,0.308804281421354,False,True,LL,LLLLLH,0.2849999964237213,2018-04-09,0.2750000059604645,2018-04-23,0.2849999964237213,0.2849999964237213,BY1-2018/02/01,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1020.HK
2018-04-23,1020.HK,0.2849999964237213,0.2849999964237213,0.2750000059604645,0.2750000059604645,0.2750000059604645,3124000,0.0,0.0,0.2837292325010209,0.2888863646496587,0.2924333899961053,0.2959683588138218,0.305658093465681,False,False,LH,LHLLLL,0.270000010728836,2018-04-24,0.2750000059604645,2018-05-02,0.2649999856948852,0.2750000059604645,CL1-2017/11/08,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1020.HK
2018-08-08,1020.HK,0.2460000067949295,0.2479999959468841,0.2450000047683715,0.2460000067949295,0.2460000067949295,1912000,0.0,0.0,0.2489230736985853,0.2518636384923605,0.258861653386215,0.2688770496207296,0.28702696349163,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2018/02/01,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1020.HK
2018-12-05,1020.HK,0.2300000041723251,0.2329999953508377,0.2179999947547912,0.2199999988079071,0.2199999988079071,4024000,0.0,0.0,0.2338887120932954,0.2306422774259847,0.2261026465126298,0.2318173421261281,0.2563250752833698,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2018/10/18,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1020.HK
2019-04-08,1020.HK,0.1899999976158142,0.1940000057220459,0.1879999935626983,0.1879999935626983,0.1879999935626983,2092000,0.0,0.0,0.1935478654502741,0.1945549067432238,0.1975925328873782,0.2050096320367014,0.229776784938548,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2018/10/18,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1020.HK
2024-07-29,1020.HK,0.0769999995827674,0.0839999988675117,0.0769999995827674,0.0820000022649765,0.0820000022649765,5076000,0.0,0.0,0.0827050986154995,0.0819302401849546,0.0817462365653376,0.0832902536036055,0.0900966359534632,False,True,LL,LLLLHL,0.0740000009536743,2024-08-06,0.0799999982118606,2024-08-15,0.0750000029802322,0.0769999995827674,BY1-2024/06/13,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1020.HK
2024-08-27,1020.HK,0.0829999968409538,0.101000003516674,0.0829999968409538,0.1000000014901161,0.1000000014901161,76228000,0.0,0.0,0.0829576800202473,0.0817543238693798,0.081525280650697,0.0825941646453609,0.0887231785074064,False,True,,,0.0,,0.0,,0.0,0.0,TP2-2024/06/13,False,True,True,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1020.HK
2019-11-14,1022.HK,0.2150000035762787,0.2150000035762787,0.2140000015497207,0.221000000834465,0.221000000834465,165000,0.0,0.0,0.2333221529610779,0.2188629790407519,0.2143503500504922,0.2432947619132257,0.3881537462324963,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2019/09/17,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1022.HK
2020-03-19,1022.HK,0.1570000052452087,0.1570000052452087,0.1480000019073486,0.1480000019073486,0.1480000019073486,132000,0.0,0.0,0.1679900453302279,0.1738523077298043,0.1797188993129242,0.1968631177501422,0.3057288153025843,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2019/09/17,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1022.HK
2014-06-13,1023.HK,5.170000076293945,5.170000076293945,4.789999961853027,4.800000190734863,1.760979413986206,962780,0.0,0.0,1.7943076646580036,1.75587716412341,1.7217466567852648,1.6773673553238504,1.552273484053621,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2014/05/05,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1023.HK
2014-07-03,1023.HK,5.050000190734863,5.25,4.880000114440918,5.179999828338623,1.9003897905349727,448000,0.0,0.0,1.7730305655773275,1.7493490327867816,1.7274306973824385,1.6898502181502908,1.5697960572027372,True,True,,,0.0,,0.0,,0.0,0.0,TP1-2014/05/05,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1023.HK
2014-08-29,1023.HK,5.300000190734863,5.599999904632568,5.300000190734863,5.550000190734863,2.0361320972442627,372000,0.0,0.0,1.9529434885087256,1.930096211343299,1.8843373303806523,1.8165689026434595,1.665099659833319,True,True,HH,HHHHHH,6.789999961853027,2014-09-19,6.300000190734863,2014-10-20,6.590000152587891,5.300000190734863,TP2-2014/05/05,False,False,True,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1023.HK
2021-09-16,1023.HK,0.6499999761581421,0.6499999761581421,0.5600000023841858,0.5600000023841858,0.3595006167888641,397000,0.0,0.0,0.3786417147475328,0.3766874795500877,0.3742350435402136,0.3590316247145385,0.3458577711290724,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2021/08/26,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1023.HK
2021-09-27,1023.HK,0.5899999737739563,0.5899999737739563,0.4900000095367431,0.5,0.3209826648235321,3546000,0.0,0.0,0.3619563135352098,0.3687195897231482,0.3709376745045239,0.3587900268560609,0.3462851611658526,False,False,LL,LLLHLH,0.6000000238418579,2021-09-28,0.5,2021-10-07,0.5899999737739563,0.4900000095367431,CL1-2021/08/26,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1023.HK
2025-08-28,1025.HK,0.3000000119209289,0.3000000119209289,0.270000010728836,0.2849999964237213,0.2849999964237213,2160000,0.0,0.0,0.3008503279589009,0.2985770049573294,0.2958146590708972,0.3314883096174711,1.0368200367876954,False,True,LL,LLHLLL,0.2800000011920929,2025-09-04,0.2800000011920929,2025-09-15,0.270000010728836,0.270000010728836,BY1-2025/05/20,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1025.HK
2025-09-16,1025.HK,0.2800000011920929,0.3400000035762787,0.2750000059604645,0.2949999868869781,0.2949999868869781,2397900,0.0,0.0,0.2887173858925567,0.2914425261247051,0.2928882166383832,0.3216968309462355,0.962933888414764,False,False,,,0.0,,0.0,,0.0,0.0,TP1-2025/05/20,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1025.HK
2025-10-15,1025.HK,0.2349999994039535,0.2399999946355819,0.2179999947547912,0.221000000834465,0.221000000834465,1408000,0.0,0.0,0.2523286172448243,0.2661705010108421,0.2784813009232156,0.3050763805504598,0.8697153477783945,False,False,,,0.0,,0.0,,0.0,0.0,CL2-2025/05/20,False,False,False,False,True,False,0.0,0.0,0.0,False,False,,,,,,,1025.HK
2007-11-02,1026.HK,0.352959007024765,0.352959007024765,0.333074003458023,0.3380460143089294,0.3116118609905243,9896875,0.0,0.0,0.3188365778786132,0.3116566432757269,0.3057331323192447,0.2858008400472927,0.2404285204894289,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2007/10/15,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1026.HK
2008-01-17,1026.HK,0.2833620011806488,0.2833620011806488,0.268447995185852,0.268447995185852,0.2474561780691146,663814,0.0,0.0,0.2788701960547314,0.2865989529490037,0.2935201343228171,0.29127007502186,0.2590686337101969,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2007/10/15,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1026.HK
2019-02-18,1026.HK,0.2982749938964844,0.2982749938964844,0.2435919940471649,0.2485630065202713,0.2485630065202713,5250173,0.0,0.0,0.3179029878013516,0.3077783203098396,0.2913015422839809,0.2905156960815179,0.3044259981774012,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2018/12/12,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1026.HK
