Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,buy_price,tp1_price,tp2_price,tp3_price,T1_50,SNO
2025-10-13,0041.HK,14.457123756408691,14.467101097106934,14.167781829833984,14.467101097106934,14.467101097106934,479112,0.0,0.0,14.532822878718942,14.486509481812432,14.439470046958707,14.140745437666991,13.308082521556926,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/09/16,False,False,False,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,41.HK
2025-11-05,0041.HK,14.75,14.9399995803833,14.579999923706056,14.9399995803833,14.9399995803833,418508,0.0,0.0,14.62453531214297,14.521584908258012,14.459417132265314,14.228619478440583,13.445242482303978,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2025/09/16,False,False,False,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,41.HK
2025-11-12,0041.HK,15.130000114440918,15.699999809265137,15.130000114440918,15.460000038146973,15.460000038146973,518016,0.0,0.0,14.968307259040325,14.74830683359797,14.581100038932682,14.314045448663014,13.511056159077752,True,True,True,HH,HHHLLH,14.369999885559082,2025-11-24,15.119999885559082,2025-11-26,15.199999809265137,14.489999771118164,14.140000343322754,TP2-2025/09/16,True,True,True,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,41.HK
2025-11-27,0639.HK,3.049999952316284,3.069999933242798,2.75,2.930000066757202,2.930000066757202,51276000,0.0,0.0,3.0998361790256683,3.1183924077941416,3.048108555943693,2.9406648554002945,2.809302650786358,False,False,False,LL,LLLHHL,2.940000057220459,2025-12-04,2.859999895095825,2025-12-14,2.819999933242798,2.75,2.75,BY1-2025/09/30,,,,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,639.HK
2025-10-20,6616.HK,4.760000228881836,4.849999904632568,4.630000114440918,4.650000095367432,4.650000095367432,32954000,0.0,0.0,4.643249009061869,4.651973914228043,4.710994574365732,4.64228569544249,4.340824073225033,False,False,False,LH,LHLLHH,4.320000171661377,2025-10-23,7.309999942779541,2025-11-13,7.400000095367432,4.360000133514404,4.300000190734863,SB1-2025/10/20,True,True,True,False,False,False,False,False,False,True,0.79,11,6,2.0,3.0,True,5.86,7.400000095367432,8.940000190734864,10.480000286102294,False,6616.HK
2025-10-30,6669.HK,12.869999885559082,12.869999885559082,12.0600004196167,12.260000228881836,12.260000228881836,426300,0.0,0.0,12.468888911577208,12.65191794017914,12.551207276186942,11.689169084140248,10.047489034814143,False,False,False,LH,LHLLHH,11.300000190734863,2025-11-07,13.760000228881836,2025-11-17,13.989999771118164,11.4399995803833,11.4399995803833,SB1-2025/10/30,True,True,True,False,False,False,False,False,False,True,0.83,5,2,2.0,1.0,True,12.64,13.989999771118164,15.339999542236328,16.68999931335449,False,6669.HK
2025-11-19,6669.HK,12.399999618530272,12.850000381469728,12.34000015258789,12.56999969482422,12.56999969482422,297189,0.0,0.0,12.76144827936466,12.606286915563883,12.521554594894448,11.872403213463183,10.298234863854464,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/10/30,False,False,False,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,6669.HK
2025-10-10,0853.HK,14.779999732971191,15.020000457763672,13.899999618530272,14.06999969482422,14.06999969482422,30006764,0.0,0.0,14.362509683339526,14.004046192451971,13.168847773391803,11.702199095083284,9.689434337828873,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/09/16,False,False,False,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,853.HK
2025-10-17,0853.HK,12.979999542236328,13.06999969482422,12.210000038146973,12.279999732971191,12.279999732971191,24604947,0.0,0.0,13.469272568261289,13.64283196614126,13.146411409811432,11.831088705471773,9.82173149204649,False,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2025/09/16,False,False,False,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,853.HK
2025-10-28,0914.HK,24.299999237060547,24.299999237060547,23.540000915527344,23.600000381469727,23.600000381469727,6888138,0.0,0.0,23.97273766665057,23.97490424099033,23.749033141501982,23.196240010976787,22.096910786729133,False,False,False,LH,LHLLHH,22.18000030517578,2025-11-05,24.440000534057617,2025-11-13,24.57999992370605,22.6200008392334,22.6200008392334,SB1-2025/10/28,True,True,True,False,False,False,False,False,False,True,0.83,5,1,3.0,1.0,True,23.38,24.57999992370605,25.779999847412103,26.979999771118155,False,914.HK
2025-11-18,0914.HK,23.5,23.5,22.89999961853028,22.940000534057617,22.940000534057617,3766278,0.0,0.0,23.587057796404498,23.64594839312879,23.63456434516999,23.26219468813165,22.240974072571237,False,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/10/28,False,False,False,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,914.HK
2025-10-23,0916.HK,7.519999980926514,7.53000020980835,7.329999923706055,7.480000019073486,7.3669233322143555,22701186,0.0,0.0,7.829110173416604,7.880773233730217,7.669264295528667,7.354419059449666,6.962196405369223,False,False,False,LL,LLLHLL,7.610000133514404,2025-10-28,7.300000190734863,2025-11-05,7.079999923706055,7.329999923706055,7.329999923706055,BY1-2025/08/27,False,False,False,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,916.HK
