index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily_Range,Avg_Range,Turn_Threshold,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,medium_bullish,weak_bullish,buy_price,tp1_price,tp2_price,tp3_price,SNO
2006-11-09,1033.HK,1.100000023841858,1.113332986831665,1.0733330249786377,1.0800000429153442,1.043430209159851,107085000,0.0,0.0,0.0399999618530273,0.0295835062861443,0.0443752594292164,1.0279566855700153,1.010802616840996,1.0193043886911477,1.054747500180761,1.0840356440712222,False,False,False,HH,HHHLHH,1.0399999618530271,2006-11-10,1.1799999475479126,2006-11-24,1.1933330297470093,0.9466660022735596,0.9066659808158876,TP3-2006/10/05,False,False,True,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2013-02-21,1033.HK,1.366665959358215,1.366665959358215,1.2799999713897705,1.3066660165786743,1.3066660165786743,36858000,0.0,0.0,0.0866659879684446,0.0426666975021362,0.0640000462532043,1.3523084796256724,1.3324148179202953,1.286240321915998,1.228071370590495,1.2254737989291902,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2013/01/16,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2013-02-27,1033.HK,1.266666054725647,1.5133329629898071,1.266666054725647,1.5133329629898071,1.5133329629898071,108436500,0.0,0.0,0.2466669082641601,0.0400001066071646,0.0600001599107469,1.355138723456922,1.3373307871009603,1.2948732159855727,1.2369177689839372,1.2291514505995478,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2013/01/16,False,False,False,False,True,True,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2013-03-05,1033.HK,1.5,1.6266659498214722,1.5,1.6200000047683716,1.6200000047683716,69790413,0.0,0.0,0.1266659498214721,0.0514286756515502,0.0771430134773253,1.4595248770211606,1.3991455621286013,1.330839167517425,1.260018612925752,1.2388450525705277,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2013/01/16,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2019-08-26,1033.HK,0.8399999737739563,0.8399999737739563,0.7900000214576721,0.8100000023841858,0.8100000023841858,3147000,0.0,0.0,0.0499999523162841,0.0264285675116947,0.0396428512675421,0.8296065530284117,0.8524058572911437,0.8919057215980493,0.9107285728667588,0.945910465151522,False,False,False,HL,HLLHHL,0.8500000238418579,2019-08-28,0.8100000023841858,2019-08-29,0.800000011920929,0.7699999809265137,0.7699999809265137,BY1-2019/08/14,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2019-09-04,1033.HK,0.8199999928474426,0.8600000143051147,0.8199999928474426,0.8600000143051147,0.8600000143051147,7036000,0.0,0.0,0.0400000214576721,0.0287499986588954,0.0431249979883432,0.8292400248062908,0.8404718377484501,0.8758734866048299,0.8996566268644877,0.939370126798736,False,False,False,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2019/08/14,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2019-09-16,1033.HK,0.9100000262260436,0.9399999976158142,0.8899999856948853,0.8999999761581421,0.8999999761581421,16382000,0.0,0.0,0.0500000119209289,0.0249999985098838,0.0374999977648258,0.8580137123493935,0.8514446719177411,0.8715359747527137,0.8937028531596959,0.934387896447178,False,False,False,HH,HHLLLH,0.75,2019-09-27,0.8199999928474426,2019-09-30,0.8299999833106995,0.7799999713897705,0.7799999713897705,TP2-2019/08/14,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2021-05-11,1033.HK,0.7799999713897705,0.7799999713897705,0.7400000095367432,0.7699999809265137,0.7699999809265137,22916000,0.0,0.0,0.0399999618530273,0.0226666688919067,0.0340000033378601,0.7337203574447684,0.7242439260142566,0.7176555670082503,0.6917367263131353,0.6652333175759018,True,True,True,HL,HLHHLL,0.8500000238418579,2021-05-13,0.7400000095367432,2021-05-14,0.7300000190734863,0.6700000166893005,0.6700000166893005,BY1-2021/04/19,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2021-05-12,1033.HK,0.7699999809265137,0.8199999928474426,0.7799999713897705,0.7900000214576721,0.7900000214576721,14880000,0.0,0.0,0.0400000214576721,0.0240000009536743,0.0360000014305114,0.7439530236289327,0.7299618473571623,0.7204926044376394,0.6936825341377796,0.6662274745789438,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2021/04/19,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2022-05-30,1033.HK,0.6200000047683716,0.6200000047683716,0.5899999737739563,0.6100000143051147,0.6100000143051147,6570000,0.0,0.0,0.0300000309944152,0.0185714108603341,0.0278571162905011,0.5957334898189279,0.5909138550859296,0.6071634184417628,0.6343580794462096,0.6652150429089229,False,False,False,HL,HLHHHL,0.6399999856948853,2022-06-06,0.6200000047683716,2022-06-08,0.6000000238418579,0.5600000023841858,0.5400000214576721,BY1-2022/04/29,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2022-05-31,1033.HK,0.6100000143051147,0.6299999952316284,0.6000000238418579,0.6299999952316284,0.6299999952316284,7897000,0.0,0.0,0.0299999713897705,0.0185714108603341,0.0278571162905011,0.601963763530328,0.5943126498812078,0.6080589704727379,0.6342717807488911,0.6649344449194623,False,False,False,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2022/04/29,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2025-02-05,1033.HK,0.6800000071525574,0.6800000071525574,0.6499999761581421,0.6600000262260437,0.6600000262260437,5988000,0.0,0.0,0.0300000309944152,0.0200000032782554,0.0300000049173831,0.663158057830039,0.6593613119668809,0.6585618313050059,0.6391119704766638,0.5950146368828689,True,True,True,HL,HLLHLL,0.6800000071525574,2025-02-07,0.6299999952316284,2025-02-20,0.6200000047683716,0.6399999856948853,0.6100000143051147,BY1-2025/01/06,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2025-03-17,1033.HK,0.6600000262260437,0.699999988079071,0.6600000262260437,0.6899999976158142,0.6899999976158142,22681000,0.0,0.0,0.0399999618530273,0.018666656812032,0.027999985218048,0.6502282915362134,0.6458019364065051,0.6482555190423528,0.6408282781820216,0.6046735570488738,False,False,False,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2025/01/06,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,1033.HK
2025-04-07,1033.HK,0.6299999952316284,0.6399999856948853,0.5400000214576721,0.550000011920929,0.550000011920929,35839729,0.0,0.0,0.0999999642372131,0.0206249989569187,0.030937498435378,0.6434152854272172,0.6519970339415715,0.6531394041459744,0.6459096607735957,0.6108328092767926,False,False,False,LL,LLLHHL,0.6399999856948853,2025-05-07,0.6200000047683716,2025-06-02,0.6100000143051147,0.5799999833106995,0.5400000214576721,CL2-2025/01/06,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,,,,,,,1033.HK
2003-02-12,1050.HK,0.6423609852790833,0.6423609852790833,0.6284719705581665,0.6319440007209778,0.0410405844449996,1042560,0.0,0.0,0.0138890147209167,0.0050925970077514,0.0076388955116271,0.626390601116759,0.6236381208809801,0.6189657338533645,0.5971038476928361,0.5031059660492295,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2003/01/29,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2003-02-26,1050.HK,0.6423609852790833,0.65625,0.6354159712791443,0.65625,0.0426191091537475,1877760,0.0,0.0,0.0208340287208557,0.0050748403255756,0.0076122604883634,0.6370903819573186,0.6312679649809085,0.6243423294533311,0.6039414059043539,0.5132122076389826,True,True,True,HH,HHHLHH,0.6423609852790833,2003-02-27,0.649304986000061,2003-02-28,0.6597219705581665,0.6111109852790833,0.6076380014419556,TP1-2003/01/29,True,True,True,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2003-04-01,1050.HK,0.5972219705581665,0.5972219705581665,0.59375,0.59375,0.038560152053833,230400,0.0,0.0,0.0034719705581665,0.0037394624490004,0.0056091936735006,0.6198446156090487,0.6255414110383454,0.626410320487135,0.6132127461796635,0.5328217953911435,False,False,False,LL,LLLHLL,0.6111109852790833,2003-04-04,0.5902770161628723,2003-04-07,0.5902770161628723,0.59375,0.59375,CL2-2003/01/29,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,,,,,,,1050.HK
2011-03-02,1050.HK,0.1805550009012222,0.2013880014419555,0.1736110001802444,0.2013880014419555,0.0555318854749202,921600,0.0,0.0,0.0277770012617111,0.0013888667027155,0.0020833000540733,0.2042551765151622,0.2038625227047911,0.2019330936230893,0.1981319299312188,0.1941374154834939,True,True,True,LL,LLHHHL,0.21875,2011-03-08,0.2048610001802444,2011-03-09,0.2048610001802444,0.1736110001802444,0.1736110001802444,BY1-2011/02/10,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2011-03-04,1050.HK,0.1979160010814666,0.2118050009012222,0.1979160010814666,0.2118050009012222,0.0584043227136135,1612800,0.0,0.0,0.0138889998197556,0.0009920001029968,0.0014880001544952,0.2052013499463655,0.2043567081565807,0.2022996893588134,0.1984658837097764,0.1943355063024811,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2011/02/10,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2011-04-08,1050.HK,0.1875,0.1944440007209777,0.1875,0.1909720003604889,0.0526597090065479,1169280,0.0,0.0,0.0069440007209777,0.0056088463618205,0.0084132695427307,0.2020971119310126,0.203815105098505,0.2032714558218855,0.2001010645012702,0.1955375772555329,False,False,False,LH,LHLLHH,0.1770830005407333,2011-04-12,0.1944440007209777,2011-04-13,0.1979160010814666,0.1805550009012222,0.1805550009012222,CL2-2011/02/10,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,,,,,,,1050.HK
2013-05-29,1050.HK,0.2152770012617111,0.2222220003604889,0.2118050009012222,0.2222220003604889,0.0681463181972503,453980,0.0,0.0,0.0104169994592666,0.0037394613027572,0.0056091919541359,0.2157761357532387,0.2153681087656654,0.2144024501417183,0.2049063535949635,0.1844096070792215,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2013/05/14,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2013-06-24,1050.HK,0.1909720003604889,0.1909720003604889,0.1875,0.1909720003604889,0.058563232421875,601920,0.0,0.0,0.0034720003604888,0.0062004998326301,0.0093007497489452,0.2064418241390885,0.2106368195653477,0.2126098822175291,0.2063387288167021,0.1872371498178626,False,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2013/05/14,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,,,,,1050.HK
2014-09-15,1050.HK,0.28125,0.28125,0.2708329856395721,0.2777769863605499,0.0939627513289451,1526400,0.0,0.0,0.0104170143604279,0.0089284990515027,0.0133927485772541,0.2777187529933492,0.2744707282960138,0.2697931387958559,0.2689182557713607,0.2608283224417866,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2014/08/25,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2014-09-29,1050.HK,0.25,0.25,0.2430550009012222,0.2430550009012222,0.0822174549102783,1304640,0.0,0.0,0.0069449990987777,0.0085646679004033,0.012847001850605,0.2665637562258554,0.2703908555848218,0.2694914911247213,0.2689950981784307,0.2615037551356963,False,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2014/08/25,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,,,,,1050.HK
2016-06-10,1050.HK,0.34375,0.34375,0.336804986000061,0.3402769863605499,0.1365504413843155,2373120,0.0,0.0,0.006945013999939,0.0059522837400436,0.0089284256100654,0.3384922920419604,0.3359524368058049,0.3294959146192556,0.3154710773345328,0.2915375539480736,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2016/05/20,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2016-06-23,1050.HK,0.3402769863605499,0.3541660010814667,0.3402769863605499,0.34375,0.1379441320896148,2257920,0.0,0.0,0.0138890147209167,0.0050745400098654,0.0076118100147981,0.3396923864420131,0.3378191895175907,0.3323637167171499,0.3193236267394654,0.2948196957698463,True,True,True,HH,HHLLHH,0.3229160010814667,2016-06-24,0.3819440007209778,2016-06-29,0.4027769863605499,0.3298609852790832,0.3159720003604889,TP1-2016/05/20,True,True,True,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2016-06-28,1050.HK,0.3541660010814667,0.3958329856395721,0.3541660010814667,0.3888880014419555,0.1560576558113098,26546244,0.0,0.0,0.0416669845581054,0.0057868336637815,0.0086802504956722,0.3523171458680985,0.3445391412367545,0.3360756759917519,0.3219769501249697,0.2964769469475149,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2016/05/20,False,False,False,False,False,True,True,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2016-10-27,1050.HK,0.4861109852790832,0.4861109852790832,0.4722220003604889,0.4861109852790832,0.2077278941869735,3326400,0.0,0.0,0.0138889849185943,0.0114087888172694,0.0171131832259042,0.4579370182899819,0.4500339343939343,0.4464105976270298,0.4285191005230882,0.3737346301037569,True,True,True,HL,HLLHLL,0.493054986000061,2016-10-28,0.4652769863605499,2016-11-04,0.4513880014419555,0.4236109852790832,0.4236109852790832,BY1-2016/10/18,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2018-01-09,1050.HK,0.8263880014419556,0.8263880014419556,0.805554986000061,0.805554986000061,0.3837977349758148,2661120,0.0,0.0,0.0208330154418945,0.0143230147659778,0.0214845221489667,0.8033428685331947,0.801937032340922,0.8057517725559682,0.8092382732650836,0.7474997696666957,False,False,False,HL,HLHHHL,0.9236109852790833,2018-01-22,0.9027770161628724,2018-01-24,0.875,0.7847219705581665,0.7777770161628723,BY1-2017/12/12,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2018-01-15,1050.HK,0.8263880014419556,0.8402770161628723,0.8194440007209778,0.8333330154418945,0.3970323204994201,4619520,0.0,0.0,0.0208330154418945,0.0125000119209289,0.0187500178813934,0.8140624472650558,0.8080253229194521,0.8080796529778684,0.810168484958482,0.7498222021859456,False,False,False,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2017/12/12,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2018-01-16,1050.HK,0.8402770161628723,0.8819440007209778,0.8333330154418945,0.875,0.416884034872055,6511680,0.0,0.0,0.0486109852790832,0.0129629453023274,0.0194444179534912,0.8251420023077729,0.813849207882978,0.8107039803120697,0.8114522773355418,0.7508196348378504,False,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2017/12/12,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2018-01-18,1050.HK,0.8958330154418945,0.8958330154418945,0.875,0.8958330154418945,0.4268097579479217,2770560,0.0,0.0,0.0208330154418945,0.014351745446523,0.0215276181697845,0.8464447978481725,0.8263846264971675,0.8167265422433712,0.8144914176480406,0.753011610382255,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2017/12/12,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2021-02-08,1050.HK,1.1597219705581665,1.256943941116333,1.048611044883728,1.25,0.8659124374389648,26452800,0.0,0.0,0.2083328962326049,0.0662035902341206,0.099305385351181,1.0579306915079267,0.939943554656418,0.8619055751662306,0.8186045441085117,0.785475792604878,True,True,True,HL,HLLHLL,1.375,2021-02-09,0.993054986000061,2021-02-26,0.9791659712791444,0.75,0.75,BY1-2021/01/12,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2022-02-17,1050.HK,1.111111044883728,1.118054986000061,1.0902769565582275,1.0972219705581665,0.8506104350090027,311040,0.0,0.0,0.0277780294418334,0.0208332379659016,0.0312498569488525,1.1074002792268498,1.099525630850239,1.0959611253951511,1.0984051974819924,1.067269189704652,False,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2022/01/11,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2022-03-14,1050.HK,1.041666030883789,1.041666030883789,1.0138880014419556,1.0277769565582275,0.7967739105224609,734400,0.0,0.0,0.0277780294418334,0.0203373772757393,0.030506065913609,1.0576696309628848,1.072568903423934,1.083298186977854,1.090886952990396,1.068066241949894,False,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2022/01/11,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,,,,,1050.HK
2022-08-18,1050.HK,0.9722219705581664,0.9722219705581664,0.9583330154418944,0.9722219705581664,0.7537054419517517,28800,0.0,0.0,0.0138889551162719,0.0109953929980596,0.0164930894970894,0.9750729940336066,0.9797207592578098,0.993564526118013,1.0132579944068532,1.0345262909112571,False,False,False,HL,HLHHLL,0.993054986000061,2022-08-25,0.9583330154418944,2022-09-02,0.9375,0.9444440007209778,0.9444440007209778,BY1-2022/08/09,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2022-08-22,1050.HK,0.9583330154418944,0.9861109852790833,0.9583330154418944,0.9791659712791444,0.7590887546539307,472320,0.0,0.0,0.0277779698371888,0.012820514348837,0.0192307715232556,0.973326926965433,0.9779744350852446,0.9916724305240784,1.0115168185900842,1.033482892685212,False,False,False,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2022/08/09,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2022-08-25,1050.HK,0.9861109852790833,0.993054986000061,0.9791659712791444,0.9861109852790833,0.7644727826118469,43200,0.0,0.0,0.0138890147209166,0.0109954724709192,0.0164932087063789,0.977553061945152,0.979327963283842,0.991244791520234,1.0105206090690175,1.032730969582307,False,False,False,HH,HHLLLH,0.9375,2022-09-02,0.9583330154418944,2022-09-05,0.9583330154418944,0.9444440007209778,0.9444440007209778,TP2-2022/08/09,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2024-03-20,1050.HK,0.5,0.5099999904632568,0.4650000035762787,0.5099999904632568,0.4553311169147491,88000,0.0,0.0,0.0449999868869781,0.0129166667660077,0.0193750001490115,0.4762588226062816,0.4702535263612957,0.4901005779089647,0.5457791674897491,0.6860324264008114,False,False,False,HL,HLLHLL,0.5099999904632568,2024-03-27,0.4550000131130218,2024-04-03,0.4050000011920929,0.4099999964237213,0.4099999964237213,BY1-2024/02/29,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2024-04-17,1050.HK,0.4749999940395355,0.550000011920929,0.4650000035762787,0.5400000214576721,0.4821152985095978,1342000,0.0,0.0,0.0850000083446502,0.0129166717330614,0.0193750075995921,0.4923107364910929,0.4825587736605684,0.487410304633338,0.5295598767903562,0.6630364494658174,False,False,False,HH,HHHLHH,0.4850000143051147,2024-04-22,0.550000011920929,2024-04-23,0.6000000238418579,0.4050000011920929,0.4050000011920929,TP1-2024/02/29,False,False,True,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2024-04-23,1050.HK,0.550000011920929,0.6000000238418579,0.5299999713897705,0.550000011920929,0.491043359041214,3664000,0.0,0.0,0.0700000524520874,0.021153851197316,0.0317307767959741,0.5162919715191405,0.4982451208667874,0.4941742885301293,0.5298109551090247,0.6589294855128623,False,False,True,HH,HHHLHH,0.5,2024-05-02,0.7200000286102295,2024-05-29,0.7699999809265137,0.4600000083446502,0.4050000011920929,TP2-2024/02/29,False,False,True,False,False,True,False,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2024-05-28,1050.HK,0.6100000143051147,0.699999988079071,0.6000000238418579,0.699999988079071,0.6249642968177795,5967796,0.0,0.0,0.0999999642372131,0.0116666704416275,0.0175000056624412,0.5709037271693415,0.5457561677032317,0.5246831160311021,0.5344794623195163,0.6391435282638552,False,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2024/02/29,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,1050.HK
2006-10-16,1051.HK,153.74288940429688,153.74288940429688,99.66780090332033,103.37883758544922,83.1545639038086,84679,0.0,0.0,54.07508850097655,8.90648447672526,17.81296895345052,107.57469566811638,103.52788278274303,103.49736978078636,114.06955396782654,,False,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2006/09/22,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1051.HK
2006-10-19,1051.HK,90.12513732910156,91.71558380126952,81.64277648925781,83.23321533203125,66.9500961303711,22982,0.0,0.0,10.072807312011705,9.436631774902343,18.873263549804687,98.59423170217646,99.83540947284342,101.77079023483375,112.56847241510052,,False,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2006/09/22,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,,,,,1051.HK
2007-01-26,1051.HK,79.52218627929688,80.58248138427734,77.4015884399414,77.4015884399414,62.25931167602539,9,0.0,0.0,3.180892944335937,3.8524083455403657,7.704816691080731,83.31844495823844,83.04891864199256,83.88383892264085,90.74661618063502,116.45376184241616,False,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2006/12/12,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,1051.HK
2007-02-22,1051.HK,95.42662048339844,107.08987426757812,95.42662048339844,102.31854248046876,82.30170440673828,115403,0.0,0.0,11.663253784179688,4.809197562081474,9.618395124162948,91.14533015124194,87.7462738387944,85.81415569715789,89.75854382146596,112.7131116964064,False,False,True,HH,HHHLHH,92.77587890625,2007-02-23,106.55972290039062,2007-02-27,108.6803207397461,75.28099822998047,75.28099822998047,TP1-2006/12/12,False,False,True,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,1051.HK
