index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,buy_price,tp1_price,tp2_price,tp3_price,EMA250,SNO
2025-10-27,1471.HK,15.0,15.449999809265137,14.3100004196167,14.31999969482422,14.31999969482422,52000,0.0,0.0,14.563878018039258,14.363286647280644,14.250658939267844,14.060887931249454,True,True,True,False,1.1399993896484375,0.2166666984558101,0.3250000476837151,LH,LHLLHH,12.18000030517578,2025-11-25,17.479999542236328,2025-12-23,17.479999542236328,0.44,12.199999809265137,12.199999809265137,SB1-2025/10/27,True,True,True,False,False,False,False,False,False,False,False,True,0.77,10,7,1.0,0.0,True,14.83,17.479999542236328,20.129999084472654,22.779998626708984,12.468436985053186,1471.HK
2025-10-28,1520.HK,1.25,1.3799999952316284,1.25,1.2899999618530271,1.2899999618530271,3390000,0.0,0.0,1.3201535976634289,1.3948152811875778,1.419166788234289,1.2784890776481848,False,False,False,False,0.1299999952316284,0.0858823411604937,0.1288235117407405,LH,LHLLHH,1.0,2025-11-10,1.3899999856948853,2025-11-19,1.399999976158142,0.4,1.0700000524520874,1.0700000524520874,SB1-2025/10/28,False,False,False,False,False,False,False,False,False,False,False,True,0.71,5,2,2.0,1.0,True,1.2,1.399999976158142,1.5999999523162842,1.7999999284744264,0.9633549993733178,1520.HK
2025-11-19,1712.HK,6.260000228881836,6.619999885559082,6.210000038146973,6.5,6.5,750000,0.0,0.0,6.667340105652924,6.841564204114957,6.7522872495184485,5.99121472672192,False,False,False,False,0.4099998474121094,0.335882355185116,0.5038235327776741,LH,LHLLHH,5.900000095367432,2025-11-21,6.909999847412109,2025-12-01,7.139999866485596,0.21,6.019999980926514,6.019999980926514,SB1-2025/11/19,False,False,False,False,False,False,False,False,False,False,False,True,0.83,5,2,0.0,3.0,True,6.52,7.139999866485596,7.759999732971192,8.379999599456788,4.370099211627268,1712.HK
2025-11-03,1812.HK,0.7599999904632568,0.7900000214576721,0.75,0.7599999904632568,0.7599999904632568,1292500,0.0,0.0,0.7851361897508813,0.8054880406553728,0.8273917897572733,0.8289353158918047,False,False,False,False,0.0400000214576721,0.0273333509763081,0.0410000264644622,LH,LHLLHH,0.7300000190734863,2025-11-05,0.8500000238418579,2025-11-13,0.8700000047683716,0.19,0.7400000095367432,0.7400000095367432,SB1-2025/11/03,False,False,False,False,False,False,False,False,False,False,False,True,1.0,6,3,2.0,1.0,True,0.8,0.8700000047683716,0.9400000095367432,1.0100000143051149,0.972881043953724,1812.HK
2025-11-13,1856.HK,1.7799999713897705,1.820000052452088,1.7300000190734863,1.7999999523162842,1.7999999523162842,515000,0.0,0.0,1.8046685119386716,1.8133789140206256,1.7166572177886732,1.566773210316723,False,False,False,False,0.0900000333786017,0.0643749982118606,0.096562497317791,LH,LHLLHH,1.4199999570846558,2025-11-18,1.9299999475479128,2025-12-19,1.9299999475479128,0.36,1.5,1.5,SB1-2025/11/13,True,True,True,False,False,False,False,False,False,False,False,True,0.77,17,5,7.0,5.0,True,1.67,1.9299999475479128,2.1899998950958257,2.449999842643739,1.5051765520834797,1856.HK
2025-11-03,1938.HK,0.3050000071525574,0.3350000083446502,0.3050000071525574,0.3199999928474426,0.3199999928474426,1809000,0.0,0.0,0.3537824282085381,0.380566248903415,0.3870593882511199,0.3535375567728718,False,False,False,False,0.0300000011920928,0.019999996973918,0.029999995460877,LH,LHLLHH,0.2849999964237213,2025-11-04,0.3650000095367431,2025-11-13,0.3650000095367431,0.28,0.3000000119209289,0.3000000119209289,SB1-2025/11/03,False,False,False,False,False,False,False,False,False,False,False,True,0.71,5,2,2.0,1.0,True,0.33,0.3650000095367431,0.4000000190734862,0.4350000286102293,0.2847090462711939,1938.HK
2025-11-26,2122.HK,0.270000010728836,0.2800000011920929,0.270000010728836,0.270000010728836,0.270000010728836,1148000,0.0,0.0,0.2686624886813216,0.2593106018053419,0.234613674926992,0.1912658958961677,True,True,True,False,0.0099999904632568,0.0155625073239207,0.023343760985881,LH,LHLLHH,0.2249999940395355,2025-12-04,0.3050000071525574,2025-12-11,0.3199999928474426,0.42,0.2409999966621399,0.2169999927282333,SB1-2025/11/26,True,True,True,False,False,False,False,False,False,False,False,True,1.0,5,1,1.0,1.0,True,0.27,0.3199999928474426,0.3699999856948852,0.4199999785423278,0.1286703543201799,2122.HK
2025-11-27,2177.HK,2.690000057220459,2.690000057220459,2.5999999046325684,2.680000066757202,2.680000066757202,3600,0.0,0.0,2.652728837494606,2.67314694350474,2.6543574518713458,2.611093746389632,False,False,False,False,0.0900001525878906,0.1069231033325195,0.1603846549987793,LH,LHLLHH,2.430000066757202,2025-12-02,3.490000009536743,2025-12-09,3.5,0.44,2.5,2.5,SB1-2025/11/27,True,True,True,False,False,False,False,False,False,False,False,True,1.0,5,3,1.0,0.0,True,2.97,3.5,4.029999999999999,4.56,2.312400332738213,2177.HK
2025-12-08,2180.HK,4.909999847412109,4.940000057220459,4.809999942779541,4.900000095367432,4.900000095367432,19500,0.0,0.0,5.061515535102022,5.167326877839666,5.274374297727396,5.212947374004355,False,False,False,False,0.1300001144409179,0.0391666889190673,0.058750033378601,LH,LHLLHH,4.800000190734863,2025-12-09,5.5,2025-12-19,5.559999942779541,0.16,4.800000190734863,4.800000190734863,SB1-2025/12/08,False,False,False,False,False,False,False,False,False,False,False,True,1.0,4,3,0.0,0.0,True,5.18,5.559999942779541,5.939999885559082,6.319999828338624,,2180.HK
2025-11-25,2223.HK,0.5600000023841858,0.699999988079071,0.5600000023841858,0.6499999761581421,0.6499999761581421,316000,0.0,0.0,0.6872005849163794,0.6603859574825421,0.5524381172350618,0.4584824258655307,False,True,True,False,0.1399999856948852,0.0433333396911621,0.0650000095367431,LH,LHLLHH,0.5299999713897705,2025-12-04,0.75,2025-12-23,0.75,0.42,0.5600000023841858,0.5600000023841858,SB1-2025/11/25,False,True,True,False,False,False,False,False,False,False,False,True,0.82,9,5,0.0,2.0,True,0.64,0.75,0.86,0.97,,2223.HK
2025-11-27,2257.HK,8.319999694824219,8.600000381469727,8.09000015258789,8.460000038146973,8.460000038146973,289600,0.0,0.0,8.221348112481891,8.940086947644339,10.202716193186085,9.887058338408686,False,False,False,False,0.5100002288818359,0.5012499392032623,0.7518749088048935,LH,LHLLHH,6.360000133514404,2025-12-05,9.06999969482422,2025-12-12,9.199999809265137,0.45,6.900000095367432,6.900000095367432,SB1-2025/11/27,False,False,False,False,False,False,False,False,False,False,False,True,1.0,5,1,2.0,2.0,True,7.78,9.199999809265137,10.619999618530272,12.03999942779541,8.764304765449948,2257.HK
2025-10-24,2369.HK,1.25,1.2599999904632568,1.1799999475479126,1.2200000286102295,1.2200000286102295,324650,0.0,0.0,1.2059298052942196,1.2276852014755355,1.2140652476544294,1.1940165761891155,False,False,False,False,0.0800000429153442,0.0392307593272282,0.0588461389908423,LH,LHLLHH,0.9200000166893004,2025-11-05,1.340000033378601,2025-12-05,1.3899999856948853,0.51,0.9800000190734864,0.9800000190734864,SB1-2025/10/24,False,True,True,False,False,False,False,False,False,False,False,True,0.73,16,6,7.0,3.0,True,1.16,1.3899999856948853,1.6199999713897706,1.849999957084656,1.3623531966427704,2369.HK
2025-11-24,2372.HK,0.2259999960660934,0.2259999960660934,0.2259999960660934,0.2259999960660934,0.2259999960660934,24000,0.0,0.0,0.2159437096660859,0.2163598377316179,0.2172851422937844,0.2214395219803098,False,False,False,False,0.0,0.0034666667381922,0.0052000001072883,LH,LHLLHH,0.1959999948740005,2025-12-02,0.2899999916553497,2025-12-16,0.2949999868869781,0.51,0.2000000029802322,0.2000000029802322,SB1-2025/11/24,False,True,True,False,False,False,False,False,False,False,False,True,0.67,6,5,1.0,0.0,True,0.25,0.2949999868869781,0.3399999737739562,0.3849999606609343,0.2447549148417275,2372.HK
2025-11-12,2425.HK,1.899999976158142,1.899999976158142,1.899999976158142,1.899999976158142,1.899999976158142,52000,0.0,0.0,1.854005275072017,1.850634511021088,1.857451243508298,1.787082466722898,False,False,False,False,0.0,0.0272727337750521,0.0409091006625781,LH,LHLLHH,1.75,2025-11-20,1.9700000286102293,2025-11-27,1.9900000095367432,0.14,1.7699999809265137,1.7599999904632568,SB1-2025/11/12,False,False,False,False,False,False,False,False,False,False,False,True,0.8,4,2,1.0,1.0,True,1.87,1.9900000095367432,2.110000019073486,2.2300000286102293,1.608910140643664,2425.HK
2025-11-04,3626.HK,3.490000009536743,3.5799999237060547,2.559999942779541,2.650000095367432,2.650000095367432,13240000,0.0,0.0,6.322765475976556,7.96567290800156,8.980263747770525,8.868521102642633,False,False,False,False,1.0199999809265137,0.6146666208902997,0.9219999313354494,LH,LHLLHH,2.0,2025-11-05,4.940000057220459,2025-11-20,5.389999866485596,1.69,2.559999942779541,2.559999942779541,SB1-2025/11/04,False,False,False,False,False,False,False,False,False,False,False,True,0.73,8,2,2.0,4.0,True,3.69,5.389999866485596,7.089999732971192,8.789999599456786,,3626.HK
2025-11-10,3666.HK,0.0359999984502792,0.0370000004768371,0.0340000018477439,0.0340000018477439,0.0340000018477439,418000,0.0,0.0,0.03482189253587,0.0355855649368516,0.0355499046989114,0.0336277555450115,False,False,False,False,0.0029999986290932,0.0013124998658895,0.0019687497988343,LH,LHLLHH,0.032999999821186,2025-11-12,0.0379999987781047,2025-11-20,0.0379999987781047,0.15,0.032999999821186,0.032999999821186,SB1-2025/11/10,False,False,False,False,False,False,False,False,False,False,False,True,1.0,4,3,0.0,0.0,True,0.04,0.0379999987781047,0.0359999975562094,0.033999996334314,0.0317340815083254,3666.HK
2025-11-25,6609.HK,47.77999877929688,49.02000045776367,47.58000183105469,48.400001525878906,48.400001525878906,11500,0.0,0.0,48.28532005427974,50.53034921107711,53.35098752074263,51.50089679699431,False,False,False,False,1.4399986267089844,2.539374828338622,3.809062242507933,LH,LHLLHH,41.040000915527344,2025-12-09,53.09999847412109,2025-12-19,55.95000076293945,0.36,43.0,43.0,SB1-2025/11/25,False,False,False,False,False,False,False,False,False,False,False,True,0.75,6,2,1.0,3.0,True,48.5,55.95000076293945,63.400001525878906,70.85000228881836,41.90114949066406,6609.HK
2025-10-31,0681.HK,0.0289999991655349,0.0309999994933605,0.0289999991655349,0.0299999993294477,0.0299999993294477,4322000,0.0,0.0,0.0298091639444813,0.0297409705794288,0.0297285081292856,0.0290227122529567,True,True,True,False,0.0020000003278255,0.0013125000987202,0.0019687501480803,LH,LHLLHH,0.0289999991655349,2025-11-03,0.0370000004768371,2025-11-13,0.0399999991059303,0.38,0.0289999991655349,0.0280000008642673,SB1-2025/10/31,True,True,True,False,False,False,False,False,False,False,False,True,0.75,6,1,2.0,3.0,True,0.03,0.0399999991059303,0.0499999982118606,0.0599999973177909,0.0269844034909709,681.HK
2025-12-03,0717.HK,0.1059999987483024,0.1059999987483024,0.101000003516674,0.1030000001192092,0.1030000001192092,7212000,0.0,0.0,0.1037757041066534,0.1056670353064088,0.1079460796494518,0.1043392294252177,False,False,False,False,0.0049999952316284,0.0028666660189628,0.0042999990284443,LH,LHLLHH,0.0970000028610229,2025-12-11,0.1070000007748603,2025-12-18,0.1110000014305114,0.14,0.0979999974370002,0.0979999974370002,SB1-2025/12/03,False,False,False,False,False,False,False,False,False,False,False,True,1.0,5,2,1.0,2.0,True,0.1,0.1110000014305114,0.1220000028610228,0.1330000042915342,0.0878699812488966,717.HK
2025-10-27,0767.HK,0.5299999713897705,0.5600000023841858,0.5299999713897705,0.5400000214576721,0.5400000214576721,590025,0.0,0.0,0.5359153557993032,0.5529250804408639,0.5588653180570248,0.5254191995015605,False,False,False,False,0.0300000309944152,0.0261538395514855,0.0392307593272282,LH,LHLLHH,0.5,2025-10-31,0.5699999928474426,2025-11-10,0.6299999952316284,0.26,0.5,0.5,SB1-2025/10/27,False,False,False,False,False,False,False,False,False,False,False,True,0.8,4,3,1.0,0.0,True,0.56,0.6299999952316284,0.6999999904632568,0.7699999856948851,0.4236597022119174,767.HK
2025-11-12,8076.HK,0.0350000001490116,0.0350000001490116,0.032999999821186,0.0350000001490116,0.0350000001490116,55000,0.0,0.0,0.0319639684085887,0.0311832468887673,0.0296992090974743,0.0273748559980273,False,True,True,False,0.0020000003278255,0.0028000003347794,0.0042000005021691,LH,LHLLHH,0.0240000002086162,2025-12-09,0.0379999987781047,2025-12-18,0.0399999991059303,0.67,0.0280000008642673,0.0270000007003545,SB1-2025/11/12,False,True,True,False,False,False,False,False,False,False,False,True,0.8,4,2,2.0,0.0,True,0.03,0.0399999991059303,0.0499999982118606,0.0599999973177909,,8076.HK
2025-11-24,8081.HK,0.0189999993890523,0.0189999993890523,0.0170000009238719,0.0189999993890523,0.0189999993890523,2220000,0.0,0.0,0.0189728601086718,0.019027454095078,0.0198106476366967,0.0237514605284726,False,False,False,False,0.0019999984651804,0.0012499992735684,0.0018749989103526,LH,LHLLHH,0.0140000004321336,2025-12-12,0.0199999995529651,2025-12-22,0.0199999995529651,0.43,0.0149999996647238,0.0149999996647238,SB1-2025/11/24,False,False,False,False,False,False,False,False,False,False,False,True,0.83,5,2,1.0,2.0,True,0.02,0.0199999995529651,0.0199999991059302,0.0199999986588953,0.0360477219230419,8081.HK
2025-11-20,8146.HK,0.1070000007748603,0.1099999994039535,0.1049999967217445,0.1049999967217445,0.1049999967217445,760000,0.0,0.0,0.1097912299117132,0.1136965414533286,0.1238310634675251,0.138914909004619,False,False,False,False,0.005000002682209,0.0020769221278337,0.0031153831917506,LH,LHLLHH,0.1040000021457672,2025-11-21,0.2750000059604645,2025-12-01,0.3400000035762787,2.27,0.1040000021457672,0.101000003516674,SB1-2025/11/20,False,False,True,False,False,False,False,False,False,False,False,True,1.0,4,3,0.0,1.0,True,0.22,0.3400000035762787,0.4600000071525574,0.580000010728836,,8146.HK
2025-12-02,8200.HK,0.4699999988079071,0.5299999713897705,0.4699999988079071,0.5199999809265137,0.5199999809265137,100000,0.0,0.0,0.5221974626505488,0.5449200061085754,0.5452373701528851,0.5326441454901781,False,False,False,False,0.0599999725818634,0.0079999983310699,0.0119999974966049,LH,LHLLHH,0.4699999988079071,2025-12-10,0.6899999976158142,2025-12-23,0.6899999976158142,0.47,0.4699999988079071,0.4699999988079071,SB1-2025/12/02,False,True,True,False,False,False,False,False,False,False,False,True,0.86,6,3,1.0,1.0,True,0.58,0.6899999976158142,0.7999999952316285,0.9099999928474428,,8200.HK
2025-10-30,8349.HK,1.940000057220459,1.9600000381469729,1.840000033378601,1.850000023841858,1.850000023841858,1030000,0.0,0.0,1.9942538007401025,2.102292112916695,2.174616736662843,2.204605256084513,False,False,False,False,0.1200000047683718,0.173124998807907,0.2596874982118605,LH,LHLLHH,1.649999976158142,2025-11-07,2.049999952316284,2025-11-17,2.0999999046325684,0.27,1.6799999475479126,1.6799999475479126,SB1-2025/10/30,False,False,False,False,False,False,False,False,False,False,False,True,0.83,5,1,2.0,2.0,True,1.87,2.0999999046325684,2.3299998092651366,2.559999713897705,2.012734902832636,8349.HK
2025-11-24,8418.HK,0.4350000023841858,0.4350000023841858,0.4000000059604645,0.4149999916553497,0.4149999916553497,124000,0.0,0.0,0.4280622292001568,0.4313682322357433,0.4410073827984937,0.4461675930260435,False,False,False,False,0.0349999964237213,0.0331249963492155,0.0496874945238232,LH,LHLLHH,0.375,2025-11-25,0.449999988079071,2025-12-03,0.4749999940395355,0.27,0.375,0.375,SB1-2025/11/24,False,False,False,False,False,False,False,False,False,False,False,True,1.0,6,2,4.0,0.0,True,0.42,0.4749999940395355,0.5299999880790711,0.5849999821186066,0.4621714622114629,8418.HK
2025-11-17,8512.HK,0.2949999868869781,0.3050000071525574,0.2949999868869781,0.3050000071525574,0.3050000071525574,280000,0.0,0.0,0.3025499918234202,0.3022941356400699,0.3030963548954499,0.302528354011757,False,False,False,False,0.0100000202655792,0.0066666801770528,0.0100000202655792,LH,LHLLHH,0.2899999916553497,2025-11-18,0.3499999940395355,2025-11-26,0.3549999892711639,0.22,0.2899999916553497,0.2899999916553497,SB1-2025/11/17,True,True,True,False,False,False,False,False,False,False,False,True,0.8,4,3,1.0,0.0,True,0.32,0.3549999892711639,0.3899999785423277,0.4249999678134916,0.2907861123286539,8512.HK
2025-11-13,9963.HK,0.4149999916553497,0.449999988079071,0.4149999916553497,0.4350000023841858,0.4350000023841858,6000,0.0,0.0,0.4208691038972704,0.4127262037005609,0.3910005678280445,0.3606405657013692,False,True,True,False,0.0349999964237213,0.0149999956289927,0.022499993443489,LH,LHLLHH,0.395000010728836,2025-11-21,0.7799999713897705,2025-12-18,0.9300000071525574,1.35,0.395000010728836,0.3650000095367431,SB1-2025/11/13,False,True,True,False,False,False,False,False,False,False,False,True,0.67,4,1,1.0,2.0,True,0.66,0.9300000071525574,1.2000000143051146,1.470000021457672,,9963.HK
