index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F10D,F20D,F30D,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,LLLow,HHClose,HHHigh,VOLATILITY,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,WLow,WHigh,HHHL,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_Width,Price_zscore,Volume_zscore,Anomaly_Score,MA_50,MA_20,Price_Above_MA50,Price_Increase_50D,Price_Increase_30D,Resistance,Above_Resistance,Breakout_Percentage,Volatility_Decrease,Volatility_Decrease_Pct,Contraction_Structure,Contraction_Count,Valid_Contractions,KC_Contraction,Volume_Contraction,Volume_Spike,Breakout_Detected,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Uptrend_Requirement,Contraction_Pattern,Volume_Signature,Momentum_Confirmation,VCP,classification,BOSS_PATTERN,LLDate,HHDate,HHHL_PATTERN,WLDate,WHDate,SNO
2025-11-04,0001.HK,52.20000076293945,52.650001525878906,51.59999847412109,51.79999923706055,51.79999923706055,4660428,0.0,0.0,0.0299227656349381,0.0974903341976787,0.0347490205322769,51.58879818239111,51.4009890203143,51.111820808057175,49.99897975444693,47.0244230624484,True,True,True,True,1.0500030517578196,0.8941176919376149,1.7882353838752298,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,9.361216698619264,28.625949196977164,18.32061913399402,57.63888962474981,51.41992207949641,53.41992207949641,49.41992207949641,7.779086078380098,0.8176902053069025,0.5650462549785552,1,51.33200004577636,51.33999996185303,True,0.0,0.6802691330049604,52.75,False,-1.8009493136292951,-6.8%,-6.825332714576704,False,1,False,False,False,False,False,False,True,57.6,True,False,False,False,False,False,,,,,,,,1.HK
2025-11-05,0001.HK,51.900001525878906,51.900001525878906,51.09999847412109,51.650001525878906,51.650001525878906,4308346,0.0,0.0,0.0319457437064143,0.1064859600680603,0.046466556442968,51.59992606302525,51.42264228166775,51.132925934246266,50.03167325487132,47.0612802613602,True,True,True,True,0.8000030517578196,0.8823531655704278,1.7647063311408555,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,9.594541185943612,26.15384254230051,22.30769095336272,51.51516027250864,51.441834407723306,53.42183471289909,49.46183410254752,7.698015935755646,0.4772435949576089,0.8238008460511064,1,51.32900009155273,51.39500007629395,True,-0.2895708752719905,2.176067864333214,52.75,False,-2.085305164210604,-8.1%,-8.102318532703723,False,1,False,False,False,False,False,False,True,51.5,True,False,False,False,False,False,,,,,,,,1.HK
2025-11-06,0001.HK,52.0,52.70000076293945,51.900001525878906,52.54999923706055,52.54999923706055,6232250,0.0,0.0,0.017126575431883,0.0941960196918232,0.0294957042733392,51.77266664012258,51.520673321267125,51.18849743631742,50.0815410961028,47.10501507391558,True,True,True,True,0.7999992370605469,0.8617650200338933,1.7235300400677869,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,11.10656634017914,31.93915632855112,19.391621303697654,63.2353196920186,51.54737391527924,53.51737437304291,49.57737345751556,7.643456138042927,1.8437019855481795,0.2151900218836023,1,51.33500007629394,51.45750007629395,True,0.5741612192546351,4.785638361233488,52.75,False,-0.3791483657619964,-9.2%,-9.157687233946666,False,1,False,False,False,False,False,False,True,63.2,True,False,False,False,False,False,,,,,,,,1.HK
2025-11-07,0001.HK,52.54999923706055,52.84999847412109,52.25,52.54999923706055,52.54999923706055,6314606,0.0,0.0,0.017126575431883,0.0675546962626201,0.0409134454251833,51.91399983956585,51.61017992264047,51.24188966379754,50.13042145532968,47.14840140190877,True,True,True,True,0.5999984741210866,0.8235296361586631,1.6470592723173263,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,13.17554438279096,33.98435497656933,16.40623416751999,66.66668638090877,51.64286204116318,53.52786227004501,49.75786181228134,7.300138506573674,1.6888650804355474,0.3083535275492178,1,51.35900009155272,51.48500003814697,True,2.336905157931457,4.473161101645151,52.75,False,-0.3791483657619964,-9.9%,-9.868737536627425,False,1,False,False,False,False,False,False,True,66.7,True,False,False,False,False,False,,,,,,,,1.HK
2025-11-10,0001.HK,52.79999923706055,52.95000076293945,52.54999923706055,52.900001525878906,52.900001525878906,4504070,0.0,0.0,0.0340264496245803,0.0415878428125551,0.0302457169748542,52.09327287344095,51.72233832292208,51.30691365838896,50.18526462504353,47.19423088496829,True,True,True,True,0.4000015258789062,0.8361112806532122,1.6722225613064243,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,15.53946544475311,34.41293845830703,17.00402782411009,64.16670004533144,51.76258961113611,53.61758991631189,49.90758930596032,7.167339652484095,1.9721498109016515,0.6582342266075879,1,51.394000091552726,51.52750015258789,True,3.421309770860129,4.856294798590414,52.84999847412109,False,0.0946131564834471,-10.0%,-9.95343380814412,False,1,False,False,False,False,False,False,True,64.2,True,False,False,False,False,False,,,,,,,,1.HK
2025-11-11,0001.HK,53.09999847412109,53.400001525878906,52.70000076293945,53.04999923706055,53.04999923706055,5033370,0.0,0.0,0.0329877478825193,0.026390227069049,0.0367577905934668,52.267223121371785,51.83778709806455,51.375269955591776,50.24199204310328,47.2408903937499,True,True,True,True,0.7000007629394531,0.805882622213925,1.61176524442785,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,16.682156874001468,30.54392437264232,17.573196647027086,62.93106169825421,51.885200051700345,53.62020066205191,50.15019944134878,6.687843965611555,1.860385508816204,0.2774803226664448,1,51.425000076293934,51.62500019073487,True,3.0097072564282463,5.888225255063169,52.95000076293945,False,0.1888545281968801,-9.7%,-9.692595256559333,False,1,False,False,False,False,False,False,True,62.9,True,False,False,False,False,False,,,,,,,,1.HK
2025-02-20,0010.HK,10.800000190734863,10.800000190734863,10.520000457763672,10.619999885559082,9.8567533493042,1505000,0.0,0.0,0.0583804041657427,0.064030161252679,0.0696798285397728,10.650260561696268,10.535666847783403,10.394609948767666,10.151106946901937,10.017677374527349,False,True,True,True,0.2799997329711914,0.2177777290344234,0.3266665935516352,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,17.939988841243064,23.428583573318708,12.571440404772,56.79013217809229,10.550019126019642,11.02601895817296,10.074019293866325,9.02367714157701,0.5845824984517991,0.1031879897438469,1,10.433999881744384,10.495999908447263,True,6.19999885559082,2.509654802104748,10.960000038146973,False,-3.102191162449805,-11.1%,-11.103413043999645,False,1,False,False,False,False,False,False,True,56.8,True,False,False,False,False,False,,,,,,,,10.HK
2025-02-21,0010.HK,10.600000381469728,10.640000343322754,10.399999618530272,10.619999885559082,9.8567533493042,1908000,0.0,0.0,0.0508474545830561,0.0564972116699924,-0.0395480302090262,10.644758620580417,10.543000155416074,10.40344876981831,10.160391955588215,10.02247675708537,False,True,True,True,0.2400007247924822,0.2188889185587562,0.3283333778381343,11.18000030517578,10.779999732971191,10.739999771118164,-0.04,10.199999809265137,10.079999923706056,False,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,10.479999542236328,10.960000038146973,False,17.832430018985686,24.11765530859773,14.117683357829783,56.24999627470844,10.556683960261491,11.034683933558613,10.078683986964377,9.055873512865452,0.5177513672718178,0.6552100384517883,1,10.441999874114993,10.511999893188475,True,3.913890490010355,2.115387260561273,10.960000038146973,False,-3.102191162449805,-12.3%,-12.325951535143298,False,1,False,False,False,False,False,False,True,56.2,True,False,False,False,False,False,LL,LLHHHL,2025-02-27,2025-02-28,LLHHHLHHLL,2025-02-14,2025-02-17,10.HK
2025-02-24,0010.HK,10.5600004196167,10.779999732971191,10.520000457763672,10.699999809265137,9.93100357055664,2120000,0.0,0.0,0.0224298855510585,0.0485981744890688,-0.0485980853606268,10.654802473068546,10.556652299229036,10.415078222345636,10.171077259621423,10.02787534714258,True,True,True,True,0.2599992752075195,0.2266666624281139,0.3399999936421709,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,18.47382111743062,26.58958995874949,13.872870288753877,59.0361563452419,10.570333088738032,11.062333000999994,10.07833317647607,9.309071116900832,0.8145015454221349,0.8920134329719759,1,10.448399868011474,10.530999898910522,True,3.082848663739677,3.6821717604458586,10.960000038146973,False,-2.372264853803729,-13.6%,-13.614482385205806,False,1,False,False,False,True,False,False,True,59.0,True,False,False,True,False,False,,,,,,,,10.HK
2025-02-25,0010.HK,10.699999809265137,10.880000114440918,10.600000381469728,10.81999969482422,10.04237937927246,1350543,0.0,0.0,0.011090562748951,0.029574922137161,-0.0683918476885119,10.684838331569578,10.579552072759054,10.43095749577617,10.18392720883336,10.034187094932872,True,True,True,True,0.2799997329711896,0.2344444592793777,0.3516666889190666,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,20.47597865086763,28.81356480134487,11.864432806388114,63.95348063541356,10.59411086074624,11.100110807340476,10.088110914152002,9.552475960377004,1.2670823794505737,0.4039979252707184,1,10.456799869537354,10.559999895095824,True,4.03846242018712,5.252918053305774,10.960000038146973,False,-1.2773753908345993,-15.1%,-15.057043083326793,False,1,False,False,False,False,False,True,True,64.0,True,False,False,False,True,False,,,,,,,,10.HK
2024-12-23,1038.HK,54.20000076293945,56.45000076293945,54.20000076293945,55.900001525878906,53.14389419555664,3734006,0.0,0.0,-0.0330948522060755,-0.0366726832880097,-0.0876565544208518,54.13587340972879,53.98785495163325,53.98424083908805,53.21849363864517,49.89969416478584,True,True,True,True,2.25,0.9656248092651372,1.9312496185302743,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,25.31686770665825,21.61289870056612,9.354870545140102,54.32098300297026,53.993684164686925,56.298683706923256,51.688684622450594,8.538033949325696,2.834864467232641,1.867749777939991,1,54.136000366210936,53.96000061035157,True,3.903350034569808,4.388426372174408,55.29999923706055,True,1.08499511228972,23.3%,23.288740871340007,False,1,False,False,False,True,True,True,True,54.3,True,False,False,True,True,False,,,,,,,,1038.HK
2024-12-27,1038.HK,56.150001525878906,57.0,55.95000076293945,56.95000076293945,54.14212417602539,1914347,0.0,0.0,-0.0605794682479541,-0.0737489149547585,-0.0877963113786959,54.64753292849436,54.24543284826858,54.100545149827326,53.29238486882922,49.95587190660379,True,True,True,True,1.0499992370605469,1.0529408174402572,2.1058816348805145,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,24.763926793815724,26.351344036827296,9.797331257587556,70.32255047695924,54.27523812642527,56.655237287191866,51.89523896565866,8.770110433132634,2.980561484471114,0.2031170617024223,1,54.18100036621094,54.09750061035156,True,4.1133454636520375,5.268026560447455,56.45000076293945,False,0.8857395805887393,22.1%,22.09191460976449,False,1,False,False,False,False,False,True,True,70.3,True,False,False,False,True,False,,,,,,,,1038.HK
2025-07-04,1038.HK,53.0,53.0,52.150001525878906,52.95000076293945,52.21234130859375,769801,0.0,0.0,-0.0103871431375974,0.0292728841308236,0.012275688419566,52.41133287657171,52.127707160497685,51.736911459146,51.73130140692112,51.03898089603308,True,True,True,True,0.8499984741210938,0.6833335028754353,1.3666670057508703,50.79999923706055,55.5,56.0,0.1,51.0,51.0,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,53.54999923706055,51.54999923706055,False,29.35368453384964,24.09638406553555,16.465856316755207,61.6000273438001,52.16989874668104,53.70489897556288,50.6348985177992,5.884620310786,1.5045773422747526,1.639356198869412,1,51.87500007629394,52.15750045776368,True,6.218660749664192,1.436781588195836,53.54999923706055,False,-1.120445345787887,30.3%,30.294862082942608,False,1,False,False,False,False,False,True,True,61.6,True,False,False,False,True,False,LH,LHLLHH,2025-07-14,2025-07-28,HHHLHHHLLH,2025-06-26,2025-06-30,1038.HK
2025-07-07,1038.HK,52.900001525878906,53.0,51.900001525878906,52.25,51.522090911865234,1241411,0.0,0.0,0.0057416121925464,0.0488038131494841,0.0162679133803078,52.381999626285946,52.13834132045441,51.757032578395176,51.74157266619001,51.04863045064637,False,True,True,True,1.0999984741210938,0.7222222222222234,1.4444444444444469,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,26.11508177497733,20.318720255618143,18.326688262008545,48.333323796571975,52.17752743747332,53.782527361179376,50.57252751376727,6.152073517202964,0.1567012635840788,0.6068719320402249,1,51.905000076293945,52.167500495910645,True,2.955665024630542,0.7714590890076084,53.54999923706055,False,-2.4276363316189395,29.8%,29.76533809175539,False,1,False,False,False,False,False,True,True,48.3,True,False,False,False,True,False,,,,,,,,1038.HK
2025-07-08,1038.HK,52.25,52.400001525878906,51.70000076293945,51.95000076293945,51.22627258300781,1162360,0.0,0.0,0.0202117270768089,0.0577478336081211,0.0105870881421219,52.303454378404766,52.121963880670506,51.76459995818123,51.74569995523456,51.05581268421045,False,True,True,True,0.7000007629394531,0.7361111111111123,1.4722222222222243,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,21.320799877544943,18.875488595281457,20.0803200546129,45.59999804687141,52.15585823037486,53.78585815408092,50.5258583066688,6.250496028677251,0.4188423655967332,0.7209068213350335,1,51.93000007629394,52.17000045776367,True,2.4654831976131284,2.6679887935348714,53.54999923706055,False,-2.987859004512883,28.9%,28.87560374055156,False,1,False,False,False,False,False,True,False,45.6,True,False,False,False,False,False,,,,,,,,1038.HK
2025-07-09,1038.HK,52.0,52.0,51.150001525878906,51.34999847412109,50.63462829589844,1601603,0.0,0.0,0.0399221638300721,0.0613437511096797,0.0223953565735446,52.130098759444095,52.05483645401404,51.74834107645338,51.73786428234122,51.05815679409022,False,True,True,True,0.8499984741210938,0.7611111534966375,1.522222306993275,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,17.455025619005458,16.996032412568766,24.11067026806312,42.8571264674416,52.07910968216021,53.75410968216021,50.40410968216021,6.4325216395693445,1.4667868361523486,0.1297696231384295,1,51.922000045776365,52.15250034332276,False,-0.7729498084616683,3.112448314872763,53.54999923706055,False,-4.108311473918561,26.7%,26.67708823916604,False,1,False,False,False,False,False,False,False,42.9,True,False,False,False,False,False,,,,,,,,1038.HK
2025-07-17,1038.HK,52.5,52.95000076293945,52.34999847412109,52.84999847412109,52.113731384277344,1420197,0.0,0.0,0.0473036910535422,0.0274361552469954,-0.0122989163660982,52.032464416215575,51.974461800969074,51.760317934513154,51.74277952788264,51.09140181613191,True,True,True,True,0.6000022888183665,0.7416667938232434,1.4833335876464868,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,9.821802122476152,20.779242225776017,22.943745248140328,49.122787057603865,51.98668098946818,53.651680760586345,50.32168121835001,6.405485941506732,1.1706839327634302,0.3514737800372267,1,51.87500007629394,52.082500267028806,True,0.5708834280038719,3.1219482421874862,53.54999923706055,False,-1.3071909858310664,10.5%,10.51717222773727,False,1,False,False,False,False,False,False,False,49.1,True,False,False,False,False,False,,,,,,,,1038.HK
2025-07-18,1038.HK,53.04999923706055,53.20000076293945,52.20000076293945,52.400001525878906,51.67000198364258,1608744,0.0,0.0,0.0400763055910211,0.0229007044522611,-0.0028626244563146,52.09928934524527,52.01146525530906,51.7854035655471,51.75579382487266,51.10182890545261,True,True,True,True,1.0,0.7382354736328137,1.4764709472656274,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,10.63348832302844,24.09093131704551,15.909131105295057,52.33644926451191,52.02604485007871,53.71104469749082,50.34104500266661,6.477524294870777,0.4301154070650467,0.0819758227166276,1,51.863000106811526,52.12000026702881,True,-1.132072592681309,0.1912089680251778,53.54999923706055,False,-2.1475214333630794,7.9%,7.924150998364432,False,1,False,False,False,False,False,False,True,52.3,True,False,False,False,False,False,,,,,,,,1038.HK
2025-07-21,1038.HK,52.25,52.650001525878906,52.150001525878906,52.54999923706055,51.817909240722656,814577,0.0,0.0,0.0428163659879408,0.0104662082786988,0.0009514602813787,52.18123659830259,52.0582942972005,51.815387709528025,51.77152066471797,51.11336811128216,True,True,True,True,0.5,0.7205884596880757,1.4411769193761514,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,12.762891113487706,24.651185732530383,13.023274629557289,55.66036785229481,52.0759452678865,53.73094519159256,50.420945344180446,6.356101325448779,0.6008998780084331,1.5672473800949531,1,51.85700012207031,52.15750026702881,True,-0.5676428490484056,0.960614807548337,53.54999923706055,False,-1.8674136587249963,5.3%,5.259697186534895,False,1,False,False,False,False,False,False,True,55.7,True,False,False,False,False,False,,,,,,,,1038.HK
