Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,T1_22,T1_50,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,BOSS1,bullish_ratio,medium_bullish
2025-10-17,517.HK,6.03000020980835,6.03000020980835,5.829999923706055,5.889999866485596,5.889999866485596,2164000,0.0,0.0,5.896972020294321,5.880050477369045,5.7695633232312735,5.4636942760565885,4.738306959917083,True,True,True,False,HH,HHHL-H,5.829999923706055,2025-10-20,5.889999866485596,2025-10-24,False,0.0,0
2025-10-17,440.HK,35.099998474121094,35.34000015258789,34.36000061035156,34.560001373291016,34.560001373291016,331487,0.0,0.0,34.34390581067895,34.0303444688927,33.00213319365472,31.349511328747845,27.890676604238827,True,True,True,False,LH,LHHL-H,34.36000061035156,2025-10-20,34.560001373291016,2025-10-24,False,0.0,0
2025-10-17,338.HK,1.3899999856948853,1.3899999856948853,1.350000023841858,1.3600000143051147,1.3600000143051147,18484999,0.0,0.0,1.3701279022378212,1.363266517942802,1.351743714911528,1.321998253898523,1.2539002539043154,True,True,True,False,,,0.0,,0.0,,False,0.0,0
2025-10-17,207.HK,0.5799999833106995,0.5799999833106995,0.5600000023841858,0.5600000023841858,0.5600000023841858,31570000,0.0,0.0,0.5712259301123962,0.5690046218194433,0.5321561271684435,0.454814051621782,0.3453087378736344,True,True,True,False,,,0.0,,0.0,,False,0.0,0
2025-10-17,173.HK,2.240000009536743,2.240000009536743,2.1600000858306885,2.200000047683716,2.200000047683716,1674000,0.0,0.0,2.1785420107157245,2.1732708528456,2.1678104458612024,2.0968835525104206,1.950212196195179,True,True,True,False,HL,HLLH-L,2.240000009536743,2025-10-21,2.200000047683716,2025-10-24,False,0.0,0
2025-10-17,62.HK,10.529999732971191,10.600000381469728,10.489999771118164,10.600000381469728,10.600000381469728,128000,0.0,0.0,10.570786954069645,10.494282366166848,10.120102608440016,9.566000806535156,8.816390592470116,True,True,True,False,,,0.0,,0.0,,False,0.0,0
2025-10-17,53.HK,77.4000015258789,77.4000015258789,77.0,77.05000305175781,77.05000305175781,17000,0.0,0.0,77.02809987919028,76.44077854105853,74.76132956057545,72.49880757256008,69.98877776165939,True,True,True,False,HL,HLLH-L,77.4000015258789,2025-10-20,77.05000305175781,2025-10-24,False,0.0,0
2025-10-17,38.HK,7.260000228881836,7.300000190734863,7.039999961853027,7.059999942779541,7.059999942779541,2816269,0.0,0.0,7.133132696717838,7.130868455044733,7.1202068730529655,7.000669778559906,6.727767245102829,True,True,True,False,,,0.0,,0.0,,False,0.0,0
2025-10-17,14.HK,15.739999771118164,15.880000114440918,15.550000190734863,15.619999885559082,15.619999885559082,3902873,0.0,0.0,15.8128605873977,15.800756367256524,15.522935311897138,14.865925548317716,13.617279690687273,True,True,True,False,,,0.0,,0.0,,False,0.0,0
2025-10-17,10.HK,15.050000190734863,15.050000190734863,14.5,14.609999656677246,14.609999656677246,695000,0.0,0.0,14.681213768729696,14.60471874523298,14.294553357747734,13.540794069416796,11.897244359590411,True,True,True,False,HL,HL-H-L,15.050000190734863,2025-10-23,14.609999656677246,2025-10-24,False,0.0,0
