index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,LLLow,HHClose,HHHigh,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,classification,PATTERN,LLDate,HHDate,SNO
2025-12-24,0357.HK,10.699999809265137,11.199999809265137,10.68000030517578,10.75,10.75,6099275,0.0,0.0,10.64013570684343,10.57057660272085,10.539554426826482,10.478836896543124,9.932906737981687,True,True,True,True,0.5199995040893572,0.2635292165419643,0.3952938248129465,10.68000030517578,10.75,11.199999809265137,10.350000381469728,10.300000190734863,True,True,True,False,False,False,False,False,False,False,0.0,0,0,False,LH,LHLLLH,2025-12-25,2025-12-26,357.HK
2025-12-25,0357.HK,10.699999809265137,11.199999809265137,10.68000030517578,10.75,10.75,6099275,0.0,0.0,10.64013570684343,10.57057660272085,10.539554426826482,10.478836896543124,9.932906737981687,True,True,True,True,0.5199995040893572,0.2835292255177227,0.425293838276584,11.199999809265137,10.75,10.68000030517578,10.380000114440918,10.300000190734863,True,True,True,False,False,False,False,False,False,False,0.0,0,0,False,LL,LLLHLL,2025-12-26,2025-12-27,357.HK
2025-12-26,0357.HK,10.699999809265137,11.199999809265137,10.68000030517578,10.75,10.75,6099275,0.0,0.0,10.64013570684343,10.57057660272085,10.539554426826482,10.478836896543124,9.932906737981687,True,True,True,True,0.5199995040893572,0.303333176506891,0.4549997647603366,10.68000030517578,10.75,11.199999809265137,10.380000114440918,10.300000190734863,True,True,True,False,False,False,False,False,False,False,0.0,0,0,False,LH,LHLLLH,2025-12-27,2025-12-28,357.HK
2025-12-27,0357.HK,10.699999809265137,11.199999809265137,10.68000030517578,10.75,10.75,6099275,0.0,0.0,10.64013570684343,10.57057660272085,10.539554426826482,10.478836896543124,9.932906737981687,True,True,True,True,0.5199995040893572,0.3227775891621918,0.4841663837432878,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,357.HK
2025-12-28,0357.HK,10.699999809265137,11.199999809265137,10.68000030517578,10.75,10.75,6099275,0.0,0.0,10.64013570684343,10.57057660272085,10.539554426826482,10.478836896543124,9.932906737981687,True,True,True,True,0.5199995040893572,0.3461109267340778,0.5191663901011166,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,357.HK
2025-12-17,0071.HK,10.020000457763672,10.199999809265137,10.020000457763672,10.119999885559082,10.119999885559082,76000,0.0,0.0,10.0670591775462,10.051301637148008,9.974482968792522,9.87673819254386,9.70378459955333,True,True,True,True,0.1799993515014648,0.0992857388087676,0.1489286082131514,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-18,0071.HK,10.18000030517578,10.18000030517578,10.020000457763672,10.029999732971191,10.029999732971191,93000,0.0,0.0,10.06032109671438,10.049449297654371,9.97666009679953,9.87977307453252,9.706383923325586,True,True,True,True,0.1599998474121076,0.1079999923706048,0.1619999885559073,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-19,0071.HK,10.18000030517578,10.18000030517578,10.020000457763672,10.029999732971191,10.029999732971191,93000,0.0,0.0,10.06032109671438,10.049449297654371,9.97666009679953,9.87977307453252,9.706383923325586,True,True,True,True,0.1599998474121076,0.1093332926432284,0.1639999389648427,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-20,0071.HK,10.18000030517578,10.18000030517578,10.020000457763672,10.029999732971191,10.029999732971191,93000,0.0,0.0,10.06032109671438,10.049449297654371,9.97666009679953,9.87977307453252,9.706383923325586,True,True,True,True,0.1599998474121076,0.1099999109903963,0.1649998664855944,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-21,0071.HK,10.18000030517578,10.18000030517578,10.020000457763672,10.029999732971191,10.029999732971191,93000,0.0,0.0,10.06032109671438,10.049449297654371,9.97666009679953,9.87977307453252,9.706383923325586,True,True,True,True,0.1599998474121076,0.1168749332427968,0.1753123998641952,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-22,0071.HK,10.18000030517578,10.18000030517578,10.020000457763672,10.029999732971191,10.029999732971191,93000,0.0,0.0,10.06032109671438,10.049449297654371,9.97666009679953,9.87977307453252,9.706383923325586,True,True,True,True,0.1599998474121076,0.1162499189376821,0.1743748784065231,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-23,0071.HK,10.18000030517578,10.18000030517578,10.020000457763672,10.029999732971191,10.029999732971191,93000,0.0,0.0,10.06032109671438,10.049449297654371,9.97666009679953,9.87977307453252,9.706383923325586,True,True,True,True,0.1599998474121076,0.1112499237060535,0.1668748855590803,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-24,0071.HK,10.18000030517578,10.18000030517578,10.020000457763672,10.029999732971191,10.029999732971191,93000,0.0,0.0,10.06032109671438,10.049449297654371,9.97666009679953,9.87977307453252,9.706383923325586,True,True,True,True,0.1599998474121076,0.1182351392858156,0.1773527089287234,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-25,0071.HK,10.18000030517578,10.18000030517578,10.020000457763672,10.029999732971191,10.029999732971191,93000,0.0,0.0,10.06032109671438,10.049449297654371,9.97666009679953,9.87977307453252,9.706383923325586,True,True,True,True,0.1599998474121076,0.1223528244916117,0.1835292367374177,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-26,0071.HK,10.18000030517578,10.18000030517578,10.020000457763672,10.029999732971191,10.029999732971191,93000,0.0,0.0,10.06032109671438,10.049449297654371,9.97666009679953,9.87977307453252,9.706383923325586,True,True,True,True,0.1599998474121076,0.1327776379055436,0.1991664568583154,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-27,0071.HK,10.18000030517578,10.18000030517578,10.020000457763672,10.029999732971191,10.029999732971191,93000,0.0,0.0,10.06032109671438,10.049449297654371,9.97666009679953,9.87977307453252,9.706383923325586,True,True,True,True,0.1599998474121076,0.1294443342420778,0.1941665013631167,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-28,0071.HK,10.18000030517578,10.18000030517578,10.020000457763672,10.029999732971191,10.029999732971191,93000,0.0,0.0,10.06032109671438,10.049449297654371,9.97666009679953,9.87977307453252,9.706383923325586,True,True,True,True,0.1599998474121076,0.1338887744479695,0.2008331616719543,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-17,0752.HK,2.690000057220459,2.720000028610229,2.690000057220459,2.7100000381469727,2.7100000381469727,189934,0.0,0.0,2.7186394583707765,2.716767191278902,2.6982983075579168,2.6258946056814225,2.377084291105156,True,True,True,True,0.02999997138977,0.0331249684095382,0.0496874526143073,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,752.HK
