Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,buy_price,tp1_price,tp2_price,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2
2021-11-24,9988.HK,131.0,134.8000030517578,130.6999969482422,131.8000030517578,130.9368438720703,44830998,0.0,0.0,LL,LLLLLL,123.5999984741211,2021-11-30,112.6999969482422,2021-12-06,109.5,129.10000610351562,CL1-2021/09/28,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2022-05-17,9988.HK,87.5,91.8000030517578,86.6500015258789,90.5500030517578,89.95698547363281,65364000,0.0,0.0,LH,LHLLHH,79.6500015258789,2022-05-26,96.25,2022-05-31,97.5,79.9000015258789,SB1-2022/05/17,False,False,False,False,False,True,0.67,2.0,1.0,1.0,0.0,88.58,97.5,106.42,,,,,,,
2022-08-01,9988.HK,88.0999984741211,91.6500015258789,87.80000305175781,89.5999984741211,89.0132064819336,90581313,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2022/05/17,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2022-08-26,9988.HK,97.6500015258789,97.6500015258789,94.6999969482422,95.8000030517578,95.17259979248048,54668306,0.0,0.0,HH,HHLHHL,96.9000015258789,2022-08-31,87.4000015258789,2022-09-07,85.94999694824219,85.5,TP1-2022/05/17,False,True,False,False,False,False,0.0,,,,,,,,,,,,,,
2022-09-23,9988.HK,79.1500015258789,80.3499984741211,78.4000015258789,78.4000015258789,77.88655090332031,45213463,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL2-2022/05/17,False,False,False,False,True,False,0.0,,,,,,,,,,,,,,
2022-04-14,9961.HK,181.0,185.6999969482422,179.60000610351562,185.5,185.38082885742188,584199,0.0,0.0,LH,LHLLHH,161.39999389648438,2022-04-25,189.8999938964844,2022-05-03,194.3999938964844,165.10000610351562,SB1-2022/04/14,False,False,False,False,False,True,0.8,4.0,2.0,0.0,2.0,177.9,194.3999938964844,210.8999877929688,,,,,,,
2022-05-06,9961.HK,176.0,177.1999969482422,170.1999969482422,172.10000610351562,171.98944091796875,390230,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2022/04/14,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2022-05-10,9961.HK,159.0,166.0,158.0,162.3000030517578,162.19573974609375,490336,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2022/04/14,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2023-04-20,9896.HK,32.95000076293945,33.599998474121094,32.849998474121094,33.04999923706055,32.73457717895508,421400,0.0,0.0,LH,LHLLHH,31.049999237060547,2023-04-25,34.400001525878906,2023-05-02,36.0,31.299999237060547,SB1-2023/04/20,False,False,False,False,False,True,0.75,3.0,0.0,3.0,0.0,33.52,36.0,38.48,,,,,,,
2023-05-03,9896.HK,33.95000076293945,34.099998474121094,33.0,33.099998474121094,32.78409576416016,455600,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2023/04/20,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2023-05-09,9896.HK,32.0,32.0,30.5,31.049999237060547,30.753662109375,749800,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2023/04/20,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2024-07-04,9896.HK,36.70000076293945,37.900001525878906,35.75,35.75,35.539100646972656,2898140,0.0,0.0,LH,LHLLHH,34.20000076293945,2024-07-09,38.29999923706055,2024-07-11,39.20000076293945,34.349998474121094,SB1-2024/07/04,False,False,False,False,False,True,1.0,2.0,1.0,1.0,0.0,36.7,39.20000076293945,41.7000015258789,,,,,,,
2024-07-15,9896.HK,37.650001525878906,37.75,36.20000076293945,36.45000076293945,36.23496627807617,4123094,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2024/07/04,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2024-07-18,9896.HK,34.79999923706055,35.20000076293945,34.20000076293945,34.75,34.54499816894531,1463545,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2024/07/04,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2024-09-20,9896.HK,32.54999923706055,34.150001525878906,32.0,33.45000076293945,33.32311248779297,6957616,0.0,0.0,LH,LHLLHH,20.0,2024-09-24,37.150001525878906,2024-09-30,39.84999847412109,28.5,SB1-2024/09/20,False,False,False,False,False,True,1.0,4.0,1.0,2.0,1.0,29.92,39.84999847412109,49.77999694824217,,,,,,,
2024-10-18,9896.HK,29.950000762939453,31.950000762939453,29.450000762939453,31.350000381469727,31.2310791015625,10264636,0.0,0.0,LL,LLLHHH,36.900001525878906,2024-10-24,38.84999847412109,2024-10-30,40.29999923706055,29.450000762939453,BY1-2024/09/20,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2024-10-30,9896.HK,37.70000076293945,40.29999923706055,37.25,38.84999847412109,38.70262908935547,19368521,0.0,0.0,HH,HHHLLH,35.150001525878906,2024-11-06,38.5,2024-11-08,39.79999923706055,29.450000762939453,TP1-2024/09/20,False,True,False,False,False,False,0.0,,,,,,,,,,,,,,
2024-11-19,9896.HK,34.45000076293945,35.20000076293945,34.20000076293945,34.70000076293945,34.5683708190918,3442800,0.0,0.0,LH,LHLLHH,31.549999237060547,2024-11-22,36.79999923706055,2024-11-27,37.0,32.45000076293945,SB1-2024/11/19,False,False,False,False,False,True,1.0,3.0,2.0,1.0,0.0,34.27,37.0,39.73,,,,,,,
2024-12-16,9896.HK,46.79999923706055,49.5,46.29999923706055,47.650001525878906,47.46924591064453,9143660,0.0,0.0,HH,HHHLLH,44.400001525878906,2024-12-20,46.900001525878906,2024-12-27,48.79999923706055,35.150001525878906,TP2-2024/09/20,False,False,True,False,False,False,0.0,,,,,,,,,,,,,,
2025-07-16,9896.HK,35.849998474121094,36.0,34.849998474121094,34.900001525878906,34.84792709350586,4589360,0.0,0.0,LH,LHLLHH,33.900001525878906,2025-07-22,37.5,2025-07-28,38.400001525878906,34.349998474121094,SB1-2025/07/16,False,False,False,False,False,True,0.75,3.0,1.0,0.0,2.0,36.15,38.400001525878906,40.65000305175781,,,,,,,
2021-04-19,9888.HK,207.0,212.6000061035156,206.1999969482422,210.6000061035156,210.6000061035156,3178357,0.0,0.0,LH,LHLLHH,200.6000061035156,2021-04-21,214.6000061035156,2021-04-26,218.8000030517578,200.8000030517578,SB1-2021/04/19,False,False,False,False,False,True,1.0,3.0,1.0,1.0,1.0,209.7,218.8000030517578,227.90000610351564,,,,,,,
2021-04-27,9888.HK,210.3999938964844,211.1999969482422,209.1999969482422,211.1999969482422,211.1999969482422,2163966,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2021/04/19,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2021-05-04,9888.HK,201.0,201.8000030517578,200.3999938964844,201.3999938964844,201.3999938964844,3178978,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2021/04/19,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2021-11-02,9888.HK,165.6999969482422,166.60000610351562,159.8000030517578,161.89999389648438,161.89999389648438,4279365,0.0,0.0,LH,LHLLHH,153.0,2021-11-08,169.6999969482422,2021-11-17,170.0,155.8000030517578,SB1-2021/11/02,False,False,False,False,False,True,0.86,6.0,3.0,2.0,1.0,161.5,170.0,178.5,,,,,,,
2021-11-18,9888.HK,158.0,158.39999389648438,155.10000610351562,156.39999389648438,156.39999389648438,9067490,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2021/11/02,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2021-11-19,9888.HK,151.0,153.0,149.39999389648438,151.3000030517578,151.3000030517578,4409987,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2021/11/02,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2022-09-29,9888.HK,118.5,119.6999969482422,113.6999969482422,115.4000015258789,115.4000015258789,4287801,0.0,0.0,LH,LHLLHH,112.9000015258789,2022-09-30,123.0999984741211,2022-10-05,123.6999969482422,113.6999969482422,SB1-2022/09/29,False,False,False,False,False,True,1.0,2.0,0.0,1.0,1.0,118.3,123.6999969482422,129.09999389648442,,,,,,,
2022-10-10,9888.HK,118.8000030517578,118.8000030517578,115.4000015258789,116.0999984741211,116.0999984741211,3208279,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2022/09/29,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2022-10-11,9888.HK,114.0999984741211,114.0999984741211,108.9000015258789,109.4000015258789,109.4000015258789,5234615,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2022/09/29,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2025-02-24,9888.HK,89.0,91.3000030517578,86.9000015258789,89.5,89.5,17193197,0.0,0.0,LH,LHLLHH,81.4000015258789,2025-03-04,92.0,2025-03-10,94.8000030517578,82.80000305175781,SB1-2025/02/24,False,False,False,False,False,True,0.75,3.0,1.0,1.0,1.0,88.1,94.8000030517578,101.5000061035156,,,,,,,
2025-04-03,9888.HK,86.94999694824219,88.5,86.69999694824219,87.80000305175781,87.80000305175781,10418109,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2025/02/24,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2025-04-07,9888.HK,77.19999694824219,80.0,74.80000305175781,75.5,75.5,37411109,0.0,0.0,LL,LLLHHH,84.9000015258789,2025-04-14,87.5999984741211,2025-04-25,89.44999694824219,73.25,CL1-2025/02/24,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2025-05-29,9888.HK,82.44999694824219,84.94999694824219,82.1500015258789,84.80000305175781,84.80000305175781,13646898,0.0,0.0,LH,LHLLHH,79.3499984741211,2025-06-02,86.75,2025-06-11,87.30000305175781,81.05000305175781,SB1-2025/05/29,False,False,False,False,False,True,0.71,5.0,3.0,1.0,1.0,83.33,87.30000305175781,91.27000610351564,,,,,,,
2025-06-18,9888.HK,85.4000015258789,85.4000015258789,83.25,83.3499984741211,83.3499984741211,5676201,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2025/05/29,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2025-07-04,9888.HK,84.0,87.69999694824219,83.4000015258789,85.9000015258789,85.9000015258789,8094234,0.0,0.0,HL,HLHHLL,89.0,2025-07-08,84.1500015258789,2025-07-14,83.0999984741211,81.5999984741211,TP1-2025/05/29,False,True,False,False,False,False,0.0,,,,,,,,,,,,,,
2025-07-16,9888.HK,91.6999969482422,92.0999984741211,87.80000305175781,88.55000305175781,88.55000305175781,29340217,0.0,0.0,HH,HHHHHL,93.5500030517578,2025-07-23,84.5999984741211,2025-07-31,84.4000015258789,83.0999984741211,TP2-2025/05/29,False,False,True,False,False,False,0.0,,,,,,,,,,,,,,
2023-03-17,9866.HK,65.94999694824219,68.25,65.5,67.3499984741211,67.3499984741211,812940,0.0,0.0,LH,LHLLHH,62.5,2023-03-20,73.0999984741211,2023-03-22,75.19999694824219,63.650001525878906,SB1-2023/03/17,False,False,False,False,False,True,1.0,2.0,0.0,1.0,1.0,68.85,75.19999694824219,81.54999389648438,,,,,,,
2023-04-20,9866.HK,69.30000305175781,69.30000305175781,67.19999694824219,67.55000305175781,67.55000305175781,1354670,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2023/03/17,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2023-04-26,9866.HK,63.0,64.94999694824219,62.5,63.79999923706055,63.79999923706055,817680,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2023/03/17,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2024-03-01,9866.HK,44.54999923706055,47.29999923706055,44.34999847412109,46.5,46.5,4259517,0.0,0.0,LH,LHLLHH,41.79999923706055,2024-03-05,49.0,2024-03-12,49.29999923706055,42.25,SB1-2024/03/01,False,False,False,False,False,True,0.6,3.0,2.0,1.0,0.0,45.55,49.29999923706055,53.0499984741211,,,,,,,
2024-03-14,9866.HK,47.0,47.04999923706055,45.25,45.84999847412109,45.84999847412109,1498370,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2024/03/01,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2024-03-20,9866.HK,41.09999847412109,41.34999847412109,40.09999847412109,41.0,41.0,3366640,0.0,0.0,LL,LLLLLL,38.0,2024-03-25,34.70000076293945,2024-04-03,34.349998474121094,38.84999847412109,CL1-2024/03/01,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2025-02-11,9866.HK,34.150001525878906,34.599998474121094,32.95000076293945,33.29999923706055,33.29999923706055,4965542,0.0,0.0,LH,LHLLHH,31.950000762939453,2025-02-12,35.5,2025-02-18,35.70000076293945,32.099998474121094,SB1-2025/02/11,False,False,False,False,False,True,1.0,4.0,1.0,1.0,2.0,33.83,35.70000076293945,37.57000152587891,,,,,,,
2025-02-20,9866.HK,34.900001525878906,35.0,33.5,33.75,33.75,4677255,0.0,0.0,HL,HLHHHL,36.150001525878906,2025-02-25,34.75,2025-02-26,33.79999923706055,31.950000762939453,BY1-2025/02/11,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2025-02-24,9866.HK,35.29999923706055,35.900001525878906,34.349998474121094,35.04999923706055,35.04999923706055,4418570,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2025/02/11,False,True,False,False,False,False,0.0,,,,,,,,,,,,,,
2025-02-27,9866.HK,37.04999923706055,39.70000076293945,36.70000076293945,37.0,37.0,21847916,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP2-2025/02/11,False,False,True,False,False,False,0.0,,,,,,,,,,,,,,
2025-06-05,9866.HK,29.049999237060547,29.200000762939453,28.299999237060547,28.5,28.5,8792853,0.0,0.0,LH,LHLLHH,26.850000381469727,2025-06-06,29.600000381469727,2025-06-11,29.850000381469727,27.0,SB1-2025/06/05,False,False,False,False,False,True,0.67,2.0,0.0,2.0,0.0,28.35,29.850000381469727,31.35000076293945,,,,,,,
2025-06-12,9866.HK,29.0,29.0,28.299999237060547,28.350000381469727,28.350000381469727,5435781,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2025/06/05,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2025-06-13,9866.HK,27.64999961853028,27.799999237060547,26.75,26.950000762939453,26.950000762939453,9282197,0.0,0.0,LL,LLLLLL,26.0,2025-06-19,26.850000381469727,2025-06-23,25.799999237060547,26.350000381469727,CL1-2025/06/05,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2024-04-15,9863.HK,25.5,26.39999961853028,24.5,24.549999237060547,24.549999237060547,1642728,0.0,0.0,LH,LHLLHH,21.25,2024-04-22,31.700000762939453,2024-05-03,33.29999923706055,21.39999961853028,SB1-2024/04/15,False,False,False,False,False,True,0.88,7.0,4.0,1.0,2.0,27.27,33.29999923706055,39.3299984741211,,,,,,,
2024-06-06,9863.HK,28.14999961853028,28.450000762939453,27.14999961853028,27.39999961853028,27.39999961853028,3161000,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2024/04/15,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2024-08-21,9863.HK,21.299999237060547,21.299999237060547,20.25,20.950000762939453,20.950000762939453,3796883,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2024/04/15,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2025-06-18,9863.HK,54.34999847412109,55.45000076293945,54.04999923706055,54.79999923706055,54.79999923706055,6873916,0.0,0.0,LH,LHLLHH,52.09999847412109,2025-06-20,56.650001525878906,2025-06-25,57.79999923706055,52.79999923706055,SB1-2025/06/18,False,False,False,False,False,True,0.67,2.0,0.0,2.0,0.0,54.95,57.79999923706055,60.64999847412109,,,,,,,
2025-06-27,9863.HK,55.5,56.400001525878906,53.650001525878906,55.84999847412109,55.84999847412109,9602383,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2025/06/18,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2025-07-03,9863.HK,54.95000076293945,58.0,54.59999847412109,57.75,57.75,8769450,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2025/06/18,False,True,False,False,False,False,0.0,,,,,,,,,,,,,,
2025-07-08,9863.HK,59.79999923706055,60.29999923706055,59.0,60.0,60.0,5949298,0.0,0.0,HH,HHHLHH,55.650001525878906,2025-07-14,59.25,2025-07-16,61.59999847412109,52.20000076293945,TP2-2025/06/18,False,False,True,False,False,False,0.0,,,,,,,,,,,,,,
2021-02-03,9633.HK,61.59999847412109,64.44999694824219,61.5,62.400001525878906,57.8254508972168,10896348,0.0,0.0,LH,LHLLHH,56.29999923706055,2021-02-08,65.94999694824219,2021-02-17,67.5999984741211,57.29999923706055,SB1-2021/02/03,False,False,False,False,False,True,0.75,3.0,2.0,0.0,1.0,61.95,67.5999984741211,73.24999694824218,,,,,,,
2021-02-19,9633.HK,62.5,64.69999694824219,61.79999923706055,64.0,59.30814743041992,5953057,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2021/02/03,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2021-02-24,9633.HK,59.650001525878906,60.45000076293945,54.0,55.95000076293945,51.84830093383789,20425897,0.0,0.0,LL,LLLLLH,39.04999923706055,2021-03-09,44.75,2021-03-18,46.34999847412109,41.5,CL1-2021/02/03,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2021-05-17,9633.HK,38.29999923706055,39.25,37.79999923706055,37.900001525878906,35.12154769897461,8588982,0.0,0.0,LH,LHLLHH,36.54999923706055,2021-05-18,44.0,2021-05-25,45.25,37.25,SB1-2021/05/17,False,False,False,False,False,True,1.0,4.0,3.0,1.0,0.0,40.9,45.25,49.6,,,,,,,
2021-06-16,9633.HK,41.95000076293945,41.95000076293945,40.45000076293945,41.29999923706055,38.27229309082031,4245411,0.0,0.0,LL,LLLLLH,39.0,2021-06-23,41.04999923706055,2021-06-25,42.04999923706055,39.54999923706055,BY1-2021/05/17,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2021-07-14,9633.HK,43.25,45.5,43.0,44.54999923706055,41.49391555786133,13731684,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2021/05/17,False,True,False,False,False,False,0.0,,,,,,,,,,,,,,
2021-09-24,9633.HK,37.09999847412109,37.150001525878906,36.5,36.79999923706055,34.27555465698242,4643904,0.0,0.0,LL,LLHH-H,39.95000076293945,2021-09-27,39.650001525878906,2021-09-30,39.95000076293945,36.5,CL2-2021/05/17,False,False,False,False,True,False,0.0,,,,,,,,,,,,,,
2024-01-16,9633.HK,41.54999923706055,41.54999923706055,39.70000076293945,39.900001525878906,38.3505859375,5479376,0.0,0.0,LH,LHLLHH,37.95000076293945,2024-01-17,42.34999847412109,2024-01-29,42.75,39.70000076293945,SB1-2024/01/16,False,False,False,False,False,True,0.75,6.0,3.0,1.0,2.0,40.35,42.75,45.15,,,,,,,
2024-03-27,9633.HK,43.59999847412109,43.59999847412109,40.34999847412109,41.25,39.64816284179688,7753222,0.0,0.0,HH,HHHHHH,44.400001525878906,2024-04-02,44.54999923706055,2024-04-05,44.84999847412109,40.34999847412109,TP1-2024/01/16,True,True,False,False,False,False,0.0,,,,,,,,,,,,,,
