index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,WLow,WLDate,WHigh,WHDate,HHHL,EMA250,SNO
2025-12-23,0211.HK,0.2800000011920929,0.2800000011920929,0.270000010728836,0.2800000011920929,0.2800000011920929,220000,0.0,0.0,0.2707447400405869,0.2663742247041435,0.2642289338353586,0.2601631426454794,True,True,True,False,0.0099999904632568,0.0034545429728247,0.0051818144592371,HL,HLHHHLHHHL,0.2849999964237213,2025-12-30,0.2849999964237213,2026-01-05,0.2800000011920929,-0.02,0.2409999966621399,0.2349999994039535,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.2800000011920929,2026-01-05,0.3000000119209289,2026-01-06,True,0.2403275794827984,211.HK
2025-12-22,2166.HK,1.9299999475479128,1.9299999475479128,1.899999976158142,1.9299999475479128,1.9299999475479128,394000,0.0,0.0,1.9601307336354477,1.94936221691608,1.924153826750301,1.8845339168461543,True,True,True,False,0.0299999713897707,0.0599999702893769,0.0899999554340655,HL,HLHHHLHHHL,2.299999952316284,2026-01-02,2.190000057220459,2026-01-05,2.119999885559082,-0.08,1.7999999523162842,1.7999999523162842,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2.119999885559082,2026-01-05,2.359999895095825,2026-01-06,True,1.7778614021812431,2166.HK
2025-11-11,2336.HK,0.2049999982118606,0.2049999982118606,0.1930000036954879,0.1949999928474426,0.1949999928474426,50000,0.0,0.0,0.2027859642122856,0.2025504755021586,0.1908454744294186,0.1700406713605737,False,True,True,False,0.0119999945163727,0.0128666669130325,0.0193000003695488,HL,HLHHHLHHHL,0.25,2025-12-05,0.2300000041723251,2025-12-08,0.2230000048875808,-0.11,0.1940000057220459,0.1930000036954879,False,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.2230000048875808,2025-12-08,0.270000010728836,2025-12-09,True,,2336.HK
2025-11-26,2683.HK,1.0700000524520874,1.0700000524520874,1.0299999713897705,1.059999942779541,1.006999969482422,260000,0.0,0.0,1.0339444439665255,0.9817520853850308,0.9154532421532316,0.8413347785955236,True,True,True,False,0.0400000810623168,0.0217647166813121,0.0326470750219681,HL,HLHHHLHHHL,1.149999976158142,2025-11-27,1.1100000143051147,2025-11-28,1.100000023841858,-0.04,0.8600000143051147,0.8600000143051147,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,1.100000023841858,2025-11-28,1.190000057220459,2025-12-01,True,0.6988228112647845,2683.HK
2025-11-28,2683.HK,1.1200000047683716,1.1200000047683716,1.100000023841858,1.1100000143051147,1.0544999837875366,156000,0.0,0.0,1.0605743831556345,1.003880284523829,0.930789402666794,0.852063735795363,True,True,True,False,0.0199999809265136,0.0212500095367431,0.0318750143051147,HL,HLHHHLHHHL,1.190000057220459,2025-12-01,1.1200000047683716,2025-12-03,1.1100000143051147,-0.07,0.8600000143051147,0.8600000143051147,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,1.1100000143051147,2025-12-03,1.2699999809265137,2025-12-05,True,0.7054283762286905,2683.HK
2025-11-14,0306.HK,2.450000047683716,2.450000047683716,2.4100000858306885,2.4200000762939453,2.334184408187866,12000,0.0,0.0,2.4115173717987006,2.398959132541086,2.337348383330935,2.1704540899302773,True,True,True,False,0.0399999618530273,0.0290909246964888,0.0436363870447332,HL,HLHHHLHHHL,2.5,2025-11-18,2.4600000381469727,2025-11-20,2.440000057220459,-0.02,2.3299999237060547,2.299999952316284,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2.440000057220459,2025-11-20,2.539999961853028,2025-11-21,True,1.9341917587365327,306.HK
2025-11-20,0306.HK,2.4600000381469727,2.4600000381469727,2.440000057220459,2.4600000381469727,2.3727660179138184,16000,0.0,0.0,2.4348436467790675,2.415466764611022,2.3544136120496497,2.192149155844552,True,True,True,False,0.0199999809265136,0.0336363749070601,0.0504545623605902,HL,HLHHHLHHHL,2.539999961853028,2025-11-21,2.5,2025-11-24,2.450000047683716,-0.04,2.3399999141693115,2.319999933242798,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2.450000047683716,2025-11-24,2.8299999237060547,2025-11-26,True,1.950516721056866,306.HK
2025-11-24,0306.HK,2.4800000190734863,2.5,2.450000047683716,2.5,2.4113473892211914,42000,0.0,0.0,2.453407733325845,2.427941103959447,2.3648547037294927,2.203832357632487,True,True,True,False,0.0499999523162841,0.0363636450334029,0.0545454675501043,HL,HLHHHLHHHL,2.8299999237060547,2025-11-26,2.700000047683716,2025-11-27,2.490000009536743,-0.12,2.3399999141693115,2.3299999237060547,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2.490000009536743,2025-11-27,2.869999885559082,2025-12-01,True,1.959080446846008,306.HK
2025-11-27,0306.HK,2.630000114440918,2.700000047683716,2.490000009536743,2.700000047683716,2.604255437850952,728000,0.0,0.0,2.5642631609004085,2.493162053056096,2.4030161229218865,2.232891199250568,True,True,True,False,0.2100000381469726,0.0709091099825772,0.1063636649738659,HL,HLHHHLHHHL,2.869999885559082,2025-12-01,2.700000047683716,2025-12-02,2.650000095367432,-0.08,2.359999895095825,2.3399999141693115,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2.650000095367432,2025-12-02,3.049999952316284,2025-12-08,True,1.9767249293776048,306.HK
2025-11-17,0321.HK,0.8999999761581421,0.959999978542328,0.8999999761581421,0.949999988079071,0.9154545068740844,14620000,0.0,0.0,0.8363902695657424,0.808600309786454,0.7971320691277377,0.7862013550947651,True,True,True,False,0.0600000023841859,0.0138461543963505,0.0207692315945258,HL,HLHHHLHHHL,1.0399999618530271,2025-11-19,1.0099999904632568,2025-11-20,0.9700000286102296,-0.07,0.7599999904632568,0.7599999904632568,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.9700000286102296,2025-11-20,1.2000000476837158,2025-11-28,True,0.784271999554047,321.HK
2025-11-24,3666.HK,0.0379999987781047,0.0379999987781047,0.0350000001490116,0.0379999987781047,0.0379999987781047,440000,0.0,0.0,0.0361374105295647,0.035870345466732,0.0356610756732381,0.0339304521084287,True,True,True,False,0.0029999986290931,0.0011999994516372,0.0017999991774558,HL,HLHHHLHHHL,0.0399999991059303,2025-11-25,0.0399999991059303,2025-11-26,0.0379999987781047,-0.05,0.032999999821186,0.032999999821186,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0379999987781047,2025-11-26,0.0520000010728836,2025-12-01,True,0.0320799068280045,3666.HK
2025-12-11,3893.HK,0.9700000286102296,0.9900000095367432,0.8100000023841858,0.9900000095367432,0.9900000095367432,184240,0.0,0.0,1.0191750483171695,0.999216258644504,0.8805459463038173,0.6972804794564423,True,True,True,False,0.1800000071525573,0.0313333352406819,0.0470000028610229,LL,LLHHHLHHHL,1.090000033378601,2025-12-18,0.9900000095367432,2025-12-19,0.9900000095367432,-0.09,0.8100000023841858,0.8100000023841858,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.9900000095367432,2025-12-19,1.1100000143051147,2025-12-29,True,0.51041516837886,3893.HK
2025-12-19,3893.HK,0.9900000095367432,1.0499999523162842,0.9900000095367432,0.9900000095367432,0.9900000095367432,24000,0.0,0.0,1.0250006745670894,1.0121688544138236,0.9126503602386126,0.735056874378852,True,True,True,False,0.059999942779541,0.0299999952316284,0.0449999928474426,HL,HLHHHLHHHL,1.1100000143051147,2025-12-29,1.0099999904632568,2026-01-02,1.0,-0.1,0.8100000023841858,0.8100000023841858,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,1.0,2026-01-02,1.1200000047683716,2026-01-05,True,0.5348383608976368,3893.HK
2025-11-10,0040.HK,0.6899999976158142,0.7200000286102295,0.6600000262260437,0.7099999785423279,0.6929599642753601,148000,0.0,0.0,0.705567793104672,0.6987002334600312,0.6850399033287102,0.6578822387828555,True,True,True,False,0.0600000023841857,0.0192857044083731,0.0289285566125597,LL,LLHHHLHHHL,0.7400000095367432,2025-11-12,0.7200000286102295,2025-11-17,0.6899999976158142,-0.07,0.6600000262260437,0.6600000262260437,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.6899999976158142,2025-11-17,0.800000011920929,2025-11-25,True,0.6126683786329208,40.HK
2025-12-10,0465.HK,0.5,0.5,0.5,0.5,0.5,28000,0.0,0.0,0.4990925462354506,0.4687010972720107,0.4164853445130545,0.374888431382552,False,True,True,False,0.0,0.013076922068229,0.0196153831023436,HL,HLHHHLHHHL,0.6000000238418579,2025-12-15,0.5699999928474426,2025-12-17,0.5600000023841858,-0.07,0.4600000083446502,0.4600000083446502,False,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.5600000023841858,2025-12-17,0.7200000286102295,2025-12-18,True,,465.HK
2025-12-17,0465.HK,0.5600000023841858,0.5699999928474426,0.5600000023841858,0.5699999928474426,0.5699999928474426,46000,0.0,0.0,0.525508228228483,0.4871402315055676,0.4290431791142371,0.3829273119638093,False,True,True,False,0.0099999904632568,0.0142307671216818,0.0213461506825227,HL,HLHHHLHHHL,0.7200000286102295,2025-12-18,0.6899999976158142,2025-12-19,0.6700000166893005,-0.07,0.4600000083446502,0.4600000083446502,False,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.6700000166893005,2025-12-19,0.7799999713897705,2025-12-30,True,,465.HK
2025-11-17,0474.HK,0.1049999967217445,0.1049999967217445,0.0979999974370002,0.1040000021457672,0.1040000021457672,5460000,0.0,0.0,0.1055359689405544,0.1001170751504233,0.0819296424838467,0.0650494901190105,False,True,True,False,0.0069999992847442,0.0063571419034685,0.0095357128552028,HL,HLHHHLHHHL,0.1299999952316284,2025-11-20,0.1199999973177909,2025-11-24,0.1089999973773956,-0.16,0.0860000029206276,0.0860000029206276,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.1089999973773956,2025-11-24,0.1309999972581863,2025-11-27,True,0.0656875801835547,474.HK
2025-11-21,0618.HK,0.1580000072717666,0.163000002503395,0.1560000032186508,0.1589999943971634,0.1589999943971634,647500,0.0,0.0,0.1597591651794064,0.1596288721353775,0.1594212690227606,0.1586582446608716,False,True,True,False,0.0069999992847442,0.0051764731898027,0.007764709784704,HL,HLHHHLHHHL,0.2399999946355819,2025-11-25,0.1829999983310699,2025-11-26,0.1679999977350235,-0.3,0.1500000059604644,0.1500000059604644,False,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.1679999977350235,2025-11-26,0.324999988079071,2025-12-01,True,0.1757679631464855,618.HK
2025-12-29,6812.HK,0.1739999949932098,0.1879999935626983,0.1739999949932098,0.1879999935626983,0.1879999935626983,185000,0.0,0.0,0.1808657298691704,0.1730089543663368,0.1636959277571127,0.1636461148119363,False,True,True,False,0.0139999985694884,0.0010833330452442,0.0016249995678663,HL,HLHHHLHHHL,0.1949999928474426,2025-12-30,0.1949999928474426,2026-01-02,0.1899999976158142,-0.03,0.1739999949932098,0.1729999929666519,False,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.1899999976158142,2026-01-02,0.2080000042915344,2026-01-06,True,,6812.HK
2025-12-01,8293.HK,0.238999992609024,0.238999992609024,0.238999992609024,0.2450000047683715,0.2450000047683715,20000,0.0,0.0,0.2381891666195457,0.2338304422346963,0.2151250298262514,0.1790069133272087,False,True,True,False,0.0,0.0044666667779286,0.006700000166893,HL,HLHHHLHHHL,0.324999988079071,2025-12-04,0.3100000023841858,2025-12-05,0.2949999868869781,-0.09,0.2090000063180923,0.2010000050067901,False,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.2949999868869781,2025-12-05,0.4250000119209289,2025-12-16,True,,8293.HK
2025-11-10,0841.HK,0.1140000000596046,0.1169999986886978,0.1140000000596046,0.1169999986886978,0.1169999986886978,114000,0.0,0.0,0.1194177477490468,0.1178411653933902,0.1130157324746584,0.1095209610795767,False,True,True,False,0.0029999986290931,0.0082666665315628,0.0123999997973442,LL,LLHHHLHHHL,0.2080000042915344,2025-11-24,0.1899999976158142,2025-11-25,0.1759999990463256,-0.15,0.1080000028014183,0.1080000028014183,False,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.1759999990463256,2025-11-25,0.270000010728836,2025-11-27,True,,841.HK
2025-12-05,0841.HK,0.2300000041723251,0.238999992609024,0.1899999976158142,0.221000000834465,0.221000000834465,3282000,0.0,0.0,0.2238792481006368,0.1934840470997396,0.1584927553045771,0.1360404693749189,False,True,True,False,0.0489999949932097,0.0199999995529651,0.0299999993294477,LL,LLHHHLHHHL,0.2800000011920929,2025-12-12,0.2370000034570694,2025-12-17,0.2300000041723251,-0.18,0.1420000046491623,0.1140000000596046,False,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.2300000041723251,2025-12-17,0.3000000119209289,2025-12-22,True,,841.HK
