index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F10D,F20D,F30D,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,HFH,FlatCount,PreHighCount,BreakoutQuality,FalseBreakout,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,buy_price,cl_price,tp1_price,tp2_price,tp3_price,BOSS1,BOSS2,rolling_22_low,rolling_33_low,MA150,WLow,WHigh,HHHL,MA_20,MA_50,MA_150,MA_200,High_52W,Low_52W,Trend_Template,Depth_60D,Depth_20D,Depth_5D,Contraction_Structure,Vol_MA50,Vol_MA10,Volume_Contraction,Resistance,Breakout_Detected,VCP,BOSS_PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,classification,WLDate,WHDate,HHHL_PATTERN,SNO
2011-05-03,1114.HK,7.579999923706055,7.579999923706055,6.949999809265137,7.079999923706055,0.7820281386375427,22616056,0.0,0.0,0.1059322045313539,0.0042373178152022,0.0056497121870149,7.725006700209061,7.611100949486632,7.182162422248439,6.681553620903597,5.410936822330297,False,True,True,False,0,0,0.0,False,BY1-2011/03/04,True,False,False,False,False,False,False,False,0.0,0,0,0,0,7.05,5.78,8.25,9.45,10.65,False,False,6.949999809265137,5.840000152587891,6.573266661961873,5.840000152587891,8.25,False,7.803500008583069,7.0417999744415285,6.573266661961873,5.789849992990494,8.449999809265137,2.190000057220459,True,0.3309090932210286,0.1575757806951349,0.1575757806951349,False,12824129.14,8557274.9,True,8.25,False,False,HLLHHL,7.980000019073486,2011-05-19 00:00:00,7.309999942779541,2011-05-25 00:00:00,7.179999828338623,-0.1,HL,2011-03-18,2011-04-26,HLHHLLHHHL,1114.HK
2024-03-06,1114.HK,4.46999979019165,4.5,4.260000228881836,4.360000133514404,1.001128911972046,19392900,0.0,0.0,0.121559568059917,0.6055045379912884,0.6628439857766917,4.444021043828683,4.38731648085304,4.295331176711867,4.1449182656642325,4.139598910431038,False,True,True,False,0,0,0.0,False,BY1-2024/02/02,True,False,False,False,False,False,False,False,0.0,0,0,0,0,4.28,3.83,4.699999809265137,5.119999618530273,5.53999942779541,False,False,3.869999885559082,3.869999885559082,3.928733342488607,3.869999885559082,4.699999809265137,False,4.318000054359436,4.3146000003814695,3.928733342488607,3.784600005149841,4.789999961853027,2.7699999809265137,True,0.1920668233028628,0.1765957356146847,0.0818964759780428,False,14079767.42,17130871.5,False,4.699999809265137,False,False,HLHHHL,5.300000190734863,2024-03-18 00:00:00,4.920000076293945,2024-03-19 00:00:00,4.789999961853027,-0.1,HL,2024-02-06,2024-02-26,LLHHLLHHHL,1114.HK
2025-12-11,1114.HK,4.150000095367432,4.170000076293945,3.9600000381469727,4.079999923706055,4.079999923706055,32982086,0.0,0.0,0.0098039124022075,0.0735294598884108,0.0,4.024285515420799,3.915892983606411,3.8382305237032432,3.7171705151718943,3.627289856835064,True,True,True,False,0,0,0.0,False,BY1-2025/10/28,True,False,False,False,False,False,False,False,0.0,0,0,0,0,3.99,3.51,4.429999828338623,4.869999656677246,5.309999485015869,False,False,3.549999952316284,3.549999952316284,3.518733329772949,3.549999952316284,4.429999828338623,False,3.8420000076293945,3.876999988555908,3.518733329772949,3.4006999945640564,4.429999828338623,2.369999885559082,True,0.1986455779056687,0.1986455779056687,0.1286681614740748,False,25502229.82,32351249.5,False,4.429999828338623,False,False,HLLHHL,4.239999771118164,2025-12-23 00:00:00,4.099999904632568,2026-01-06 00:00:00,4.03000020980835,-0.05,HL,2025-11-17,2025-12-09,HLLHLLHHHL,1114.HK
2014-01-07,1117.HK,4.059999942779541,4.139999866485596,3.900000095367432,4.039999961853027,3.730859756469727,17438000,0.0,0.0,-0.0965346213287373,-0.1163366418435941,-0.0123762259377226,4.100473501735316,4.075261699069115,3.920559496331521,3.5865065618716576,3.030967496548325,False,True,True,False,0,0,0.0,False,BY1-2013/12/19,True,False,False,False,False,False,False,False,0.0,0,0,0,0,4.0,3.67,4.28000020980835,4.560000419616699,4.840000629425049,False,False,3.7100000381469727,3.7100000381469727,3.113200003306071,0.0,0.0,False,4.064499998092652,3.999600014686584,3.113200003306071,2.9719000017642974,4.400000095367432,1.950000047683716,True,0.2522727521490453,0.1331776036728046,0.0887850691152029,False,33337171.24,12754320.4,True,4.28000020980835,False,False,,,,,,,,,,,,1117.HK
2025-08-01,1117.HK,1.1699999570846558,1.1799999475479126,1.149999976158142,1.1699999570846558,1.1699999570846558,8785451,0.0,0.0,0.1538462165466372,0.1196581118205593,0.0854701089827667,1.2133565060173417,1.1876069638020628,1.1415614087177972,1.0928494070174022,0.986918804553334,False,True,True,False,0,0,0.0,False,BY1-2025/06/12,True,False,False,False,False,False,False,False,0.0,0,0,0,0,1.16,0.99,1.3200000524520874,1.4800001049041749,1.6400001573562624,False,False,1.0099999904632568,1.0,1.0511999932924907,0.0,0.0,False,1.1950000047683715,1.12639999628067,1.0511999932924907,1.003099994957447,1.3200000524520874,0.6100000143051147,True,0.2500000225775161,0.2348485224776783,0.1221373844352336,False,24586310.9,22133077.9,False,1.3200000524520874,False,False,,,,,,,,,,,,1117.HK
2007-01-04,1133.HK,8.329999923706055,8.359999656677246,8.020000457763672,8.109999656677246,6.488962173461914,16263000,0.0,0.0,0.0332922896662974,0.0369913937650863,0.2577065648661427,8.466007116498066,8.18333198142022,7.793168858096574,7.581786902067543,6.938863454128929,False,True,True,False,0,0,0.0,False,BY1-2006/11/27,True,False,False,False,False,False,False,False,0.0,0,0,0,0,8.0,6.79,9.140000343322754,10.280000686645508,11.420001029968262,False,False,6.860000133514404,6.860000133514404,7.71739998181661,0.0,0.0,False,8.074000024795533,7.598799991607666,7.71739998181661,7.557549982070923,9.899999618530272,4.949999809265137,False,0.3019693791256977,0.2494529676329835,0.1088888380262586,False,7482100.92,7512952.1,False,9.140000343322754,False,False,,,,,,,,,,,,1133.HK
2017-05-11,1133.HK,4.480000019073486,4.539999961853027,4.380000114440918,4.440000057220459,4.075633525848389,2270000,0.0,0.0,-0.0180180006024901,-0.0022523037731887,-0.0810811101069608,4.571133507343794,4.583708184353016,4.386267811042889,4.143872589049965,3.910710096380064,False,False,True,False,0,0,0.0,False,BY1-2017/03/02,True,False,False,False,False,False,False,False,0.0,0,0,0,0,4.36,3.53,5.150000095367432,5.940000190734863,6.730000286102294,False,False,4.380000114440918,3.930000066757202,3.929600006739298,0.0,0.0,False,4.744999957084656,4.303599972724914,3.929600006739298,3.857849998474121,5.150000095367432,2.680000066757202,True,0.3067961423041308,0.1495145566345037,0.0519480036933206,True,5218186.6,4162895.0,True,5.150000095367432,False,False,,,,,,,,,,,,1133.HK
2023-04-21,1133.HK,3.7799999713897705,3.799999952316284,3.640000104904175,3.680000066757202,3.4428858757019043,1496000,0.0,0.0,-0.0380435060773087,-0.1005435101265374,-0.1684782915028592,3.777901358870349,3.7484330623520266,3.71936241189424,3.552404348753403,3.156349766459446,False,True,True,False,0,0,0.0,False,BY1-2023/03/20,True,False,False,False,False,False,False,False,0.0,0,0,0,0,3.72,3.42,3.990000009536743,4.260000019073486,4.530000028610229,False,False,3.450000047683716,3.450000047683716,3.308200004895528,0.0,0.0,False,3.701000010967255,3.784000024795532,3.308200004895528,3.059700005054474,4.239999771118164,1.8600000143051147,False,0.1863206995471396,0.1353383359805364,0.0877192741343388,False,2133787.8,1586200.0,True,3.990000009536743,False,False,,,,,,,,,,,,1133.HK
2012-09-26,1186.HK,6.380000114440918,6.46999979019165,6.369999885559082,6.429999828338623,3.9530246257781982,7777506,0.0,0.0,0.1648522505565015,0.129082491866515,0.3623639910959741,6.644182088589237,6.590207131135592,6.4968774686950095,6.305492109863176,6.091641029035845,False,True,True,False,0,0,0.0,False,BY1-2012/08/20,True,False,False,False,False,False,False,False,0.0,0,0,0,0,6.38,5.65,7.039999961853027,7.699999923706055,8.359999885559082,False,False,5.710000038146973,5.710000038146973,6.095266653696696,5.710000038146973,7.039999961853027,False,6.539499974250793,6.543799982070923,6.095266653696696,5.807899987697601,7.139999866485596,3.069999933242798,False,0.2002800917477451,0.1889204447319315,0.0727802049969481,True,14875045.96,11399063.7,True,7.039999961853027,False,False,HLHHHL,7.699999809265137,2012-10-15 00:00:00,7.300000190734863,2012-10-22 00:00:00,7.150000095367432,-0.07,HL,2012-08-31,2012-09-14,LLLHLLHHHL,1186.HK
2006-05-18,1196.HK,0.5235249996185303,0.5332199931144714,0.4847449958324432,0.5332199931144714,0.1950798481702804,4481732,0.0,0.0,0.0,-0.0727279627299379,-0.0545459301290294,0.5182384488289687,0.4937756750218344,0.4686598500066516,0.4506034684324934,0.4366364809818827,True,True,True,False,0,0,0.0,False,BY1-2006/04/18,True,False,False,False,False,False,False,False,0.0,0,0,0,0,0.51,0.43,0.591389000415802,0.672778000831604,0.754167001247406,False,False,0.436269998550415,0.436269998550415,0.4305828181902567,0.436269998550415,0.591389000415802,False,0.4845026478171348,0.4575992751121521,0.4305828181902567,0.429605233669281,0.591389000415802,0.3829480111598968,True,0.3114751859555381,0.2622960551452999,0.1803280150770103,False,2481207.96,6387319.6,False,0.591389000415802,False,False,HLLHLL,0.5816940069198608,2006-05-19 00:00:00,0.504135012626648,2006-05-23 00:00:00,0.4798980057239532,-0.17,HL,2006-04-25,2006-05-15,LLLHLLHHHL,1196.HK
2021-11-01,1196.HK,12.119999885559082,12.18000030517578,10.960000038146973,11.100000381469728,11.100000381469728,840000,0.0,0.0,-0.0882883299307496,0.0018017570632467,-0.1441441735570351,11.931898870622936,11.416217196853443,11.041446103530165,10.75784826513286,9.284460354720574,False,True,True,False,0,0,0.0,False,BY1-2021/09/17,True,False,False,False,False,False,False,False,0.0,0,0,0,0,11.83,9.56,14.0,16.17,18.34,False,False,9.65999984741211,9.65999984741211,11.094866669972738,0.0,0.0,False,11.084500074386597,10.760600032806396,11.094866669972738,9.888700001239776,14.0,4.28000020980835,False,0.310000010899135,0.310000010899135,0.2171428544180733,False,2399869.82,3665400.0,False,14.0,False,False,,,,,,,,,,,,1196.HK
2026-01-28,1196.HK,14.859999656677246,15.229999542236328,14.100000381469728,14.859999656677246,14.859999656677246,2828000,0.0,0.0,-0.0121130118210053,-0.1312247546647094,-0.028936699962052,15.153986206797931,14.362444546373425,13.37703411733272,12.405394280162044,10.419141598330274,False,True,True,False,0,0,0.0,False,BY1-2025/11/06,True,False,False,False,False,False,False,False,0.0,0,0,0,0,14.06,11.29,16.729999542236328,19.39999908447265,22.069998626708983,False,False,12.109999656677246,11.399999618530272,11.473466676076251,11.399999618530272,16.729999542236328,False,14.316500043869018,12.894199981689454,11.473466676076251,10.38260000705719,16.729999542236328,6.579999923706055,True,0.31858936458725,0.2474596236058854,0.1572025841439469,False,1593292.4,2341822.0,False,16.729999542236328,False,False,HLHHLL,18.34000015258789,2026-02-06 00:00:00,11.899999618530272,2026-03-05 00:00:00,11.600000381469728,-0.37,HL,2025-12-10,2026-01-22,HLLHLLHHHL,1196.HK
2003-08-25,0123.HK,2.7154459953308105,2.7578749656677246,2.5881590843200684,2.6305880546569824,0.9101226329803468,3787517,0.0,0.0,0.1451614657416524,0.1129032111881955,0.1774192671291738,2.649008011068936,2.586388737293196,2.496399079790245,2.3781584433212517,2.296315443887892,False,True,True,False,0,0,0.0,False,BY1-2003/08/01,True,False,False,False,False,False,False,False,0.0,0,0,0,0,2.61,2.35,2.8427319526672363,3.075463905334473,3.308195858001709,False,False,2.376014947891236,2.376014947891236,2.2440614128112792,0.0,0.0,False,2.554216289520264,2.53215320110321,2.2440614128112792,2.189964626431465,2.8427319526672363,1.5698670148849487,True,0.2238803879670043,0.1641790406366299,0.0895521887346118,False,3428325.72,6380541.9,False,2.8427319526672363,False,False,,,,,,,,,,,,123.HK
2006-05-18,0123.HK,6.915902137756348,7.000760078430176,6.4067559242248535,6.449184894561768,2.387137651443481,31754337,0.0,0.0,0.0,-0.1052632396152258,-0.0592105491780691,7.130938403436923,6.944458665900491,6.45847778964059,5.730586170442139,4.595465244073418,False,True,True,False,0,0,0.0,False,BY1-2006/04/06,True,False,False,False,False,False,False,False,0.0,0,0,0,0,6.79,5.25,8.273625373840332,9.757250747680663,11.240876121520996,False,False,5.303606033325195,5.303606033325195,4.824442483584086,0.0,0.0,False,6.875594639778138,6.510282106399536,4.824442483584086,4.392446075677872,8.273625373840332,2.4608728885650635,False,0.3846154555487996,0.3589743560188,0.1837838225316141,False,16632412.96,28638318.1,False,8.273625373840332,False,False,,,,,,,,,,,,123.HK
2025-09-23,1277.HK,1.25,1.2799999713897705,1.2300000190734863,1.2599999904632568,1.2599999904632568,17006699,0.0,0.0,0.1666666982035161,0.1349206018820308,0.3571428976902351,1.2455083450593951,1.225741434040298,1.2174319462799934,1.2143048791211208,1.1856764056324292,True,True,True,False,0,0,0.0,False,BY1-2025/09/01,True,False,False,False,False,False,False,False,0.0,0,0,0,0,1.23,1.13,1.3200000524520874,1.4100001049041748,1.5000001573562622,False,False,1.1399999856948853,1.1399999856948853,1.1959333292643228,1.1399999856948853,1.3200000524520874,False,1.2089999973773955,1.2346000099182128,1.1959333292643228,1.22014999628067,1.7999999523162842,1.0800000429153442,False,0.2328767291062048,0.1363636815186684,0.0681818407593342,True,17861351.02,18163130.3,False,1.3200000524520874,False,False,HLHHHL,1.5,2025-10-09 00:00:00,1.409999966621399,2025-10-13 00:00:00,1.3300000429153442,-0.11,HL,2025-09-04,2025-09-17,LLLHLLHHHL,1277.HK
2017-08-11,1359.HK,3.190000057220459,3.2300000190734863,3.119999885559082,3.150000095367432,1.8367714881896973,237999065,0.0,0.0,0.0507936008152551,-0.0634920767075047,-0.0825396770132255,3.288434951381568,3.210119107081004,3.096263827979691,3.017000463365747,2.926793463937841,False,True,True,False,0,0,0.0,False,BY1-2017/06/22,True,False,False,False,False,False,False,False,0.0,0,0,0,0,3.15,2.76,3.5199999809265137,3.889999961853027,4.259999942779541,False,False,2.900000095367432,2.789999961853028,2.960666683514913,0.0,0.0,False,3.2205000162124637,3.034200024604797,2.960666683514913,2.905650019645691,3.5199999809265137,2.5799999237060547,True,0.2073863701787122,0.1732954256821514,0.1136363913451346,False,65659523.24,118475239.3,False,3.5199999809265137,False,False,,,,,,,,,,,,1359.HK
2009-08-31,1368.HK,3.799999952316284,3.910000085830689,3.700000047683716,3.7300000190734863,1.576492428779602,3823725,0.0,0.0,0.088471828959407,-0.0134048128848813,0.0670241283435968,3.922191306433153,3.9816987842262823,3.8777951881379584,3.525997947320195,3.015145444810293,False,False,True,False,0,0,0.0,False,BY1-2009/06/29,True,False,False,False,False,False,False,False,0.0,0,0,0,0,3.72,2.97,4.440000057220459,5.160000114440917,5.880000171661377,False,False,3.700000047683716,3.0,2.9803999956448872,4.079999923706055,4.400000095367432,False,4.075000011920929,3.91960000038147,2.9803999956448872,2.6307999938726425,4.440000057220459,0.8999999761581421,False,0.3243243330320882,0.1666666666666666,0.074999988079071,True,5100219.78,2551917.7,True,4.440000057220459,False,False,LLLHHL,4.320000171661377,2009-09-07 00:00:00,3.920000076293945,2009-09-08 00:00:00,3.849999904632568,-0.11,LL,2009-08-05,2009-08-07,LLHHHLLHLL,1368.HK
2022-01-06,1368.HK,12.220000267028809,12.220000267028809,11.399999618530272,11.68000030517578,9.363973617553713,13970623,0.0,0.0,0.1746575264171046,0.2003424735828958,0.1147260374637229,12.25717048361985,11.956802948660744,11.52035618963488,11.21038637434964,9.458431064628126,False,True,True,False,0,0,0.0,False,BY1-2021/11/29,True,False,False,False,False,False,False,False,0.0,0,0,0,0,11.39,9.26,13.420000076293944,15.450000152587888,17.480000228881828,False,False,9.350000381469728,9.350000381469728,11.84826665242513,0.0,0.0,False,12.165000009536744,11.085799980163577,11.84826665242513,10.442349990606308,16.31999969482422,3.309999942779541,False,0.3137108803437206,0.2503725512351218,0.1415662765243369,False,13652893.56,10052694.8,True,13.420000076293944,False,False,,,,,,,,,,,,1368.HK
2007-05-16,1385.HK,0.9399999976158142,0.9399999976158142,0.8500000238418579,0.8999999761581421,0.7541133761405945,1776000,0.0,0.0,0.1555555437817979,0.2000000794728618,0.0333333686546053,0.8180155897079474,0.7798969350255676,0.752512866357323,0.6877655574291612,0.5496640836911688,True,True,True,False,0,0,0.0,False,BY1-2007/04/27,True,False,False,False,False,False,False,False,0.0,0,0,0,0,0.85,0.67,1.0299999713897705,1.209999942779541,1.3899999141693116,False,False,0.6800000071525574,0.6800000071525574,0.5874666661024094,0.6800000071525574,1.0299999713897705,False,0.7640000015497208,0.7533999991416931,0.5874666661024094,0.5152750009298325,1.0700000524520874,0.2549999952316284,True,0.3495145288351076,0.3398057999603253,0.3203883422107606,False,821922.62,1504600.0,False,1.0299999713897705,False,False,HLHHHL,1.2300000190734863,2007-06-01 00:00:00,0.9300000071525574,2007-06-29 00:00:00,0.9100000262260436,-0.26,HL,2007-05-07,2007-05-15,LLLHLLHHHL,1385.HK
2007-11-02,1385.HK,1.2699999809265137,1.2899999618530271,1.2400000095367432,1.2899999618530271,1.0808959007263184,808000,0.0,0.0,-0.0697673773881593,-0.0697673773881593,-0.1472867780075302,1.279519550935666,1.2542231491915266,1.187172884094718,1.0855852963777664,0.8722099049417189,True,True,True,False,0,0,0.0,False,BY1-2007/10/16,True,False,False,False,False,False,False,False,0.0,0,0,0,0,1.25,1.1,1.3799999952316284,1.5099999904632568,1.6399999856948853,False,False,1.1100000143051147,1.1100000143051147,0.985799998442332,1.1100000143051147,1.3799999952316284,False,1.2460000097751618,1.195200003385544,0.985799998442332,0.9240499986708164,1.4199999570846558,0.2899999916553497,True,0.5211267410538253,0.1956521607677216,0.1014492653468355,False,1542920.0,1113200.0,True,1.3799999952316284,False,False,HLHHLL,1.4500000476837158,2007-11-07 00:00:00,1.0299999713897705,2007-12-18 00:00:00,1.0099999904632568,-0.3,HL,2007-10-18,2007-10-29,LLLHLLHHHL,1385.HK
2022-07-12,1385.HK,29.850000381469727,31.100000381469727,28.299999237060547,28.600000381469727,27.955581665039062,3048000,0.0,0.0,0.0419580013840947,0.1643356221294321,0.3356643445253127,29.4924750564791,28.85965427907057,27.46569767460451,25.91544888226297,23.109948489623783,False,True,True,False,0,0,0.0,False,BY1-2022/06/06,True,False,False,False,False,False,False,False,0.0,0,0,0,0,28.25,24.01,32.25,36.25,40.25,False,False,24.25,24.25,24.535733350118,0.0,0.0,False,28.545000076293952,27.27099998474121,24.535733350118,23.985700006484983,33.20000076293945,17.719999313354492,True,0.3162790934244792,0.2480620155038759,0.0900321900342323,False,1988764.08,2164799.4,False,32.25,False,False,,,,,,,,,,,,1385.HK
