index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F10D,F20D,F30D,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,BOSS_PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,HHHL_PATTERN,WLow,WLDate,WHigh,WHDate,HHHL,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_Width,Price_zscore,Volume_zscore,Anomaly_Score,MA_50,MA_20,Price_Above_MA50,Price_Increase_50D,Price_Increase_30D,Resistance,Above_Resistance,Breakout_Percentage,Volatility_Decrease,Volatility_Decrease_Pct,Contraction_Structure,Contraction_Count,Valid_Contractions,KC_Contraction,Volume_Contraction,Volume_Spike,Breakout_Detected,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Uptrend_Requirement,Contraction_Pattern,Volume_Signature,Momentum_Confirmation,VCP,XGB,DT,BOSS_STATUS,buy_price,cl_price,tp1_price,tp2_price,tp3_price,SNO
2024-06-25,1093.HK,6.300000190734863,6.400000095367432,6.269999980926514,6.349999904632568,6.012012481689453,34732039,0.0,0.0,-0.0519684927027017,-0.0724409519772409,-0.067716509416783,6.537793638609784,6.625743746174949,6.577995611203922,6.498217124840067,6.646800260019518,False,False,False,False,0.1300001144409179,0.1873684682344135,0.2810527023516203,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,29.593672059944343,7.171307248000133,36.65336715393973,31.333341174653,6.621457279528687,7.041457355822632,6.2014572032347415,12.686031444843538,1.692980309765424,0.7647630088810015,1,6.553800020217896,6.725500011444092,False,3.758170316574688,-7.434405524137517,7.210000038146973,False,-11.927879735981682,-7.3%,-7.341164500389786,False,1,False,False,False,False,False,True,False,31.3,True,False,False,False,False,False,True,True,,,,,,,1093.HK
2026-02-12,1093.HK,10.4399995803833,10.539999961853027,10.100000381469728,10.140000343322754,10.140000343322754,69152288,0.0,0.0,-0.0591716332499762,,,10.003616920191654,9.762726468351463,9.287846729597796,8.951274289350343,8.159645905980398,True,True,True,False,0.439999580383299,0.4443748593330384,0.6665622889995577,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,28.159673146179028,20.551087922192444,21.12515380870762,53.2544373133093,9.806271145653591,10.867271111321315,8.745271179985869,21.63921331377806,0.6586133723569922,0.5584659762474706,1,8.958599977493286,9.89549994468689,True,26.11940785365037,19.29412168615005,10.960000038146973,False,-7.48174901432626,-27.0%,-27.04371811001247,False,1,False,False,False,False,False,True,True,53.3,True,True,False,False,True,False,True,True,,,,,,,1093.HK
2026-02-13,1093.HK,10.079999923706056,10.109999656677246,9.899999618530272,10.109999656677246,10.109999656677246,45442545,0.0,0.0,-0.0563797936875059,,,10.022959235916309,9.792924136901537,9.320088020855811,8.974219346129093,8.175186573316628,True,True,True,False,0.2100000381469744,0.4382351707009711,0.6573527560514567,HL,HLHHLL,10.890000343322754,2026-02-23,9.539999961853027,2026-02-26,9.510000228881836,-0.13,9.119999885559082,9.119999885559082,False,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,HLHHLLLHHL,9.119999885559082,2026-02-02,10.699999809265137,2026-02-11,False,24.338563837290803,21.08362317987529,22.26149497462037,55.21471614929349,9.835197670512988,10.899197704845264,8.771197636180712,21.636576507704884,0.5362317020462862,0.736513817322238,1,9.002599973678588,9.90949993133545,True,27.812893194743918,19.22170050036415,10.960000038146973,False,-7.755477906124512,-28.7%,-28.66800211718361,False,1,False,False,False,False,False,True,False,55.2,True,True,False,False,False,False,True,True,,,,,,,1093.HK
2026-02-24,1093.HK,10.579999923706056,10.579999923706056,9.979999542236328,10.0600004196167,10.0600004196167,102206885,0.0,0.0,-0.0516899041822788,,,10.177518700758856,9.933726551154546,9.441142382875109,9.05687950220183,8.227838535354959,False,True,True,False,0.6000003814697283,0.4539999643961593,0.6809999465942389,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,13.255727832292616,19.69158203327833,28.94425678924301,43.50516380190791,9.97675858424407,11.086758717758476,8.866758450729666,22.2517188151147,0.1412808807486367,0.2646458227785196,1,9.159599990844727,10.000999975204468,True,30.649359335202288,10.307023529090674,10.960000038146973,False,-8.211675322972335,-29.1%,-29.11365580036912,True,2,False,True,True,False,False,False,False,43.5,True,True,False,True,False,False,True,True,,,,,,,1093.HK
2024-08-28,1099.HK,17.719999313354492,17.799999237060547,17.5,17.639999389648438,16.961042404174805,6277203,0.0,0.0,-0.0725622915864729,0.1479592233933506,0.1179138319543617,18.597923932877915,18.9831186023101,19.494448305359256,19.985198649296727,20.665109960634076,False,False,False,False,0.2999992370605469,0.5599996126615084,0.8399994189922626,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,35.3748414393827,12.446373713946375,28.54077767042685,22.802159078225984,18.93862496592656,20.266624462386524,17.610625469466598,14.024244092158057,1.8906893802176967,0.2752264494030828,1,19.601599998474125,19.144500160217284,False,-15.79952865274548,-7.547172640543237,20.450000762939453,False,-13.740837498565991,8.9%,8.889078234498115,True,2,True,True,False,False,False,True,False,22.8,True,False,True,False,False,False,True,True,,,,,,,1099.HK
2024-08-29,1099.HK,17.899999618530273,18.239999771118164,17.639999389648438,18.15999984741211,17.461029052734375,7286109,0.0,0.0,-0.0837004664391711,0.145374416951036,0.0914096839956013,18.51830137188413,18.91154305840593,19.442116993282895,19.949056098764355,20.645148923875333,False,False,False,False,0.6000003814697266,0.5383329391479492,0.8074994087219238,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,36.577752213205535,11.237252585854565,30.19296917758394,26.052630786420067,18.864470192734707,20.17046975785922,17.558470627610195,13.846130336885828,1.1965179087391606,0.6495603309449165,1,19.52180000305176,19.13050012588501,False,-18.01354329496335,-5.613305283544132,20.450000762939453,False,-11.198048068914508,5.9%,5.8710926451224665,True,2,True,True,False,True,False,True,False,26.1,True,False,True,True,False,False,True,True,,,,,,,1099.HK
2024-09-02,1099.HK,18.1200008392334,18.200000762939453,17.81999969482422,17.899999618530273,17.211036682128906,6307246,0.0,0.0,-0.0525139974352021,0.2262570519954969,0.122905073174526,18.355557092755745,18.765501860164065,19.33408800148772,19.874143594486554,20.603789120643707,False,False,False,False,0.3800010681152344,0.4833331108093261,0.7249996662139893,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,37.89001500378125,12.543178736373644,33.83200228618485,17.158162686119923,18.71363658764667,19.953636358764832,17.473636816528504,13.252365624506336,1.3313063465214738,0.130604181901959,1,19.36240001678467,19.062500095367437,False,-18.26484050079836,-5.888542651302783,20.450000762939453,False,-12.46944278374025,0.3%,0.2867692061808924,False,1,False,False,False,False,False,True,False,17.2,True,False,False,False,False,False,True,True,,,,,,,1099.HK
2024-09-04,1099.HK,17.399999618530273,17.420000076293945,16.959999084472656,17.059999465942383,16.40336799621582,8079159,0.0,0.0,0.0058616872567529,0.3804220383520194,0.186987141495869,18.007604294466134,18.524662215099116,19.179571424253044,19.77427716275013,20.551807894968423,False,False,False,False,0.460000991821289,0.4892308161808894,0.7338462242713342,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,40.023878978720845,12.543173230226792,38.66515044564783,16.326514724293247,18.46018775556888,19.704187808974645,17.21618770216312,13.477653314013406,1.7850214209870032,0.6587897821242984,1,19.197600021362305,18.885500049591062,False,-20.28037490631488,-8.378095075076496,20.450000762939453,False,-16.577022838750235,-4.4%,-4.354344369222496,False,1,False,False,False,True,False,True,False,16.3,True,False,False,True,False,False,True,True,,,,,,,1099.HK
2024-09-05,1099.HK,17.15999984741211,17.299999237060547,16.68000030517578,16.81999969482422,16.172605514526367,10652566,0.0,0.0,0.0249702784729053,0.248513696849949,0.2187871802582834,17.79167618544033,18.376430691596948,19.08703919956956,19.715776618830805,20.5220723714613,False,False,False,False,0.6199989318847656,0.5264286313738141,0.7896429470607211,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,41.75995074580391,10.28250304421384,41.12994752098622,13.300510661887344,18.303979368831293,19.53797938409008,17.069979353572503,13.483406972803866,1.7422778820636406,1.3302203405058048,1,19.116000022888183,18.745499992370604,False,-19.5215310917454,-8.48748388015333,20.450000762939453,False,-17.75061580776911,-6.5%,-6.500425928836306,False,1,False,False,False,True,False,True,False,13.3,True,False,False,True,False,False,True,True,,,,,,,1099.HK
2024-09-09,1099.HK,16.760000228881836,16.979999542236328,16.280000686645508,16.440000534057617,15.807231903076172,9215968,0.0,0.0,0.0936739025639568,0.2378345328707278,0.219586288669781,17.545916976098017,18.20804546050657,18.983233761706348,19.650909765666977,20.489545902637367,False,False,False,False,0.6999988555908203,0.4971427917480469,0.7457141876220703,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,41.77062370110493,7.2562492147326,45.80499072168047,12.676071472705232,18.12645757504332,19.31945741482604,16.933457735260607,13.163077615620256,1.8067021258225315,0.8334087875752566,1,19.033800048828127,18.56850004196167,False,-19.999994431098678,-10.749183138085517,20.450000762939453,False,-19.608802343660376,-8.1%,-8.124500595465422,False,1,False,False,False,True,False,True,False,12.7,True,False,False,True,False,False,True,True,,,,,,,1099.HK
2024-09-10,1099.HK,16.420000076293945,16.440000534057617,16.079999923706055,16.260000228881836,15.634160041809082,5802262,0.0,0.0,0.1193112242773335,0.282287828288889,0.2287822423733327,17.312113931149618,18.038650222973985,18.87644028983088,19.58376304216628,20.455844343483932,False,False,False,False,0.3600006103515625,0.494285719735282,0.7414285796029231,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,42.10590182317818,7.356336101984827,48.04597630590888,12.217209800487964,17.948699732551752,19.1376996715166,16.759699793586908,13.24886990903831,1.7312684700722436,0.2287091173771048,1,18.94400005340576,18.37150001525879,False,-21.63855311382248,-11.534271102743316,20.39999961853028,False,-20.294115034629144,-9.1%,-9.105455685906128,False,1,False,False,False,False,False,True,False,12.2,True,False,False,False,False,False,True,True,,,,,,,1099.HK
2024-09-11,1099.HK,16.15999984741211,16.31999969482422,16.020000457763672,16.059999465942383,15.441856384277344,9869510,0.0,0.0,0.1693649633346061,0.2577834019096052,0.2640099571677892,17.084456755657392,17.86659363540602,18.765991630070545,19.513985545607397,20.42081769107325,False,False,False,False,0.2999992370605469,0.4999998728434247,0.7499998092651371,LL,LLLHHL,17.280000686645508,2024-09-13,16.739999771118164,2024-09-16,16.420000076293945,-0.05,16.020000457763672,16.020000457763672,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,HLLHLLLHLL,17.299999237060547,2024-08-26,18.440000534057617,2024-08-30,False,44.019637548256064,7.600965453657885,45.13065451279362,12.616836174003566,17.768823516684193,18.94382332594933,16.593823707419055,13.225409191124688,1.704122075807344,0.9194238228607368,1,18.8492000579834,18.15699996948242,False,-22.788461273943877,-9.977582238906534,20.39999961853028,False,-21.27451094972408,-9.5%,-9.48876659546416,False,1,False,False,False,True,False,True,False,12.6,True,False,False,True,False,False,True,True,,,,,,,1099.HK
2024-09-12,1099.HK,16.079999923706055,16.5,16.079999923706055,16.360000610351562,15.730311393737791,5594714,0.0,0.0,0.2377750149463378,0.205378886164401,0.2255500298926755,16.952737456510878,17.73558554627085,18.67163904106196,19.451530398374604,20.38846058286033,False,False,False,False,0.4200000762939453,0.4799999237060547,0.7199998855590821,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,46.74666737299112,10.353555483253986,39.39394961083587,20.588266918236982,17.634649906557275,18.78164983789273,16.487649975221824,13.008479753362725,1.3255983044025692,0.4380499695608025,1,18.76140007019043,17.98100004196167,False,-21.156623564570783,-10.893245825233665,20.39999961853028,False,-19.803917077081675,-9.8%,-9.768236870969083,False,1,False,False,False,False,False,True,False,20.6,True,False,False,False,False,False,True,True,,,,,,,1099.HK
2024-09-23,1099.HK,17.15999984741211,17.639999389648438,17.15999984741211,17.239999771118164,16.576438903808594,7309412,0.0,0.0,0.2180974639675397,0.1890951433968839,0.1542923365850828,17.018699230234073,17.430217078441665,18.313062149215007,19.17249588337449,20.22869983847932,False,False,False,False,0.4799995422363281,0.4717646206126493,0.707646930918974,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,39.19970234550146,25.92591284397812,29.629618560289178,35.75757260493448,17.353927172022257,18.45992730935136,16.247927034693156,12.7463959755712,0.0041617212524251,0.2263932055013931,1,18.387800025939946,17.236999893188475,False,-12.929290730227487,-12.130484028094603,19.280000686645508,False,-10.580917234823396,-14.4%,-14.382949795113642,False,1,False,False,False,False,False,True,False,35.8,True,False,False,False,False,False,True,True,,,,,,,1099.HK
2025-04-09,1099.HK,17.280000686645508,17.700000762939453,17.079999923706055,17.579999923706055,16.903352737426758,9662639,0.0,0.0,-0.0091012427819384,0.0477815788528632,0.0546075651870032,18.094421777485003,18.613837640896847,19.23643870784105,19.63680793717228,20.054517458633185,False,False,False,False,0.6200008392333984,0.4864705029655913,0.729705754448387,HL,HLHHHL,18.15999984741211,2025-04-23,17.5,2025-04-24,17.280000686645508,-0.05,16.739999771118164,16.739999771118164,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,LLLHLLLHHL,16.739999771118164,2025-04-07,17.940000534057617,2025-04-08,False,30.54564538299632,8.47828836206448,36.956535260031686,24.782603647846955,18.54432798229479,19.69332795940661,17.39532800518297,12.391928984526436,1.4313399708080714,0.0149720990318869,1,19.42919998168945,18.7289999961853,False,-13.399011899413008,-11.480365642371169,20.200000762939453,False,-12.97030069444484,1.7%,1.680807808292606,False,1,False,False,False,False,False,True,False,24.8,True,False,False,False,False,False,True,True,,,,,,,1099.HK
2025-04-24,1099.HK,17.6200008392334,17.780000686645508,17.280000686645508,17.5,16.826433181762695,9627936,0.0,0.0,0.0640000479561941,0.0571428571428571,0.0857142857142856,17.826130328556317,18.15536971894976,18.80286287747902,19.33516456545952,19.89842777959969,False,False,False,False,0.5,0.470000161064996,0.7050002415974941,HL,HLHHHL,18.76000022888184,2025-05-12,18.420000076293945,2025-05-15,18.15999984741211,-0.03,17.280000686645508,17.079999923706055,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,LLLHHLHHHL,17.079999923706055,2025-04-09,18.15999984741211,2025-04-23,False,40.8665837733355,15.174111885384503,27.86065355594577,40.00000953674317,18.097693470171627,19.18969385927075,17.005693081072504,12.06784047811334,1.2553622051751463,0.1970830781594771,1,19.00759994506836,17.976000022888183,False,-12.32464527709496,-9.793812659230449,19.420000076293945,False,-9.886715081107004,-14.7%,-14.681210944720204,True,2,True,True,True,False,False,True,False,40.0,True,False,True,True,False,False,True,True,,,,,,,1099.HK
2025-04-25,1099.HK,17.559999465942383,17.719999313354492,17.399999618530273,17.420000076293945,16.74951171875,10348740,0.0,0.0,0.0574052810344618,0.0642939629350263,0.0929966034522571,17.752288464508613,18.091424532631866,18.748632963707053,19.29724051616911,19.8786793516849,False,False,False,False,0.3199996948242187,0.4488889906141495,0.6733334859212242,,,0.0,,0.0,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,41.10279486246843,14.713189142292856,27.93013304819836,37.68844654582951,18.03315124218328,19.08715152447088,16.979150959895676,11.68958512167385,1.3144219189960649,0.3511189400621984,1,18.962399940490723,17.928999996185304,False,-11.48374082233862,-11.303459176911074,18.780000686645508,False,-7.241749524102314,-14.7%,-14.694891470128956,True,2,True,True,True,False,False,True,False,37.7,True,False,True,True,False,False,True,True,,,,,,,1099.HK
