index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,LLLow,HHClose,HHHigh,VOLATILITY,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,classification,PATTERN,LLDate,HHDate,SNO
2025-12-27,1501.HK,30.940000534057617,31.0,30.459999084472656,30.5,30.5,18000,0.0,0.0,30.734276091212237,30.571280715678984,30.485257852590703,29.98770537856287,28.83651089231783,True,True,True,True,0.5400009155273438,0.4412505626678462,0.6618758440017694,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1501.HK
2025-12-28,1501.HK,30.940000534057617,31.0,30.459999084472656,30.5,30.5,18000,0.0,0.0,30.734276091212237,30.571280715678984,30.485257852590703,29.98770537856287,28.83651089231783,True,True,True,True,0.5400009155273438,0.456250667572021,0.6843760013580316,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1501.HK
2025-12-29,1501.HK,30.940000534057617,31.0,30.459999084472656,30.5,30.5,18000,0.0,0.0,30.734276091212237,30.571280715678984,30.485257852590703,29.98770537856287,28.83651089231783,True,True,True,True,0.5400009155273438,0.4847064298741954,0.727059644811293,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1501.HK
2025-12-15,1857.HK,1.559999942779541,1.5700000524520874,1.5499999523162842,1.5700000524520874,1.5700000524520874,287000,0.0,0.0,1.5558294383538709,1.547312933579245,1.5320712639304637,1.5116350003722672,1.469971293514112,True,True,True,True,0.0200001001358032,0.0130769197757427,0.0196153796636141,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1857.HK
2025-12-16,1857.HK,1.559999942779541,1.559999942779541,1.5399999618530271,1.5499999523162842,1.5499999523162842,1757000,0.0,0.0,1.5547695318015822,1.547546587382466,1.5327743497495154,1.5123947023909603,1.4706089720703046,True,True,True,True,0.0199999809265138,0.0138461498113779,0.0207692247170668,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1857.HK
2025-12-17,1857.HK,1.559999942779541,1.559999942779541,1.5399999618530271,1.5499999523162842,1.5499999523162842,203000,0.0,0.0,1.5539023355315278,1.547759923463668,1.5334498635756633,1.5131393608053234,1.471241569522464,True,True,True,True,0.0199999809265138,0.0149999942098345,0.0224999913147518,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1857.HK
2025-12-18,1857.HK,1.5399999618530271,1.5499999523162842,1.5299999713897705,1.5399999618530271,1.5399999618530271,254000,0.0,0.0,1.5513746312263457,1.5470851441931774,1.5337067301747758,1.513671253895377,1.471789445158564,True,True,True,True,0.0199999809265136,0.0166666587193807,0.024999988079071,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1857.HK
2025-12-19,1857.HK,1.5499999523162842,1.5499999523162842,1.5399999618530271,1.5399999618530271,1.5399999618530271,20000,0.0,0.0,1.549306509522106,1.5464690413809905,1.533953523573923,1.514192614448994,1.472332955251747,True,True,True,True,0.009999990463257,0.0146666606267293,0.021999990940094,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1857.HK
2025-12-20,1857.HK,1.5499999523162842,1.5499999523162842,1.5399999618530271,1.5399999618530271,1.5399999618530271,20000,0.0,0.0,1.549306509522106,1.5464690413809905,1.533953523573923,1.514192614448994,1.472332955251747,True,True,True,True,0.009999990463257,0.0139999945958456,0.0209999918937684,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1857.HK
2025-12-21,1857.HK,1.5499999523162842,1.5499999523162842,1.5399999618530271,1.5399999618530271,1.5399999618530271,20000,0.0,0.0,1.549306509522106,1.5464690413809905,1.533953523573923,1.514192614448994,1.472332955251747,True,True,True,True,0.009999990463257,0.012666662534078,0.018999993801117,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1857.HK
2025-12-22,1857.HK,1.5499999523162842,1.5499999523162842,1.5399999618530271,1.5399999618530271,1.5399999618530271,20000,0.0,0.0,1.549306509522106,1.5464690413809905,1.533953523573923,1.514192614448994,1.472332955251747,True,True,True,True,0.009999990463257,0.0113333304723104,0.0169999957084657,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1857.HK
2025-12-23,1857.HK,1.5499999523162842,1.5499999523162842,1.5399999618530271,1.5399999618530271,1.5399999618530271,20000,0.0,0.0,1.549306509522106,1.5464690413809905,1.533953523573923,1.514192614448994,1.472332955251747,True,True,True,True,0.009999990463257,0.0118749961256982,0.0178124941885473,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1857.HK
2025-12-24,1857.HK,1.5499999523162842,1.5499999523162842,1.5399999618530271,1.5399999618530271,1.5399999618530271,20000,0.0,0.0,1.549306509522106,1.5464690413809905,1.533953523573923,1.514192614448994,1.472332955251747,True,True,True,True,0.009999990463257,0.0118749961256982,0.0178124941885473,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1857.HK
2025-12-25,1857.HK,1.5499999523162842,1.5499999523162842,1.5399999618530271,1.5399999618530271,1.5399999618530271,20000,0.0,0.0,1.549306509522106,1.5464690413809905,1.533953523573923,1.514192614448994,1.472332955251747,True,True,True,True,0.009999990463257,0.0118749961256982,0.0178124941885473,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1857.HK
2025-12-26,1857.HK,1.5499999523162842,1.5499999523162842,1.5399999618530271,1.5399999618530271,1.5399999618530271,20000,0.0,0.0,1.549306509522106,1.5464690413809905,1.533953523573923,1.514192614448994,1.472332955251747,True,True,True,True,0.009999990463257,0.0118749961256982,0.0178124941885473,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1857.HK
2025-12-27,1857.HK,1.5499999523162842,1.5499999523162842,1.5399999618530271,1.5399999618530271,1.5399999618530271,20000,0.0,0.0,1.549306509522106,1.5464690413809905,1.533953523573923,1.514192614448994,1.472332955251747,True,True,True,True,0.009999990463257,0.0123529364080991,0.0185294046121487,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1857.HK
2025-12-28,1857.HK,1.5499999523162842,1.5499999523162842,1.5399999618530271,1.5399999618530271,1.5399999618530271,20000,0.0,0.0,1.549306509522106,1.5464690413809905,1.533953523573923,1.514192614448994,1.472332955251747,True,True,True,True,0.009999990463257,0.012777778837416,0.0191666682561241,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1857.HK
2025-12-29,1857.HK,1.5499999523162842,1.5499999523162842,1.5399999618530271,1.5399999618530271,1.5399999618530271,20000,0.0,0.0,1.549306509522106,1.5464690413809905,1.533953523573923,1.514192614448994,1.472332955251747,True,True,True,True,0.009999990463257,0.0116666621632047,0.0174999932448071,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1857.HK
2025-12-15,1883.HK,2.569999933242798,2.5799999237060547,2.559999942779541,2.569999933242798,2.569999933242798,2393000,0.0,0.0,2.570422012008135,2.56206503072355,2.5385399291695374,2.5101885874001097,2.469331498269452,True,True,True,True,0.0199999809265136,0.0274999737739562,0.0412499606609344,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1883.HK
2025-12-16,1883.HK,2.569999933242798,2.569999933242798,2.5199999809265137,2.5299999713897705,2.5299999713897705,3942000,0.0,0.0,2.563072550077523,2.5592767646945256,2.5382050288644487,2.5105808920335684,2.4698149123979007,True,True,True,True,0.0499999523162841,0.0259999752044677,0.0389999628067016,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1883.HK
2025-12-17,1883.HK,2.5299999713897705,2.549999952316284,2.5199999809265137,2.539999961853028,2.539999961853028,2306687,0.0,0.0,2.5588775340367054,2.557600520969178,2.5382754183934124,2.5111634478715774,2.470374155819854,True,True,True,True,0.0299999713897705,0.0287499725818633,0.043124958872795,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,1883.HK
2025-12-15,0289.HK,13.300000190734863,13.649999618530272,13.300000190734863,13.649999618530272,13.649999618530272,68000,0.0,0.0,13.235600286624086,13.187851274034436,13.11427651606098,12.934094847028696,12.699037659792053,True,True,True,True,0.3499994277954084,0.1291667620340986,0.1937501430511479,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,289.HK
2025-12-15,0357.HK,10.65999984741211,10.770000457763672,10.65999984741211,10.710000038146973,10.710000038146973,1076000,0.0,0.0,10.5659543859326,10.521123651412635,10.515609973399826,10.463601609519698,10.028628464921283,True,True,True,True,0.1100006103515625,0.0999999642372132,0.1499999463558198,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,357.HK
2025-12-16,0357.HK,10.65999984741211,10.800000190734863,10.65999984741211,10.699999809265137,10.699999809265137,1813000,0.0,0.0,10.590326281083968,10.53667809992155,10.522840947355329,10.468282761989904,10.033978037386175,True,True,True,True,0.1400003433227539,0.1006249785423279,0.150937467813492,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,357.HK
2025-12-17,0357.HK,10.699999809265137,10.81999969482422,10.699999809265137,10.729999542236328,10.729999542236328,1165000,0.0,0.0,10.615721419475303,10.553488660122834,10.530964813821251,10.473465272489834,10.039524025472634,True,True,True,True,0.1199998855590838,0.1018750071525574,0.1528125107288362,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,357.HK
2025-12-18,0357.HK,10.699999809265137,11.199999809265137,10.68000030517578,10.75,10.75,6098275,0.0,0.0,10.64013570684343,10.57057660272085,10.539554428965516,10.478941207688056,10.045185188616278,True,True,True,True,0.5199995040893572,0.106249988079071,0.1593749821186065,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,357.HK
2025-12-19,0357.HK,10.710000038146973,10.760000228881836,10.699999809265137,10.739999771118164,10.739999771118164,855000,0.0,0.0,10.658292809438835,10.585309052146703,10.54741503061856,10.484110684191624,10.050721559791592,True,True,True,True,0.0600004196166992,0.1000000238418579,0.1500000357627868,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,357.HK
2025-12-20,0357.HK,10.710000038146973,10.760000228881836,10.699999809265137,10.739999771118164,10.739999771118164,855000,0.0,0.0,10.658292809438835,10.585309052146703,10.54741503061856,10.484110684191624,10.050721559791592,True,True,True,True,0.0600004196166992,0.0993750691413879,0.1490626037120819,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,357.HK
2025-12-21,0357.HK,10.710000038146973,10.760000228881836,10.699999809265137,10.739999771118164,10.739999771118164,855000,0.0,0.0,10.658292809438835,10.585309052146703,10.54741503061856,10.484110684191624,10.050721559791592,True,True,True,True,0.0600004196166992,0.0968751311302185,0.1453126966953277,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,357.HK
2025-12-22,0357.HK,10.710000038146973,10.760000228881836,10.699999809265137,10.739999771118164,10.739999771118164,855000,0.0,0.0,10.658292809438835,10.585309052146703,10.54741503061856,10.484110684191624,10.050721559791592,True,True,True,True,0.0600004196166992,0.095000147819519,0.1425002217292785,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,357.HK
2025-12-23,0357.HK,10.710000038146973,10.760000228881836,10.699999809265137,10.739999771118164,10.739999771118164,855000,0.0,0.0,10.658292809438835,10.585309052146703,10.54741503061856,10.484110684191624,10.050721559791592,True,True,True,True,0.0600004196166992,0.0937501788139345,0.1406252682209018,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,357.HK
2025-12-24,0357.HK,10.710000038146973,10.760000228881836,10.699999809265137,10.739999771118164,10.739999771118164,855000,0.0,0.0,10.658292809438835,10.585309052146703,10.54741503061856,10.484110684191624,10.050721559791592,True,True,True,True,0.0600004196166992,0.1011765984927908,0.1517648977391863,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,357.HK
2025-12-25,0357.HK,10.710000038146973,10.760000228881836,10.699999809265137,10.739999771118164,10.739999771118164,855000,0.0,0.0,10.658292809438835,10.585309052146703,10.54741503061856,10.484110684191624,10.050721559791592,True,True,True,True,0.0600004196166992,0.094117837793687,0.1411767566905305,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,357.HK
2025-12-26,0357.HK,10.710000038146973,10.760000228881836,10.699999809265137,10.739999771118164,10.739999771118164,855000,0.0,0.0,10.658292809438835,10.585309052146703,10.54741503061856,10.484110684191624,10.050721559791592,True,True,True,True,0.0600004196166992,0.0988891389634875,0.1483337084452312,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,357.HK
2025-12-27,0357.HK,10.710000038146973,10.760000228881836,10.699999809265137,10.739999771118164,10.739999771118164,855000,0.0,0.0,10.658292809438835,10.585309052146703,10.54741503061856,10.484110684191624,10.050721559791592,True,True,True,True,0.0600004196166992,0.0927780469258628,0.1391670703887942,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,357.HK
2025-12-28,0357.HK,10.710000038146973,10.760000228881836,10.699999809265137,10.739999771118164,10.739999771118164,855000,0.0,0.0,10.658292809438835,10.585309052146703,10.54741503061856,10.484110684191624,10.050721559791592,True,True,True,True,0.0600004196166992,0.0905558798048233,0.135833819707235,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,357.HK
2025-12-29,0357.HK,10.710000038146973,10.760000228881836,10.699999809265137,10.739999771118164,10.739999771118164,855000,0.0,0.0,10.658292809438835,10.585309052146703,10.54741503061856,10.484110684191624,10.050721559791592,True,True,True,True,0.0600004196166992,0.087222523159451,0.1308337847391766,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,357.HK
2025-12-15,3969.HK,3.5899999141693115,3.5899999141693115,3.5199999809265137,3.569999933242798,3.569999933242798,3728000,0.0,0.0,3.5082402155405035,3.5012896340113637,3.4996331127035964,3.4721560585001545,3.3709769583116924,True,True,True,True,0.0699999332427978,0.0549999475479126,0.0824999213218689,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,3969.HK
2025-12-15,0071.HK,10.119999885559082,10.119999885559082,10.039999961853027,10.039999961853027,10.039999961853027,58840,0.0,0.0,10.08758229317744,10.057593146767053,9.970933039487972,9.871068069495529,9.717866703143493,True,True,True,True,0.0799999237060546,0.0966667175292964,0.1450000762939446,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-16,0071.HK,10.09000015258789,10.100000381469728,9.90999984741211,9.90999984741211,9.90999984741211,116000,0.0,0.0,10.05529457576556,10.044758946823144,9.96854350254382,9.871838995790906,9.719397644532089,True,True,True,True,0.1900005340576189,0.095000062670026,0.142500094005039,10.199999809265137,10.029999732971191,10.020000457763672,-0.02,9.90999984741211,9.880000114440918,True,True,True,False,False,False,False,False,False,False,0.0,0,0,False,LL,LLHHHL,2025-12-17,2025-12-18,71.HK
2025-12-17,0071.HK,10.020000457763672,10.199999809265137,10.020000457763672,10.119999885559082,10.119999885559082,76000,0.0,0.0,10.0670591775462,10.051301637148008,9.97448296854442,9.87675307281602,9.722589694261387,True,True,True,True,0.1799993515014648,0.0992857388087676,0.1489286082131514,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-18,0071.HK,10.18000030517578,10.18000030517578,10.020000457763672,10.029999732971191,10.029999732971191,92000,0.0,0.0,10.06032109671438,10.049449297654371,9.976660096561156,9.879787660145825,9.725039176641546,True,True,True,True,0.1599998474121076,0.1079999923706048,0.1619999885559073,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-19,0071.HK,10.029999732971191,10.0600004196167,10.020000457763672,10.020000457763672,10.020000457763672,44289,0.0,0.0,10.052990071450616,10.046888528968225,9.9783597185691,9.882564151187765,9.727389465734152,True,True,True,True,0.0399999618530273,0.1013333002726231,0.1519999504089346,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-20,0071.HK,10.029999732971191,10.0600004196167,10.020000457763672,10.020000457763672,10.020000457763672,44289,0.0,0.0,10.052990071450616,10.046888528968225,9.9783597185691,9.882564151187765,9.727389465734152,True,True,True,True,0.0399999618530273,0.0939999262491856,0.1409998893737784,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-21,0071.HK,10.029999732971191,10.0600004196167,10.020000457763672,10.020000457763672,10.020000457763672,44289,0.0,0.0,10.052990071450616,10.046888528968225,9.9783597185691,9.882564151187765,9.727389465734152,True,True,True,True,0.0399999618530273,0.0943749547004693,0.1415624320507039,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-22,0071.HK,10.029999732971191,10.0600004196167,10.020000457763672,10.020000457763672,10.020000457763672,44289,0.0,0.0,10.052990071450616,10.046888528968225,9.9783597185691,9.882564151187765,9.727389465734152,True,True,True,True,0.0399999618530273,0.086249947547912,0.129374921321868,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-23,0071.HK,10.029999732971191,10.0600004196167,10.020000457763672,10.020000457763672,10.020000457763672,44289,0.0,0.0,10.052990071450616,10.046888528968225,9.9783597185691,9.882564151187765,9.727389465734152,True,True,True,True,0.0399999618530273,0.073749959468841,0.1106249392032615,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-24,0071.HK,10.029999732971191,10.0600004196167,10.020000457763672,10.020000457763672,10.020000457763672,44289,0.0,0.0,10.052990071450616,10.046888528968225,9.9783597185691,9.882564151187765,9.727389465734152,True,True,True,True,0.0399999618530273,0.0758822385002578,0.1138233577503868,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-25,0071.HK,10.029999732971191,10.0600004196167,10.020000457763672,10.020000457763672,10.020000457763672,44289,0.0,0.0,10.052990071450616,10.046888528968225,9.9783597185691,9.882564151187765,9.727389465734152,True,True,True,True,0.0399999618530273,0.0729411069084611,0.1094116603626916,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-26,0071.HK,10.029999732971191,10.0600004196167,10.020000457763672,10.020000457763672,10.020000457763672,44289,0.0,0.0,10.052990071450616,10.046888528968225,9.9783597185691,9.882564151187765,9.727389465734152,True,True,True,True,0.0399999618530273,0.0794443554348412,0.1191665331522619,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-27,0071.HK,10.029999732971191,10.0600004196167,10.020000457763672,10.020000457763672,10.020000457763672,44289,0.0,0.0,10.052990071450616,10.046888528968225,9.9783597185691,9.882564151187765,9.727389465734152,True,True,True,True,0.0399999618530273,0.0694443914625376,0.1041665871938065,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-28,0071.HK,10.029999732971191,10.0600004196167,10.020000457763672,10.020000457763672,10.020000457763672,44289,0.0,0.0,10.052990071450616,10.046888528968225,9.9783597185691,9.882564151187765,9.727389465734152,True,True,True,True,0.0399999618530273,0.0672221713595916,0.1008332570393874,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-29,0071.HK,10.029999732971191,10.0600004196167,10.020000457763672,10.020000457763672,10.020000457763672,44289,0.0,0.0,10.052990071450616,10.046888528968225,9.9783597185691,9.882564151187765,9.727389465734152,True,True,True,True,0.0399999618530273,0.0638888147142194,0.0958332220713291,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,,,,,71.HK
2025-12-15,0737.HK,1.870000004768372,1.870000004768372,1.8600000143051147,1.8600000143051147,1.8600000143051147,7240,0.0,0.0,1.8673898840751688,1.8668318010086649,1.861634144748432,1.8545314393120715,1.834864498644276,True,True,True,True,0.0099999904632572,0.0178571258272444,0.0267856887408666,1.840000033378601,1.8600000143051147,1.8799999952316284,0.02,1.830000042915344,1.830000042915344,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,LH,LHLLHH,2025-12-16,2025-12-19,737.HK
