Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,T1_50,bullish_count,strong_bullish,medium_bullish,weak_bullish,buy_price,tp1_price,tp2_price,SNO
2024-08-21,9863.HK,21.299999237060547,21.299999237060547,20.25,20.950000762939453,20.950000762939453,3796883,0.0,0.0,22.218451200233865,22.98114837690882,24.20276019424625,25.556091768469063,28.429224380675187,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2024/04/15,False,False,False,True,False,False,0.0,False,,,,,,,,9863.HK
2024-11-21,6969.HK,11.600000381469728,11.600000381469728,10.800000190734863,11.140000343322754,10.993936538696287,27827000,0.0,0.0,10.550758339205949,10.568017055605672,10.440882780941626,9.827452867110274,8.959060194329611,False,False,,,0.0,,0.0,,0.0,0.0,BY1-2024/11/08,True,False,False,False,False,False,0.0,False,,,,,,,,6969.HK
2024-12-30,6969.HK,12.920000076293944,13.359999656677246,12.18000030517578,13.100000381469728,12.928236961364746,156927646,0.0,0.0,11.031637110950566,10.892156929140134,10.73691045132192,10.24417431830824,9.301884933911031,True,True,HH,HHHHHL,14.800000190734863,2025-01-06,12.420000076293944,2025-01-17,12.31999969482422,10.079999923706056,TP2-2024/11/08,False,True,True,False,False,False,0.0,False,,,,,,,,6969.HK
2023-03-15,6862.HK,21.850000381469727,22.450000762939453,20.89999961853028,21.0,18.2430419921875,22175944,0.0,0.0,18.94105720429561,18.71305476524044,18.25091211577666,17.301323093926797,17.228826097047587,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2023/02/21,True,False,False,False,False,False,0.0,False,,,,,,,,6862.HK
2023-04-24,6862.HK,18.739999771118164,18.940000534057617,18.5,18.780000686645508,16.314496994018555,12320167,0.0,0.0,17.152813588366627,17.569765494673817,17.8318119018312,17.43551033987522,17.309326971115418,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2023/02/21,False,False,False,True,False,False,0.0,False,,,,,,,,6862.HK
2007-11-22,6823.HK,0.5788859724998474,0.5888500213623047,0.5664420127868652,0.5726590156555176,0.245803564786911,20903991,0.0,0.0,0.2537093149080176,0.2578847147554747,0.260413785511125,0.2598783223762069,0.259206803775038,False,False,LL,LLHLHL,0.569657027721405,2007-11-27,0.5727750062942505,2007-12-07,0.5702869892120361,0.5664420127868652,BY1-2007/08/14,True,False,False,False,False,False,0.0,False,,,,,,,,6823.HK
2008-01-16,6823.HK,0.5600510239601135,0.5612900257110596,0.5513550043106079,0.5563229918479919,0.2387916594743728,29134331,0.0,0.0,0.2423143270320025,0.2441301936688703,0.2483510767390798,0.2522871193636735,0.2557498601691338,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2007/08/14,False,False,False,True,False,False,0.0,False,,,,,,,,6823.HK
2010-04-29,6823.HK,0.2980509996414184,0.2980509996414184,0.289326012134552,0.2918150126934051,0.1252563744783401,8663696,0.0,0.0,0.1265281844116367,0.1251305473558162,0.1217612119382976,0.1181218510276205,0.1290380127546356,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2010/04/15,True,False,False,False,False,False,0.0,False,,,,,,,,6823.HK
2010-05-06,6823.HK,0.2865180075168609,0.2877669930458069,0.2815310060977936,0.2827799916267395,0.1213782653212547,15817163,0.0,0.0,0.1249737158125483,0.1248488492342261,0.1222562068254913,0.1187329121398971,0.1288629549791124,False,True,,,0.0,,0.0,,0.0,0.0,CL1-2010/04/15,False,False,False,True,False,False,0.0,False,,,,,,,,6823.HK
2011-06-13,6823.HK,0.3743770122528076,0.3768660128116607,0.3669109940528869,0.3756169974803924,0.1612268984317779,7304951,0.0,0.0,0.1620908924787222,0.1617551735960213,0.1652988678797114,0.1682908021988694,0.1611530227410787,False,False,,,0.0,,0.0,,0.0,0.0,BY1-2011/05/19,True,False,False,False,False,False,0.0,False,,,,,,,,6823.HK
2011-06-17,6823.HK,0.4002709984779358,0.4027499854564667,0.3940550088882446,0.401511013507843,0.1723414212465286,38005930,0.0,0.0,0.16545886366651,0.1636035179032052,0.1656449956412065,0.1682354765839227,0.1613538684946092,False,False,,,0.0,,0.0,,0.0,0.0,TP1-2011/05/19,False,True,False,False,False,False,0.0,False,,,,,,,,6823.HK
2011-06-23,6823.HK,0.4064300060272217,0.4163750112056732,0.4027020037174225,0.4138869941234588,0.1776535660028457,16949461,0.0,0.0,0.1709134114369752,0.1671497433551701,0.1670551125576027,0.1687680829307937,0.1617884204349329,False,True,,,0.0,,0.0,,0.0,0.0,TP2-2011/05/19,False,False,True,False,False,False,0.0,False,,,,,,,,6823.HK
2013-06-03,6823.HK,7.6500420570373535,7.708144187927246,7.330482959747314,7.446685791015625,3.397251844406128,15958953,0.0,0.0,3.5500223280903063,3.525716650648,3.447011120398056,3.3332695829747,2.959360854047252,True,True,HL,HLLLLL,7.020607948303223,2013-06-06,7.03029203414917,2013-06-13,6.49769401550293,7.117444038391113,BY1-2013/05/28,True,False,False,False,False,False,0.0,False,,,,,,,,6823.HK
2013-06-05,6823.HK,7.427319049835205,7.49510383605957,7.117444038391113,7.272381782531738,3.317732810974121,10648214,0.0,0.0,3.485718925954245,3.4977824033319225,3.4402330275841777,3.334289566357485,2.9657127003139983,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2013/05/28,False,False,False,True,False,False,0.0,False,,,,,,,,6823.HK
2020-03-09,6823.HK,12.0,12.199999809265137,11.84000015258789,12.100000381469728,7.930772304534912,14522054,0.0,0.0,7.837249224578623,7.794484113433907,7.735487336311162,7.747719077113008,7.653135130751337,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2020/02/24,True,False,False,False,False,False,0.0,False,,,,,,,,6823.HK
2020-03-11,6823.HK,12.039999961853027,12.34000015258789,12.039999961853027,12.260000228881836,8.035642623901367,11521012,0.0,0.0,7.88138309885334,7.823152724942243,7.753134318051715,7.756210255396802,7.658066760900274,False,True,HH,HHLLLL,10.880000114440918,2020-03-17,9.470000267028809,2020-03-23,9.390000343322754,10.960000038146973,TP1-2020/02/24,False,True,False,False,False,False,0.0,False,,,,,,,,6823.HK
2020-03-13,6823.HK,11.300000190734863,11.5,11.100000381469728,11.31999969482422,7.419533729553223,32608104,0.0,0.0,7.783307204012614,7.785151543903326,7.741312015690242,7.750132821431662,7.657181931559734,False,False,,,0.0,,0.0,,0.0,0.0,CL2-2020/02/24,False,False,False,False,True,False,0.0,False,,,,,,,,6823.HK
2024-11-13,6823.HK,9.920000076293944,9.920000076293944,9.65999984741211,9.720000267028809,9.0863618850708,5234959,0.0,0.0,9.117263007336724,9.147616174973871,9.146906495402447,8.932164342485486,8.442187124409276,False,False,,,0.0,,0.0,,0.0,0.0,BY1-2024/11/06,True,False,False,False,False,False,0.0,True,,,,,,,,6823.HK
2024-11-19,6823.HK,9.699999809265137,9.699999809265137,9.479999542236328,9.520000457763672,8.89940071105957,11029185,0.0,0.0,9.047207360571065,9.10163250217954,9.1251652200648,8.937461287109958,8.459810114907315,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2024/11/06,False,False,False,True,False,False,0.0,False,,,,,,,,6823.HK
2021-05-03,6690.HK,33.79999923706055,33.95000076293945,30.5,31.5,26.93226623535156,8589629,0.0,0.0,28.48562706311806,28.254872315902773,27.725394514664952,26.706750023797238,,False,True,HL,HLLLLH,29.299999237060547,2021-05-13,33.650001525878906,2021-05-26,33.79999923706055,30.5,BY1-2021/03/18,True,False,False,False,False,False,0.0,False,,,,,,,,6690.HK
2021-06-18,6690.HK,28.700000762939453,28.89999961853028,27.39999961853028,28.049999237060547,23.982540130615234,32681779,0.0,0.0,25.59234746238246,26.38427677556555,26.927261237227075,26.721875691346305,,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2021/03/18,False,False,False,True,False,False,0.0,False,,,,,,,,6690.HK
2021-10-26,6186.HK,13.779999732971191,13.779999732971191,13.020000457763672,13.15999984741211,10.228559494018556,13467391,0.0,0.0,10.379824400400048,10.376411031036264,10.75232292491716,11.7203799958908,12.653308433342152,False,False,,,0.0,,0.0,,0.0,0.0,BY1-2021/10/07,True,False,False,False,False,False,0.0,False,,,,,,,,6186.HK
2021-11-02,6186.HK,12.859999656677246,12.920000076293944,12.34000015258789,12.460000038146973,9.684487342834473,13255063,0.0,0.0,10.063176967326427,10.197840399813186,10.59613241864999,11.546363998764004,12.545051511525983,False,False,LL,LLLLLH,11.34000015258789,2021-11-10,12.220000267028809,2021-11-18,12.460000038146973,11.479999542236328,CL1-2021/10/07,False,False,False,True,False,False,0.0,False,,,,,,,,6186.HK
2019-07-31,6088.HK,3.2699999809265137,3.309999942779541,3.220000028610229,3.25,3.25,942000,0.0,0.0,3.234931307378506,3.1931559172908472,3.229751717689184,3.339798865255664,3.499484391828588,False,False,,,0.0,,0.0,,0.0,0.0,BY1-2019/07/19,True,False,False,False,False,False,0.0,False,,,,,,,,6088.HK
2019-08-06,6088.HK,3.039999961853028,3.109999895095825,2.9800000190734863,3.049999952316284,3.049999952316284,3475000,0.0,0.0,3.151006353175309,3.161068082254414,3.2091558848983084,3.3207066334616115,3.486654109582254,False,False,LL,LLLHHH,3.3499999046325684,2019-08-14,3.3499999046325684,2019-08-19,3.4200000762939453,2.9800000190734863,CL1-2019/07/19,False,False,False,True,False,False,0.0,False,,,,,,,,6088.HK
2025-06-19,6088.HK,2.3399999141693115,2.369999885559082,2.2100000381469727,2.2300000190734863,2.2300000190734863,39571458,0.0,0.0,2.319252172414155,2.2562888721115173,2.28603904045597,2.472623245044339,2.523393361122197,False,False,HL,HLLLLH,2.200000047683716,2025-06-23,2.3499999046325684,2025-06-26,2.509999990463257,1.940000057220459,BY1-2025/05/29,True,False,False,False,False,False,0.0,False,,,,,,,,6088.HK
2025-07-03,6088.HK,2.369999885559082,2.609999895095825,2.359999895095825,2.5199999809265137,2.5199999809265137,151953000,0.0,0.0,2.369945943047849,2.317588423218019,2.308239826613937,2.453566935902576,2.5117258573711285,False,True,HH,HHHHHH,2.619999885559082,2025-07-08,2.509999990463257,2025-07-11,2.640000104904175,2.200000047683716,TP1-2025/05/29,False,True,False,False,False,False,0.0,False,,,,,,,,6088.HK
2025-07-17,6088.HK,2.609999895095825,2.809999942779541,2.5899999141693115,2.740000009536743,2.740000009536743,85351473,0.0,0.0,2.563927785895641,2.4695983914175117,2.39171089909551,2.4723524352960964,2.5150281353381327,False,True,,,0.0,,0.0,,0.0,0.0,TP2-2025/05/29,False,False,True,False,False,False,0.0,False,,,,,,,,6088.HK
2010-06-02,3968.HK,17.609710693359375,17.86379051208496,17.19927406311035,17.570621490478516,10.054229736328123,28880560,0.0,0.0,10.080916136642594,10.15005465455521,10.331219288166077,10.333599555429796,9.77543517569925,False,False,,,0.0,,0.0,,0.0,0.0,BY1-2010/05/24,True,False,False,False,False,False,0.0,False,,,,,,,,3968.HK
2010-06-03,3968.HK,18.05923652648925,18.352407455444336,17.98105812072754,18.117870330810547,10.367374420166016,24687583,0.0,0.0,10.13299946091958,10.168952025477893,10.332637136479798,10.334268364632493,9.78015182306552,False,False,-H,-HLHHH,18.293773651123047,2010-06-14,19.114646911621094,2010-06-22,19.4469051361084,16.51521110534668,TP1-2010/05/24,False,True,False,False,False,False,0.0,False,,,,,,,,3968.HK
2010-06-21,3968.HK,18.82147789001465,19.34918212890625,18.58694267272949,19.29054832458496,11.03840160369873,46390796,0.0,0.0,10.372113131322038,10.25613142840315,10.30817488863568,10.317187010262304,9.818748808648056,False,False,,,0.0,,0.0,,0.0,0.0,TP2-2010/05/24,False,False,True,False,False,False,0.0,False,,,,,,,,3968.HK
2021-07-08,3968.HK,64.4000015258789,64.5,60.59999847412109,61.25,50.68461608886719,37572890,0.0,0.0,52.97152534067512,53.691043849527205,53.376816624549726,51.1969095950359,44.60050404319936,False,False,,,0.0,,0.0,,0.0,0.0,TP1-2021/04/13,True,True,False,False,False,False,0.0,False,,,,,,,,3968.HK
2021-07-27,3968.HK,59.650001525878906,61.650001525878906,57.25,58.29999923706055,48.24348068237305,22438137,0.0,0.0,51.26216447529335,52.16796003542456,52.66901305793619,51.30667018016143,45.30182475486862,False,False,LL,LLHLHH,57.79999923706055,2021-08-02,64.94999694824219,2021-08-12,65.9000015258789,57.25,CL2-2021/04/13,False,False,False,False,True,False,0.0,False,,,,,,,,3968.HK
2015-04-20,3808.HK,5.650000095367432,5.699999809265137,5.340000152587891,5.360000133514404,3.35909390449524,4946500,0.0,0.0,3.485522379300697,3.2891790444887463,3.064546731300051,2.9073346392060677,2.7517628262014684,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2015/03/23,True,False,False,False,False,False,0.0,False,,,,,,,,3808.HK
2015-07-06,3808.HK,4.550000190734863,4.559999942779541,3.880000114440918,4.199999809265137,2.666309595108032,2404000,0.0,0.0,2.913134341911036,3.0341671366179344,3.133241901911913,3.094146740067432,2.914030641308868,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2015/03/23,False,False,False,True,False,False,0.0,False,,,,,,,,3808.HK
2019-10-16,3808.HK,11.779999732971191,12.079999923706056,11.479999542236328,11.68000030517578,8.445184707641602,5501500,0.0,0.0,8.383978035132465,8.388490998723604,8.567121943070344,8.953997865856907,9.062224317061752,False,False,,,0.0,,0.0,,0.0,0.0,BY1-2019/10/02,True,False,False,False,False,False,0.0,False,,,,,,,,3808.HK
2019-10-25,3808.HK,11.699999809265137,12.579999923706056,11.699999809265137,12.479999542236328,9.02362060546875,5476500,0.0,0.0,8.599425162372324,8.509678698736757,8.583954087896712,8.911991067820065,9.0387063832601,False,False,HH,HHHHHH,14.15999984741211,2019-11-05,14.220000267028809,2019-11-08,14.279999732971191,11.479999542236328,TP1-2019/10/02,False,True,False,False,False,False,0.0,False,,,,,,,,3808.HK
2019-11-04,3808.HK,12.520000457763672,13.15999984741211,12.399999618530272,13.100000381469728,9.47191047668457,8392500,0.0,0.0,8.852055675560253,8.683356444584236,8.65289713709424,8.910785912302755,9.03211356303276,False,True,,,0.0,,0.0,,0.0,0.0,TP2-2019/10/02,False,False,True,False,False,False,0.0,False,,,,,,,,3808.HK
2021-08-20,3808.HK,15.380000114440918,15.539999961853027,14.420000076293944,14.84000015258789,11.699244499206545,4931047,0.0,0.0,12.309531293788542,12.113028889655666,12.207391447223964,13.020385202416582,13.83881575105506,False,False,,,0.0,,0.0,,0.0,0.0,BY1-2021/07/23,True,False,False,False,False,False,0.0,False,,,,,,,,3808.HK
2021-09-24,3808.HK,12.9399995803833,12.9399995803833,11.859999656677246,11.9399995803833,9.413002967834473,7040041,0.0,0.0,10.599963318898022,11.135885983799444,11.60993908255867,12.373750283802089,13.407933849845309,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2021/07/23,False,False,False,True,False,False,0.0,False,,,,,,,,3808.HK
2023-05-15,3808.HK,13.140000343322754,13.260000228881836,12.760000228881836,13.140000343322754,11.032470703125,5251800,0.0,0.0,11.149346365585068,10.74246730126889,10.405940851366312,9.96203528039018,9.355998222722263,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2023/03/31,True,False,False,False,False,False,0.0,False,,,,,,,,3808.HK
2023-05-30,3808.HK,11.079999923706056,11.199999809265137,10.739999771118164,11.0600004196167,9.28608226776123,3157342,0.0,0.0,9.975723592701202,10.260884941520963,10.274718042781831,9.97554196809632,9.409644635675198,False,False,LL,LLLHHH,12.380000114440918,2023-06-05,14.020000457763672,2023-06-16,14.15999984741211,10.739999771118164,CL1-2023/03/31,False,False,False,True,False,False,0.0,False,,,,,,,,3808.HK
2025-01-17,3800.HK,1.1799999475479126,1.190000057220459,1.1299999952316284,1.159999966621399,1.159999966621399,280808262,0.0,0.0,1.1294364896843427,1.1599773226942227,1.2327332813740806,1.2573864951278193,1.288182489700197,False,False,,,0.0,,0.0,,0.0,0.0,BY1-2025/01/09,True,False,False,False,False,False,0.0,False,,,,,,,,3800.HK
2025-01-24,3800.HK,1.1799999475479126,1.2300000190734863,1.1699999570846558,1.2200000286102295,1.2200000286102295,233243900,0.0,0.0,1.1594593869474,1.1643790930392528,1.2213177694328163,1.2489638607695397,1.2834838534960191,False,False,,,0.0,,0.0,,0.0,0.0,TP1-2025/01/09,False,True,False,False,False,False,0.0,False,,,,,,,,3800.HK
2025-02-07,3800.HK,1.1699999570846558,1.350000023841858,1.1699999570846558,1.2999999523162842,1.2999999523162842,1199460674,0.0,0.0,1.2023749526618466,1.1866434401219204,1.2201724875905924,1.2451754440437273,1.2802827886459287,False,False,HH,HHHLLH,1.1399999856948853,2025-02-17,1.2699999809265137,2025-02-27,1.3200000524520874,1.1299999952316284,TP2-2025/01/09,False,False,True,False,False,False,0.0,False,,,,,,,,3800.HK
2015-06-18,3328.HK,7.940000057220459,7.949999809265137,7.71999979019165,7.75,3.988402128219605,60787811,0.0,0.0,4.080114909094454,4.020886191514164,3.862505237493404,3.6464289270671264,3.261125176565601,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2015/05/26,True,False,False,False,False,False,0.0,False,,,,,,,,3328.HK
2015-06-23,3328.HK,7.920000076293945,8.199999809265137,7.920000076293945,8.100000381469727,4.168523788452148,43535900,0.0,0.0,4.085441863205218,4.036216008024747,3.887312393119645,3.6717132509774775,3.2805402331852638,True,True,,,0.0,,0.0,,0.0,0.0,TP1-2015/05/26,False,True,False,False,False,False,0.0,False,,,,,,,,3328.HK
2015-07-08,3328.HK,7.159999847412109,8.020000457763672,6.690000057220459,7.599999904632568,3.911207437515259,264750930,0.0,0.0,4.014205263419075,4.032007891833627,3.9381772166919786,3.739636346586212,3.3396443435570267,False,False,LL,LLHLLL,7.03000020980835,2015-07-22,6.889999866485596,2015-07-28,6.829999923706055,6.690000057220459,CL2-2015/05/26,False,False,False,False,True,False,0.0,False,,,,,,,,3328.HK
2012-04-05,2899.HK,3.049999952316284,3.059999942779541,2.970000028610229,3.049999952316284,1.9510929584503167,47194337,0.0,0.0,1.992975655948272,2.057039251021358,2.117552254079307,2.1411817686806507,2.2598738952908413,False,False,LL,LLLLLH,2.900000095367432,2012-04-11,3.059999942779541,2012-04-18,3.0999999046325684,2.970000028610229,BY1-2012/01/04,True,False,False,False,False,False,0.0,False,,,,,,,,2899.HK
2012-04-27,2899.HK,2.880000114440918,2.900000095367432,2.5899999141693115,2.630000114440918,1.6824183464050293,213525633,0.0,0.0,1.8719573028847227,1.936148206106266,2.0240024095988867,2.0830115317549738,2.222275088354589,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2012/01/04,False,False,False,True,False,False,0.0,False,,,,,,,,2899.HK
2017-06-15,2899.HK,2.5999999046325684,2.640000104904175,2.569999933242798,2.609999895095825,2.052622079849243,25626690,0.0,0.0,2.036579028907647,2.0470183675083278,2.1009453515879604,2.1280879166754563,2.0687852973901912,False,False,,,0.0,,0.0,,0.0,0.0,TP1-2017/06/07,True,True,False,False,False,False,0.0,False,,,,,,,,2899.HK
2017-07-04,2899.HK,2.539999961853028,2.569999933242798,2.4800000190734863,2.5199999809265137,2.035609245300293,25017000,0.068675,0.0,2.040902672087148,2.044579386788413,2.078069887792514,2.1090442846631623,2.0664483594597947,False,False,LL,LL-LHH,2.4800000190734863,2017-07-12,2.8499999046325684,2017-07-19,2.869999885559082,2.4800000190734863,CL2-2017/06/07,False,False,False,False,True,False,0.0,False,,,,,,,,2899.HK
2008-09-22,2888.HK,201.3310089111328,201.6934356689453,190.27682495117188,199.337631225586,185.8817749023437,354070,0.0,0.0,173.29886791438963,174.5696945890721,182.557667916158,193.933313589005,204.78407012831656,False,False,,,0.0,,0.0,,0.0,0.0,BY1-2008/09/08,True,False,False,False,False,False,0.0,False,,,,,,,,2888.HK
2008-09-30,2888.HK,156.75186157226562,171.97401428222656,156.75186157226562,165.9032745361328,154.70433044433594,1007732,0.0,0.0,169.2704077359943,172.24145666611463,179.81700831105815,191.2242868012908,203.16011259374145,False,False,LL,LLLLLL,119.60257720947266,2008-10-10,88.9770736694336,2008-10-28,78.9195785522461,144.9728240966797,CL1-2008/09/08,False,False,False,True,False,False,0.0,False,,,,,,,,2888.HK
2011-06-02,2888.HK,191.1010131835937,191.4771881103516,188.65582275390625,190.5367431640625,179.84661865234375,1256207,0.0,0.0,180.75485677440952,180.7299174235472,181.90827698403425,183.66881931641132,181.98746024744173,False,False,,,0.0,,0.0,,0.0,0.0,BY1-2011/05/20,True,False,False,False,False,False,0.0,False,,,,,,,,2888.HK
2011-06-16,2888.HK,185.92849731445312,186.11659240722656,183.3892517089844,184.2356719970703,173.89907836914062,751743,0.0,0.0,177.02622511534392,178.46479739667274,180.3851482189005,182.56166102107488,181.64060571742985,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2011/05/20,False,False,False,True,False,False,0.0,False,,,,,,,,2888.HK
2015-11-03,2888.HK,80.12699890136719,82.33707427978516,75.14257049560547,77.72882843017578,75.01952362060547,3808858,0.0,0.0,78.00815290692152,78.41381387037107,81.95583739005403,89.46459101305933,103.47736852520426,False,False,,,0.0,,0.0,,0.0,0.0,BY1-2015/09/18,True,False,False,False,False,False,0.0,False,,,,,,,,2888.HK
2015-11-24,2888.HK,67.5,67.6500015258789,66.4000015258789,66.55000305175781,64.23033142089844,2552126,0.0,0.0,67.28426364775856,70.14933505042733,75.49936708702334,83.84630020417626,99.45144472702312,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2015/09/18,False,False,False,True,False,False,0.0,False,,,,,,,,2888.HK
2022-07-15,2888.HK,51.20000076293945,51.5,50.29999923706055,51.0,50.43486785888672,1533101,0.0,0.0,53.86920277720215,55.27271212249203,55.62159474007574,54.574027941367305,52.28681324735692,False,False,LL,LLLHHH,55.25,2022-07-22,55.400001525878906,2022-07-26,55.84999847412109,50.29999923706055,BY1-2022/04/22,True,False,False,False,False,False,0.0,False,,,,,,,,2888.HK
2022-07-29,2888.HK,54.70000076293945,57.34999847412109,54.04999923706055,56.04999923706055,55.42890930175781,1891681,0.0,0.0,54.42531173143175,54.67045162803529,55.132974045548,54.48623029045136,52.42311107863007,False,False,HH,HHHHHH,57.54999923706055,2022-08-04,57.84999847412109,2022-08-08,58.29999923706055,50.29999923706055,TP1-2022/04/22,False,True,False,False,False,False,0.0,False,,,,,,,,2888.HK
2022-09-28,2888.HK,49.400001525878906,49.400001525878906,46.84999847412109,47.150001525878906,46.65984725952149,2259656,0.0,0.0,50.95843860360621,52.493586452279786,53.73119525213894,54.10791961473588,52.89135365186725,False,False,,,0.0,,0.0,,0.0,0.0,CL2-2022/04/22,False,False,False,False,True,False,0.0,False,,,,,,,,2888.HK
2020-10-09,2799.HK,0.8500000238418579,0.8500000238418579,0.8100000023841858,0.8299999833106995,0.8299999833106995,31143485,0.0,0.0,0.8299525931571692,0.8333272038434767,0.8562814226423525,0.8830335697704819,1.0087816752601226,False,False,,,0.0,,0.0,,0.0,0.0,BY1-2020/09/21,True,False,False,False,False,False,0.0,False,,,,,,,,2799.HK
2020-10-19,2799.HK,0.8600000143051147,0.8700000047683716,0.8500000238418579,0.8500000238418579,0.8500000238418579,16436000,0.0,0.0,0.8405261147531025,0.8380451846438054,0.8544339847164818,0.8795133187008776,1.0023995261326353,False,False,-H,-HHH-H,0.8799999952316284,2020-10-23,0.8600000143051147,2020-10-27,0.8799999952316284,0.8100000023841858,TP1-2020/09/21,False,True,False,False,False,False,0.0,False,,,,,,,,2799.HK
