Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,BOSS2,SNO
2008-11-20,0101.HK,14.192999839782717,14.192999839782717,12.640000343322754,13.079999923706056,6.382428169250488,20171000,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2008/10/22,False,False,False,True,False,False,0.0,False,101.HK
2008-11-07,0101.HK,16.899999618530273,17.479999542236328,16.139999389648438,17.440000534057617,8.509903907775879,10421520,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2008/10/22,True,False,False,False,False,False,0.0,False,101.HK
2002-09-19,0101.HK,7.300000190734863,7.449999809265137,7.050000190734863,7.050000190734863,2.6651947498321533,4857388,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2002/03/06,False,False,False,True,False,False,0.0,False,101.HK
2000-03-16,1038.HK,14.300000190734863,14.300000190734863,13.100000381469728,13.399999618530272,4.5937910079956055,1874000,0.0,0.0,HL,HLLHHL,15.149999618530272,2000-03-28,13.5,2000-04-05,13.5,10.649999618530272,BY1-2000/02/17,True,False,False,False,False,False,0.0,False,1038.HK
2003-06-02,1038.HK,16.200000762939453,16.5,16.0,16.200000762939453,6.577568054199219,1226000,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2000/02/17,False,True,False,False,False,False,0.0,False,1038.HK
2004-01-20,1038.HK,18.950000762939453,19.39999961853028,18.950000762939453,19.350000381469727,7.962872982025146,1850455,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP2-2000/02/17,False,False,True,False,False,False,0.0,False,1038.HK
2005-05-12,1038.HK,23.700000762939453,23.950000762939453,23.450000762939453,23.850000381469727,10.438268661499023,1251206,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2005/04/14,True,False,False,False,False,False,0.0,False,1038.HK
2005-09-20,1038.HK,25.200000762939453,25.600000381469727,24.89999961853028,25.549999237060547,11.28917407989502,1147266,0.24,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2005/04/14,False,True,False,False,False,False,0.0,False,1038.HK
2007-01-18,1038.HK,26.39999961853028,27.25,26.049999237060547,27.200000762939453,12.49133586883545,2379484,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP2-2005/04/14,False,False,True,False,False,False,0.0,False,1038.HK
2010-02-03,1038.HK,29.600000381469727,29.600000381469727,29.14999961853028,29.450000762939453,15.07020664215088,1431660,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2010/01/14,False,True,False,False,False,False,0.0,False,1038.HK
2025-09-19,1038.HK,53.650001525878906,53.650001525878906,52.0,52.20000076293945,52.20000076293945,2963137,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2025/09/08,True,False,False,False,False,False,0.0,False,1038.HK
2010-02-09,1038.HK,29.450000762939453,29.950000762939453,29.350000381469727,29.89999961853028,15.300475120544434,2281205,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP2-2010/01/14,False,False,True,False,False,False,0.0,False,1038.HK
2024-03-27,1038.HK,46.45000076293945,46.45000076293945,45.79999923706055,45.79999923706055,41.28965377807617,1696937,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2024/03/14,True,False,False,False,False,False,0.0,False,1038.HK
2024-04-15,1038.HK,44.79999923706055,44.79999923706055,42.5,43.45000076293945,39.17108154296875,2927450,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2024/03/14,False,False,False,True,False,False,0.0,False,1038.HK
2025-08-18,1038.HK,54.0,54.0,53.0,53.09999847412109,52.36024856567383,2429723,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2025/07/07,True,False,False,False,False,False,0.0,False,1038.HK
2025-09-30,1038.HK,51.70000076293945,51.70000076293945,51.04999923706055,51.09999847412109,51.09999847412109,1339472,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2025/09/08,False,False,False,True,False,False,0.0,False,1038.HK
2010-01-29,1038.HK,28.75,29.0,28.700000762939453,28.950000762939453,14.814339637756348,362716,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2010/01/14,True,False,False,False,False,False,0.0,False,1038.HK
2000-12-18,1044.HK,1.7210229635238647,1.7210229635238647,1.6920169591903689,1.6920169591903689,0.5910853743553162,235813,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2000/10/25,False,False,False,True,False,False,0.0,False,1044.HK
2014-05-26,1044.HK,79.13809204101562,79.76655578613281,78.26791381835938,79.33146667480469,47.80599594116211,1037034,1.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2014/04/30,True,False,False,False,False,False,0.0,False,1044.HK
2000-11-22,1044.HK,1.837048053741455,1.837048053741455,1.779034972190857,1.7983729839324951,0.6282394528388977,76535,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2000/10/25,True,False,False,False,False,False,0.0,False,1044.HK
2014-09-26,1044.HK,75.99577331542969,75.99577331542969,74.54547119140625,74.69050598144531,45.50409698486328,2078896,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL2-2014/04/30,False,False,False,False,True,False,0.0,False,1044.HK
2021-01-29,1044.HK,57.650001525878906,57.75,55.25,55.650001525878906,42.22343826293945,7801391,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2021/01/19,True,False,False,False,False,False,0.0,False,1044.HK
2021-03-01,1044.HK,53.79999923706055,54.45000076293945,53.54999923706055,53.59999847412109,40.66803741455078,4556566,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2021/01/19,False,False,False,True,False,False,0.0,False,1044.HK
2014-06-03,1044.HK,79.71821594238281,80.78176879882812,78.89637756347656,80.73342895507812,48.65084457397461,1740569,0.0,0.0,LH,LHLLHL,75.41565704345703,2014-06-18,79.23477935791016,2014-07-09,78.60631561279297,76.09246063232422,TP1-2014/04/30,False,True,False,False,False,False,0.0,False,1044.HK
2019-01-02,1088.HK,17.18000030517578,17.239999771118164,16.639999389648438,16.68000030517578,8.470598220825195,12855902,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2018/12/03,False,False,False,True,False,False,0.0,False,1088.HK
2021-08-19,1088.HK,15.31999969482422,15.31999969482422,14.920000076293944,15.119999885559082,10.308406829833984,14024377,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2021/07/23,True,False,False,False,False,False,0.0,False,1088.HK
2021-08-24,1088.HK,15.600000381469728,15.760000228881836,15.420000076293944,15.539999961853027,10.594751358032228,11793871,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2021/07/23,False,True,False,False,False,False,0.0,False,1088.HK
2018-12-18,1088.HK,18.31999969482422,18.36000061035156,17.479999542236328,17.65999984741211,8.968271255493164,18077459,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2018/12/03,True,False,False,False,False,False,0.0,False,1088.HK
2025-04-07,1088.HK,31.200000762939453,31.75,29.799999237060547,29.89999961853028,27.75926399230957,71450090,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2025/02/14,True,False,False,False,False,False,0.0,False,1088.HK
2025-05-20,1088.HK,32.20000076293945,32.75,32.099998474121094,32.75,30.405214309692383,19655423,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2025/02/14,False,True,False,False,False,False,0.0,False,1088.HK
2025-06-12,1088.HK,34.70000076293945,34.70000076293945,34.04999923706055,34.150001525878906,31.704980850219727,20376208,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP2-2025/02/14,False,False,True,False,False,False,0.0,False,1088.HK
2021-08-30,1088.HK,16.0,16.540000915527344,16.0,16.3799991607666,11.167440414428713,27718173,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP2-2021/07/23,False,False,True,False,False,False,0.0,False,1088.HK
2018-01-08,1088.HK,21.39999961853028,23.0,21.350000381469727,22.700000762939453,10.865801811218262,54115674,0.0,0.0,HH,HHHLHH,21.549999237060547,2018-01-17,25.549999237060547,2018-02-02,25.75,19.799999237060547,TP2-2017/03/08,False,False,True,False,False,False,0.0,False,1088.HK
2015-10-30,1088.HK,13.119999885559082,13.15999984741211,12.9399995803833,13.119999885559082,5.077744007110596,19872780,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2015/09/09,True,False,False,False,False,False,0.0,False,1088.HK
2017-04-24,1088.HK,17.84000015258789,17.959999084472656,17.520000457763672,17.860000610351562,7.077057361602783,17832093,0.0,0.0,LL,LLLHHL,18.65999984741211,2017-05-04,17.84000015258789,2017-05-05,17.600000381469727,17.520000457763672,BY1-2017/03/08,True,False,False,False,False,False,0.0,False,1088.HK
2017-06-05,1088.HK,19.559999465942383,20.450000762939453,19.5,19.65999984741211,7.790310382843018,44270115,0.0,0.0,HH,HHHLLL,19.280000686645508,2017-06-09,19.36000061035156,2017-06-16,19.200000762939453,18.420000076293945,TP1-2017/03/08,False,True,False,False,False,False,0.0,False,1088.HK
2015-06-04,1088.HK,19.100000381469727,19.600000381469727,18.63999938964844,19.239999771118164,7.4463276863098145,46479657,0.93811,0.0,LL,LLLHLL,18.420000076293945,2015-06-23,15.34000015258789,2015-07-09,14.460000038146973,17.65999984741211,BY1-2015/05/26,True,False,False,False,False,False,0.0,False,1088.HK
2015-04-16,1088.HK,20.100000381469727,21.100000381469727,20.0,21.0,7.753741264343262,37217253,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2015/03/20,True,False,False,False,False,False,0.0,False,1088.HK
2015-06-16,1088.HK,18.559999465942383,18.700000762939453,18.13999938964844,18.18000030517578,7.036083221435547,25952957,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2015/03/20,False,False,False,True,False,False,0.0,False,1088.HK
2015-06-15,1088.HK,19.040000915527344,19.1200008392334,18.63999938964844,18.700000762939453,7.237334728240967,19577573,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2015/05/26,False,False,False,True,False,False,0.0,False,1088.HK
2016-01-11,1088.HK,11.220000267028809,11.4399995803833,10.960000038146973,10.960000038146973,4.241774559020996,28846601,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2015/09/09,False,False,False,True,False,False,0.0,False,1088.HK
2020-12-22,1093.HK,7.670000076293945,7.760000228881836,7.550000190734863,7.639999866485596,6.525304794311523,54399248,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2020/12/04,True,False,False,False,False,False,0.0,False,1093.HK
2007-11-12,1093.HK,1.875,1.875,1.609375,1.822916030883789,1.1847108602523804,6224640,0.0,0.0,LL,LLLLLH,1.421875,2007-11-27,1.729166030883789,2007-12-04,1.791666030883789,1.432291030883789,BY1-2007/08/07,True,False,False,False,False,False,0.0,False,1093.HK
2008-01-24,1093.HK,1.171875,1.171875,1.0625,1.078125,0.7006719708442688,11923200,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2007/08/07,False,False,False,True,False,False,0.0,False,1093.HK
2012-10-17,1093.HK,1.229166030883789,1.25,1.197916030883789,1.203125,0.9150194525718688,5491200,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2012/09/19,True,False,False,False,False,False,0.0,False,1093.HK
2013-01-09,1093.HK,1.3020830154418943,1.354166030883789,1.291666030883789,1.3489580154418943,1.025930643081665,20806773,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2012/09/19,False,True,False,False,False,False,0.0,False,1093.HK
2017-09-26,1093.HK,6.625,6.75,6.59375,6.71875,5.5201921463012695,18079301,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2017/09/06,True,False,False,False,False,False,0.0,False,1093.HK
2017-10-03,1093.HK,6.8125,7.125,6.791666030883789,7.052083015441895,5.794061660766602,26764412,0.0,0.0,HH,HH-HHL,7.125,2017-10-11,6.708333015441895,2017-10-13,6.59375,6.395833015441895,TP1-2017/09/06,False,True,False,False,False,False,0.0,False,1093.HK
2017-11-01,1093.HK,7.135416030883789,7.3333330154418945,7.083333015441895,7.125,5.853971481323242,41080874,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP2-2017/09/06,False,False,True,False,False,False,0.0,False,1093.HK
2021-01-19,1093.HK,8.079999923706055,8.699999809265137,7.880000114440918,8.470000267028809,7.234206199645996,151278216,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP2-2020/12/04,False,False,True,False,False,False,0.0,False,1093.HK
2021-01-06,1093.HK,7.880000114440918,8.1899995803833,7.880000114440918,8.130000114440918,6.943813800811768,55801622,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2020/12/04,False,True,False,False,False,False,0.0,False,1093.HK
2013-01-11,1093.HK,1.3333330154418943,1.4427080154418943,1.296875,1.4375,1.0932700634002686,18115392,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP2-2012/09/19,False,False,True,False,False,False,0.0,False,1093.HK
2023-07-21,0011.HK,111.0,115.0999984741211,110.5999984741211,115.0999984741211,98.5723876953125,2032377,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2023/05/23,False,True,False,False,False,False,0.0,False,11.HK
2025-04-23,0011.HK,102.0,104.0,101.8000030517578,103.4000015258789,100.19720458984376,2085362,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP2-2024/12/30,False,False,True,False,False,False,0.0,False,11.HK
2025-04-15,0011.HK,99.0999984741211,99.5999984741211,98.5500030517578,99.25,96.17575073242188,1341563,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2024/12/30,False,True,False,False,False,False,0.0,False,11.HK
2025-04-08,0011.HK,97.8000030517578,98.9000015258789,94.3000030517578,94.5500030517578,91.621337890625,4940057,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2024/12/30,True,False,False,False,False,False,0.0,False,11.HK
2023-07-31,0011.HK,116.0999984741211,120.1999969482422,116.0999984741211,118.6999969482422,101.65544891357422,1701569,0.0,0.0,HH,HHLLLH,97.0,2023-08-23,101.1999969482422,2023-09-04,102.0,98.0,TP2-2023/05/23,False,False,True,False,False,False,0.0,False,11.HK
2023-02-27,0011.HK,127.5,128.39999389648438,126.4000015258789,127.4000015258789,106.37137603759766,1088673,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2023/02/14,True,False,False,False,False,False,0.0,False,11.HK
2002-02-22,0011.HK,87.0,87.0,86.0,86.0,26.401376724243164,1788267,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2002/01/29,True,False,False,False,False,False,0.0,False,11.HK
2002-03-08,0011.HK,87.75,89.75,87.75,89.5,27.47584342956543,2973294,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2002/01/29,False,True,False,False,False,False,0.0,False,11.HK
2023-03-10,0011.HK,123.1999969482422,123.4000015258789,117.5999984741211,118.4000015258789,100.41496276855467,2668003,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2023/02/14,False,False,False,True,False,False,0.0,False,11.HK
2002-08-02,0011.HK,84.25,84.75,83.75,83.75,26.522253036499023,1794850,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2002/07/23,True,False,False,False,False,False,0.0,False,11.HK
2002-08-07,0011.HK,85.25,87.0,85.25,86.75,27.47231101989746,2779452,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2002/07/23,False,True,False,False,False,False,0.0,False,11.HK
2002-08-15,0011.HK,87.0,88.25,87.0,87.75,27.788986206054688,3281507,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP2-2002/07/23,False,False,True,False,False,False,0.0,False,11.HK
2002-04-10,0011.HK,83.5,83.5,82.5,82.75,26.2055606842041,2984400,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL2-2002/01/29,False,False,False,False,True,False,0.0,False,11.HK
2005-08-01,0011.HK,107.5,108.0,107.0,107.8000030517578,40.70490264892578,1885612,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2004/10/20,False,True,False,False,False,False,0.0,False,11.HK
2005-10-12,0011.HK,102.4000015258789,102.5,101.1999969482422,101.3000030517578,38.64707565307617,3706466,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL2-2004/10/20,False,False,False,False,True,False,0.0,False,11.HK
2021-02-01,0011.HK,140.0,141.3000030517578,139.1999969482422,140.3000030517578,109.27752685546876,1484243,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2020/12/16,True,False,False,False,False,False,0.0,False,11.HK
2021-02-16,0011.HK,146.5,152.6999969482422,146.5,151.89999389648438,118.31259155273438,4947892,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2020/12/16,False,True,False,False,False,False,0.0,False,11.HK
2021-02-23,0011.HK,154.1999969482422,156.3000030517578,150.3000030517578,152.5,118.77996826171876,5310892,0.0,0.0,HH,HHHLLH,145.8000030517578,2021-03-02,152.39999389648438,2021-03-11,154.0,139.1999969482422,TP2-2020/12/16,False,False,True,False,False,False,0.0,False,11.HK
2005-01-05,0011.HK,107.0,107.5,105.0,105.5,38.71914291381836,4751379,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2004/10/20,True,False,False,False,False,False,0.0,False,11.HK
2023-06-29,0011.HK,110.9000015258789,111.5999984741211,109.3000030517578,110.0999984741211,94.29035949707033,1291399,0.0,0.0,HL,HLLLHH,106.1999969482422,2023-07-07,118.6999969482422,2023-07-31,120.1999969482422,108.1999969482422,BY1-2023/05/23,True,False,False,False,False,False,0.0,False,11.HK
2019-12-13,1128.HK,17.799999237060547,18.700000762939453,17.799999237060547,18.26000022888184,16.770315170288086,22419051,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP2-2019/11/19,False,True,True,False,False,False,0.0,False,1128.HK
2019-12-03,1128.HK,17.079999923706055,17.31999969482422,16.920000076293945,17.239999771118164,15.833528518676758,6574664,0.0,0.0,HL,HLLLHH,16.479999542236328,2019-12-11,20.0,2020-01-03,20.5,16.399999618530273,BY1-2019/11/19,True,False,False,False,False,False,0.0,False,1128.HK
2017-04-05,1128.HK,16.040000915527344,17.0,16.040000915527344,16.899999618530273,13.242910385131836,23424332,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP2-2016/10/26,False,False,True,False,False,False,0.0,False,1128.HK
2016-12-09,1128.HK,12.699999809265137,13.600000381469728,12.199999809265137,13.100000381469728,10.265213966369627,76750331,0.0,0.0,LL,LLLLLH,11.859999656677246,2016-12-29,13.0,2017-01-10,13.5,11.880000114440918,BY1-2016/10/26,True,False,False,False,False,False,0.0,False,1128.HK
2015-07-13,1128.HK,15.18000030517578,16.100000381469727,14.800000190734863,15.81999969482422,11.803479194641112,29516323,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP2-2015/06/19,False,False,True,False,False,False,0.0,False,1128.HK
2015-07-10,1128.HK,14.81999969482422,15.460000038146973,14.720000267028809,14.979999542236328,11.176743507385254,22910971,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2015/06/19,False,True,False,False,False,False,0.0,False,1128.HK
2015-07-08,1128.HK,14.34000015258789,14.380000114440918,13.619999885559082,14.100000381469728,10.52016544342041,18538672,0.0,0.0,HL,HLHH-H,16.559999465942383,2015-07-14,16.139999389648438,2015-07-24,16.559999465942383,12.600000381469728,BY1-2015/06/19,True,False,False,False,False,False,0.0,False,1128.HK
2017-03-14,1128.HK,14.600000381469728,14.979999542236328,14.600000381469728,14.84000015258789,11.628684997558594,16598488,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2016/10/26,False,True,False,False,False,False,0.0,False,1128.HK
2014-11-13,1171.HK,3.528204917907715,3.7076919078826895,3.51282000541687,3.656409978866577,1.0440492630004885,87027696,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP2-2014/07/04,False,False,True,False,False,False,0.0,False,1171.HK
2021-05-14,1171.HK,5.312819957733154,5.343588829040527,5.025640964508057,5.158974170684815,2.226334810256958,44832060,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2021/04/29,True,False,False,False,False,False,0.0,False,1171.HK
2015-07-02,1171.HK,3.071794033050537,3.1282050609588623,3.020512104034424,3.041024923324585,0.8713496327400208,34433581,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2015/03/13,False,False,False,True,False,False,0.0,False,1171.HK
2015-04-14,1171.HK,4.584615230560303,4.584615230560303,4.210256099700928,4.251282215118408,1.213908553123474,101238871,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2015/03/13,True,False,False,False,False,False,0.0,False,1171.HK
2014-11-10,1171.HK,3.2666659355163574,3.61025595664978,3.251281976699829,3.487179040908813,0.9957271218299866,125325784,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2014/07/04,False,True,False,False,False,False,0.0,False,1171.HK
