date,sno,stype,price,close,type,classification,PATTERN,HHClose,HLLow,BOSS1,BOSS2
2025-09-15 08:00:00+08:00,1899.HK,M,1.309999942779541,1.2899999618530271,high,HH,HHHLHH,1.340000033378601,1.2599999904632568,False,True
2025-09-22 08:00:00+08:00,1872.HK,M,4.460000038146973,4.070000171661377,high,HH,HHHLHH,5.849999904632568,3.920000076293945,False,True
2025-09-16 08:00:00+08:00,1856.HK,S,1.5700000524520874,1.559999942779541,high,HH,HHHLHH,1.7000000476837158,1.2899999618530271,False,True
2025-10-03 08:00:00+08:00,1816.HK,L,3.0299999713897705,2.9600000381469727,high,HH,HHHLHH,3.0799999237060547,2.890000104904175,False,True
2025-09-18 08:00:00+08:00,1811.HK,M,2.9200000762939453,2.8399999141693115,high,HH,HHHLHH,3.200000047683716,2.680000066757202,False,True
2025-09-16 08:00:00+08:00,1787.HK,L,36.7599983215332,35.84000015258789,high,HH,HHHLHH,38.81999969482422,33.119998931884766,False,True
2025-09-29 08:00:00+08:00,1769.HK,S,2.650000095367432,2.559999942779541,high,HH,HHHLHH,2.7799999713897705,2.400000095367432,False,True
2025-09-18 08:00:00+08:00,1760.HK,S,1.840000033378601,1.7799999713897705,high,HH,HHHLHH,1.850000023841858,1.6299999952316284,False,True
2025-09-15 08:00:00+08:00,1712.HK,S,7.869999885559082,7.320000171661377,high,HH,HHHLHH,7.570000171661377,6.75,False,True
2025-09-23 08:00:00+08:00,1712.HK,S,7.980000019073486,7.570000171661377,high,HH,HHHLHH,8.869999885559082,6.949999809265137,False,True
2025-09-16 08:00:00+08:00,1676.HK,S,0.5299999713897705,0.4900000095367431,high,HH,HHHLHH,0.5899999737739563,0.4650000035762787,False,True
2025-09-24 08:00:00+08:00,1660.HK,S,0.2750000059604645,0.2259999960660934,high,HH,HHHLHH,0.270000010728836,0.2220000028610229,False,True
2025-09-18 08:00:00+08:00,1643.HK,S,0.7900000214576721,0.7400000095367432,high,HH,HHHLHH,0.75,0.6800000071525574,False,True
2025-09-22 08:00:00+08:00,1635.HK,M,4.199999809265137,3.450000047683716,high,HH,HHHLHH,4.730000019073486,2.819999933242798,False,True
2025-09-19 08:00:00+08:00,1497.HK,M,7.820000171661377,7.579999923706055,high,HH,HHHLHH,7.75,7.199999809265137,False,True
2025-09-24 08:00:00+08:00,1416.HK,S,0.1669999957084655,0.1669999957084655,high,HH,HHHLHH,0.1669999957084655,0.1410000026226043,False,True
2025-09-16 08:00:00+08:00,1408.HK,S,0.248999997973442,0.2440000027418136,high,HH,HHHLHH,0.2599999904632568,0.2199999988079071,False,True
2025-09-18 08:00:00+08:00,1399.HK,S,0.2000000029802322,0.2000000029802322,high,HH,HHHLHH,0.1940000057220459,0.1809999942779541,False,True
2025-09-15 08:00:00+08:00,1385.HK,M,41.59999847412109,37.81999969482422,high,HH,HHHLHH,47.65999984741211,38.959999084472656,False,True
2025-09-22 08:00:00+08:00,1289.HK,S,2.5,2.5,high,HH,HHHLHH,2.869999885559082,2.4200000762939453,False,True
2025-09-26 08:00:00+08:00,1283.HK,S,1.5,1.4800000190734863,high,HH,HHHLHH,1.559999942779541,1.3200000524520874,False,True
2025-09-17 08:00:00+08:00,1265.HK,S,0.2249999940395355,0.2230000048875808,high,HH,HHHLHH,0.2300000041723251,0.2160000056028366,False,True
2025-09-18 08:00:00+08:00,1247.HK,S,2.6700000762939453,2.5,high,HH,HHHLHH,2.8499999046325684,2.3299999237060547,False,True
2025-09-15 08:00:00+08:00,1241.HK,S,0.248999997973442,0.2419999986886978,high,HH,HHHLHH,0.25,0.2060000002384185,False,True
2025-10-03 08:00:00+08:00,1205.HK,M,0.4350000023841858,0.4250000119209289,high,HH,HHHLHH,0.4300000071525574,0.4099999964237213,False,True
2025-09-23 08:00:00+08:00,1184.HK,M,4.840000152587891,4.710000038146973,high,HH,HHHLHH,5.099999904632568,4.449999809265137,False,True
2025-09-16 08:00:00+08:00,1164.HK,M,2.9800000190734863,2.890000104904175,high,HH,HHHLHH,3.220000028610229,2.900000095367432,False,True
2025-09-26 08:00:00+08:00,1164.HK,M,3.400000095367432,3.220000028610229,high,HH,HHHLHH,3.859999895095825,3.039999961853028,False,True
2025-09-18 08:00:00+08:00,1145.HK,S,0.1669999957084655,0.1550000011920929,high,HH,HHHLHH,0.1840000003576278,0.152999997138977,False,True
2025-09-19 08:00:00+08:00,1141.HK,S,1.0800000429153442,0.959999978542328,high,HH,HHHLHH,1.3899999856948853,0.9100000262260436,False,True
2025-09-22 08:00:00+08:00,1140.HK,M,0.1930000036954879,0.164000004529953,high,HH,HHHLHH,0.238999992609024,0.1430000066757202,False,True
2025-09-24 08:00:00+08:00,1133.HK,M,12.279999732971191,12.210000038146973,high,HH,HHHLHH,13.279999732971191,11.359999656677246,False,True
2025-09-18 08:00:00+08:00,1066.HK,M,6.059999942779541,5.980000019073486,high,HH,HHHLHH,6.28000020980835,5.559999942779541,False,True
2025-09-17 08:00:00+08:00,1059.HK,S,0.3799999952316284,0.3650000095367431,high,HH,HHHLHH,0.3899999856948852,0.3449999988079071,False,True
2025-09-16 08:00:00+08:00,1057.HK,S,5.539999961853027,5.170000076293945,high,HH,HHHLHH,5.579999923706055,4.869999885559082,False,True
2025-10-02 08:00:00+08:00,990.HK,M,0.7699999809265137,0.7400000095367432,high,HH,HHHLHH,0.7900000214576721,0.7099999785423279,False,True
2025-09-16 08:00:00+08:00,975.HK,M,12.279999732971191,11.890000343322754,high,HH,HHHLHH,12.100000381469728,10.710000038146973,False,True
2025-09-23 08:00:00+08:00,975.HK,M,12.739999771118164,12.100000381469728,high,HH,HHHLHH,13.09000015258789,10.880000114440918,False,True
2025-09-18 08:00:00+08:00,916.HK,M,8.140000343322754,7.920000076293945,high,HH,HHHLHH,8.260000228881836,7.46999979019165,False,True
2025-09-24 08:00:00+08:00,915.HK,S,0.0850000008940696,0.0820000022649765,high,HH,HHHLHH,0.0750000029802322,0.0719999969005584,False,True
2025-09-15 08:00:00+08:00,894.HK,S,0.6000000238418579,0.5600000023841858,high,HH,HHHLHH,0.6600000262260437,0.5400000214576721,False,True
2025-09-15 08:00:00+08:00,889.HK,S,0.4250000119209289,0.3650000095367431,high,HH,HHHLHH,0.395000010728836,0.3300000131130218,False,True
2025-09-23 08:00:00+08:00,875.HK,S,0.8999999761581421,0.7599999904632568,high,HH,HHHLHH,0.9900000095367432,0.550000011920929,False,True
2025-09-29 08:00:00+08:00,838.HK,M,1.2100000381469729,1.2000000476837158,high,HH,HHHLHH,1.2400000095367432,1.149999976158142,False,True
2025-09-18 08:00:00+08:00,837.HK,M,7.800000190734863,7.53000020980835,high,HH,HHHLHH,7.840000152587891,7.28000020980835,False,True
2025-09-22 08:00:00+08:00,815.HK,M,0.5400000214576721,0.5299999713897705,high,HH,HHHLHH,0.800000011920929,0.4900000095367431,False,True
2025-09-18 08:00:00+08:00,700.HK,L,664.5,642.0,high,HH,HHHLHH,676.5,627.0,False,True
2025-10-03 08:00:00+08:00,694.HK,M,2.8499999046325684,2.8399999141693115,high,HH,HHHLHH,2.819999933242798,2.789999961853028,False,True
2025-09-18 08:00:00+08:00,670.HK,M,3.2300000190734863,3.119999885559082,high,HH,HHHLHH,3.3299999237060547,2.9800000190734863,False,True
2025-09-24 08:00:00+08:00,611.HK,S,0.4950000047683716,0.4900000095367431,high,HH,HHHLHH,0.6899999976158142,0.4799999892711639,False,True
2025-09-16 08:00:00+08:00,609.HK,S,1.4700000286102295,1.4600000381469729,high,HH,HHHLHH,1.5299999713897705,1.409999966621399,False,True
2025-09-18 08:00:00+08:00,598.HK,M,5.300000190734863,5.130000114440918,high,HH,HHHLHH,5.230000019073486,5.019999980926514,False,True
2025-10-02 08:00:00+08:00,595.HK,S,0.4050000011920929,0.4050000011920929,high,HH,HHHLHH,0.4399999976158142,0.3899999856948852,False,True
2025-10-02 08:00:00+08:00,582.HK,S,0.1280000060796737,0.1190000027418136,high,HH,HHHLHH,0.123999997973442,0.1150000020861625,False,True
2025-09-29 08:00:00+08:00,573.HK,S,0.3700000047683716,0.3549999892711639,high,HH,HHHLHH,0.3650000095367431,0.3400000035762787,False,True
2025-09-16 08:00:00+08:00,570.HK,M,2.2300000190734863,2.220000028610229,high,HH,HHHLHH,2.380000114440918,2.130000114440918,False,True
2025-09-16 08:00:00+08:00,520.HK,S,0.949999988079071,0.9200000166893004,high,HH,HHHLHH,1.0199999809265137,0.8799999952316284,False,True
2025-09-17 08:00:00+08:00,432.HK,S,0.2039999961853027,0.2000000029802322,high,HH,HHHLHH,0.2060000002384185,0.1990000009536743,False,True
2025-10-02 08:00:00+08:00,365.HK,S,0.3300000131130218,0.3050000071525574,high,HH,HHHLHH,0.3799999952316284,0.2849999964237213,False,True
2025-09-19 08:00:00+08:00,268.HK,L,17.270000457763672,16.59000015258789,high,HH,HHHLHH,17.399999618530273,15.979999542236328,False,True
2025-09-23 08:00:00+08:00,259.HK,M,5.460000038146973,5.320000171661377,high,HH,HHHLHH,5.409999847412109,4.659999847412109,False,True
2025-09-23 08:00:00+08:00,243.HK,S,0.395000010728836,0.395000010728836,high,HH,HHHLHH,0.4650000035762787,0.3499999940395355,False,True
2025-09-26 08:00:00+08:00,235.HK,S,0.0359999984502792,0.0320000015199184,high,HH,HHHLHH,0.0410000011324882,0.0289999991655349,False,True
2025-10-02 08:00:00+08:00,175.HK,L,19.8700008392334,19.739999771118164,high,HH,HHHLHH,19.75,18.8799991607666,False,True
2025-09-15 08:00:00+08:00,165.HK,M,9.579999923706056,9.34000015258789,high,HH,HHHLHH,12.789999961853027,8.729999542236328,False,True
2025-09-17 08:00:00+08:00,163.HK,S,0.2119999974966049,0.2090000063180923,high,HH,HHHLHH,0.2049999982118606,0.2000000029802322,False,True
2025-09-15 08:00:00+08:00,150.HK,S,0.1829999983310699,0.1829999983310699,high,HH,HHHLHH,0.2189999967813491,0.1729999929666519,False,True
2025-09-30 08:00:00+08:00,86.HK,M,3.9800000190734863,3.9800000190734863,high,HH,HHHLHH,3.9800000190734863,3.890000104904175,False,True
2025-09-25 08:00:00+08:00,85.HK,M,1.6799999475479126,1.6200000047683716,high,HH,HHHLHH,1.7400000095367432,1.6399999856948853,False,True
2025-09-22 08:00:00+08:00,76.HK,S,0.2649999856948852,0.2549999952316284,high,HH,HHHLHH,0.2750000059604645,0.2549999952316284,False,True
2025-09-26 08:00:00+08:00,11.HK,L,123.8000030517578,118.1999969482422,high,HH,HHHLHH,149.8000030517578,117.6999969482422,False,True
