Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,LLLow,HHClose,HHHigh,22DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,BOSS2,classification,PATTERN,LLDate,HHDate,Capital Gains,bullish_count,strong_bullish,medium_bullish,weak_bullish,SNO
2020-06-18,0103.HK,0.1840000003576278,0.2080000042915344,0.1840000003576278,0.2080000042915344,0.1653681248426437,20000,0.0,0.0,0.2189999967813491,0.2119999974966049,0.2010000050067901,0.1840000003576278,BY1-2020/05/12,True,False,False,False,False,False,0.0,False,LL,LLHHHL,2020-07-10,2020-07-13,,,,,,103.HK
2016-09-07,0103.HK,0.2199999988079071,0.248999997973442,0.2199999988079071,0.238999992609024,0.1806076765060424,5542000,0.0,0.0,0.3100000023841858,0.2800000011920929,0.2750000059604645,0.2029999941587448,TP2-2016/08/08,False,True,True,False,False,False,0.0,False,HH,HHHHHL,2016-09-22,2016-09-28,,,,,,103.HK
2016-09-05,0103.HK,0.2090000063180923,0.2160000056028366,0.2090000063180923,0.2150000035762787,0.1624713391065597,1396000,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2016/08/08,False,True,False,False,False,False,0.0,False,,,,,,,,,,103.HK
2016-08-30,0103.HK,0.2080000042915344,0.2080000042915344,0.1959999948740005,0.2080000042915344,0.1571815758943557,1206000,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2016/08/08,True,False,False,False,False,False,0.0,False,,,,,,,,,,103.HK
2016-07-20,0103.HK,0.1930000036954879,0.2000000029802322,0.1930000036954879,0.2000000029802322,0.1511361449956894,450000,0.0,0.0,0.2060000002384185,0.1940000057220459,0.1899999976158142,0.1809999942779541,BY1-2016/06/22,True,False,False,False,False,False,0.0,False,HL,HLLHLL,2016-08-08,2016-08-25,,,,,,103.HK
2011-03-18,0103.HK,0.7400000095367432,0.9399999976158142,0.7400000095367432,0.9399999976158142,0.6963199377059937,1822000,0.0,0.0,0.7300000190734863,0.7699999809265137,0.800000011920929,0.7200000286102295,TP2-2011/02/22,False,True,True,False,False,False,0.0,False,HH,HHHLLH,2011-03-28,2011-04-06,,,,,,103.HK
2021-09-07,0103.HK,0.2750000059604645,0.2849999964237213,0.2599999904632568,0.2849999964237213,0.2389453500509262,448000,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2021/07/19,False,True,False,False,False,False,0.0,False,,,,,,,,,,103.HK
2014-02-21,1033.HK,1.7300000190734863,1.7300000190734863,1.5199999809265137,1.5299999713897705,1.5299999713897705,60421000,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2014/01/21,True,False,False,False,False,False,0.0,False,,,,,,,,,,1033.HK
2012-07-09,1033.HK,1.1399999856948853,1.2400000095367432,1.1399999856948853,1.1866660118103027,1.1866660118103027,31851000,0.0,0.0,1.053333044052124,0.959999978542328,0.953333020210266,1.0333329439163208,TP2-2012/05/29,False,False,True,False,False,False,0.0,False,HH,HHHLLL,2012-07-16,2012-07-30,,,,,,1033.HK
2012-07-04,1033.HK,1.0666660070419312,1.159999966621399,1.0666660070419312,1.1533329486846924,1.1533329486846924,24822000,0.024547,0.0,0.0,0.0,0.0,0.0,TP1-2012/05/29,False,True,False,False,False,False,0.0,False,,,,,,,,,,1033.HK
2012-03-29,1033.HK,1.2333329916000366,1.2400000095367432,1.2066659927368164,1.2333329916000366,1.2054729461669922,12681000,0.0,0.0,1.3066660165786743,1.1799999475479126,1.1533329486846924,1.2066659927368164,BY1-2011/12/05,True,False,False,False,False,False,0.0,False,LL,LLLHLL,2012-04-05,2012-04-27,,,,,,1033.HK
2012-05-16,1033.HK,1.1333329677581787,1.1333329677581787,1.0800000429153442,1.0800000429153442,1.0556036233901978,4764000,0.0,0.0,0.0,0.0,0.0,0.0,CL2-2011/12/05,False,False,False,False,True,False,0.0,False,,,,,,,,,,1033.HK
2012-04-03,1033.HK,1.2866660356521606,1.2999999523162842,1.273332953453064,1.2933330535888672,1.2641175985336304,3396000,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2011/12/05,False,True,False,False,False,False,0.0,False,,,,,,,,,,1033.HK
2014-04-10,1033.HK,1.6399999856948853,1.9600000381469729,1.6399999856948853,1.899999976158142,1.899999976158142,151068493,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2014/01/21,False,True,False,False,False,False,0.0,False,,,,,,,,,,1033.HK
2012-06-22,1033.HK,1.0733330249786377,1.0866659879684448,1.0666660070419312,1.0800000429153442,1.0556036233901978,3429000,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2012/05/29,True,False,False,False,False,False,0.0,False,,,,,,,,,,1033.HK
2014-09-15,1033.HK,3.049999952316284,3.259999990463257,2.720000028610229,3.190000057220459,3.190000057220459,804090700,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2014/01/21,False,False,True,False,False,False,0.0,False,,,,,,,,,,1033.HK
2017-12-06,1033.HK,1.190000057220459,1.2100000381469729,1.149999976158142,1.159999966621399,1.159999966621399,7329000,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2017/07/04,False,False,False,True,False,False,0.0,False,,,,,,,,,,1033.HK
2016-10-20,1033.HK,1.590000033378601,1.7000000476837158,1.590000033378601,1.6799999475479126,1.6799999475479126,48083000,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2016/09/22,False,True,False,False,False,False,0.0,False,,,,,,,,,,1033.HK
2017-04-25,1033.HK,1.4299999475479126,1.440000057220459,1.399999976158142,1.4199999570846558,1.4199999570846558,10084000,0.0,0.0,0.0,0.0,0.0,0.0,CL2-2016/09/22,False,False,False,False,True,False,0.0,False,,,,,,,,,,1033.HK
2017-11-16,1033.HK,1.309999942779541,1.3200000524520874,1.2899999618530271,1.2999999523162842,1.2999999523162842,6104000,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2017/07/04,True,False,False,False,False,False,0.0,False,,,,,,,,,,1033.HK
2018-10-04,1033.HK,1.0800000429153442,1.0800000429153442,1.0199999809265137,1.0499999523162842,1.0499999523162842,2960000,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2018/08/28,True,False,False,False,False,False,0.0,False,,,,,,,,,,1033.HK
2018-10-11,1033.HK,0.9900000095367432,0.9900000095367432,0.8899999856948853,0.9200000166893004,0.9200000166893004,18865000,0.0,0.0,0.8399999737739563,0.7900000214576721,0.7699999809265137,0.8500000238418579,CL1-2018/08/28,False,False,False,True,False,False,0.0,False,LL,LLLLLL,2018-10-30,2018-11-12,,,,,,1033.HK
2020-02-28,1033.HK,0.75,0.75,0.7099999785423279,0.7200000286102295,0.7200000286102295,15686636,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2019/11/27,False,False,False,True,False,False,0.0,False,,,,,,,,,,1033.HK
2021-11-02,1033.HK,0.75,0.7599999904632568,0.699999988079071,0.7099999785423279,0.7099999785423279,12983000,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2021/08/12,True,False,False,False,False,False,0.0,False,,,,,,,,,,1033.HK
2022-03-15,1033.HK,0.6100000143051147,0.6100000143051147,0.5299999713897705,0.550000011920929,0.550000011920929,22995242,0.0,0.0,0.6499999761581421,0.6200000047683716,0.6200000047683716,0.5299999713897705,CL1-2021/08/12,False,False,False,True,False,False,0.0,False,LL,LLLHHL,2022-03-22,2022-04-01,,,,,,1033.HK
2002-12-03,1033.HK,0.6933330297470093,0.7533329725265503,0.6933330297470093,0.7466660141944885,0.68292635679245,74748000,0.0,0.0,0.6800000071525574,0.7333329916000366,0.7400000095367432,0.6266660094261169,TP2-2002/10/02,False,True,True,False,False,False,0.0,False,HH,HHHLLH,2002-12-16,2002-12-18,,,,,,1033.HK
2016-10-13,1033.HK,1.600000023841858,1.600000023841858,1.5399999618530271,1.5499999523162842,1.5499999523162842,11467000,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2016/09/22,True,False,False,False,False,False,0.0,False,,,,,,,,,,1033.HK
2002-10-29,1033.HK,0.6399999856948853,0.6399999856948853,0.613332986831665,0.6200000047683716,0.5670733451843262,19038000,0.0,0.0,0.6466659903526306,0.6200000047683716,0.613332986831665,0.5799999833106995,BY1-2002/10/02,True,False,False,False,False,False,0.0,False,HL,HLLH-L,2002-11-08,2002-11-12,,,,,,1033.HK
2020-01-29,1033.HK,0.8199999928474426,0.8299999833106995,0.7799999713897705,0.8199999928474426,0.8199999928474426,3325000,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2019/11/27,True,False,False,False,False,False,0.0,False,,,,,,,,,,1033.HK
2020-11-11,1050.HK,0.75,0.7638880014419556,0.75,0.7569440007209778,0.4983309805393219,1169280,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2020/10/05,False,True,False,False,False,False,0.0,False,,,,,,,,,,1050.HK
2016-06-28,1050.HK,0.3541660010814667,0.3958329856395721,0.3541660010814667,0.3888880014419555,0.1569294780492782,26546244,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2016/05/20,False,False,True,False,False,False,0.0,False,,,,,,,,,,1050.HK
2017-01-05,1050.HK,0.5,0.5208330154418945,0.493054986000061,0.5138880014419556,0.2268923223018646,10103040,0.0,0.0,0.4722220003604889,0.5347219705581665,0.555554986000061,0.4652769863605499,TP1-2016/10/04,False,True,False,False,False,False,0.0,False,HH,HHHLHH,2017-01-16,2017-01-25,,,,,,1050.HK
2017-01-25,1050.HK,0.5416659712791443,0.555554986000061,0.5277770161628723,0.5347219705581665,0.2360909283161163,4636748,0.0,0.0,0.5486109852790833,0.5694440007209778,0.5763880014419556,0.5,TP2-2016/10/04,False,False,True,False,False,False,0.0,False,HH,HHHLHH,2017-02-13,2017-02-22,,,,,,1050.HK
2017-08-29,1050.HK,0.8333330154418945,0.8541659712791443,0.8194440007209778,0.8263880014419556,0.3879211843013763,1391040,0.052,0.0,0.0,0.0,0.0,0.0,BY1-2017/08/04,True,False,False,False,False,False,0.0,False,,,,,,,,,,1050.HK
2017-09-12,1050.HK,0.875,0.9097219705581664,0.868054986000061,0.868054986000061,0.4074804186820984,14472000,0.0,0.0,0.7986109852790833,0.8333330154418945,0.8541659712791443,0.7986109852790833,TP1-2017/08/04,False,True,False,False,False,False,0.0,False,HH,HH-LLH,2017-09-26,2017-10-03,,,,,,1050.HK
2018-08-28,1050.HK,0.7777770161628723,0.7777770161628723,0.7638880014419556,0.7708330154418945,0.4049692749977112,172800,0.0475,0.0,0.0,0.0,0.0,0.0,CL2-2017/08/04,False,False,False,False,True,False,0.0,False,,,,,,,,,,1050.HK
2016-06-23,1050.HK,0.3402769863605499,0.3541660010814667,0.3402769863605499,0.34375,0.1387147456407547,2257920,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2016/05/20,False,True,False,False,False,False,0.0,False,,,,,,,,,,1050.HK
2020-10-29,1050.HK,0.7361109852790833,0.7361109852790833,0.7291659712791443,0.7361109852790833,0.484615683555603,541440,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2020/10/05,True,False,False,False,False,False,0.0,False,,,,,,,,,,1050.HK
2021-02-08,1050.HK,1.1597219705581665,1.256943941116333,1.048611044883728,1.25,0.8707500696182251,26452800,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2021/01/13,True,False,False,False,False,False,0.0,False,,,,,,,,,,1050.HK
2021-04-22,1050.HK,1.1388880014419556,1.1388880014419556,1.0972219705581665,1.118054986000061,0.7788371443748474,3309120,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2021/04/09,True,False,False,False,False,False,0.0,False,,,,,,,,,,1050.HK
2021-04-29,1050.HK,1.125,1.236111044883728,1.125,1.2152769565582275,0.8465617895126343,13040640,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2021/04/09,False,True,False,False,False,False,0.0,False,,,,,,,,,,1050.HK
2021-06-23,1050.HK,1.2847219705581665,1.3263880014419556,1.256943941116333,1.298611044883728,0.9046124815940856,6007680,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2021/04/09,False,False,True,False,False,False,0.0,False,,,,,,,,,,1050.HK
2023-03-15,1050.HK,1.2100000381469729,1.2100000381469729,0.8500000238418579,1.090000033378601,0.9251043796539308,3278000,0.0,0.0,0.8500000238418579,0.8600000143051147,0.8799999952316284,0.8500000238418579,TP2-2023/02/22,True,True,True,False,False,False,0.0,False,LL,LL-LLH,2023-04-06,2023-04-19,,,,,,1050.HK
2023-06-30,1050.HK,0.7799999713897705,0.7799999713897705,0.7400000095367432,0.7400000095367432,0.6280525326728821,296000,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2021/01/13,False,False,False,True,False,False,0.0,False,,,,,,,,,,1050.HK
2020-11-18,1050.HK,0.7708330154418945,0.7916659712791443,0.7708330154418945,0.7777770161628723,0.5120463967323303,1869120,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2020/10/05,False,False,True,False,False,False,0.0,False,,,,,,,,,,1050.HK
