index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,LLLow,HHClose,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,WLow,WHigh,HHHL,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_Width,Price_zscore,Volume_zscore,Anomaly_Score,MA_50,MA_20,Price_Above_MA50,Price_Increase_50D,Price_Increase_30D,Resistance,Above_Resistance,Breakout_Percentage,Volatility_Decrease,Volatility_Decrease_Pct,Contraction_Structure,Contraction_Count,Valid_Contractions,KC_Contraction,Volume_Contraction,Volume_Spike,Breakout_Detected,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Uptrend_Requirement,Contraction_Pattern,Volume_Signature,Momentum_Confirmation,VCP,classification,PATTERN,LLDate,HHDate,WLDate,WHDate,SNO
2024-05-30,1735.HK,8.5600004196167,8.979999542236328,7.199999809265137,8.8100004196167,8.8100004196167,17763000,0.0,0.0,7.610374369222048,6.837185499790514,6.309372581335996,5.879699346076108,5.239290593677451,True,True,True,False,1.7799997329711914,0.4353332837422689,0.6529999256134034,8.729999542236328,7.150000095367432,7.0,-0.2,5.269999980926514,5.21999979019165,BY1-2024/04/02,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,5.21999979019165,9.220000267028809,False,54.4365064118834,43.59268090991221,13.844399092176277,88.88889011532173,6.915898683214022,7.921898725175692,5.909898641252352,29.092388076863845,1.866067040003884,2.8805263029570107,1,6.239400033950806,6.385500025749207,True,51.11493198813453,49.57556229748082,9.220000267028809,False,-4.446852880018776,-0.4%,-0.3922819745907024,True,2,True,True,False,True,False,True,True,88.9,True,True,True,True,False,False,HL,HLLHLLHHHL,2024-05-31,2024-06-12,2024-05-08,2024-05-29,1735.HK
2025-03-21,1735.HK,8.579999923706055,8.789999961853027,8.399999618530273,8.75,8.75,4560000,0.0,0.0,8.615906685800052,8.530941971873336,8.438183947529176,8.34659365153774,7.742011857841372,True,True,True,False,0.3900003433227539,0.2806667645772298,0.4210001468658447,9.5,9.1899995803833,8.779999732971191,-0.08,7.849999904632568,7.849999904632568,BY1-2025/03/06,True,True,True,True,False,False,False,False,False,False,False,False,0.0,0,0,False,7.849999904632568,8.949999809265137,False,9.146595123107916,21.729964597368504,17.932501209194225,61.504433741162686,8.540768868272071,9.184769112412695,7.896768624131446,15.080615201589358,1.1075732458469945,0.4963319388654832,1,8.399800024032594,8.479500007629394,True,10.062895722368726,1.3904969173555572,8.949999809265137,False,-2.234634788015244,-17.1%,-17.095233124898368,False,1,False,False,False,False,False,False,True,61.5,True,False,False,False,False,False,HL,LLLHLLHHHL,2025-03-24,2025-03-26,2025-03-11,2025-03-19,1735.HK
2015-05-28,1882.HK,18.440000534057617,19.39999961853028,18.440000534057617,18.89999961853028,13.73772430419922,556950,0.0,0.0,18.769385556469118,18.675457005495105,18.192065036011343,17.518295336116264,16.896877073543205,True,True,True,False,0.9599990844726598,0.7156252861022947,1.073437929153442,19.479999542236328,17.760000228881836,17.5,-0.1,16.979999542236328,16.979999542236328,BY1-2015/05/12,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,16.979999542236328,19.920000076293945,False,8.921955221649059,30.425486713596943,23.19148413786559,62.33765858451584,18.69300258079886,20.326003145374056,17.060002016223667,17.471784508847023,0.3932192627983111,0.6580368711567769,1,18.32839992523193,18.667999935150146,True,18.12499761581423,-1.562505898376053,20.450000762939453,False,-7.579467416050997,-20.2%,-20.19490169599184,False,1,False,False,False,False,False,False,True,62.3,True,False,False,False,False,False,HL,LLLHLLHHHL,2015-05-29,2015-06-03,2015-05-15,2015-05-26,1882.HK
2017-11-16,1882.HK,24.89999961853028,25.14999961853028,24.600000381469727,24.75,19.079574584960938,1273000,0.0,0.0,24.73209539700861,24.147223573807164,23.445159227764123,22.501476232417676,20.13180212256293,True,True,True,False,0.5499992370605504,0.690625190734864,1.0359377861022958,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2017/11/02,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,21.161585423795557,36.86438431448615,19.91526848349658,57.24137404869342,24.221500575413792,25.85150107132444,22.591500079503145,13.459120675332482,0.7037826311906639,0.1176391335682068,1,23.252000007629395,24.03500003814697,True,12.5,5.995715613098216,27.049999237060547,False,-8.502770062593472,27.2%,27.24013863982224,True,3,False,False,False,False,False,True,True,57.2,True,False,False,False,True,False,,,,,,,1882.HK
2020-12-22,1919.HK,6.3461527824401855,6.3461527824401855,5.823075771331787,5.892306804656982,2.649108648300171,41531735,0.0,0.0,5.888565315299047,5.629588292545982,4.982562497786862,4.166682150804929,3.191491733741777,True,True,True,False,0.5230770111083984,0.3087911605834962,0.4631867408752443,8.461538314819336,8.353845596313477,7.800000190734863,-0.08,5.661538124084473,5.069230079650879,BY1-2020/11/30,True,True,True,True,False,False,False,False,False,False,False,False,0.0,0,0,False,5.069230079650879,6.538461208343506,False,28.355158341267604,29.48716980779698,20.51283019220304,55.37633584377201,5.67518210609737,6.408259203036457,4.942105009158284,25.834487184172456,0.5347571685729112,0.0340446963143743,1,4.852768750190735,5.725768780708313,True,83.25359561237636,20.06268645231096,6.538461208343506,False,-9.882361967093848,-16.6%,-16.59407013554821,False,1,False,False,False,False,False,True,True,55.4,True,True,False,False,True,False,HL,HLLHLLHHHL,2021-01-07,2021-01-08,2020-12-11,2020-12-21,1919.HK
2012-11-07,2018.HK,29.5,29.600000381469727,28.200000762939453,28.799999237060547,24.053083419799805,6359002,0.0,0.0,28.145480472037715,27.79676966763496,27.12724772582801,25.929502613744887,23.385088766193824,True,True,True,False,1.3999996185302734,0.7566670735677083,1.1350006103515624,29.89999961853028,27.89999961853028,27.5,-0.08,26.25,26.25,BY1-2012/10/12,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,26.25,30.0,False,18.579538300223508,27.23733034807398,11.673133095931592,63.86554567972627,27.83820982231055,29.618210508956057,26.05820913566504,12.788183565014664,1.65790545405851,1.6478383869745683,1,27.553000030517577,27.642500019073488,True,17.791404246967083,2.3090572907233544,30.0,False,-4.000002543131511,8.6%,8.645029406855853,True,2,True,False,False,True,False,False,True,63.9,True,False,False,True,False,False,HL,LLLHLLHHHL,2012-11-12,2012-11-16,2012-10-29,2012-11-06,2018.HK
2020-07-10,2020.HK,77.5999984741211,78.5,71.69999694824219,74.30000305175781,67.21932220458984,17205088,0.0,0.0,73.8840575775636,72.4242411003712,70.10467308504312,68.24723653377629,64.48033210967505,True,True,True,False,6.8000030517578125,2.580000305175781,5.160000610351562,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2020/06/24,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,31.960714118621105,28.65231419407272,22.42355099017061,57.86925172058599,72.61528719513034,78.81528872100924,66.41528566925143,17.076298298506718,0.8752777682534432,2.071609540872628,1,70.11800033569335,71.7075008392334,True,14.307697002704328,10.319234944462876,79.5,False,-6.540876664455582,6.6%,6.600702138365677,False,1,False,False,False,True,False,True,True,57.9,True,False,False,True,True,False,,,,,,,2020.HK
2015-06-26,2039.HK,11.944443702697754,12.0,11.333333015441896,11.666666030883787,8.109254837036133,4359553,0.0,0.0,11.639402182983282,11.617012725463043,11.343734081620555,10.748594202484885,9.92715283382593,True,True,True,False,0.6666669845581037,0.6700618002149791,1.0050927003224686,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2015/06/15,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,13.901821386442265,22.100639194401143,22.593010546749813,46.746751236081934,11.6203193817058,13.058097187034171,10.182541576377432,24.74592578912941,0.0901112343805969,0.5484745799349192,1,11.717332820892334,11.731666088104246,False,-1.176474199658114,7.692304983646799,13.333333015441896,False,-12.500002682209104,9.5%,9.533569679644494,False,1,False,False,False,False,False,False,True,46.7,True,False,False,False,False,False,,,,,,,2039.HK
2022-07-13,2096.HK,9.670000076293944,9.979999542236328,9.260000228881836,9.760000228881836,9.105501174926758,3159505,0.0,0.0,9.554379596747948,9.437498183565106,9.335002335842526,9.234890931549137,9.173978039964869,True,True,True,False,0.7199993133544922,0.4481251239776617,0.6721876859664926,10.039999961853027,8.020000457763672,7.809999942779541,-0.22,8.430000305175781,8.430000305175781,BY1-2022/06/28,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,8.430000305175781,10.479999542236328,False,15.26570242626185,26.812587980049766,25.30779155887274,50.55248567841943,9.449642031415191,10.424642031415194,8.474642031415192,20.635702320968957,0.8097024562230007,0.5579031481176264,1,9.258200063705443,9.436500072479248,True,17.026379500164893,5.285865662582431,10.479999542236328,False,-6.870222755762177,25.6%,25.590433727739924,False,1,False,False,False,False,False,False,True,50.6,True,False,False,False,False,False,HL,HLLHLLHHHL,2022-07-14,2022-08-02,2022-07-04,2022-07-11,2096.HK
2026-01-16,2268.HK,73.0,73.3499984741211,68.5999984741211,70.8499984741211,70.8499984741211,6245633,0.0,0.0,70.70852794390555,69.1137873186123,68.38120614731007,65.66261184021522,54.51246147177908,True,True,True,False,4.75,2.855882532456342,5.711765064912684,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2025/12/19,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,21.664029778138847,35.307775186107165,22.29966614087939,57.654072048782005,69.25308402363257,75.69308303181128,62.81308501545386,18.598446838789357,0.6798616294832546,0.8328678374723255,1,68.14700035095215,68.10500049591064,True,-5.6591212867527805,8.250575672523292,76.8499984741211,False,-7.807417201212403,6.3%,6.339607267920733,False,1,False,False,False,True,False,True,True,57.7,True,False,False,True,True,False,,,,,,,2268.HK
2011-05-25,2328.HK,6.3003411293029785,6.592565059661865,6.218517780303955,6.522430896759033,3.593611240386963,23973645,0.0,0.0,6.444155442803265,6.245634118660879,6.030485113228173,5.96209197153174,5.629921192994839,True,True,True,False,0.3740472793579101,0.2140538096427917,0.3210807144641876,6.849721908569336,6.61594295501709,6.440608024597168,-0.06,6.218517780303955,5.558093070983887,BY1-2011/04/21,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,5.558093070983887,6.81465482711792,False,27.98083427645695,35.95890104756338,13.86987660143751,72.13623378033964,6.273628301106967,6.735341901265658,5.811914700948275,14.719188896709834,0.8795255934181385,0.4287501875045147,1,5.833952207565307,6.172931623458863,True,13.761470102632533,15.170271625628072,6.81465482711792,False,-4.2881692143235846,-1.4%,-1.3564778280506395,False,1,False,False,False,False,False,True,True,72.1,True,False,False,False,True,False,HL,HLLHLLHHHL,2011-06-08,2011-06-09,2011-05-06,2011-05-20,2328.HK
2024-01-09,2328.HK,9.739999771118164,9.75,9.350000381469728,9.609999656677246,8.58260726928711,27395939,0.0,0.0,9.464989774302538,9.27116186486444,9.220550260710343,9.18077135533996,8.849990297069542,True,True,True,False,0.3999996185302716,0.2705262836657074,0.4057894254985611,9.949999809265137,9.390000343322754,9.229999542236328,-0.07,8.729999542236328,8.600000381469727,BY1-2023/12/01,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,8.600000381469727,10.079999923706056,False,35.28999237165614,29.016803188427534,13.18942688761712,71.51162984114663,9.287826120942404,9.849826204865746,8.725826037019065,12.101864884316251,1.264377388847172,0.1323583144017308,1,9.164599952697754,9.110999917984008,True,1.5856196398034623,3.667736592492001,10.079999923706056,False,-4.662701097085009,17.8%,17.778479921982225,True,2,True,True,False,False,False,True,True,71.5,True,False,True,False,True,False,HL,LLLHLLHHHL,2024-01-12,2024-01-17,2023-12-11,2024-01-08,2328.HK
2007-11-06,2331.HK,25.41425132751465,27.18417358398437,24.234304428100582,25.777313232421875,20.38342666625977,4924795,0.0,0.0,25.581193906606018,24.617628328036485,22.96001334412853,20.72389540477608,16.511644528535673,True,True,True,False,2.949869155883789,1.243482971191406,1.865224456787109,27.18417358398437,23.462799072265625,22.73667907714844,-0.16,20.921375274658203,20.921375274658203,BY1-2007/10/08,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,25.868078231811523,28.27335548400879,False,36.40534043771288,40.11742727559243,12.133079859166848,67.99999999999999,24.75411902834912,27.93090068270703,21.57733737399121,25.66669127444826,0.8424551755704771,0.0647532771525658,1,23.008792762756347,24.2229588508606,True,44.89796421620464,7.372405682244404,29.04485893249512,False,-11.249996798633251,-16.8%,-16.75856878950355,False,1,False,False,False,False,False,True,True,68.0,True,True,False,False,True,False,LL,LLHHHLLHLL,2007-11-07,2007-11-12,2007-10-31,2007-11-01,2331.HK
2009-10-16,2333.HK,1.0119999647140503,1.0119999647140503,0.953333020210266,0.969332993030548,0.5692155361175537,40102500,0.0,0.0,0.9488275046329294,0.9426492157696564,0.9416329172503282,0.8876999421960005,0.781682049385735,True,True,True,False,0.0586669445037842,0.0247111996014913,0.0370667994022369,1.1066659688949585,1.057332992553711,1.02400004863739,-0.07,0.8746659755706787,0.8746659755706787,BY1-2009/09/17,True,True,True,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.8746659755706787,1.0199999809265137,False,21.798471578184927,31.50324921016233,13.294958927663057,55.803621855343714,0.9425173633005228,1.007850658168992,0.8771840684320535,13.863573746733762,1.4220352327123724,1.6377517728857942,1,0.9558930182456972,0.93039970099926,True,-8.091001878564706,-0.4109598772013372,1.0199999809265137,False,-4.9673518473934175,88.9%,88.87101673669235,True,2,True,True,False,True,False,True,True,55.8,True,False,True,True,True,False,HL,HLLHLLHHHL,2009-10-20,2009-10-22,2009-10-05,2009-10-15,2333.HK
2012-05-31,2333.HK,5.306665897369385,5.360000133514404,5.2133331298828125,5.313333034515381,3.2793877124786377,41168958,0.0,0.0,5.222570826752874,5.190639493567693,5.116953430022593,4.86479106908057,4.326585044762318,True,True,True,False,0.1466670036315918,0.2187499999999999,0.3281249999999999,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2012/05/17,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,18.80891475464737,24.76341564151385,16.56147481662548,53.00260872309643,5.192048185187344,5.769381635504726,4.614714734869961,22.23914069073884,0.5006626854215969,1.5405800759130812,1,5.157999649047851,5.169333004951477,True,0.8860842812208494,2.9715734813475345,5.766665935516357,False,-7.861265175930194,-16.1%,-16.118250903139963,True,2,True,True,False,True,False,False,True,53.0,True,False,True,True,False,False,,,,,,,2333.HK
2025-04-17,2367.HK,68.0,72.8499984741211,66.5,72.0999984741211,70.47663116455078,60531552,0.0,0.0,71.41464379712745,69.82395861269904,66.1718948580321,60.96642509778564,52.70905610625269,True,True,True,False,6.349998474121094,3.688461890587441,7.376923781174881,87.0999984741211,51.20000076293945,48.59999847412109,-0.44,76.19999694824219,66.5,BY1-2025/04/01,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,60.29999923706055,80.80000305175781,False,16.28715357784018,27.23521854595698,25.58459844511464,56.48535805271455,70.06708459768834,79.57208452139439,60.56208467398229,27.13114147186778,0.6829705437006308,4.164957977842853,0,66.2979997253418,69.6174991607666,True,24.310342196760505,4.040397256941042,80.80000305175781,False,-10.76733199139087,-29.4%,-29.408156557478076,False,1,False,False,False,True,False,False,True,56.5,False,True,False,True,False,False,HL,HLLHLLHHHL,2025-05-20,2025-06-23,2025-04-07,2025-04-15,2367.HK
2010-09-10,2382.HK,1.6100000143051147,1.6699999570846558,1.6100000143051147,1.649999976158142,1.383502960205078,424000,0.0,0.0,1.6341321572877403,1.6217007834111343,1.6209933327059534,1.610550380540964,1.4664847136415782,True,True,True,False,0.059999942779541,0.061875008046627,0.0928125120699406,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2010/08/24,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,29.61018591415376,24.489796414865825,15.306119718237891,54.166662527455394,1.6226954430909977,1.7756954759927617,1.4696954101892337,18.85751680060447,0.5930241212739754,0.7354078867555196,1,1.6050000023841855,1.6125000059604644,True,5.769233120498894,3.124996973201678,1.7400000095367432,False,-5.17241568306443,-24.4%,-24.446829449313924,False,1,False,False,False,False,False,True,True,54.2,True,False,False,False,True,False,,,,,,,2382.HK
2026-01-19,0241.HK,6.679999828338623,6.800000190734863,6.510000228881836,6.559999942779541,6.559999942779541,189114396,0.0,0.0,6.441572448252134,6.031663572961206,5.834345187120693,5.720184562601625,5.262144333790592,True,True,True,False,0.2899999618530273,0.2487501204013824,0.3731251806020736,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2025/12/19,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,52.73181520030971,50.81668521369701,10.52630440259105,66.42157080447572,6.0731193136029775,6.731119449024731,5.415119178181224,21.66926422630692,0.9760364203942204,0.0100984647787833,1,5.694200048446655,5.789000082015991,True,12.136752986692006,19.05625535900904,7.909999847412109,False,-17.067002916242075,-10.7%,-10.652093268079144,True,2,True,True,False,False,False,True,True,66.4,True,False,True,False,True,False,,,,,,,241.HK
