index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,LLLow,HHClose,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,WLow,WHigh,HHHL,classification,PATTERN,LLDate,HHDate,WLDate,WHDate,medium_bullish,weak_bullish,buy_price,tp1_price,tp2_price,tp3_price,SNO
2024-04-08,0011.HK,90.1999969482422,91.8499984741211,89.19999694824219,91.1999969482422,82.72624206542969,2198204,0.0,0.0,88.75032531257256,87.8774183456257,87.06856163940769,88.44800511634202,97.41383676400427,False,False,True,False,2.6500015258789062,1.7375011444091797,3.47500228881836,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2024/02/07,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,11.HK
2024-04-10,0011.HK,99.0,99.8000030517578,97.8000030517578,99.6999969482422,90.43647003173828,4881689,0.0,0.0,91.52955651331688,89.39554154671816,87.82695751019256,88.77955084139408,97.40546329729406,False,False,True,False,2.0,1.8406262397766116,3.681252479553223,93.9000015258789,115.1999969482422,117.5,0.25,85.19999694824219,85.0,TP2-2024/02/07,False,True,True,False,False,True,False,False,False,False,False,False,0.0,0,0,False,117.5,109.3000030517578,False,HH,HHHLHHHLLH,2024-04-19,2024-05-22,2024-05-22,2024-05-24,,,,,,,11.HK
2024-04-29,0011.HK,103.0,105.4000015258789,102.6999969482422,103.8000030517578,94.15553283691406,3200700,0.0,0.0,99.4629378960779,96.17987177656735,92.26363727776176,91.03178584898434,97.5164890276357,False,True,True,False,2.7000045776367045,2.100000508626303,4.200001017252606,0.0,0.0,0.0,0.0,0.0,0.0,TP3-2024/02/07,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,11.HK
2023-07-21,1128.HK,7.510000228881836,7.610000133514404,7.440000057220459,7.579999923706055,6.96160888671875,5074990,0.0,0.0,7.565947337443182,7.492956931638191,7.512035653831604,7.777780802844297,7.323574339971651,False,False,False,False,0.1700000762939453,0.2124999761581421,0.3187499642372131,8.4399995803833,8.109999656677246,7.730000019073486,-0.08,7.139999866485596,6.900000095367432,BY1-2023/07/05,False,False,True,True,False,False,False,False,False,False,False,False,0.0,0,0,False,7.730000019073486,8.199999809265137,False,HL,HLHHHLLHLL,2023-07-31,2023-08-03,2023-08-03,2023-08-10,,,,,,,1128.HK
2023-07-25,1128.HK,7.730000019073486,7.900000095367432,7.639999866485596,7.840000152587891,7.200397491455078,17308783,0.0,0.0,7.620840793167087,7.531633288971746,7.528211307600015,7.7755621665147485,7.323574339971651,False,False,True,False,0.2600002288818359,0.1846666653951009,0.2769999980926513,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2023/07/05,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1128.HK
2023-07-31,1128.HK,8.300000190734863,8.4399995803833,7.960000038146973,8.100000381469727,7.439186573028564,14492557,0.0,0.0,7.906115520982986,7.715002593061295,7.617193286974644,7.802717445483685,7.323574339971651,False,False,True,False,0.4799995422363281,0.1878571510314941,0.2817857265472412,7.730000019073486,8.149999618530273,8.199999809265137,0.06,7.440000057220459,6.900000095367432,TP2-2023/07/05,False,False,True,False,False,True,False,False,False,False,False,False,0.0,0,0,False,8.199999809265137,6.820000171661377,False,HH,HHHLLHLLLH,2023-08-03,2023-08-10,2023-08-10,2023-08-21,,,,,,,1128.HK
2023-05-17,1171.HK,14.179487228393556,14.179487228393556,13.79487133026123,13.820511817932127,7.431456089019775,28052115,0.0,0.0,14.084158957797122,13.833347836915644,13.408520300991732,12.427560304461398,11.474132355755328,False,False,True,False,0.384615898132326,0.4175825119018556,0.6263737678527834,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2023/04/28,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1171.HK
2023-05-25,1171.HK,12.871793746948242,12.871793746948242,12.35897445678711,12.51282024383545,6.728294849395752,27336225,0.0,0.0,13.40135503150433,13.564043215145007,13.371130199899232,12.427560304461398,11.474132355755328,False,False,False,False,0.5128192901611328,0.4343892265768614,0.6515838398652921,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2023/04/28,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1171.HK
2024-02-01,1171.HK,12.461538314819336,12.461538314819336,11.969229698181152,12.061537742614746,9.439842224121094,19783717,0.0,0.0,12.210786625612574,12.037295889702891,11.655616320998265,11.306669175660314,11.47881287676616,False,True,True,False,0.4923086166381836,0.4045250275555778,0.6067875413333667,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2024/01/16,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1171.HK
2024-02-19,1171.HK,12.092307090759276,13.01538372039795,12.092307090759276,12.984615325927734,10.16227912902832,56610658,0.0,0.0,12.250709613633507,12.14740714027764,11.83862619823271,11.46994256341944,11.534694994054668,False,True,True,False,0.9230766296386737,0.3709403673807779,0.5564105510711669,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2024/01/16,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1171.HK
2024-02-20,1171.HK,13.061537742614746,13.584614753723145,12.907691955566406,13.399999618530272,10.487375259399414,39935966,0.0,0.0,12.459671432705646,12.256328225343088,11.89985652844046,11.508161515005794,11.54955797911025,False,True,True,False,0.6769227981567383,0.3803420596652559,0.5705130894978839,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2024/01/16,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1171.HK
2024-02-22,1171.HK,13.30769157409668,14.523076057434082,13.261537551879885,14.523076057434082,11.366340637207031,56506996,0.0,0.0,12.970142183302894,12.541795685017906,12.058090676332805,11.603985880375436,11.587635198144453,True,True,True,False,1.2615385055541974,0.3905984030829535,0.5858976046244304,0.0,0.0,0.0,0.0,0.0,0.0,TP3-2024/01/16,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1171.HK
2026-01-19,1177.HK,6.949999809265137,6.949999809265137,6.5,6.519999980926514,6.519999980926514,87072766,0.0,0.0,6.789628119598462,6.750791774355037,6.867024184057407,6.8740982217071975,6.014948535205485,False,False,False,False,0.4499998092651367,0.1957142693655831,0.2935714040483747,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2025/12/19,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1177.HK
2023-06-21,1179.HK,32.04999923706055,32.04999923706055,31.39999961853028,31.5,31.112558364868164,1615100,0.0,0.0,33.24540860611837,33.0804860626407,34.03897379519486,35.56719763552065,31.37702784722349,False,False,False,False,0.6499996185302699,0.859374403953552,1.289061605930328,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2023/05/30,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1179.HK
2023-07-28,1179.HK,34.400001525878906,35.900001525878906,34.400001525878906,35.650001525878906,35.211517333984375,2050837,0.0,0.0,33.684625133859214,32.959866085595856,33.05920667638573,34.3407177292665,31.37702784722349,False,False,False,False,1.5,0.8892854963030123,1.3339282444545186,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2023/05/30,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1179.HK
2024-01-31,1179.HK,24.799999237060547,24.89999961853028,23.600000381469727,24.200000762939453,23.98450469970703,4924662,0.0,0.0,25.34341200712187,25.51469103027641,26.34679602043788,27.90338117120589,31.37702784722349,False,False,False,False,1.2999992370605504,0.7656247615814211,1.1484371423721318,25.89999961853028,24.75,24.5,-0.05,23.25,23.25,BY1-2024/01/12,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,24.5,26.0,False,HL,HLLHHLHHLL,2024-02-02,2024-02-05,2024-02-05,2024-02-06,,,,,,,1179.HK
2024-02-16,1179.HK,28.0,29.049999237060547,27.950000762939453,28.950000762939453,28.69220542907715,2015400,0.0,0.0,26.105588391124165,25.76292467949211,26.18954206446659,27.55303270580372,31.034708639094355,False,False,False,False,1.0999984741210938,0.8142855507986899,1.2214283261980348,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2024/01/12,False,False,False,False,True,True,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1179.HK
2024-02-26,1179.HK,30.350000381469727,31.0,30.299999237060547,30.39999961853028,30.12929344177246,3111600,0.0,0.0,28.4335431012788,27.25826557947898,26.845945138677628,27.74438517985981,30.950271192422395,False,False,True,False,0.7000007629394531,0.7357142312186115,1.1035713468279171,26.350000381469727,27.64999961853028,27.950000762939453,0.06,24.5,24.350000381469727,TP3-2024/01/12,False,False,True,False,False,False,True,False,False,False,False,False,0.0,0,0,False,27.950000762939453,26.600000381469727,False,HH,HHLLLHHLHH,2024-03-05,2024-03-06,2024-03-06,2024-03-07,,,,,,,1179.HK
2024-05-29,0012.HK,25.0,25.200000762939453,24.700000762939453,24.799999237060547,21.39265251159668,3141178,0.0,0.0,25.497760155147684,25.08395287994355,24.17002030551332,23.379652012101285,23.549195020437807,False,True,True,False,0.5,0.5399997711181643,0.8099996566772465,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2024/04/16,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,12.HK
2024-06-14,0012.HK,21.700000762939453,21.89999961853028,21.450000762939453,21.450000762939453,19.52214813232422,2063882,0.0,0.0,22.792642882802976,23.64334235642871,23.748657164082573,23.316317534849667,23.5115786867426,False,False,False,False,0.4499988555908238,0.6099997202555343,0.9149995803833014,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2024/04/16,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,12.HK
2024-09-03,0012.HK,23.049999237060547,23.600000381469727,23.0,23.299999237060547,21.65996551513672,2531122,0.5,0.0,23.41599688815662,22.92955081366289,22.65901230196296,22.66008442560469,23.04771323199188,False,False,True,False,0.6000003814697266,0.6205881904153254,0.930882285622988,23.950000762939453,23.200000762939453,22.75,-0.05,21.299999237060547,21.299999237060547,BY1-2024/08/20,False,True,True,True,False,False,False,False,False,False,False,False,0.0,0,0,False,22.75,26.39999961853028,False,HL,HLLHLLHHHL,2024-09-09,2024-09-11,2024-09-11,2024-09-27,,,,,,,12.HK
2024-09-19,0012.HK,24.299999237060547,24.950000762939453,24.100000381469727,24.799999237060547,23.05438232421875,6415228,0.0,0.0,23.82887658547256,23.42679261167358,23.00411469119243,22.84585860529014,23.095776575206724,False,True,True,False,0.8500003814697266,0.7058825773351328,1.0588238660026992,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2024/08/20,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,12.HK
2024-10-02,0012.HK,25.200000762939453,27.64999961853028,25.200000762939453,27.200000762939453,25.28545379638672,19483414,0.0,0.0,25.39668157649378,24.601798788348447,23.73157880225512,23.25982033410992,23.253314994091983,True,True,True,False,2.449998855590824,0.8406250476837158,1.2609375715255735,24.25,25.89999961853028,26.799999237060547,0.11,23.75,22.75,TP2-2024/08/20,True,True,True,False,False,True,False,False,False,False,False,False,0.0,0,0,False,26.799999237060547,24.64999961853028,False,HH,HHLLLHHLLH,2024-10-09,2024-10-17,2024-10-17,2024-10-31,,,,,,,12.HK
2026-01-23,0012.HK,30.65999984741211,30.979999542236328,30.0,30.200000762939453,30.200000762939453,9563811,0.0,0.0,30.62359803418512,30.21204801601933,29.59883075624948,28.76325728204853,26.968099769125743,True,True,True,False,0.979999542236328,0.705000042915344,1.057500064373016,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2025/12/22,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,12.HK
2025-01-23,1208.HK,2.700000047683716,2.720000028610229,2.619999885559082,2.650000095367432,2.650000095367432,24799719,0.0,0.0,2.6802651910516286,2.6550926863745605,2.655016384055766,2.668936767049052,2.693137155989943,False,False,True,False,0.100000143051147,0.0923528811510871,0.1385293217266307,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2025/01/07,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1208.HK
2025-02-10,1208.HK,2.7300000190734863,2.8299999237060547,2.680000066757202,2.8299999237060547,2.8299999237060547,60026762,0.0,0.0,2.675621480161825,2.657851673518772,2.6549996499258763,2.666585290911275,2.690583524013705,False,False,True,False,0.1499998569488525,0.092777755525377,0.1391666332880655,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2025/01/07,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1208.HK
2025-02-21,1208.HK,2.490000009536743,2.509999990463257,2.359999895095825,2.390000104904175,2.390000104904175,95829224,0.0,0.0,2.5938949300715914,2.630612041257714,2.6453914550805737,2.660528281931566,2.6867661399800875,False,False,False,False,0.1500000953674316,0.0994117259979248,0.1491175889968872,0.0,0.0,0.0,0.0,0.0,0.0,CL2-2025/01/07,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1208.HK
2024-03-01,1209.HK,23.89999961853028,23.89999961853028,22.700000762939453,23.14999961853028,20.73932647705078,4026336,0.0,0.0,23.521335332190844,23.39070398310936,24.387717142456214,26.77990070894153,32.3359281310789,False,False,False,False,1.199998855590824,1.0794116749482998,1.6191175124224495,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2024/02/02,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1209.HK
2024-03-27,1209.HK,23.75,25.75,23.549999237060547,25.0,22.39668273925781,7443685,0.0,0.0,24.03554678295459,23.76421684781647,24.045912187847662,25.837437288012374,31.16773364318369,False,False,False,False,2.200000762939453,1.2235293668859146,1.835294050328872,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2024/02/02,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1209.HK
2024-04-03,1209.HK,26.799999237060547,27.700000762939453,26.75,26.89999961853028,24.09882926940918,7029575,0.0,0.0,25.0619936799318,24.35335022540751,24.28897726297028,25.857442789017007,31.04927205346732,False,False,True,False,0.9500007629394532,1.2125000953674312,1.8187501430511468,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2024/02/02,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1209.HK
2024-05-03,1209.HK,29.450000762939453,30.39999961853028,29.450000762939453,29.700000762939453,26.60725784301757,3055116,0.0,0.0,27.904955437351703,26.878921358153644,25.83219025855799,26.23138800168445,30.44104320994668,False,False,True,False,0.949998855590824,1.2656248807907104,1.8984373211860657,28.100000381469727,32.75,33.75,0.2,24.39999961853028,24.39999961853028,TP3-2024/02/02,False,True,True,False,False,False,True,False,False,False,False,False,0.0,0,0,False,33.75,27.0,False,HH,HHHLHHLLLH,2024-05-08,2024-05-20,2024-05-20,2024-05-31,,,,,,,1209.HK
2024-05-23,1258.HK,7.699999809265137,7.699999809265137,7.409999847412109,7.579999923706055,6.9987616539001465,19748000,0.0,0.0,7.879452158956438,7.524393172723544,6.950390654729433,6.320119902031675,5.447610730835462,True,True,True,False,0.2899999618530273,0.3863157724079333,0.5794736586119,8.319999694824219,6.900000095367432,6.739999771118164,-0.19,7.110000133514404,6.409999847412109,BY1-2024/04/19,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,6.739999771118164,7.369999885559082,False,HL,HLLHLLLHLL,2024-05-29,2024-06-05,2024-06-05,2024-06-07,,,,,,,1258.HK
2024-07-08,1258.HK,7.079999923706055,7.199999809265137,6.940000057220459,7.03000020980835,6.719779968261719,7671900,0.0,0.0,6.859528904894023,6.9626231629365725,6.993401714522782,6.65379458218625,5.798349535398856,False,False,False,False,0.2599997520446777,0.2888889047834608,0.4333333571751913,0.0,0.0,0.0,0.0,0.0,0.0,TU2-2024/04/19,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1258.HK
2024-08-02,1258.HK,5.480000019073486,5.550000190734863,5.269999980926514,5.420000076293945,5.180826187133789,12473666,0.0,0.0,5.527328366826314,5.8401918300750895,6.298504939301685,6.36217639143609,5.792827170386954,False,False,False,False,0.2800002098083496,0.2794117647058823,0.4191176470588235,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2024/07/24,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1258.HK
2024-09-04,1258.HK,5.099999904632568,5.099999904632568,4.929999828338623,4.929999828338623,4.712448596954346,8534000,0.0,0.0,5.29229915104503,5.378525558720231,5.702804899966121,5.971653446058364,5.709880360501509,False,False,False,False,0.1700000762939453,0.1988235080943388,0.2982352621415082,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2024/07/24,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1258.HK
2025-11-17,1258.HK,14.369999885559082,14.6899995803833,13.859999656677246,14.1899995803833,14.1899995803833,9273849,0.0,0.0,14.453516783416552,14.24276812072004,13.283937240241627,11.507658337798873,8.863908700336879,True,True,True,False,0.8299999237060547,0.7261109352111818,1.089166402816773,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/30,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1258.HK
2025-12-01,1258.HK,15.489999771118164,16.579999923706055,15.489999771118164,16.5,16.5,20423998,0.0,0.0,14.625520745649284,14.347630267196196,13.624536436338346,12.01008149830826,9.278576929279485,True,True,True,False,1.0900001525878906,0.6268749237060548,0.9403123855590824,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2025/10/30,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1258.HK
2025-12-03,1258.HK,16.700000762939453,16.799999237060547,16.170000076293945,16.760000228881836,16.760000228881836,11273800,0.0,0.0,15.295431352667258,14.72987708428764,13.856590562035816,12.191676198587452,9.395430684197432,True,True,True,False,0.6299991607666016,0.5899998982747399,0.8849998474121098,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2025/10/30,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1258.HK
2024-09-30,1288.HK,3.759999990463257,3.759999990463257,3.5999999046325684,3.660000085830689,3.391401529312134,833436863,0.0,0.0,3.729014455405144,3.652674213954701,3.5748845578438364,3.496530459153784,3.3098306350285096,True,True,True,False,0.1600000858306884,0.1229411433724796,0.1844117150587194,3.920000076293945,3.630000114440918,3.569999933242798,-0.09,3.4800000190734863,3.3499999046325684,BY1-2024/09/10,True,True,True,True,False,False,False,False,False,False,False,False,0.0,0,0,False,3.569999933242798,4.03000020980835,False,HL,HLLHLLHHHL,2024-10-07,2024-10-09,2024-10-09,2024-10-23,,,,,,,1288.HK
2024-10-17,1288.HK,3.9600000381469727,4.019999980926514,3.920000076293945,3.930000066757202,3.641587018966675,200570345,0.0,0.0,3.8388013161680696,3.7656008867336954,3.662875252131199,3.560148788687433,3.352530751398291,True,True,True,False,0.0999999046325688,0.1341176594004911,0.2011764891007366,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2024/09/10,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1288.HK
2025-01-08,1308.HK,20.89999961853028,21.0,19.739999771118164,19.81999969482422,17.292484283447266,3723984,0.0,0.0,20.52692645635275,20.55879358452992,20.634834611171087,20.18439416089887,18.544088584741303,False,False,False,False,1.260000228881836,0.7487499713897707,1.1231249570846562,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2024/12/16,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1308.HK
2025-01-20,1308.HK,19.1200008392334,19.239999771118164,18.600000381469727,18.76000022888184,16.367658615112305,5399426,0.0,0.0,19.586954235500297,19.985460707446737,20.32260395336127,20.084968207080152,18.60471963232379,False,False,False,False,0.6399993896484375,0.7538887659708657,1.1308331489562986,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2024/12/16,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1308.HK
2025-03-25,1339.HK,4.289999961853027,4.300000190734863,4.139999866485596,4.170000076293945,4.0328521728515625,53988611,0.0,0.0,4.285777302106599,4.2033447262637536,4.062920043874049,3.8806163853731857,3.4692111515598145,True,True,True,False,0.1600003242492675,0.105000004172325,0.1575000062584876,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2025/02/26,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,,,,,,,,,,,,,1339.HK
