index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily_Range,Avg_Range,Turn_Threshold,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,LLLow,HHClose,HHHigh,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,classification,PATTERN,LLDate,HHDate,medium_bullish,weak_bullish,buy_price,tp1_price,tp2_price,tp3_price,SNO
2010-01-26,0001.HK,68.8988265991211,68.8988265991211,67.39791870117188,67.61233520507812,31.79829406738281,5843547,0.0,0.0,1.5009078979492188,1.1645691815544577,2.3291383631089158,69.59839865479145,70.25067276470607,70.40461370157745,69.60681303981549,67.17195458784302,False,False,False,0.0,0.0,0.0,0.0,0.0,CL2-2009/11/26,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,,,,,,,,,,,1.HK
2020-01-08,0001.HK,71.69999694824219,72.44999694824219,71.25,72.1500015258789,52.70171737670898,4943850,0.0,0.0,1.1999969482421875,1.1999998092651367,2.399999618530273,73.56163043601353,73.2876149573651,72.69220503968349,72.73278063493925,75.71042200302752,False,False,True,76.0,68.44999694824219,68.19999694824219,71.25,71.25,BY1-2019/11/19,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,LL,LLHHLL,2020-01-20,2020-02-03,,,,,,,1.HK
2020-01-14,0001.HK,75.5999984741211,75.5999984741211,74.75,75.0999984741211,54.85653305053711,6117313,0.0,0.0,0.8499984741210938,1.2444445292154949,2.4888890584309897,74.0937341705069,73.64255274674734,72.9470615191594,72.8610902132926,75.66893632076875,False,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2019/11/19,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,,,,,1.HK
2020-02-03,0001.HK,68.6500015258789,69.9000015258789,68.19999694824219,68.44999694824219,49.99905776977539,6240002,0.0,0.0,1.7000045776367188,1.1194449530707464,2.238889906141493,71.8002040282155,72.82581091410145,72.89583756647063,72.88354461079317,75.42984699167731,False,False,False,71.8499984741211,45.54999923706055,45.04999923706055,68.19999694824219,68.19999694824219,CL2-2019/11/19,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,LL,LLLHLL,2020-02-17,2020-03-19,,,,,,,1.HK
2020-06-12,0001.HK,50.650001525878906,52.04999923706055,50.54999923706055,52.04999923706055,39.645118713378906,11782962,0.0,0.0,1.5,1.2928575788225452,2.5857151576450903,52.62656555117555,52.73479126228796,54.64961916712401,58.59016567873804,66.10833173240002,False,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2020/05/26,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,,,,,1.HK
2024-01-31,0001.HK,40.5,40.59999847412109,39.75,40.400001525878906,36.25425720214844,5551652,0.0,0.0,0.8499984741210866,0.8000004291534424,1.2000006437301636,40.16746485599539,40.18317746345132,40.34876775375366,41.12692257217687,43.81024867200886,False,False,False,41.400001525878906,40.54999923706055,40.09999847412109,37.75,37.75,BY1-2024/01/19,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,HL,HLLHHL,2024-02-02,2024-02-05,,,,,,,1.HK
2024-02-02,0001.HK,40.900001525878906,41.400001525878906,40.29999923706055,40.650001525878906,36.47860336303711,3553665,0.0,0.0,1.1000022888183594,0.855882532456341,1.2838237986845116,40.29722893089151,40.24495531874465,40.364395081572574,41.10433963231007,43.758505881798015,False,False,False,40.09999847412109,41.04999923706055,42.150001525878906,37.75,37.75,TP1-2024/01/19,False,False,True,False,True,False,False,False,False,False,0.0,0,0,False,LH,LHHLHH,2024-02-05,2024-02-08,,,,,,,1.HK
2024-02-21,0001.HK,41.70000076293945,43.09999847412109,41.59999847412109,42.59999847412109,38.22849655151367,10071845,0.0,0.0,1.5,0.875,1.3125,41.65025709404276,41.13523423723149,40.79508613355742,41.19110904340665,43.570407431885165,False,False,True,39.04999923706055,41.59999847412109,41.95000076293945,39.25,39.25,TP2-2024/01/19,False,False,True,False,False,True,False,False,False,False,0.0,0,0,False,HH,HHLLLH,2024-03-05,2024-03-14,,,,,,,1.HK
2004-11-04,0101.HK,11.550000190734863,11.600000381469728,11.449999809265137,11.449999809265137,4.893366813659668,9873845,0.33,0.0,0.1500005722045916,0.1647058935726392,0.2470588403589588,11.596474326730547,11.580741474884734,11.4564729909906,11.204607788830524,10.618595587326682,True,True,True,12.5,12.25,12.0,11.350000381469728,11.25,BY1-2004/10/15,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,HL,HLHHHL,2004-11-18,2004-11-22,,,,,,,101.HK
2004-11-12,0101.HK,11.699999809265137,11.850000381469728,11.699999809265137,11.800000190734863,5.042947292327881,9409716,0.0,0.0,0.1500005722045916,0.1411764481488397,0.2117646722232596,11.656977364110483,11.619871199138942,11.501979977869713,11.257030082598323,10.667743193034608,True,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2004/10/15,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,,,,,101.HK
2004-11-15,0101.HK,11.899999618530272,12.050000190734863,11.850000381469728,12.0,5.12841796875,19640251,0.0,0.0,0.1999998092651349,0.1441176358391256,0.2161764537586885,11.719345116090397,11.652925877474686,11.521510174815996,11.271742358190435,10.678358785121985,True,True,True,0.0,0.0,0.0,0.0,0.0,TP2-2004/10/15,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,,,,,,,,,,,101.HK
2004-11-17,0101.HK,12.199999809265137,12.449999809265137,12.149999618530272,12.399999618530272,5.299365997314453,11594861,0.0,0.0,0.300000190734865,0.1499999761581421,0.2249999642372131,11.907164786318454,11.757354023434786,11.579640850995489,11.311130938146906,10.703709824524664,True,True,True,0.0,0.0,0.0,0.0,0.0,TP3-2004/10/15,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,,,,,101.HK
2012-09-21,0101.HK,27.39999961853028,27.450000762939453,26.5,26.64999961853028,14.235267639160156,13664659,0.0,0.0,0.9500007629394532,0.6058824202593636,0.9088236303890452,27.22366196055526,27.10195289137824,26.94610161529943,26.82946007475183,27.249045134520166,False,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2012/08/31,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,,,,,101.HK
2014-09-11,0101.HK,25.39999961853028,25.450000762939453,24.5,24.850000381469727,13.970566749572754,4490965,0.0,0.0,0.9500007629394532,0.5718752145767207,0.8578128218650811,25.33061743418433,25.02691452087877,24.49781212646141,24.07658227567591,24.327905838225167,False,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2014/08/11,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,,,,,101.HK
2014-09-29,0101.HK,23.0,23.0,22.100000381469727,22.549999237060547,12.764840126037598,4428200,0.0,0.0,0.8999996185302734,0.5058824875775499,0.7588237313663249,23.628493584113947,24.09875194611585,24.200848667533094,24.00797916281396,24.277476863520228,False,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2014/08/11,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,,,,,,,,,101.HK
2015-04-20,0101.HK,23.350000381469727,23.700000762939453,23.0,23.0,13.019572257995604,5678814,0.0,0.0,0.7000007629394531,0.4299999237060544,0.6449998855590817,23.261648636303363,22.76738801609392,22.38245830943568,22.377447525492656,22.95372558917917,False,True,True,26.350000381469727,24.450000762939453,24.200000762939453,22.350000381469727,21.14999961853028,BY1-2015/03/24,False,True,True,True,False,False,False,False,False,False,0.0,0,0,False,HL,HLHHHL,2015-04-29,2015-05-13,,,,,,,101.HK
2015-04-29,0101.HK,24.600000381469727,26.350000381469727,24.299999237060547,26.200000762939453,14.830991744995115,44338004,0.0,0.0,2.05000114440918,0.4633333841959633,0.695000076293945,24.203269112729387,23.50676458746485,22.84085836953564,22.619396791767283,23.02223622125932,False,True,True,24.200000762939453,26.299999237060547,26.450000762939453,23.14999961853028,23.0,TP2-2015/03/24,True,True,True,False,True,True,False,False,False,False,0.0,0,0,False,HH,HHHLHH,2015-05-13,2015-05-26,,,,,,,101.HK
2017-03-14,0101.HK,20.450000762939453,20.450000762939453,20.0,20.14999961853028,12.349567413330078,6978920,0.0,0.0,0.4500007629394531,0.3121429170881004,0.4682143756321505,19.894341196530235,19.672560116937436,19.0744377416174,18.3688631344261,17.729613918638787,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2017/03/02,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,,,,,101.HK
2017-03-21,0101.HK,20.450000762939453,20.799999237060547,20.39999961853028,20.75,12.717296600341797,4251874,0.0,0.0,0.3999996185302699,0.372352824491613,0.5585292367374196,20.23140212294628,19.93483329732269,19.309900632177165,18.55898019468103,17.832856967491164,True,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2017/03/02,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,,,,,101.HK
2017-05-05,0101.HK,19.65999984741211,19.65999984741211,18.979999542236328,19.21999931335449,12.124296188354492,4388968,0.0,0.0,0.6800003051757812,0.489411858951345,0.7341177884270176,19.86598234767673,20.04172778559509,19.888204981002964,19.269992379369462,18.31722174326003,False,False,False,0.0,0.0,0.0,0.0,0.0,CL2-2017/03/02,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,,,,,,,,,,,101.HK
2018-08-02,0101.HK,16.459999084472656,16.459999084472656,16.0,16.040000915527344,10.537832260131836,4493662,0.0,0.0,0.4599990844726562,0.3305262515419407,0.495789377312911,16.1803413403925,16.19189327895939,16.67991036973525,17.359758386297838,18.111417360600814,False,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2018/07/16,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,,,,,101.HK
2018-09-05,0101.HK,15.479999542236328,15.479999542236328,15.15999984741211,15.15999984741211,9.959697723388672,6559472,0.0,0.0,0.3199996948242187,0.2425000071525579,0.3637500107288369,15.550339028644746,15.683829350443585,16.05539141357777,16.72318814461464,17.690827536932886,False,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2018/07/16,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,,,,,,,,,101.HK
2020-02-28,0101.HK,17.239999771118164,17.360000610351562,16.920000076293945,17.020000457763672,11.791016578674316,11528609,0.0,0.0,0.4400005340576172,0.3373334248860679,0.5060001373291019,17.718162878101346,17.699696921969053,17.56374521754872,17.49455411815634,17.493503945858052,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2020/01/24,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,,,,,101.HK
2020-03-16,0101.HK,16.200000762939453,16.299999237060547,15.779999732971191,16.020000457763672,11.09824275970459,12932220,0.0,0.0,0.5199995040893555,0.3858822654275335,0.5788233981413002,16.836131260001086,17.1732830093681,17.33629093233643,17.385899045011364,17.448466518142055,False,False,False,14.0600004196167,14.760000228881836,15.300000190734863,14.920000076293944,14.920000076293944,CL1-2020/01/24,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,LH,LHLLLH,2020-03-19,2020-03-20,,,,,,,101.HK
2022-06-13,0101.HK,14.800000190734863,14.880000114440918,14.380000114440918,14.5,11.338189125061035,9534170,0.0,0.0,0.5,0.2920001983642576,0.4380002975463865,14.68384958104047,14.735984648918652,15.101587566868387,15.623679106319177,16.794866442884572,False,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2022/05/30,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,,,,,101.HK
2022-06-27,0101.HK,14.619999885559082,15.359999656677246,14.460000038146973,15.100000381469728,11.807355880737305,8095015,0.0,0.0,0.8999996185302734,0.3314286640712189,0.4971429961068283,14.610814630531966,14.632428955261265,14.918500689223428,15.42725117875248,16.621227840370715,False,False,False,14.199999809265137,14.579999923706056,14.699999809265137,14.279999732971191,13.84000015258789,TP1-2022/05/30,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,HH,HHLLLH,2022-07-07,2022-07-08,,,,,,,101.HK
2022-08-10,0101.HK,13.5600004196167,13.600000381469728,13.18000030517578,13.279999732971191,10.38421630859375,4785441,0.0,0.0,0.4200000762939488,0.3422222667270242,0.5133334000905364,13.64303423881856,13.871981518536218,14.238661132608378,14.779360123831824,16.05971274978637,False,False,False,0.0,0.0,0.0,0.0,0.0,CL2-2022/05/30,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,,,,,,,,,,,101.HK
2023-08-01,0101.HK,11.920000076293944,12.100000381469728,11.279999732971191,11.300000190734863,9.354308128356934,12694328,0.0,0.0,0.8200006484985369,0.2906666437784833,0.435999965667725,11.665315147720502,11.801661144196329,12.30882454885075,12.969677260601722,13.84193873820016,False,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2023/07/21,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,,,,,101.HK
2023-08-04,0101.HK,11.140000343322754,11.420000076293944,10.920000076293944,10.979999542236328,9.08940601348877,10247497,0.0,0.0,0.5,0.3199999332427981,0.4799998998641971,11.412422722451096,11.637378438152655,12.174071944264398,12.861878993724195,13.777376882173163,False,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2023/07/21,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,,,,,,,,,101.HK
2023-11-08,0101.HK,10.579999923706056,10.65999984741211,10.420000076293944,10.5,8.845444679260254,3987533,0.0,0.0,0.2399997711181658,0.2918748259544372,0.4378122389316559,10.537327094329672,10.478564592227082,10.585352526265194,11.122311083635283,12.446910337650452,False,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2023/10/25,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,,,,,101.HK
2023-11-15,0101.HK,10.859999656677246,11.399999618530272,10.859999656677246,11.359999656677246,9.569929122924805,5844992,0.0,0.0,0.5399999618530256,0.3081248998641968,0.4621873497962951,10.67690972369189,10.562234643916732,10.603430248588744,11.07988220475758,12.377290084090903,False,False,False,0.0,0.0,0.0,0.0,0.0,TP1-2023/10/25,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,,,,,101.HK
2023-11-21,0101.HK,11.300000190734863,11.68000030517578,11.300000190734863,11.420000076293944,9.620473861694336,6306757,0.0,0.0,0.3800001144409162,0.3229412191054397,0.4844118286581595,10.972739991379672,10.755971610975596,10.690223064134209,11.088169355159568,12.33977407122756,False,False,True,10.199999809265137,10.420000076293944,10.779999732971191,10.100000381469728,10.100000381469728,TP2-2023/10/25,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,HH,HHHLLH,2023-11-30,2023-12-08,,,,,,,101.HK
2025-11-21,0101.HK,9.010000228881836,9.010000228881836,8.699999809265137,8.729999542236328,8.729999542236328,12013020,0.0,0.0,0.3100004196166992,0.1557139669145857,0.2335709503718786,9.015819305094013,8.933711686988667,8.729460126565614,8.315133545425695,7.743456693733512,True,True,True,9.1899995803833,9.0,8.850000381469727,8.319999694824219,8.319999694824219,BY1-2025/10/30,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,HL,HLLHHL,2025-11-26,2025-11-28,,,,,,,101.HK
2000-03-16,1038.HK,14.300000190734863,14.300000190734863,13.100000381469728,13.399999618530272,4.593790054321289,1874000,0.0,0.0,1.199999809265135,0.7535715784345358,1.1303573676518035,13.688440721997418,13.266676810219188,13.47056877091391,,,False,False,False,15.149999618530272,13.5,13.5,10.649999618530272,10.149999618530272,BY1-2000/02/23,False,False,True,True,False,False,False,False,False,False,0.0,0,0,False,LL,LLLHHL,2000-03-28,2000-04-05,,,,,,,1038.HK
2002-04-24,1038.HK,12.899999618530272,12.899999618530272,12.699999809265137,12.75,4.7754011154174805,1062000,0.0,0.0,0.1999998092651349,0.1625000834465029,0.2437501251697543,12.72237207512344,12.627839410702736,12.505242766273362,12.46044912552296,12.585543936852996,False,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2002/04/08,False,False,False,True,True,False,False,False,False,False,0.0,0,0,False,,,,,,,,,,,1038.HK
2002-04-30,1038.HK,12.550000190734863,12.550000190734863,12.25,12.300000190734863,4.763148307800293,657000,0.0,0.0,0.3000001907348633,0.1535714013235907,0.230357101985386,12.612279443958652,12.60246832012797,12.51255667171924,12.467996555133348,12.584769323449857,False,True,True,12.800000190734863,12.300000190734863,12.300000190734863,12.25,12.25,CL2-2002/04/08,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,LL,LLLHHL,2002-05-09,2002-05-10,,,,,,,1038.HK
2003-01-17,1038.HK,14.0,14.0,13.699999809265137,13.800000190734863,5.426469326019287,1071129,0.0,0.0,0.3000001907348633,0.1566666285196941,0.2349999427795411,13.918867700831033,13.833378814324494,13.768326520327973,13.638166011691286,13.28739296104923,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2002/12/18,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,,,,,1038.HK
2003-02-19,1038.HK,14.100000381469728,14.199999809265137,14.050000190734863,14.100000381469728,5.544437408447266,734631,0.0,0.0,0.1499996185302734,0.193333307902018,0.289999961853027,13.81144655062524,13.741219076673271,13.72460557007103,13.652706405916648,13.347314900211808,True,True,True,13.949999809265137,14.199999809265137,14.300000190734863,13.300000190734863,13.300000190734863,TP1-2002/12/18,True,True,True,False,True,False,False,False,False,False,0.0,0,0,False,HH,HHHLHH,2003-02-25,2003-03-03,,,,,,,1038.HK
2003-03-14,1038.HK,14.399999618530272,14.550000190734863,14.199999809265137,14.550000190734863,5.7213897705078125,1522092,0.0,0.0,0.3500003814697265,0.1468751430511478,0.2203127145767217,14.235136063171757,14.113734956480918,13.957521478991298,13.807428466555525,13.453859256731906,True,True,True,14.25,15.100000381469728,15.350000381469728,13.949999809265137,13.300000190734863,TP2-2002/12/18,True,True,True,False,False,True,False,False,False,False,0.0,0,0,False,HH,HHHLHH,2003-03-17,2003-03-20,,,,,,,1038.HK
2003-03-19,1038.HK,14.600000381469728,15.149999618530272,14.399999618530272,15.0,5.898340225219727,2432537,0.0,0.0,0.75,0.1633334477742514,0.2450001716613771,14.452602697259358,14.251195810961605,14.038849646680744,13.857759075911172,13.482667682716354,True,True,True,0.0,0.0,0.0,0.0,0.0,TP3-2002/12/18,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,,,,,1038.HK
2006-02-24,1038.HK,24.0,24.0,23.549999237060547,23.549999237060547,10.40548324584961,534310,0.0,0.0,0.4500007629394531,0.3214291163853234,0.4821436745779851,23.45461744335049,23.52550512560572,23.850048673861043,24.116569987429305,23.661994439635592,False,False,False,24.799999237060547,24.049999237060547,23.350000381469727,22.799999237060547,22.799999237060547,TP1-2006/02/06,False,False,False,True,True,False,False,False,False,False,0.0,0,0,False,HL,HLHHLL,2006-03-06,2006-03-07,,,,,,,1038.HK
2006-02-28,1038.HK,24.100000381469727,24.549999237060547,23.89999961853028,24.350000381469727,10.758959770202637,2214422,0.0,0.0,0.6499996185302699,0.3566672007242834,0.5350008010864251,23.705983533643085,23.63884261984173,23.87718832375325,24.11990024240657,23.67054359555246,False,False,False,0.0,0.0,0.0,0.0,0.0,TP2-2006/02/06,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,,,,,,,,,,,1038.HK
2006-04-10,1038.HK,24.700000762939453,25.14999961853028,24.700000762939453,25.14999961853028,11.112439155578612,1925065,0.0,0.0,0.4499988555908238,0.3749999999999998,0.5624999999999997,24.715358197352632,24.47305329638557,24.260818849091432,24.24464948903575,23.81512397649305,True,True,True,0.0,0.0,0.0,0.0,0.0,TP3-2006/02/06,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,,,,,1038.HK
2014-05-20,1038.HK,51.95000076293945,52.20000076293945,51.5,51.54999923706055,31.167644500732425,1132487,1.36,0.0,0.7000007629394531,0.6656260490417512,1.3312520980835023,52.36101841270559,51.75347425100973,50.79415393291514,50.29443996976846,50.38756384145356,False,True,True,53.5,52.5,52.09999847412109,51.5,49.95000076293945,BY1-2014/04/29,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,HL,HLHHHL,2014-06-03,2014-06-12,,,,,,,1038.HK
2014-05-30,1038.HK,52.5,53.34999847412109,52.20000076293945,52.900001525878906,31.983869552612305,2980738,0.0,0.0,1.1499977111816335,0.7062506675720233,1.4125013351440463,52.35733407989332,52.056430401859146,51.215965550185935,50.595812624274,50.50809676186399,True,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2014/04/29,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,,,,,,,,,1038.HK
2014-07-03,1038.HK,54.75,54.75,54.04999923706055,54.150001525878906,32.73963165283203,799845,0.0,0.0,0.7000007629394531,0.6294118095846741,1.2588236191693485,53.3870912467064,53.0366844514024,52.32298272360577,51.48054202502168,50.92112743080078,True,True,True,52.20000076293945,55.400001525878906,55.5,52.0,52.0,TP2-2014/04/29,True,True,True,False,False,True,False,False,False,False,0.0,0,0,False,HH,HHHLHH,2014-07-04,2014-07-24,,,,,,,1038.HK
2014-08-11,1038.HK,55.79999923706055,56.75,55.650001525878906,56.29999923706055,34.039546966552734,941798,0.0,0.0,1.0999984741210938,0.5933334350585933,1.1866668701171863,55.22989880661815,54.677219107505934,53.79233827184788,52.70856766552669,51.5867289889848,True,True,True,0.0,0.0,0.0,0.0,0.0,TP3-2014/04/29,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,,,,,,,,,1038.HK
2025-10-21,1038.HK,53.0,53.0,51.900001525878906,52.25,52.25,2589302,0.0,0.0,1.0999984741210938,0.7176471037023212,1.4352942074046424,52.21864439333689,52.15115658564695,52.37269546619228,52.42165777239234,51.822640120290416,False,False,False,0.0,0.0,0.0,0.0,0.0,TP1-2025/10/03,False,False,False,True,True,False,False,False,False,False,0.0,0,0,False,,,,,,,,,,,1038.HK
2025-10-31,1038.HK,51.0,51.04999923706055,50.5,50.54999923706055,50.54999923706055,1909898,0.0,0.0,0.5499992370605469,0.7657892327559626,1.5315784655119251,51.43175537513299,51.72628623435237,52.10632777990389,52.27443074030063,51.79429688740052,False,False,False,0.0,0.0,0.0,0.0,0.0,CL2-2025/10/03,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,,,,,,,,,,,1038.HK
2005-11-15,1044.HK,7.299848079681396,7.299848079681396,7.299848079681396,7.299848079681396,3.6482651233673096,1352822,0.0,0.0,0.0,0.1592487447402057,0.2388731171103085,7.337504208525163,7.218662205155196,6.962315949449788,6.495132536689639,5.651867781045789,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2005/10/27,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,,,,,,,,,1044.HK
