index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,WLow,WLDate,WHigh,WHDate,HHHL,EMA100,EMA250,SNO
2025-12-09,0006.HK,51.09999847412109,51.25,50.34999847412109,50.79999923706055,50.79999923706055,6926683,0.0,0.0,51.75378288708151,51.5888367996143,51.17228195264834,True,True,True,True,0.9000015258789134,0.5361107720269094,1.0722215440538188,HL,HLHHHLHHHL,53.75,2025-12-15,53.25,2025-12-17,51.75,-0.04,50.34999847412109,50.34999847412109,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,51.75,2025-12-17,56.5,2025-12-30,True,50.95609318666531,50.51817018711919,6.HK
2025-11-24,6862.HK,13.279999732971191,13.350000381469728,13.020000457763672,13.239999771118164,13.239999771118164,21635507,0.0,0.0,13.461911442326397,13.379778329624571,13.381829808543312,False,False,False,False,0.3299999237060564,0.2825000286102295,0.4237500429153442,HL,HLHHHLHHHL,14.350000381469728,2025-12-02,14.100000381469728,2025-12-10,13.489999771118164,-0.06,13.020000457763672,12.489999771118164,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,13.489999771118164,2025-12-10,14.960000038146973,2025-12-23,True,13.757950111255566,14.49463099479174,6862.HK
2025-12-10,81299.HK,69.8499984741211,69.8499984741211,69.80000305175781,70.19999694824219,70.19999694824219,1200,0.0,0.0,71.5034675658083,71.73062399298173,70.69106994093373,False,False,False,False,0.0499954223632812,0.1923076923076923,0.3846153846153846,LL,LLHHHLHHHL,73.1500015258789,2025-12-15,72.1500015258789,2025-12-16,71.5999984741211,-0.02,69.80000305175781,69.80000305175781,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,71.5999984741211,2025-12-16,75.5999984741211,2025-12-24,True,70.44734284999927,,81299.HK
2025-12-16,81299.HK,72.0,72.0,71.5999984741211,72.1500015258789,72.1500015258789,1200,0.0,0.0,71.7029678742087,71.74316842029526,70.84399822458273,False,False,False,False,0.4000015258789062,0.2192312387319711,0.4384624774639423,HL,HLHHHLHHHL,75.5999984741211,2025-12-24,71.8499984741211,2025-12-31,71.8499984741211,-0.05,69.80000305175781,69.80000305175781,False,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,71.8499984741211,2025-12-31,76.9000015258789,2026-01-06,True,70.44734284999927,,81299.HK
2025-12-03,82318.HK,51.75,51.75,50.95000076293945,51.04999923706055,51.04999923706055,70000,0.0,0.0,52.01209899393339,52.15798950970996,51.72286107755352,False,False,False,False,0.7999992370605469,0.664286477225169,1.328572954450338,LL,LLHHHLHHHL,56.5,2025-12-08,55.20000076293945,2025-12-09,54.900001525878906,-0.03,50.95000076293945,50.95000076293945,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,54.900001525878906,2025-12-09,59.95000076293945,2025-12-15,True,52.59124669222463,,82318.HK
2025-12-09,82318.HK,56.5,56.5,54.900001525878906,55.20000076293945,55.20000076293945,94000,0.0,0.0,53.41685557118884,52.8405357409104,52.10619848333152,False,False,True,False,1.5999984741210938,0.7035721370152085,1.407144274030417,HL,HLHHHLHHHL,59.95000076293945,2025-12-15,57.79999923706055,2025-12-16,57.400001525878906,-0.04,50.95000076293945,50.95000076293945,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,57.400001525878906,2025-12-16,61.20000076293945,2025-12-29,True,52.59124669222463,,82318.HK
2025-12-17,0868.HK,8.119999885559082,8.130000114440918,7.940000057220459,8.069999694824219,8.069999694824219,8903142,0.0,0.0,8.360061110636536,8.599231227233737,8.77053686665625,False,False,False,False,0.1900000572204589,0.2294117703157313,0.3441176554735971,LL,LLHHHLHHHL,8.680000305175781,2025-12-29,8.489999771118164,2026-01-02,8.270000457763672,-0.05,7.940000057220459,7.940000057220459,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,8.270000457763672,2026-01-02,9.140000343322754,2026-01-06,True,8.682425790719334,8.380544678967961,868.HK
2025-11-18,0945.HK,261.0,266.79998779296875,258.79998779296875,260.0,259.57281494140625,17774,0.0,0.0,260.1981242366688,255.94125466306932,250.567147620034,True,True,True,False,8.0,1.8285675048828185,3.657135009765637,HL,HLHHHLHHHL,272.3999938964844,2025-11-26,271.0,2025-11-28,268.20001220703125,-0.02,250.0,247.3999938964844,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,268.20001220703125,2025-11-28,275.0,2025-12-01,True,246.37247384235303,237.2016903328993,945.HK
2025-11-28,0945.HK,271.20001220703125,271.79998779296875,268.20001220703125,271.0,271.0,13037,0.0,0.0,266.6941174137611,261.9735638242177,255.13477015927228,True,True,True,False,3.5999755859375,1.646148681640625,3.29229736328125,HL,HLHHHLHHHL,275.0,2025-12-01,272.3999938964844,2025-12-04,268.6000061035156,-0.02,256.79998779296875,250.0,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,268.6000061035156,2025-12-04,285.6000061035156,2026-01-06,True,249.43695638096517,239.049623681106,945.HK
2025-11-27,0966.HK,17.700000762939453,18.280000686645508,16.770000457763672,17.899999618530273,17.899999618530273,34415366,0.0,0.0,18.4013386647432,18.272555974228524,17.604168791674738,True,True,True,False,1.510000228881836,0.6153336842854815,0.9230005264282224,LL,LLHHHLHHHL,19.049999237060547,2025-12-08,17.829999923706055,2025-12-11,17.65999984741211,-0.07,16.770000457763672,16.770000457763672,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,17.65999984741211,2025-12-11,19.200000762939453,2025-12-15,True,16.697427059864697,14.55227042541523,966.HK
2025-12-11,0966.HK,18.489999771118164,18.489999771118164,17.65999984741211,17.829999923706055,17.829999923706055,6913105,0.0,0.0,18.043773076346334,18.062919451410167,17.695617591639607,False,False,False,False,0.8299999237060547,0.5700002034505213,0.855000305175782,HL,HLHHHLHHHL,19.200000762939453,2025-12-15,18.51000022888184,2025-12-16,18.14999961853028,-0.05,16.770000457763672,16.770000457763672,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,18.14999961853028,2025-12-16,19.76000022888184,2025-12-29,True,16.9089955612429,14.806126739141185,966.HK
2025-11-24,9973.HK,30.299999237060547,30.63999938964844,30.040000915527344,30.07999992370605,30.07999992370605,2069400,0.0,0.0,30.615063757593436,31.02672592070589,31.542414508329276,False,False,False,False,0.5999984741210973,0.8294115627513206,1.2441173441269808,LL,LLHHHLHHHL,32.400001525878906,2025-11-27,31.0,2025-11-28,31.0,-0.04,30.040000915527344,30.040000915527344,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,31.0,2025-11-28,33.5,2025-12-05,True,,,9973.HK
