Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,LLLow,HHClose,HHHigh,22DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,classification,PATTERN,LLDate,HHDate
2025-10-16,9933.HK,2.3399999141693115,2.3499999046325684,2.130000114440918,2.3499999046325684,2.3499999046325684,128000,0.0,0.0,2.1940436273106867,2.0939021755041525,1.9503580588688856,1.854228160211573,1.850816086505345,True,True,0.0,0.0,0.0,0.0,BY1-2025/09/26,True,False,False,False,False,False,0.0,,,,
2020-07-17,9911.HK,1.870000004768372,1.940000057220459,1.7599999904632568,1.7899999618530271,1.7899999618530271,34012000,0.0,0.0,2.1486899391592558,2.120048863618944,2.012149330004492,2.0495636339027894,2.4070203985641143,False,True,1.7699999809265137,1.919999957084656,2.039999961853028,1.7599999904632568,BY1-2020/05/11,True,False,False,False,False,False,0.0,LL,LLHLLH,2020-07-27,2020-07-30
2020-07-21,9911.HK,1.940000057220459,2.0799999237060547,1.919999957084656,2.009999990463257,2.009999990463257,21462000,0.0,0.0,2.083503179969096,2.091420696062368,2.00708594382958,2.0454889886296126,2.3996909846543955,False,False,0.0,0.0,0.0,0.0,TP1-2020/05/11,False,True,False,False,False,False,0.0,,,,
2020-09-11,9911.HK,1.5800000429153442,1.6100000143051147,1.5499999523162842,1.5800000429153442,1.5800000429153442,2248000,0.0,0.0,1.664214169842814,1.7226002659942403,1.799853824340033,1.891426885688336,2.233314593859802,False,False,1.6299999952316284,1.4800000190734863,1.399999976158142,1.5499999523162842,CL2-2020/05/11,False,False,False,False,True,False,0.0,LL,LLLHLL,2020-09-16,2020-09-23
2024-10-09,9911.HK,3.4100000858306885,3.539999961853028,3.200000047683716,3.319999933242798,3.319999933242798,9330000,0.0,0.0,3.411601672272813,3.209013842470714,3.139256855045601,3.1410720083051458,2.8429563808916174,False,True,0.0,0.0,0.0,0.0,BY1-2024/08/30,True,False,False,False,False,False,0.0,,,,
2024-11-12,9911.HK,3.920000076293945,4.130000114440918,3.759999990463257,3.819999933242798,3.819999933242798,12109000,0.0,0.0,3.719470532158242,3.560682167941173,3.375228125337197,3.272590233447843,2.949549076562732,True,True,3.509999990463257,3.700000047683716,3.450000047683716,3.0799999237060547,TP1-2024/08/30,False,True,False,False,False,False,0.0,HH,HHHLLL,2024-11-14,2024-11-27
2025-01-22,9911.HK,4.670000076293945,4.78000020980835,4.449999809265137,4.579999923706055,4.579999923706055,16358300,0.0,0.0,3.9626594021073016,3.81902458881005,3.728282595073225,3.5851009006076757,3.208798402749954,True,True,0.0,0.0,0.0,0.0,TP2-2024/08/30,False,False,True,False,False,False,0.0,,,,
2024-05-23,9898.HK,70.75,73.1500015258789,68.0,71.75,70.83782958984375,133920,0.0,0.0,72.8069124957645,71.9216549748927,70.76892949980619,73.07075735140411,88.94250922175496,False,True,0.0,0.0,0.0,0.0,BY1-2024/04/02,True,False,False,False,False,False,0.0,,,,
2024-08-02,9898.HK,60.54999923706055,60.54999923706055,59.0,59.29999923706055,58.54610824584961,40100,0.0,0.0,60.0418747657674,61.13516087459393,63.2852520897408,66.5488186216166,80.53195061632627,False,False,0.0,0.0,0.0,0.0,CL1-2024/04/02,False,False,False,True,False,False,0.0,,,,
2023-04-21,9858.HK,2.130000114440918,2.130000114440918,2.039999961853028,2.039999961853028,2.0130293369293213,3070000,0.0,0.0,2.087451951392956,2.0450282899749737,2.019723448842877,2.0557954727759893,2.49722985281755,False,True,0.0,0.0,0.0,0.0,BY1-2023/03/24,True,False,False,False,False,False,0.0,,,,
2023-05-25,9858.HK,1.8600000143051147,1.870000004768372,1.820000052452088,1.840000033378601,1.840000033378601,1905000,0.0,0.0,1.8842912051020453,1.9246253791852368,1.9627224701571495,2.0102575024304428,2.403030048436308,False,False,0.0,0.0,0.0,0.0,CL1-2023/03/24,False,False,False,True,False,False,0.0,,,,
2025-04-11,9676.HK,7.699999809265137,7.880000114440918,7.010000228881836,7.119999885559082,6.93055534362793,53684700,0.0,0.0,6.737097759020003,6.340557980430625,6.186719479010791,7.244535252402673,11.386764214183364,False,True,0.0,0.0,0.0,0.0,BY1-2025/03/24,True,False,False,False,False,False,0.0,,,,
2009-08-07,8299.HK,1.5643160343170166,1.478600025177002,1.4893139600753784,1.607174038887024,1.607174038887024,2659294,0.0,0.0,1.6582401255329255,1.646193466859662,1.6254405186481538,1.7076678722884733,3.140369221079621,False,True,0.0,0.0,0.0,0.0,BY1-2009/06/23,True,False,False,False,False,False,0.0,,,,
2021-05-17,8299.HK,0.0376310013234615,0.0442170016467571,0.0376310013234615,0.039512999355793,0.039512999355793,1250013,0.0,0.0,0.0386295250577593,0.0380016107339757,0.0359305124032537,0.034089293092934,0.0472498143867211,False,True,0.0,0.0,0.0,0.0,BY1-2021/04/26,True,False,False,False,False,False,0.0,,,,
2021-06-23,8299.HK,0.0366900004446506,0.0498609989881515,0.0366900004446506,0.0385719984769821,0.0385719984769821,2164706,0.0,0.0,0.0397428589439508,0.0399676041410795,0.0384308472660246,0.0361781892882528,0.0463305737609914,False,False,0.0329269990324974,0.0526840016245842,0.0470389984548091,0.0338679999113082,TP1-2021/04/26,False,True,False,False,False,False,0.0,HH,HHLLHL,2021-06-30,2021-07-12
2021-07-02,8299.HK,0.0366900004446506,0.0705590024590492,0.0366900004446506,0.0489210002124309,0.0489210002124309,32168121,0.0,0.0,0.0401963440335561,0.0399998924693241,0.0387473671156609,0.0365955051760277,0.0460265116419319,False,True,0.0,0.0,0.0,0.0,TP2-2021/04/26,False,False,True,False,False,False,0.0,,,,
2010-10-13,8279.HK,0.4000000059604645,0.4000000059604645,0.3700000047683716,0.3799999952316284,0.3799999952316284,9288000,0.0,0.0,0.3999461657415712,0.3690486933358921,0.3371163531464366,0.3201826605443889,0.3166629901356601,True,True,0.0,0.0,0.0,0.0,BY1-2010/09/27,True,False,False,False,False,False,0.0,,,,
2010-12-14,8279.HK,0.3000000119209289,0.3100000023841858,0.2800000011920929,0.2899999916553497,0.2899999916553497,2348000,0.0,0.0,0.3152963130289761,0.3263244514923863,0.3390759961875911,0.3360708920509187,0.3272925881826185,False,False,0.3400000035762787,0.2949999868869781,0.2899999916553497,0.2800000011920929,CL1-2010/09/27,False,False,False,True,False,False,0.0,LL,LLLHHL,2010-12-20,2010-12-30
2012-12-27,8137.HK,0.8799999952316284,0.8999999761581421,0.6899999976158142,0.800000011920929,0.800000011920929,13936000,0.0,0.0,0.6606179338593651,0.5689642201187433,0.5371512820738171,0.5773289230733426,0.8631997916424494,False,True,0.0,0.0,0.0,0.0,BY1-2012/12/10,True,False,False,False,False,False,0.0,,,,
2013-01-09,8137.HK,0.9700000286102296,1.149999976158142,0.9700000286102296,1.0800000429153442,1.0800000429153442,25195000,0.0,0.0,0.8901806521861303,0.7543070054140244,0.6413699993892984,0.627084625200802,0.8661961227456272,False,True,0.0,0.0,0.0,0.0,TP1-2012/12/10,False,True,False,False,False,False,0.0,,,,
2013-01-14,8137.HK,1.1100000143051147,1.4199999570846558,1.1100000143051147,1.3799999952316284,1.3799999952316284,36666000,0.0,0.0,1.0340959323547456,0.859909355324414,0.7035241255807055,0.6597976937071311,0.8738161468935969,False,True,0.0,0.0,0.0,0.0,TP2-2012/12/10,False,False,True,False,False,False,0.0,,,,
2020-07-20,8137.HK,0.3499999940395355,0.3549999892711639,0.3300000131130218,0.3400000035762787,0.3400000035762787,4462000,0.0,0.0,0.3352618188169673,0.3182152270063203,0.317894588932532,0.3457287234633919,0.4700840763545745,False,True,0.0,0.0,0.0,0.0,BY1-2020/06/09,True,False,False,False,False,False,0.0,,,,
2023-11-15,8137.HK,0.4199999868869781,0.4199999868869781,0.4050000011920929,0.4050000011920929,0.4050000011920929,2080000,0.0,0.0,0.4135397269682271,0.3962208026122763,0.3915605917100479,0.4236223166244874,0.4633439664951355,False,True,0.0,0.0,0.0,0.0,BY1-2023/08/15,True,False,False,False,False,False,0.0,,,,
2024-01-17,8137.HK,0.3300000131130218,0.3350000083446502,0.3100000023841858,0.3100000023841858,0.3100000023841858,2396000,0.0,0.0,0.3348826212133012,0.3493154058235558,0.3668954232763964,0.3920063474958736,0.4375111669010562,False,False,0.0,0.0,0.0,0.0,CL1-2023/08/15,False,False,False,True,False,False,0.0,,,,
2024-07-24,6993.HK,2.220000028610229,2.220000028610229,2.0999999046325684,2.109999895095825,1.9898227453231807,1224246,0.0,0.0,1.9995508357335663,1.9512229108214416,1.9199343314944368,1.923382460726407,2.333127273381686,False,True,0.0,0.0,0.0,0.0,BY1-2024/06/27,True,False,False,False,False,False,0.0,,,,
2024-08-07,6993.HK,1.9299999475479128,1.9700000286102293,1.870000004768372,1.870000004768372,1.763492226600647,697000,0.0,0.0,1.866896913194266,1.8975607754230035,1.9029546816148333,1.913914742156034,2.297732706578139,False,False,0.0,0.0,0.0,0.0,CL1-2024/06/27,False,False,False,True,False,False,0.0,,,,
2025-04-07,6993.HK,3.1600000858306885,3.509999990463257,3.009999990463257,3.509999990463257,3.380888223648072,11609000,0.0,0.0,3.265128394966977,3.150259254037671,3.125223399769601,3.068588913236206,2.8332600855688623,True,True,3.849999904632568,3.569999933242798,3.240000009536743,2.880000114440918,TP2-2025/03/05,True,True,True,False,False,False,0.0,HL,HLHHHL,2025-04-16,2025-04-17
2024-01-03,6963.HK,4.28000020980835,4.289999961853027,4.090000152587891,4.119999885559082,3.57391357421875,980500,0.0,0.0,3.638293932683976,3.5916296901157945,3.567513417851227,3.5825312688093134,3.77435874419504,False,True,0.0,0.0,0.0,0.0,BY1-2023/11/27,True,False,False,False,False,False,0.0,,,,
2024-01-16,6963.HK,4.559999942779541,4.639999866485596,4.369999885559082,4.420000076293945,3.834150075912476,1766000,0.0,0.0,3.672556598753408,3.626202119643288,3.589441554943428,3.591512494718647,3.766071987042785,False,True,3.5999999046325684,4.0,3.829999923706055,3.9800000190734863,TP2-2023/11/27,False,True,True,False,False,False,0.0,HH,HHLLHL,2024-01-19,2024-01-29
2024-10-09,6929.HK,3.670000076293945,3.7100000381469727,3.490000009536743,3.569999933242798,3.360497236251831,351500,0.0,0.0,3.50728259947656,3.37127315325327,3.3227805975991576,3.523268514584301,4.625395669891982,False,True,3.799999952316284,3.5299999713897705,3.509999990463257,3.4100000858306885,BY1-2024/09/02,True,False,False,False,False,False,0.0,HL,HLLHHL,2024-10-22,2024-11-01
2024-11-07,6929.HK,3.890000104904175,4.349999904632568,3.890000104904175,4.130000114440918,3.887634515762329,288000,0.0,0.0,3.610993756561302,3.5126784104426205,3.4230778480451582,3.512914008020413,4.456689484006472,False,True,3.9600000381469727,4.349999904632568,4.400000095367432,3.509999990463257,TP1-2024/09/02,False,True,False,False,False,False,0.0,HH,HHHLHH,2024-11-15,2024-11-19
2024-12-04,6929.HK,3.5999999046325684,4.789999961853027,3.5999999046325684,4.300000190734863,4.0476579666137695,482000,0.0,0.0,3.769386733521727,3.746568885839964,3.632984458636636,3.611948995451486,4.368535392378381,False,True,3.190000057220459,3.7100000381469727,3.7699999809265137,3.3299999237060547,TP2-2024/09/02,False,False,True,False,False,False,0.0,LL,LLLLLH,2025-02-03,2025-02-17
2020-03-13,6896.HK,1.2999999523162842,1.3700000047683716,1.2100000381469729,1.3300000429153442,0.7082797288894653,1124500,0.0,0.0,0.6984315500083267,0.6823529203257218,0.6791998215181427,0.7173980412283566,0.7664486707847948,False,True,0.0,0.0,0.0,0.0,TP1-2020/01/16,True,True,False,False,False,False,0.0,,,,
2020-03-20,6896.HK,1.3799999952316284,1.5199999809265137,1.3300000429153442,1.4800000190734863,0.7881609797477722,2729000,0.0,0.0,0.7061632637682879,0.6908715592406208,0.68360582034132,0.7159980466766765,0.7639296673444855,False,True,0.0,0.0,0.0,0.0,TP2-2020/01/16,False,False,True,False,False,False,0.0,,,,
2024-02-16,6896.HK,3.4200000762939453,3.400000095367432,3.3299999237060547,3.400000095367432,2.598381757736206,756000,0.0,0.0,2.6734845158408067,2.653023837984936,2.5484459974672062,2.3790000334804566,2.0433501743972897,True,True,0.0,0.0,0.0,0.0,BY1-2024/01/16,True,False,False,False,False,False,0.0,,,,
2024-02-29,6896.HK,3.5,4.090000152587891,3.4600000381469727,3.630000114440918,2.774154663085937,676500,0.0,0.0,2.6156017030560057,2.619614387574659,2.560536479494208,2.413198432529382,2.0810138378714496,False,False,3.5999999046325684,3.9700000286102295,3.9800000190734863,3.259999990463257,TP2-2024/01/16,False,True,True,False,False,False,0.0,HH,HHHLLH,2024-03-15,2024-03-25
2021-09-23,6889.HK,7.940000057220459,7.940000057220459,7.579999923706055,7.590000152587891,5.971164226531982,160511,0.0,0.0,6.215107346339282,6.145671351067565,6.002238489640719,5.89936221973065,5.906475885275717,False,True,0.0,0.0,0.0,0.0,BY1-2021/08/16,True,False,False,False,False,False,0.0,,,,
2021-10-04,6889.HK,7.050000190734863,7.449999809265137,7.03000020980835,7.349999904632568,5.782352447509766,319000,0.0,0.0,5.880689958795431,5.976252655458656,5.9475236060006935,5.882137042923289,5.899037897249993,False,False,7.670000076293945,7.269999980926514,7.199999809265137,7.03000020980835,CL1-2021/08/16,False,False,False,True,False,False,0.0,LL,LLLHHL,2021-10-07,2021-10-15
2025-08-26,6889.HK,3.650000095367432,3.759999990463257,3.650000095367432,3.75,3.75,61200,0.0,0.0,3.788803020394968,3.727532654317752,3.629058576001989,3.5025725676146244,3.4115277505460573,True,True,0.0,0.0,0.0,0.0,BY1-2025/08/04,True,False,False,False,False,False,0.0,,,,
2025-10-06,6889.HK,3.549999952316284,3.650000095367432,3.5,3.5199999809265137,3.5199999809265137,162400,0.0,0.0,3.5824173067244325,3.6121017810155873,3.621420151636683,3.553720645606701,3.453971690694316,False,False,0.0,0.0,0.0,0.0,CL1-2025/08/04,False,False,False,True,False,False,0.0,,,,
2020-01-30,6869.HK,14.619999885559082,14.739999771118164,13.18000030517578,13.5,11.037375450134276,6220550,0.0,0.0,12.622202007119352,12.59876915071871,12.06504415056882,11.833455874665685,13.407810120372616,False,True,0.0,0.0,0.0,0.0,TP1-2019/11/20,True,True,False,False,False,False,0.0,,,,
2020-02-07,6869.HK,14.720000267028809,15.800000190734863,14.720000267028809,15.68000030517578,12.819708824157717,5341417,0.0,0.0,12.197979354516567,12.306122373654128,12.018899787502,11.83276789147453,13.333137023381994,False,False,0.0,0.0,0.0,0.0,TP2-2019/11/20,False,False,True,False,False,False,0.0,,,,
2021-08-19,6869.HK,10.68000030517578,10.68000030517578,10.31999969482422,10.380000114440918,8.934142112731934,801500,0.0,0.0,9.384469079062375,9.238488681056316,8.86858900851571,8.70856859542999,9.30674123814393,False,True,0.0,0.0,0.0,0.0,BY1-2021/06/30,True,False,False,False,False,False,0.0,,,,
2021-09-02,6869.HK,11.039999961853027,11.979999542236328,10.960000038146973,11.920000076293944,10.259632110595703,3362556,0.0,0.0,9.421661840968993,9.28422918518723,8.998901221672481,8.805671526792716,9.301047037228043,False,True,0.0,0.0,0.0,0.0,TP1-2021/06/30,False,True,False,False,False,False,0.0,,,,
2021-09-06,6869.HK,11.699999809265137,13.579999923706056,11.600000381469728,13.4399995803833,11.567907333374023,8451000,0.0,0.0,9.893011703262864,9.537017859800224,9.136122084139451,8.882910324232913,9.3243737173372,False,True,0.0,0.0,0.0,0.0,TP2-2021/06/30,False,False,True,False,False,False,0.0,,,,
2024-10-09,6869.HK,11.779999732971191,11.960000038146973,10.119999885559082,10.4399995803833,10.28805160522461,10444500,0.0,0.0,10.282826979490398,9.325049547064731,8.596275165187151,8.286059487133,8.597620398005812,False,True,0.0,0.0,0.0,0.0,BY1-2024/09/02,True,False,False,False,False,False,0.0,,,,
2021-11-03,6865.HK,38.84999847412109,38.84999847412109,36.5,36.84999847412109,34.16852569580078,8365605,0.0,0.0,36.40047112949104,35.80155181403966,34.59154222558186,32.27477386462364,26.63729926476355,True,True,0.0,0.0,0.0,0.0,BY1-2021/09/27,True,False,False,False,False,False,0.0,,,,
2021-11-26,6865.HK,34.5,34.650001525878906,32.599998474121094,33.5,31.06229782104492,7602253,0.0,0.0,33.37529808438744,34.277152777050944,34.35777467682788,32.831664380658616,27.6061764679986,False,False,0.0,0.0,0.0,0.0,CL1-2021/09/27,False,False,False,True,False,False,0.0,,,,
2024-10-09,6865.HK,12.5,12.5,10.720000267028809,11.199999809265137,11.07923984527588,33370373,0.0,0.0,12.155212669063454,11.477577773151294,11.320266692066236,12.064933203958452,14.120207827881616,False,True,0.0,0.0,0.0,0.0,BY1-2024/09/02,True,False,False,False,False,False,0.0,,,,
2024-10-25,6865.HK,12.779999732971191,16.280000686645508,12.779999732971191,15.699999809265137,15.530719757080078,90491031,0.0,0.0,12.2979387945952,11.70590470017879,11.429952162053068,11.96326557262501,13.89987177704105,False,True,0.0,0.0,0.0,0.0,TP1-2024/09/02,False,True,False,False,False,False,0.0,,,,
2024-12-06,6865.HK,13.100000381469728,13.279999732971191,12.399999618530272,12.760000228881836,12.760000228881836,10221630,0.0,0.0,13.127814833828772,13.01606517896098,12.66695721445148,12.55288306643259,13.776518165268616,False,True,0.0,0.0,0.0,0.0,BY1-2024/11/21,True,False,False,False,False,False,0.0,,,,
2024-12-19,6865.HK,11.84000015258789,12.15999984741211,11.260000228881836,11.420000076293944,11.420000076293944,11701070,0.0,0.0,12.358160374888604,12.61922259539654,12.57166630302527,12.522651209160257,13.67948754109334,False,False,0.0,0.0,0.0,0.0,CL1-2024/11/21,False,False,False,True,False,False,0.0,,,,
2025-09-23,6865.HK,11.40999984741211,11.40999984741211,10.8100004196167,11.039999961853027,11.039999961853027,5418400,0.0,0.0,11.56306765326318,11.35641323485567,10.8493939504882,10.522002141229512,11.153902257099508,False,True,13.050000190734863,11.149999618530272,10.600000381469728,10.8100004196167,BY1-2025/08/18,True,False,False,False,False,False,0.0,HL,HLHHLL,2025-10-09,2025-10-13
2025-10-09,6865.HK,11.729999542236328,13.050000190734863,11.619999885559082,12.539999961853027,12.539999961853027,15347000,0.0,0.0,11.872280988209084,11.634963965957136,11.15507398769514,10.746168169616562,11.199579433612598,False,True,10.600000381469728,10.649999618530272,10.550000190734863,10.8100004196167,TP1-2025/08/18,False,True,False,False,False,False,0.0,HH,HHLLLL,2025-10-13,2025-10-23
2017-08-28,6858.HK,7.380000114440918,7.480000019073486,7.300000190734863,7.320000171661377,0.5026468634605408,668500,0.0,0.0,0.5076588315225042,0.5049020911123324,0.5016812498071628,0.4987520320853654,0.5343990190434426,False,True,0.0,0.0,0.0,0.0,BY1-2017/08/03,True,False,False,False,False,False,0.0,,,,
2017-08-29,6858.HK,7.329999923706055,7.329999923706055,6.809999942779541,6.860000133514404,0.4710597395896911,825500,0.0,0.0,0.5010044511710836,0.5019592779364506,0.5004804062692227,0.4982036698577283,0.5338943235896277,False,False,0.0,0.0,0.0,0.0,CL1-2017/08/03,False,False,False,True,False,False,0.0,,,,
2012-03-06,6808.HK,10.039999961853027,10.039999961853027,9.529999732971191,9.859999656677246,6.428153038024902,15351665,0.0,0.0,6.614773640337688,6.5265695291628045,6.460341902711391,6.148215510608278,4.533093569703745,True,True,11.0,10.520000457763672,10.300000190734863,9.529999732971191,BY1-2012/01/11,True,False,False,False,False,False,0.0,HL,HLHHHL,2012-03-15,2012-03-29
2012-03-15,6808.HK,10.539999961853027,11.0,10.539999961853027,10.979999542236328,7.158329010009766,23756500,0.0,0.0,6.800536900039492,6.664979772561528,6.543756765265093,6.2326772777557,4.656032504965694,True,True,10.300000190734863,10.0,9.9399995803833,9.899999618530272,TP1-2012/01/11,False,True,False,False,False,False,0.0,HH,HHHLLL,2012-03-29,2012-04-12
2018-05-23,6808.HK,9.220000267028809,9.449999809265137,9.140000343322754,9.399999618530272,7.21485424041748,13238670,0.0,0.0,7.018671875659316,6.970894322038864,6.9610417135719,6.83169816729785,6.266088476760398,True,True,0.0,0.0,0.0,0.0,BY1-2018/04/24,True,False,False,False,False,False,0.0,,,,
2018-05-24,6808.HK,9.449999809265137,9.5,9.109999656677246,9.3100004196167,7.145777225494385,8754083,0.0,0.0,7.041781939265692,6.986101531034996,6.968286243451214,6.83791755458887,6.273097948861864,True,True,8.869999885559082,11.239999771118164,11.399999618530272,8.899999618530273,TP1-2018/04/24,False,True,False,False,False,False,0.0,HH,HHLLHH,2018-05-30,2018-06-12
2018-06-04,6808.HK,9.359999656677246,9.8100004196167,9.31999969482422,9.800000190734863,7.521870136260986,16033440,0.0,0.0,7.127168235032134,7.047203359459896,7.000087495939144,6.8711001178594975,6.317479876427029,True,True,0.0,0.0,0.0,0.0,TP2-2018/04/24,False,False,True,False,False,False,0.0,,,,
2018-10-11,6808.HK,9.329999923706056,9.4399995803833,9.15999984741211,9.350000381469728,7.176477432250977,8331902,0.0,0.0,7.455775443898648,7.377428018798261,7.337247400214269,7.320062487450236,6.912870898935229,True,True,10.279999732971191,8.569999694824219,8.449999809265137,9.15999984741211,BY1-2018/08/29,True,False,False,False,False,False,0.0,HL,HLLHLL,2018-10-22,2018-10-31
2018-12-10,6808.HK,8.630000114440918,8.640000343322754,8.220000267028809,8.380000114440918,6.431966304779053,12335000,0.0,0.0,6.708506643017589,6.837636912547025,7.003171028273971,7.124379148916272,6.93736981390092,False,False,8.779999732971191,7.340000152587891,7.260000228881836,8.220000267028809,CL1-2018/08/29,False,False,False,True,False,False,0.0,LL,LLLHLL,2018-12-17,2019-01-09
2024-03-15,6808.HK,1.2899999618530271,1.350000023841858,1.2699999809265137,1.2999999523162842,1.1071542501449585,10136278,0.0,0.0,1.0819098632475144,1.0629591301213612,1.0618407762429585,1.1569557903072272,1.4784552947944698,False,True,0.0,0.0,0.0,0.0,BY1-2023/12/18,True,False,False,False,False,False,0.0,,,,
2024-03-18,6808.HK,1.3300000429153442,1.4299999475479126,1.3200000524520874,1.3899999856948853,1.1838033199310305,29613968,0.0,0.0,1.1004359462808808,1.0734673205395937,1.066623621093471,1.1574874245572035,1.476107470293566,False,True,0.0,0.0,0.0,0.0,TP1-2023/12/18,False,True,False,False,False,False,0.0,,,,
2024-03-21,6808.HK,1.399999976158142,1.5,1.399999976158142,1.4700000286102295,1.251935958862305,17874710,0.0,0.0,1.1461534193288354,1.1032165662478135,1.0813019971681406,1.1597177558673606,1.4694508671137712,False,True,0.0,0.0,0.0,0.0,TP2-2023/12/18,False,False,True,False,False,False,0.0,,,,
2025-09-16,6683.HK,12.020000457763672,12.380000114440918,11.359999656677246,11.420000076293944,11.420000076293944,36360000,0.0,0.0,11.431424261253005,11.31535388033929,10.668403908790776,9.186408837596488,7.660812715195208,True,True,0.0,0.0,0.0,0.0,BY1-2025/08/26,True,False,False,False,False,False,0.0,,,,
2025-10-13,6683.HK,10.140000343322754,10.350000381469728,10.100000381469728,10.210000038146973,10.210000038146973,5496500,0.0,0.0,10.57350916962834,10.813933659783649,10.716418143619396,9.652662588345285,8.063530632429101,False,False,0.0,0.0,0.0,0.0,CL1-2025/08/26,False,False,False,True,False,False,0.0,,,,
2025-03-27,6633.HK,3.2300000190734863,3.690000057220459,2.5999999046325684,3.25,3.25,164500,0.0,0.0,3.2884982439858907,3.1060187593960067,2.9852845887829256,3.222586368731304,4.162678419505011,False,True,6.480000019073486,2.8399999141693115,2.799999952316284,2.5999999046325684,TP2-2024/11/05,True,True,True,False,False,False,0.0,HL,HLHHHL,2025-03-31,2025-04-17
2022-12-15,6616.HK,4.010000228881836,4.019999980926514,3.900000095367432,4.010000228881836,4.010000228881836,4113000,0.0,0.0,3.900692486402673,3.818065916452832,3.81050673729802,3.920457683823872,4.303874855553635,False,True,0.0,0.0,0.0,0.0,BY1-2022/09/14,True,False,False,False,False,False,0.0,,,,
