Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,LLLow,HHClose,HHHigh,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,T1_50,classification,PATTERN,LLDate,HHDate,medium_bullish,weak_bullish,buy_price,tp1_price,tp2_price,tp3_price,SNO
2025-10-14,1585.HK,13.760000228881836,13.760000228881836,12.800000190734863,12.84000015258789,12.84000015258789,15070400,0.0,0.0,13.829425191192035,13.817907811422728,13.553888149393464,13.345077824204916,13.1630631431613,True,True,True,0.0,0.0,0.0,0.0,0.0,CL1-2025/09/24,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,False,,,,,,,,,,,1585.HK
2025-10-14,2688.HK,65.8499984741211,68.5999984741211,65.5,67.94999694824219,67.29759979248047,8176221,0.0,0.0,65.29269753920677,64.75365964538054,64.37685061626549,63.50626209372378,62.08106192127273,True,True,True,0.0,0.0,0.0,0.0,0.0,TP2-2025/08/26,False,False,False,False,True,True,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,2688.HK
2025-11-10,2688.HK,68.75,71.0,68.75,70.69999694824219,70.69999694824219,2873077,0.0,0.0,68.41753879961914,67.38724207197652,66.12394311117669,64.7700488227251,62.82536577959423,True,True,True,0.0,0.0,0.0,0.0,0.0,TP3-2025/08/26,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,False,,,,,,,,,,,2688.HK
2025-12-08,3988.HK,4.550000190734863,4.550000190734863,4.429999828338623,4.429999828338623,4.429999828338623,255542118,0.0,0.0,4.571230583353547,4.588357814093773,4.533014392351822,4.490764160176223,4.3189791239655815,False,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/02,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,3988.HK
2025-10-22,0486.HK,4.329999923706055,4.960000038146973,4.309999942779541,4.46999979019165,4.46999979019165,3658000,0.0,0.0,4.27310546557719,4.231567161726585,4.202471137068552,4.145054019023781,3.858064483473525,True,True,True,4.420000076293945,4.420000076293945,4.5,4.099999904632568,4.050000190734863,TP1-2025/07/29,True,True,True,False,True,False,False,False,False,False,0.0,0,0,False,False,HH,HHLHHH,2025-10-30,2025-11-07,,,,,,,486.HK
2025-10-27,0788.HK,11.460000038146973,11.520000457763672,11.380000114440918,11.510000228881836,11.510000228881836,11732608,0.0,0.0,11.462569849781612,11.4982707420665,11.520896745066333,11.489154621057152,11.138489451074353,False,False,False,11.119999885559082,11.81999969482422,11.9399995803833,11.199999809265137,11.199999809265137,SB1-2025/10/27,True,True,True,False,False,False,False,False,False,True,0.83,5,2,True,False,LH,LHLLHH,2025-11-05,2025-11-13,2.0,1.0,11.53,11.9399995803833,12.349999160766602,12.759998741149904,788.HK
2025-11-21,0788.HK,11.6899995803833,11.81999969482422,11.5,11.760000228881836,11.760000228881836,23148787,0.0,0.0,11.698431257245652,11.627534580671735,11.572882842356806,11.524322928332548,11.199708197798516,True,True,True,12.850000381469728,12.329999923706056,12.279999732971191,11.5,11.119999885559082,BY1-2025/10/27,,,,True,False,False,False,False,False,False,0.0,0,0,False,True,HL,HLHHHL,2025-12-02,2025-12-14,,,,,,,788.HK
2025-11-24,0788.HK,11.779999732971191,11.899999618530272,11.699999809265137,11.899999618530272,11.899999618530272,20004865,0.0,0.0,11.735080050206491,11.651227192659436,11.585710951226352,11.531762070712698,11.205288209119086,True,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2025/10/27,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,True,,,,,,,,,,,788.HK
2025-11-26,0788.HK,12.0,12.619999885559082,11.93000030517578,12.59000015258789,12.59000015258789,57377064,0.0,0.0,11.926954373420768,11.758962532619623,11.639950774547328,11.561417507620892,11.222445581851485,True,True,True,0.0,0.0,0.0,0.0,0.0,TP2-2025/10/27,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,788.HK
2025-11-27,0788.HK,12.600000381469728,12.6899995803833,12.350000381469728,12.489999771118164,12.489999771118164,16387792,0.0,0.0,12.029326263911203,11.822530988141237,11.673286029314813,11.579805275214897,11.232545615232093,True,True,True,0.0,0.0,0.0,0.0,0.0,TP3-2025/10/27,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,False,,,,,,,,,,,788.HK
2025-11-07,0008.HK,5.590000152587891,5.659999847412109,5.570000171661377,5.650000095367432,5.650000095367432,12324851,0.0,0.0,5.544406173865617,5.4848547530370695,5.429607421216316,5.353817341283485,5.047491883634166,True,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2025/06/13,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,True,,,,,,,,,,,8.HK
2025-11-10,0008.HK,5.650000095367432,5.880000114440918,5.650000095367432,5.869999885559082,5.869999885559082,22901095,0.0,0.0,5.603605030537157,5.51834563412594,5.44687771393564,5.364038777803795,5.054045732255082,True,True,True,0.0,0.0,0.0,0.0,0.0,TP2-2025/06/13,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,8.HK
2025-10-16,0867.HK,13.68000030517578,13.869999885559082,13.199999809265137,13.600000381469728,13.600000381469728,3483650,0.0,0.0,13.781230296101045,13.99095450157995,13.76928835183666,12.815083657643996,11.019226932987864,False,False,False,12.899999618530272,14.050000190734863,14.199999809265137,13.029999732971191,13.029999732971191,SB1-2025/10/16,True,True,True,False,False,False,False,False,False,True,0.78,7,3,True,False,LH,LHLLHH,2025-10-24,2025-11-07,0.0,4.0,13.55,14.199999809265137,14.849999618530273,15.499999427795409,867.HK
2025-11-19,0867.HK,13.670000076293944,13.800000190734863,13.279999732971191,13.600000381469728,13.600000381469728,5177000,0.0,0.0,13.852249963010076,13.812363597197129,13.738481785370428,13.135771985672394,11.463658495428106,True,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/16,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,867.HK
2025-10-28,0914.HK,24.299999237060547,24.299999237060547,23.540000915527344,23.600000381469727,23.600000381469727,6888138,0.0,0.0,23.97273766665057,23.97490424099033,23.749033134735303,23.196080326398643,21.977612550637545,False,False,False,22.18000030517578,24.440000534057617,24.57999992370605,22.6200008392334,22.6200008392334,SB1-2025/10/28,True,True,True,False,False,False,False,False,False,True,0.83,5,1,True,False,LH,LHLLHH,2025-11-05,2025-11-13,3.0,1.0,23.38,24.57999992370605,25.779999847412103,26.979999771118155,914.HK
2025-11-18,0914.HK,23.5,23.5,22.89999961853028,22.940000534057617,22.940000534057617,3766278,0.0,0.0,23.587057796404498,23.64594839312879,23.63456434130509,23.2620740022502,22.13431623337454,False,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/28,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,914.HK
