Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,33DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,buy_price,tp1_price,tp2_price,tp3_price,T1_100,SNO
2025-10-02,1501.HK,31.0,32.040000915527344,30.200000762939453,32.0,32.0,99200,0.0,0.0,31.40807922149822,31.45850274578717,30.45326806674908,29.018862271495635,27.96578373340173,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/09/17,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1501.HK
2025-10-27,1516.HK,1.5800000429153442,1.6100000143051147,1.5700000524520874,1.600000023841858,1.600000023841858,10659878,0.0,0.0,1.5801369354920056,1.5961484283763083,1.6478177753324883,1.691765371773747,1.7371244361303684,False,False,LH,LHLLHH,1.5099999904632568,2025-11-05,1.7100000381469729,2025-11-12,1.7300000190734863,1.5199999809265137,1.5199999809265137,SB1-2025/10/27,False,False,False,False,False,False,True,1.0,5,2,3.0,0.0,True,1.62,1.7300000190734863,1.8400000381469723,1.9500000572204588,False,1516.HK
2025-11-04,1686.HK,5.929999828338623,5.929999828338623,5.730000019073486,5.769999980926514,5.769999980926514,6129000,0.12,0.0,6.062076408665851,6.266511640629688,6.633942422595314,6.8159754755210855,6.198418095151573,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL2-2025/05/21,False,False,False,False,False,True,False,0.0,0,0,,,False,,,,,False,1686.HK
2025-10-30,0017.HK,7.579999923706055,7.710000038146973,7.349999904632568,7.429999828338623,7.429999828338623,10006453,0.0,0.0,7.597170225459657,7.69049374125263,7.4789196948170575,6.933360725280932,6.721327676056704,False,False,LH,LHLLHH,6.860000133514404,2025-11-05,7.78000020980835,2025-11-12,7.869999885559082,7.079999923706055,7.079999923706055,SB1-2025/10/30,False,False,False,False,False,False,True,1.0,5,3,0.0,2.0,True,7.37,7.869999885559082,8.369999771118163,8.869999656677246,False,17.HK
2025-09-18,1733.HK,0.8399999737739563,0.8500000238418579,0.8299999833106995,0.8399999737739563,0.8399999737739563,2678150,0.0,0.0,0.843948704472812,0.8646669317659543,0.8954426275091052,0.9217474580156504,1.056086175702895,False,False,LH,LHLLHH,0.8199999928474426,2025-09-19,0.9100000262260436,2025-10-09,0.9100000262260436,0.8199999928474426,0.8199999928474426,SB1-2025/09/18,False,False,False,False,False,False,True,0.92,11,3,3.0,5.0,True,0.87,0.9100000262260436,0.9500000524520872,0.9900000786781308,False,1733.HK
2025-10-13,1733.HK,0.8600000143051147,0.8600000143051147,0.8399999737739563,0.8500000238418579,0.8500000238418579,1780150,0.0,0.0,0.8684761340753436,0.8643458194945669,0.879698816548224,0.9054756795817904,1.0336856584381893,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/09/18,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1733.HK
2025-10-22,1733.HK,0.8299999833106995,0.8299999833106995,0.8100000023841858,0.8100000023841858,0.8100000023841858,3296600,0.0,0.0,0.839436732674899,0.8492931173036432,0.8684073609714835,0.8961221723278878,1.0228173555800089,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2025/09/18,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,1733.HK
2025-10-09,1910.HK,17.010000228881836,17.239999771118164,16.959999084472656,17.049999237060547,17.049999237060547,2112028,0.0,0.0,17.053998350804147,17.03436693551671,16.770419626460217,16.64808831874922,17.95452558513203,False,True,LH,LHLLHH,15.699999809265137,2025-10-14,17.290000915527344,2025-10-22,17.709999084472656,15.949999809265137,15.949999809265137,SB1-2025/10/09,False,False,False,False,False,False,True,0.83,5,1,3.0,1.0,True,16.7,17.709999084472656,18.719998168945317,19.72999725341797,False,1910.HK
2025-10-30,1910.HK,16.979999542236328,16.979999542236328,16.34000015258789,16.5,16.5,4454068,0.0,0.0,16.921075407952316,16.908527559650715,16.790134593676484,16.684376392263857,17.83052564406836,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/10/09,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1910.HK
2025-11-06,1910.HK,15.800000190734863,15.899999618530272,15.34000015258789,15.479999542236328,15.479999542236328,8903290,0.0,0.0,16.3275200383661,16.58730061872352,16.655990888817115,16.624781055424453,17.76121457787054,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2025/10/09,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,1910.HK
2025-10-17,1995.HK,1.850000023841858,1.870000004768372,1.7999999523162842,1.809999942779541,1.809999942779541,6405500,0.0,0.0,1.824728413245532,1.84116323693617,1.9015966378025568,1.949825181453744,1.931843069667592,False,False,LH,LHLLHH,1.7400000095367432,2025-11-03,1.8799999952316284,2025-11-14,1.909999966621399,1.75,1.75,SB1-2025/10/17,False,False,False,False,False,False,True,0.78,7,3,3.0,1.0,True,1.82,1.909999966621399,1.9999999332427976,2.0899998998641967,False,1995.HK
2025-10-28,2190.HK,24.280000686645508,24.520000457763672,23.68000030517578,24.18000030517578,24.18000030517578,626784,0.0,0.0,24.058992366254124,24.21489558146781,23.94158397967684,22.581912020109936,18.90773460034824,False,False,LH,LHLLHH,22.739999771118164,2025-11-04,27.5,2025-11-22,27.5,23.07999992370605,23.07999992370605,SB1-2025/10/28,False,False,False,False,False,False,True,1.0,9,2,5.0,2.0,True,25.12,27.5,29.88,32.26,False,2190.HK
2025-09-22,2552.HK,4.269999980926514,4.369999885559082,4.159999847412109,4.25,4.25,4334000,0.0,0.0,4.210415931846832,4.053675120553292,3.757916476926773,3.3467626845385405,2.6412113797497594,True,True,LH,LHLLHH,3.819999933242798,2025-09-26,4.840000152587891,2025-10-08,4.949999809265137,3.829999923706055,3.1600000858306885,SB1-2025/09/22,False,False,False,False,False,False,True,0.83,5,2,1.0,2.0,True,4.38,4.949999809265137,5.5199996185302735,6.08999942779541,False,2552.HK
2025-10-10,2552.HK,4.53000020980835,4.570000171661377,4.070000171661377,4.150000095367432,4.150000095367432,12728078,0.0,0.0,4.452339710746259,4.304892217017215,4.00292005216602,3.5686902151446693,2.8002180098729914,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/09/22,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,2552.HK
2025-10-14,2552.HK,3.930000066757202,3.950000047683716,3.630000114440918,3.700000047683716,3.700000047683716,7344500,0.0,0.0,4.228921616194645,4.217764584293996,3.986032694694018,3.5771387889036084,2.8158438246548627,True,True,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2025/09/22,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,2552.HK
2025-09-19,2585.HK,15.0,15.890000343322754,14.609999656677246,15.890000343322754,15.890000343322754,302400,0.0,0.0,14.935743188596364,14.745658827228208,14.62578028187213,14.817116834876462,,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2025/08/08,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,2585.HK
2025-10-02,2585.HK,17.700000762939453,17.989999771118164,16.510000228881836,17.190000534057617,17.190000534057617,322000,0.0,0.0,16.02528526867155,15.440788323614909,15.000270927991654,14.985463748066351,,False,True,HH,HHHLLH,15.3100004196167,2025-10-06,17.260000228881836,2025-10-09,17.700000762939453,13.779999732971191,13.06999969482422,TP2-2025/08/08,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,2585.HK
2025-10-15,2610.HK,41.70000076293945,44.119998931884766,41.52000045776367,41.880001068115234,41.880001068115234,2656000,0.0,0.0,41.65997940220765,41.816823501951625,41.02440101097214,37.97566342734987,,False,False,LH,LHLLHH,37.81999969482422,2025-10-22,44.59999847412109,2025-10-30,46.68000030517578,39.34000015258789,38.0,SB1-2025/10/15,False,False,False,False,False,False,True,0.8,4,2,0.0,2.0,True,42.25,46.68000030517578,51.11000061035156,55.540000915527344,False,2610.HK
2025-11-03,2610.HK,43.63999938964844,45.560001373291016,40.65999984741211,45.47999954223633,45.47999954223633,2118700,0.0,0.0,42.65913848564029,42.02368441863718,41.33540752462541,38.77722322477044,,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/10/15,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,2610.HK
2025-11-06,2610.HK,44.47999954223633,48.0,43.41999816894531,46.900001525878906,46.900001525878906,4235100,0.0,0.0,43.80828868943921,42.75099388500156,41.75073301802617,39.1386828313949,,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2025/10/15,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,2610.HK
2025-10-10,2866.HK,1.1399999856948853,1.149999976158142,1.1200000047683716,1.1200000047683716,1.1200000047683716,20560978,0.0,0.0,1.135519597774062,1.1482745720769236,1.151038293530521,1.1228749182034503,1.0558955309841225,False,False,LH,LHLLHH,1.0700000524520874,2025-10-13,1.190000057220459,2025-10-30,1.190000057220459,1.100000023841858,1.100000023841858,SB1-2025/10/10,False,False,False,False,False,False,True,0.83,10,3,2.0,5.0,True,1.13,1.190000057220459,1.250000114440918,1.3100001716613772,False,2866.HK
2025-11-05,2866.HK,1.1399999856948853,1.159999966621399,1.1200000047683716,1.159999966621399,1.159999966621399,14113585,0.0,0.0,1.1544686429127682,1.1489978966389076,1.148172366094047,1.1288265866420375,1.066904529260878,True,True,HL,HLHHHL,1.25,2025-11-21,1.25,2025-11-23,1.2100000381469729,1.1200000047683716,1.100000023841858,BY1-2025/10/10,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,2866.HK
2025-11-10,2866.HK,1.1699999570846558,1.2000000476837158,1.1699999570846558,1.190000057220459,1.190000057220459,17246750,0.0,0.0,1.1639125774802308,1.1550283151488472,1.1510632458216257,1.13143020131698,1.0694303239519671,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2025/10/10,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,2866.HK
2025-11-13,2866.HK,1.2000000476837158,1.2400000095367432,1.1799999475479126,1.2400000095367432,1.2400000095367432,43072150,0.0,0.0,1.1835854801828642,1.1670039652909978,1.1570655320456802,1.135640995416254,1.0726095532898998,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2025/10/10,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,2866.HK
2025-10-09,0315.HK,4.670000076293945,4.710000038146973,4.659999847412109,4.670000076293945,4.504564762115479,2026655,0.0,0.0,4.676709521862672,4.691301364382961,4.670580965521732,4.583720519295969,4.377633865864386,False,False,LH,LHLLHH,4.590000152587891,2025-10-13,4.880000114440918,2025-10-30,4.880000114440918,4.619999885559082,4.619999885559082,SB1-2025/10/09,False,False,False,False,False,False,True,0.83,10,5,2.0,3.0,True,4.74,4.880000114440918,5.020000228881836,5.1600003433227535,False,315.HK
2025-11-10,0315.HK,4.75,4.769999980926514,4.690000057220459,4.730000019073486,4.730000019073486,1704500,0.175,0.0,4.8381698210222535,4.802993985847251,4.747747271462865,4.657516056533009,4.442050674356864,True,True,HL,HLHLLH,4.730000019073486,2025-11-14,4.800000190734863,2025-11-22,4.820000171661377,4.690000057220459,4.590000152587891,BY1-2025/10/09,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,315.HK
2025-10-06,3339.HK,3.0199999809265137,3.0299999713897705,2.970000028610229,2.990000009536743,2.990000009536743,2189000,0.0,0.0,2.9731795517547903,2.930464655896702,2.8016351549214704,2.571473208283555,2.153128974939985,True,True,LH,LHLLHH,2.799999952316284,2025-10-13,3.2100000381469727,2025-10-30,3.2300000190734863,2.859999895095825,2.859999895095825,SB1-2025/10/06,False,False,False,False,False,False,True,0.75,9,5,1.0,3.0,True,3.01,3.2300000190734863,3.450000038146973,3.6700000572204594,False,3339.HK
2025-11-05,3339.HK,3.0799999237060547,3.109999895095825,3.009999990463257,3.0999999046325684,3.0999999046325684,4445000,0.0,0.0,3.0663112307670937,3.010924142339953,2.9122580681791344,2.710475915565178,2.276508968570934,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/10/06,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,3339.HK
2025-11-10,3339.HK,3.1700000762939453,3.220000028610229,3.119999885559082,3.1600000858306885,3.1600000858306885,7806851,0.0,0.0,3.1140953659149733,3.049567575933795,2.941753703808632,2.7374237186916046,2.297775369212101,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2025/10/06,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,3339.HK
2025-10-28,0347.HK,2.25,2.25,2.1600000858306885,2.190000057220459,2.190000057220459,6389776,0.0,0.0,2.2110506358805733,2.2176943106685103,2.1919571965747995,2.091025677661392,1.859468394724361,False,False,LH,LHLLHH,1.950000047683716,2025-11-05,2.309999942779541,2025-11-13,2.3299999237060547,2.009999990463257,2.009999990463257,SB1-2025/10/28,False,False,False,False,False,False,True,1.0,6,2,2.0,2.0,True,2.14,2.3299999237060547,2.5199998474121093,2.709999771118164,False,347.HK
2025-10-10,3613.HK,8.949999809265137,9.15999984741211,8.850000381469727,8.880000114440918,8.880000114440918,1729000,0.0,0.0,8.856111756170808,8.943598984988054,9.019096409290643,8.959966286217906,8.9214519333627,False,False,LH,LHLLHH,8.4399995803833,2025-10-30,9.43000030517578,2025-11-13,9.5,8.5,8.5,SB1-2025/10/10,False,False,False,False,False,False,True,0.9,9,3,2.0,4.0,True,8.97,9.5,10.03,10.56,False,3613.HK
2025-09-29,3618.HK,6.090000152587891,6.210000038146973,6.059999942779541,6.130000114440918,6.130000114440918,16356592,0.0,0.0,5.988985672348609,6.004651693200363,6.12374222885121,6.103788449476309,5.503939356460641,False,False,LH,LHLLHH,5.639999866485596,2025-10-08,6.630000114440918,2025-10-17,6.690000057220459,5.710000038146973,5.710000038146973,SB1-2025/09/29,False,False,False,False,False,False,True,0.71,5,3,1.0,1.0,True,6.16,6.690000057220459,7.220000114440918,7.750000171661377,False,3618.HK
2025-10-24,3969.HK,3.549999952316284,3.5799999237060547,3.509999990463257,3.5299999713897705,3.5299999713897705,4844000,0.0,0.0,3.5319815065821083,3.524339871315569,3.4932667236209065,3.440471565990484,3.3197361597963764,True,True,LH,LHLLHH,3.390000104904175,2025-11-03,3.650000095367432,2025-11-12,3.650000095367432,3.4100000858306885,3.4100000858306885,SB1-2025/10/24,False,False,False,False,False,False,True,0.71,5,2,1.0,2.0,True,3.52,3.650000095367432,3.780000190734864,3.910000286102296,False,3969.HK
2025-10-27,3983.HK,2.369999885559082,2.440000057220459,2.369999885559082,2.4200000762939453,2.4200000762939453,3420000,0.0,0.0,2.385658491593412,2.3770363448723844,2.339980024404761,2.261203302952236,2.16120246004854,True,True,LH,LHLLHH,2.289999961853028,2025-11-05,2.690000057220459,2025-11-13,2.700000047683716,2.319999933242798,2.240000009536743,SB1-2025/10/27,False,False,False,False,False,False,True,1.0,6,3,1.0,2.0,True,2.5,2.700000047683716,2.900000095367432,3.1000001430511475,False,3983.HK
2025-10-13,0041.HK,14.457123756408691,14.467101097106934,14.167781829833984,14.467101097106934,14.467101097106934,479112,0.0,0.0,14.532822878718942,14.486509481812432,14.439470043255362,14.140648469175996,13.248860395028863,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/09/16,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,41.HK
2025-11-05,0041.HK,14.75,14.9399995803833,14.579999923706056,14.9399995803833,14.9399995803833,418508,0.0,0.0,14.62453531214297,14.521584908258012,14.459417130312737,14.22854906561534,13.393135729730025,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2025/09/16,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,41.HK
2025-11-12,0041.HK,15.130000114440918,15.699999809265137,15.130000114440918,15.460000038146973,15.460000038146973,518016,0.0,0.0,14.968307259040325,14.74830683359797,14.581100037334089,14.313981736716412,13.460992552176515,True,True,HH,HHHLHL,15.100000381469728,2025-11-22,15.229999542236328,2025-11-23,15.100000381469728,14.489999771118164,14.038077354431152,TP2-2025/09/16,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,41.HK
2025-10-08,0551.HK,13.0,13.260000228881836,13.0,13.1899995803833,13.1899995803833,2784594,0.0,0.0,13.181003194736473,13.178994765908428,13.057061253753226,12.9505662784591,13.094060461656992,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/09/17,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,551.HK
2025-10-14,0551.HK,13.479999542236328,13.779999732971191,13.100000381469728,13.100000381469728,13.100000381469728,5483500,0.0,0.0,13.21573264262688,13.199535795735049,13.085160056188409,12.97338154752777,13.09889052783129,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2025/09/17,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,551.HK
2025-10-23,0551.HK,13.65999984741211,14.140000343322754,13.600000381469728,14.130000114440918,14.130000114440918,6175219,0.0,0.0,13.476709181113524,13.33914322151889,13.17830309524302,13.036340664007486,13.117939319284517,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2025/09/17,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,551.HK
2025-10-27,0551.HK,14.199999809265137,14.699999809265137,14.199999809265137,14.470000267028809,14.470000267028809,7162880,0.0,0.0,13.753003698222251,13.499474798046574,13.2644389648982,13.085763638782266,13.136633637752038,False,True,HH,HHHLHH,14.399999618530272,2025-11-11,15.600000381469728,2025-11-14,15.949999809265137,13.06999969482422,12.699999809265137,TP3-2025/09/17,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,False,551.HK
2025-09-29,0565.HK,1.5199999809265137,1.5299999713897705,1.3600000143051147,1.409999966621399,1.409999966621399,18115000,0.0,0.0,1.5156738250155148,1.4399525005850138,1.3174267838149978,1.232115933760582,1.055430514793863,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/07/29,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,565.HK
2025-10-16,0565.HK,1.659999966621399,1.919999957084656,1.659999966621399,1.919999957084656,1.919999957084656,16150000,0.0,0.0,1.5790980579946226,1.497538091393287,1.384088465330204,1.283937848483394,1.0919131009270515,True,True,HH,HHHLLH,1.5399999618530271,2025-11-06,1.4900000095367432,2025-11-23,1.5499999523162842,1.5499999523162842,1.2200000286102295,TP1-2025/07/29,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,565.HK
2025-09-18,0604.HK,0.9700000286102296,0.9700000286102296,0.8999999761581421,0.9200000166893004,0.9200000166893004,67478000,0.0,0.0,0.9360873969749808,0.9170908489421096,0.900594497627774,0.8782313823816515,0.8810949040644079,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/09/02,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,604.HK
2025-10-23,0604.HK,0.8899999856948853,1.0800000429153442,0.8899999856948853,0.8999999761581421,0.8999999761581421,511073074,0.0,0.0,0.8669565316184993,0.8734599701901944,0.8819315982593534,0.8754868107614278,0.8794993280810578,False,False,HH,HHLHHL,0.9900000095367432,2025-11-14,0.959999978542328,2025-11-23,0.949999988079071,0.8399999737739563,0.8399999737739563,TP1-2025/09/02,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,604.HK
