Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,33DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,T1_100,T1_150,SNO
2010-08-24,0001.HK,70.93577575683594,70.93577575683594,69.11324310302734,69.4706039428711,33.80515670776367,7634198,0.0,0.0,71.05884986191401,70.19383288612597,68.59548502952084,68.02647272489308,67.61435992944209,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2010/07/14,True,False,False,False,False,False,False,0.0,0,0,False,False,,1.HK
2010-09-07,0001.HK,73.54449462890625,73.83038330078125,72.9012451171875,73.68743896484375,35.85710144042969,7425520,0.0,0.0,71.49107886308641,70.79356281969702,69.39949500370746,68.56035568534334,67.86965777158082,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2010/07/14,False,True,False,False,False,False,False,0.0,0,0,False,False,,1.HK
2010-09-21,0001.HK,77.1895523071289,78.4760513305664,76.54631042480469,78.0472183227539,38.24012756347656,14972021,0.0,0.0,74.61193951398712,73.07707600408105,71.047102462998,69.60310584972947,68.361219753511,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2010/07/14,False,False,True,False,False,False,False,0.0,0,0,False,False,,1.HK
2018-06-13,0001.HK,91.5,91.5,89.3499984741211,89.5,62.04616165161133,5289102,0.0,0.0,90.1044180923728,90.17733772249532,91.55485480668304,93.75351336987146,96.1697901322209,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2018/05/28,True,False,False,False,False,False,False,0.0,0,0,False,False,,1.HK
2018-06-19,0001.HK,88.4000015258789,88.5,85.8499984741211,86.3499984741211,59.86241912841797,8714258,0.0,0.0,88.96350181402092,89.57526306610504,91.11781607276517,93.40118334153075,95.96920575188044,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2018/05/28,False,False,False,False,True,False,False,0.0,0,0,False,False,,1.HK
2020-12-22,0001.HK,53.400001525878906,53.5,52.09999847412109,52.54999923706055,40.523582458496094,8525578,0.0,0.0,54.378963311967865,54.70653776035385,53.45366850415164,52.675497978503394,56.58660597359396,False,False,LL,LLLHHL,58.34999847412109,2021-01-19,52.5,2021-02-08,52.5,53.900001525878906,52.09999847412109,BY1-2020/10/07,True,False,False,False,False,False,False,0.0,0,0,False,False,,1.HK
2021-02-24,0001.HK,58.70000076293945,59.900001525878906,58.25,59.09999847412109,45.5745735168457,19324126,0.0,0.0,56.203746462397575,55.63560717125484,55.17007828724378,54.29121557742776,56.34483903980108,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2020/10/07,False,True,False,False,False,False,False,0.0,0,0,False,False,,1.HK
2021-04-19,0001.HK,63.75,65.25,63.09999847412109,64.5,49.738746643066406,6243582,0.0,0.0,63.23316713844098,62.34893781246725,60.43615779808514,58.13778342284006,57.67416115102803,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2020/10/07,False,False,True,False,False,False,False,0.0,0,0,False,False,,1.HK
2002-07-19,0101.HK,8.25,8.300000190734863,8.199999809265137,8.300000190734863,3.1377475261688232,1588837,0.0,0.0,8.464520598632621,8.59789086653839,8.629939806974901,8.509727460571261,8.306039549299571,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2002/03/06,True,False,False,False,False,False,False,0.0,0,0,False,False,,101.HK
2002-09-19,0101.HK,7.300000190734863,7.449999809265137,7.050000190734863,7.050000190734863,2.6651949882507324,4857388,0.0,0.0,7.509813993194074,7.725766968508112,7.996867941183605,8.172114866189602,8.205504365270855,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2002/03/06,False,False,False,False,True,False,False,0.0,0,0,False,False,,101.HK
2005-03-04,0101.HK,11.899999618530272,11.899999618530272,11.399999618530272,11.449999809265137,4.89336633682251,13929285,0.0,0.0,11.816082244665257,11.794861513134045,11.746657333667985,11.660732557547115,11.183934354481677,True,True,LL,LLLHLL,11.949999809265137,2005-03-15,11.350000381469728,2005-03-30,11.050000190734863,11.399999618530272,11.399999618530272,BY1-2005/01/18,True,False,False,False,False,False,False,0.0,0,0,False,False,,101.HK
2010-01-13,0101.HK,30.100000381469727,30.39999961853028,29.549999237060547,29.64999961853028,14.840092658996582,5222496,0.0,0.0,30.507755012842868,30.198765972212072,29.79048670150905,28.77220040399062,26.17289237951962,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2009/12/08,True,False,False,False,False,False,False,0.0,0,0,False,False,,101.HK
2010-01-27,0101.HK,27.799999237060547,27.950000762939453,26.5,26.600000381469727,13.313539505004885,11647697,0.0,0.0,28.785346813456798,29.377986674271067,29.517496643547208,28.81612774989064,26.39371202036833,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2009/12/08,False,False,False,False,True,False,False,0.0,0,0,False,False,,101.HK
2011-11-21,0101.HK,24.39999961853028,24.600000381469727,23.89999961853028,23.89999961853028,12.53163242340088,4874663,0.0,0.0,25.935239695714596,26.40367885568264,26.614441545553483,27.602816195171236,29.770647716336832,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2011/09/26,True,False,False,False,False,False,False,0.0,0,0,False,False,,101.HK
2012-01-27,0101.HK,27.049999237060547,27.5,27.0,27.049999237060547,14.1832914352417,7606875,0.0,0.0,25.40117690120396,24.42049332256873,24.29812948174061,25.29029232318402,27.943548304373643,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2011/09/26,False,True,False,False,False,False,False,0.0,0,0,False,False,,101.HK
2012-09-21,0101.HK,27.39999961853028,27.450000762939453,26.5,26.64999961853028,14.235264778137209,13664659,0.0,0.0,27.22366196055526,27.10195289137824,26.94610161529943,26.82946007475183,27.249045134520166,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2012/08/23,True,False,False,False,False,False,False,0.0,0,0,False,False,,101.HK
2012-11-30,0101.HK,28.299999237060547,28.600000381469727,28.0,28.39999961853028,15.170038223266602,10053276,0.0,0.0,27.65940386032095,27.3520393204087,27.117715742248823,26.96818841526274,27.171756626192582,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2012/08/23,False,True,False,False,False,False,False,0.0,0,0,False,False,,101.HK
2012-12-06,0101.HK,30.200000762939453,30.200000762939453,29.100000381469727,29.25,15.624073028564451,9237267,0.0,0.0,28.3117990755858,27.78927203429977,27.360374173574435,27.10503980365201,27.221201284211872,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2012/08/23,False,False,True,False,False,False,False,0.0,0,0,False,False,,101.HK
2015-06-29,0101.HK,23.14999961853028,23.600000381469727,22.799999237060547,23.0,13.318933486938477,6354679,0.0,0.0,23.580158322272705,23.88022835418333,23.9489303514117,23.601933266250068,23.42830762322513,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2015/03/04,True,False,False,False,False,False,False,0.0,0,0,False,False,,101.HK
2015-07-08,0101.HK,21.89999961853028,21.89999961853028,19.86000061035156,20.549999237060547,11.900177001953123,13148680,0.0,0.0,22.59785918188864,23.22967136996622,23.61932389292804,23.469581940904444,23.382348420820566,False,False,LL,LLLHLH,22.89999961853028,2015-07-14,22.549999237060547,2015-07-23,22.799999237060547,19.86000061035156,19.86000061035156,CL1-2015/03/04,False,False,False,False,True,False,False,0.0,0,0,False,False,,101.HK
2018-08-03,0101.HK,16.079999923706055,16.260000228881836,15.9399995803833,16.079999923706055,10.564112663269045,3234060,0.0,0.0,16.162097446449508,16.182163421980842,16.65638446989097,17.334416634563347,18.095230767478157,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2018/07/10,True,False,False,False,False,False,False,0.0,0,0,False,False,,101.HK
2018-09-05,0101.HK,15.479999542236328,15.479999542236328,15.15999984741211,15.15999984741211,9.959697723388672,6559472,0.0,0.0,15.550339028644746,15.683829350443585,16.05539141357777,16.72318814461464,17.690827536932886,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2018/07/10,False,False,False,False,True,False,False,0.0,0,0,False,False,,101.HK
2019-05-30,0101.HK,17.079999923706055,17.219999313354492,16.799999237060547,16.81999969482422,11.543017387390137,4270922,0.0,0.0,17.35022423149195,17.632291210783695,17.939259624841327,17.697409494919448,17.29421391486339,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2018/12/17,True,False,False,False,False,False,False,0.0,0,0,False,False,,101.HK
2019-07-03,0101.HK,18.71999931335449,19.31999969482422,18.71999931335449,19.059999465942383,13.080255508422852,5598747,0.0,0.0,18.41883540431946,18.03325322607497,17.90756358794132,17.732864165864726,17.36675251171684,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2018/12/17,False,True,False,False,False,False,False,0.0,0,0,False,False,,101.HK
2020-01-29,0101.HK,17.200000762939453,17.3799991607666,16.780000686645508,16.780000686645508,11.624752044677734,10342101,0.0,0.0,17.99084819927268,17.903175763550756,17.548882441944137,17.478627295535727,17.494295520494582,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2019/11/25,True,False,False,False,False,False,False,0.0,0,0,False,False,,101.HK
2020-03-18,0101.HK,15.600000381469728,15.979999542236328,14.920000076293944,15.119999885559082,10.474745750427246,20291439,0.0,0.0,16.524107373738904,16.994736650776012,17.249377557953004,17.341029754725177,17.42991299915733,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2019/11/25,False,False,False,False,True,False,False,0.0,0,0,False,False,,101.HK
2020-09-08,0101.HK,20.75,20.89999961853028,20.200000762939453,20.350000381469727,14.633546829223633,4508093,0.0,0.0,21.18505123687295,20.95187251228815,20.113059735957474,19.11514713427215,18.13368603399461,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2020/07/24,True,False,False,False,False,False,False,0.0,0,0,False,False,,101.HK
2022-06-14,0101.HK,14.65999984741211,14.65999984741211,14.279999732971191,14.380000114440918,11.244356155395508,7031790,0.0,0.0,14.628604223476914,14.705029472007546,15.073290019714369,15.599051799549308,16.775624480108128,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2022/05/18,True,False,False,False,False,False,False,0.0,0,0,False,False,,101.HK
2022-06-27,0101.HK,14.619999885559082,15.359999656677246,14.460000038146973,15.100000381469728,11.807355880737305,8095015,0.0,0.0,14.610814630531966,14.632428955261265,14.918500689223428,15.42725117875248,16.621227840370715,False,False,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2022/05/18,False,True,False,False,False,False,False,0.0,0,0,False,False,,101.HK
2022-08-10,0101.HK,13.5600004196167,13.600000381469728,13.18000030517578,13.279999732971191,10.38421630859375,4785441,0.0,0.0,13.64303423881856,13.871981518536218,14.238661132608378,14.779360123831824,16.05971274978637,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL2-2022/05/18,False,False,False,False,False,True,False,0.0,0,0,False,False,,101.HK
2022-03-02,1024.HK,88.4000015258789,88.8499984741211,80.80000305175781,80.8499984741211,80.32171630859375,35019807,0.0,0.0,87.95784420913056,88.27201548290196,87.48667630634985,94.41172646028394,140.9526488761474,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2021/12/13,True,False,False,False,False,False,False,0.0,0,0,False,False,,1024.HK
2022-03-15,1024.HK,55.5,63.79999923706055,54.650001525878906,56.150001525878906,55.783111572265625,75824979,0.0,0.0,72.95309105015743,79.17095907909352,83.06824649666045,91.04160029053534,136.6640701664768,False,False,LL,LLLHLH,86.0,2022-03-17,73.5999984741211,2022-03-30,85.0,54.650001525878906,54.650001525878906,CL1-2021/12/13,False,False,False,False,True,False,False,0.0,0,0,False,False,,1024.HK
2022-05-24,1024.HK,66.0,68.05000305175781,61.59999847412109,63.34999847412109,62.93606185913086,27260337,0.0,0.0,66.46562125982592,66.0760671548982,69.13160439882196,76.77522396830632,115.75623019125348,False,False,HL,HLHHHL,90.1999969482422,2022-06-08,83.25,2022-06-17,78.19999694824219,61.59999847412109,53.150001525878906,BY1-2022/05/03,True,False,False,False,False,False,False,0.0,0,0,False,False,,1024.HK
2022-05-27,1024.HK,71.0,71.75,68.3499984741211,68.55000305175781,68.10208892822266,36268220,0.0,0.0,67.07771543289745,66.47691822949537,68.97240998594008,76.24740552956335,114.61671864690442,False,False,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2022/05/03,False,True,False,False,False,False,False,0.0,0,0,False,False,,1024.HK
2022-06-02,1024.HK,77.30000305175781,81.75,75.8499984741211,79.9000015258789,79.3779296875,36151818,0.0,0.0,72.39630516280238,69.48653509452694,70.03615191937376,76.23573543719412,113.40221782063524,False,False,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2022/05/03,False,False,True,False,False,False,False,0.0,0,0,False,False,,1024.HK
2025-04-07,1024.HK,49.400001525878906,49.79999923706055,45.0,45.54999923706055,45.25237274169922,132293806,0.0,0.0,55.19469825779407,56.67006965468814,54.57737935253228,51.70810575200872,50.49844472404767,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2024/12/10,True,False,False,False,False,False,False,0.0,0,0,False,False,,1024.HK
2025-06-06,1024.HK,54.75,59.650001525878906,54.5,59.09999847412109,58.71383285522461,155364645,0.0,0.0,53.366245474021845,52.3972416972505,52.28885948714643,51.57358188533407,50.7203625161193,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2024/12/10,False,True,False,False,False,False,False,0.0,0,0,False,False,,1024.HK
2025-07-16,1024.HK,69.30000305175781,70.9000015258789,68.8499984741211,69.5999984741211,69.14522552490234,57188105,0.0,0.0,65.237849433623,62.59910379452396,59.047913124941296,55.97379971052837,52.88952510521038,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2024/12/10,False,False,True,False,False,False,False,0.0,0,0,False,False,,1024.HK
2000-05-24,1038.HK,13.0,13.149999618530272,12.699999809265137,13.050000190734863,4.579197883605957,1139000,0.0,0.0,12.926481099161617,12.864319182992157,13.07245804649221,,,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2000/05/05,True,False,False,False,False,False,False,0.0,0,0,False,False,,1038.HK
2000-05-31,1038.HK,13.399999618530272,13.699999809265137,13.300000190734863,13.350000381469728,4.684466361999512,1569000,0.0,0.0,12.925882351415323,12.878320433068003,13.0475798900995,,,False,False,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2000/05/05,False,True,False,False,False,False,False,0.0,0,0,False,False,,1038.HK
2000-08-08,1038.HK,14.350000381469728,14.449999809265137,13.199999809265137,13.199999809265137,4.631829738616943,3300944,0.0,0.0,13.161484304710417,12.98489069029519,12.962212491890712,13.135326798493503,,False,True,HH,HHLHHL,13.949999809265137,2000-08-17,13.399999618530272,2000-08-18,13.300000190734863,12.300000190734863,12.300000190734863,TP2-2000/05/05,False,False,True,False,False,False,False,0.0,0,0,False,False,,1038.HK
2001-03-12,1038.HK,13.600000381469728,13.600000381469728,13.100000381469728,13.199999809265137,4.705938816070557,1184000,0.0,0.0,13.671375803357856,13.603375342462828,13.249053218357624,12.97352914232353,13.106501983135892,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2001/01/19,True,False,False,False,False,False,False,0.0,0,0,False,False,,1038.HK
2001-04-19,1038.HK,12.600000381469728,12.600000381469728,11.949999809265137,12.100000381469728,4.313779354095459,5328000,0.0,0.0,12.454291615805737,12.727867153314415,12.930248364005816,12.900379878820123,13.05495618330128,False,False,LL,LLHLHH,12.199999809265137,2001-05-09,13.350000381469728,2001-05-25,13.5,11.949999809265137,11.949999809265137,CL1-2001/01/19,False,False,False,False,True,False,False,0.0,0,0,False,False,,1038.HK
2003-01-17,1038.HK,14.0,14.0,13.699999809265137,13.800000190734863,5.426471710205078,1071129,0.0,0.0,13.918867700831033,13.833378814324494,13.768326520327973,13.638166011691286,13.28739296104923,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2002/12/09,True,False,False,False,False,False,False,0.0,0,0,False,True,,1038.HK
2003-02-19,1038.HK,14.100000381469728,14.199999809265137,14.050000190734863,14.100000381469728,5.544439315795898,734631,0.0,0.0,13.81144655062524,13.741219076673271,13.72460557007103,13.652706405916648,13.347314900211808,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2002/12/09,False,True,False,False,False,False,False,0.0,0,0,False,True,,1038.HK
2003-03-14,1038.HK,14.399999618530272,14.550000190734863,14.199999809265137,14.550000190734863,5.721388816833496,1522092,0.0,0.0,14.235136063171757,14.113734956480918,13.957521478991298,13.807428466555525,13.453859256731906,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2002/12/09,False,False,True,False,False,False,False,0.0,0,0,False,True,,1038.HK
2005-05-12,1038.HK,23.700000762939453,23.950000762939453,23.450000762939453,23.850000381469727,10.438268661499023,1251206,0.0,0.0,23.88234646669678,23.622689242318444,23.299418009327265,22.81945243042757,21.36555836461779,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2005/04/14,True,False,False,False,False,False,False,0.0,0,0,False,False,,1038.HK
2005-07-22,1038.HK,23.64999961853028,24.14999961853028,23.5,24.049999237060547,10.525801658630373,1335000,0.0,0.0,23.71212023967456,23.58262500859147,23.46939695078004,23.22069414363333,22.038731670501683,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2005/07/04,True,True,False,False,False,False,False,0.0,0,0,False,False,,1038.HK
2005-08-29,1038.HK,23.950000762939453,24.64999961853028,23.39999961853028,24.64999961853028,10.788397789001465,2341410,0.0,0.0,24.121152325641283,24.04022809686025,23.86401819227341,23.56860179531561,22.42181542520405,True,True,LL,LLHLHH,23.850000381469727,2005-09-23,25.89999961853028,2005-09-30,26.299999237060547,24.450000762939453,23.39999961853028,TP2-2005/07/04,False,False,True,False,False,False,False,0.0,0,0,False,False,,1038.HK
2015-08-21,1038.HK,62.650001525878906,64.9000015258789,62.650001525878906,64.69999694824219,40.383785247802734,2533687,0.0,0.0,66.33243038740684,65.95409131405236,64.83074396741901,64.00638963527445,61.33984031233853,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2015/06/23,True,False,False,False,False,False,False,0.0,0,0,False,False,,1038.HK
2015-09-09,1038.HK,73.0,73.3499984741211,68.6500015258789,68.9000015258789,43.40785217285156,11146679,0.0,0.0,65.21277471500477,64.9639150553762,64.5769338800687,64.01573547802735,61.58172060114436,True,True,HH,HHLHHL,71.1500015258789,2015-09-22,68.0999984741211,2015-09-29,66.8499984741211,62.45000076293945,60.79999923706055,TP1-2015/06/23,False,True,False,False,False,False,False,0.0,0,0,False,False,,1038.HK
2018-07-27,1038.HK,59.84999847412109,60.09999847412109,59.04999923706055,59.09999847412109,40.80059814453125,2895386,0.0,0.0,59.97442045012204,59.97338789397396,60.22497668358008,61.47282979127738,63.84340050851102,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2018/06/08,True,False,False,False,False,False,False,0.0,0,0,False,False,,1038.HK
2018-08-16,1038.HK,57.0,57.150001525878906,56.70000076293945,56.900001525878906,39.28179168701172,1731093,0.0,0.0,57.51106573025029,58.18829180366284,59.08524130167158,60.52604620979259,63.1832991300961,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2018/06/08,False,False,False,False,True,False,False,0.0,0,0,False,False,,1038.HK
2019-07-17,1038.HK,62.5,62.59999847412109,62.20000076293945,62.34999847412109,44.793243408203125,1490500,0.0,0.0,63.13666074408483,63.29266465442325,63.1934482697914,62.92206485612899,62.45160162864011,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2019/05/03,True,False,False,False,False,False,False,0.0,0,0,False,False,,1038.HK
2019-08-01,1038.HK,60.20000076293945,60.45000076293945,58.5,58.95000076293945,42.35063171386719,3907905,0.0,0.0,60.98725295786622,61.846282728154776,62.464864194160114,62.58257100357206,62.34925648296658,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2019/05/03,False,False,False,False,True,False,False,0.0,0,0,False,False,,1038.HK
2021-01-29,1038.HK,42.45000076293945,42.45000076293945,41.09999847412109,41.34999847412109,31.7905387878418,3367030,0.0,0.0,42.51826182411604,42.20446217169986,41.21052174291631,40.683932384107145,43.36304738684485,False,True,HL,HLHHHH,46.34999847412109,2021-02-25,46.34999847412109,2021-03-09,47.45000076293945,41.20000076293945,41.09999847412109,BY1-2020/12/14,True,False,False,False,False,False,False,0.0,0,0,False,False,,1038.HK
2021-02-24,1038.HK,43.59999847412109,44.5,43.150001525878906,43.34999847412109,33.32817077636719,4534127,0.0,0.0,42.80015673041133,42.49419645472022,41.78046532923836,41.13524374198699,43.25369934303827,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2020/12/14,False,True,False,False,False,False,False,0.0,0,0,False,False,,1038.HK
2021-02-25,1038.HK,44.150001525878906,46.34999847412109,44.0,46.0,35.36552810668945,5204094,0.0,0.0,43.38194641579109,42.79904893691846,41.94593727711137,41.231575549076354,43.27558221679893,False,True,HH,HHHHLH,47.45000076293945,2021-03-09,46.54999923706055,2021-03-18,47.25,42.09999847412109,41.29999923706055,TP2-2020/12/14,False,False,True,False,False,False,False,0.0,0,0,False,False,,1038.HK
2021-11-30,1038.HK,46.59999847412109,46.650001525878906,44.5,45.150001525878906,36.5523681640625,4165316,0.0,0.0,46.42833895610105,46.23179777698632,45.80790962539152,45.74109060591444,45.49880312405556,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2021/10/05,True,False,False,False,False,False,False,0.0,0,0,False,False,,1038.HK
2021-12-15,1038.HK,47.0,47.59999847412109,46.54999923706055,47.09999847412109,38.13103485107422,1640602,0.0,0.0,46.26748028586788,46.11560393837761,45.85776867206212,45.77407434203212,45.531264647961365,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2021/10/05,False,True,False,False,False,False,False,0.0,0,0,False,False,,1038.HK
2021-12-28,1038.HK,48.54999923706055,49.34999847412109,48.29999923706055,49.150001525878906,39.79066848754883,1512556,0.0,0.0,47.652721599383376,47.0075948455433,46.38094100342082,46.06475836676292,45.66716937842298,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2021/10/05,False,False,True,False,False,False,False,0.0,0,0,False,False,,1038.HK
2025-05-28,1038.HK,49.79999923706055,50.0,49.25,49.95000076293945,49.25413513183594,2165780,0.0,0.0,51.178058931710304,51.27604024124134,51.14896943854355,51.55850493876093,50.84738672131925,False,False,LL,LLLHHL,52.45000076293945,2025-06-06,51.79999923706055,2025-06-12,51.34999847412109,49.25,49.25,BY1-2025/04/07,True,False,False,False,False,False,False,0.0,0,0,False,False,,1038.HK
2025-07-24,1038.HK,53.5,53.650001525878906,53.25,53.54999923706055,52.803977966308594,1407246,0.0,0.0,52.71106055421132,52.36279807291716,51.98599974589001,51.86171479261344,51.177444768914974,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2025/04/07,False,True,False,False,False,False,False,0.0,0,0,False,False,,1038.HK
