index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F10D,F20D,F30D,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,HFH,FlatCount,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS1,BOSS2,rolling_22_low,rolling_33_low,MA150,WLow,WHigh,HHHL,MA_20,MA_50,MA_150,MA_200,High_52W,Low_52W,Trend_Template,Depth_60D,Depth_20D,Depth_5D,Contraction_Structure,Vol_MA50,Vol_MA10,Volume_Contraction,Resistance,Breakout_Detected,VCP,MLP,BOSS_PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,classification,WLDate,WHDate,HHHL_PATTERN,BOSS_STATUS,22DLow,33DLow,SNO
2025-07-24,0001.HK,50.84999847412109,52.79999923706055,50.59999847412109,52.29999923706055,51.5920295715332,15539181,0.0,0.0,-0.0219884842821705,-0.0095602295849689,-0.0315487138671395,49.825128695999496,48.91020455721086,47.49057009856201,45.83352850540835,43.75885911450536,True,True,True,True,28,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,47.20000076293945,45.79999923706055,43.85566663106282,0.0,0.0,False,48.892499923706055,47.216000137329104,43.85566663106282,43.34649990081787,52.95000076293945,37.45000076293945,True,0.1865530040994269,0.1060605786939184,0.0852272739587736,False,7551534.16,7114169.1,False,51.20000076293945,True,True,False,,,,,,,,,,,,,,,1.HK
2001-02-27,0010.HK,8.449999809265137,8.600000381469727,8.399999618530273,8.550000190734863,3.200674533843994,3941000,0.0,0.0,-0.1111111420946814,-0.163742697559765,-0.2046783580070995,8.220126964456224,8.059353649938874,7.7274021395996275,7.397912245237996,7.227214499442632,True,True,True,True,28,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,7.650000095367432,7.550000190734863,7.157666673660279,0.0,0.0,False,8.052499985694885,7.665,7.157666673660279,6.807125005722046,8.600000381469727,4.800000190734863,True,0.3197674831227377,0.1104651446468821,0.075581458531692,True,2245530.46,1428800.8,True,8.399999618530273,True,True,False,,,,,,,,,,,,,,,10.HK
2001-08-07,0010.HK,7.699999809265137,7.849999904632568,7.550000190734863,7.849999904632568,2.9910287857055664,3264947,0.0,0.0,-0.0382165245276836,-0.00636939038282,-0.1337579269622745,7.69504625943984,7.638014857525357,7.531199116059511,7.421719119527598,7.300664650996873,True,True,True,False,0,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,7.349999904632568,7.300000190734863,7.456666666666667,7.75,7.449999809265137,False,7.604999971389771,7.59,7.456666666666667,7.26875,8.699999809265137,5.849999904632568,True,0.1739130512044906,0.0636942682897272,0.0382165245276836,True,1654403.3,1614242.8,False,7.800000190734863,True,True,False,HHLLLH,7.349999904632568,2001-08-10 00:00:00,7.650000095367432,2001-08-13 00:00:00,7.650000095367432,0.04,HH,2001-07-24,2001-07-30,LHLLLHHLHH,,,,10.HK
2006-01-05,0010.HK,16.5,17.0,16.5,17.0,8.223594665527344,2098000,0.0,0.0,-0.0264706331140854,-0.0058823753805721,0.0352941400864545,16.518274186279513,16.198951676161172,15.706901506852857,15.3029753314299,14.492701385221746,True,True,True,False,0,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,15.0,14.350000381469728,14.93566666285197,0.0,0.0,False,16.277499961853028,15.395999984741213,14.93566666285197,14.637749991416932,17.0,12.899999618530272,True,0.1823529636158663,0.1176470588235294,0.0588235294117647,True,1349667.92,1130248.8,True,17.0,True,True,False,,,,,,,,,,,,,,,10.HK
2006-01-11,0010.HK,17.299999237060547,18.0,17.299999237060547,18.0,8.707334518432617,1994504,0.0,0.0,-0.0638888676961263,-0.0277777777777777,-0.0250000423855252,17.045303790900476,16.577401361388638,15.960866329436714,15.465621863382855,14.58473041075851,True,True,True,True,8,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,15.399999618530272,14.949999809265137,15.035333315531412,0.0,0.0,False,16.63999981880188,15.612999935150146,15.035333315531412,14.707749981880188,18.0,12.899999618530272,True,0.2277777989705404,0.1388888888888889,0.0833333333333333,False,1413668.32,1299257.8,False,17.549999237060547,True,True,False,,,,,,,,,,,,,,,10.HK
2006-03-22,0010.HK,17.549999237060547,17.799999237060547,17.549999237060547,17.799999237060547,8.610589981079102,1870200,0.0,0.0,0.0617977768886344,0.0842696665332951,0.0589888308659598,17.384967538092592,17.258563385015105,17.02674219653159,16.526645409065292,15.408825083223633,True,True,True,False,0,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,16.299999237060547,16.299999237060547,15.927999947865803,17.299999237060547,16.700000762939453,False,17.23249979019165,17.172999839782715,15.927999947865803,15.533499951362607,18.100000381469727,12.899999618530272,True,0.138121544050321,0.0758426141564278,0.0280898888444317,True,988271.16,727025.8,True,17.799999237060547,True,True,False,HHHLLH,17.25,2006-03-27 00:00:00,17.399999618530273,2006-03-28 00:00:00,17.799999237060547,0.03,HH,2006-03-13,2006-03-14,LHHLLHHLHH,,,,10.HK
2007-02-01,0010.HK,26.799999237060547,27.75,26.549999237060547,27.5,13.69155502319336,3658000,0.0,0.0,-0.0309091047807171,-0.1036363775079899,-0.0636363636363636,26.416799323510308,25.3239194523844,23.61461346742309,22.1084829161263,19.88100843444873,True,True,True,False,0,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,22.39999961853028,20.549999237060547,20.73693330128988,0.0,0.0,False,25.3,22.792799949646,20.73693330128988,19.98444996833801,27.75,15.449999809265137,True,0.3052252004812429,0.1927928065394494,0.0702702977635839,True,1883813.5,1596251.2,True,27.5,True,True,False,,,,,,,,,,,,,,,10.HK
2007-02-02,0010.HK,27.89999961853028,29.100000381469727,27.600000381469727,28.799999237060547,14.338789939880373,3822860,0.0,0.0,-0.0434027789275587,-0.1475694483536997,-0.0868055578551175,26.85010839870126,25.626187259747542,23.81796192897751,22.240988189808164,19.95207609024644,True,True,True,True,11,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,22.39999961853028,21.0,20.816933301289875,0.0,0.0,False,25.6,22.960799942016603,20.816933301289875,20.03494996070862,29.100000381469727,15.449999809265137,True,0.3374570297627002,0.2302405730278227,0.1134020996958663,False,1947150.7,1854228.9,False,27.75,True,True,False,,,,,,,,,,,,,,,10.HK
2007-05-02,0010.HK,30.700000762939453,30.700000762939453,30.200000762939453,30.700000762939453,15.364893913269045,2998827,0.0,0.0,0.0162866445463933,0.0228012650877798,0.0846905019383508,30.00678997198732,29.284740622465897,27.96037887952108,26.14686122581309,22.79437662970208,True,True,True,True,12,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,26.549999237060547,24.850000381469727,23.96199998219808,0.0,0.0,False,29.402499961853028,27.62800003051758,23.96199998219808,22.8641999912262,30.700000762939453,15.449999809265137,True,0.2149837204381161,0.1351791994379596,0.035830630427789,True,1601628.12,1528739.2,False,30.700000762939453,True,True,False,,,,,,,,,,,,,,,10.HK
2021-01-13,0010.HK,19.700000762939453,20.200000762939453,19.5,20.0,14.298020362854004,2075825,0.0,0.0,0.0725000381469727,-0.0140000343322755,-0.0260000228881835,19.31598401528997,19.219478754912124,19.096343061715945,18.878594268492385,18.86954306516755,True,True,True,False,0,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,18.739999771118164,18.739999771118164,18.659466660817465,0.0,0.0,False,19.16199989318848,19.15639995574951,18.659466660817465,18.075800008773804,21.450000762939453,14.020000457763672,True,0.1708738054650722,0.0722772740929755,0.0683168819798806,True,913571.72,877865.0,False,19.739999771118164,True,True,False,,,,,,,,,,,,,,,10.HK
2026-01-13,0010.HK,15.920000076293944,16.149999618530273,15.699999809265137,16.1200008392334,16.1200008392334,1087100,0.0,0.0,0.0130272378126403,0.0397021933206593,0.0167492888559848,15.540402449752325,15.43083216777178,15.289515010701765,14.826162168845576,13.418432796690784,True,True,True,True,35,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,14.81999969482422,14.81999969482422,14.403666699727376,0.0,0.0,False,15.350000095367433,15.411000022888183,14.403666699727376,13.551350021362303,16.43000030517578,9.720000267028809,True,0.1174680626492619,0.0823529383975978,0.0588235189909924,True,701185.32,594860.7,True,15.920000076293944,True,True,False,,,,,,,,,,,,,,,10.HK
2026-01-22,0010.HK,16.18000030517578,16.5,16.18000030517578,16.350000381469727,16.350000381469727,1007705,0.0,0.0,-0.006727865919577,0.0275228651432219,-0.0366972701817021,16.020073068329435,15.775325930789103,15.501168044135564,14.99960382849279,13.56732483801014,True,True,True,True,42,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,14.81999969482422,14.81999969482422,14.612600027720134,0.0,0.0,False,15.640500116348267,15.581799983978271,14.612600027720134,13.72195001602173,16.5,9.720000267028809,True,0.1169697154651987,0.1018182003136836,0.0393939162745619,True,667554.4,561630.4,True,16.280000686645508,True,True,False,,,,,,,,,,,,,,,10.HK
2026-01-28,0010.HK,16.329999923706055,16.59000015258789,16.229999542236328,16.59000015258789,16.59000015258789,809904,0.0,0.0,0.0180831364859119,-0.011452714424959,-0.0542495819124027,16.252881649791124,15.97541629867933,15.637980173619106,15.109152989932994,13.65726880122991,True,True,True,True,16,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,14.81999969482422,14.81999969482422,14.729333356221517,0.0,0.0,False,15.879500102996824,15.661599979400634,14.729333356221517,13.82110002040863,16.59000015258789,9.720000267028809,True,0.1217601229164888,0.1066908041883029,0.0289330643653702,True,589174.66,545001.0,False,16.5,True,True,False,,,,,,,,,,,,,,,10.HK
2003-12-12,0101.HK,10.350000381469728,10.350000381469728,10.0,10.199999809265137,4.196325302124023,6449384,0.0,0.0,-0.0049019795754748,0.0931372379440835,0.1617647650057618,9.842270033801343,9.72902982351482,9.634820592888955,9.294406949030286,8.60507433212917,True,True,True,True,13,False,False,False,False,False,False,False,False,0.62,13,8,3,2,True,False,8.949999809265137,8.949999809265137,8.743000005086262,9.899999618530272,9.649999618530272,False,9.577500009536744,9.805,8.743000005086262,8.344750003814697,10.5,6.550000190734863,True,0.1476190657842727,0.1352657507830727,0.0676329214627579,True,2899574.44,2148327.8,True,10.0,True,True,False,HHLLHH,9.550000190734863,2003-12-17 00:00:00,12.899999618530272,2004-01-20 00:00:00,13.050000190734863,0.37,HH,2003-12-03,2003-12-08,LHLLLHHLHH,,8.949999809265137,8.949999809265137,101.HK
2007-02-01,0101.HK,22.0,22.799999237060547,21.700000762939453,22.549999237060547,10.390528678894045,14162888,0.0,0.0,-0.0177383428853016,-0.1529933025417049,-0.0842571921425013,21.207809611406084,20.46253760788109,19.32209161002568,18.15975528269234,16.276658877854018,True,True,True,True,10,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,18.0,17.540000915527344,16.951999899546305,0.0,0.0,False,20.405999755859376,18.929199829101563,16.951999899546305,16.329749932289122,22.799999237060547,12.850000381469728,True,0.2921052662399448,0.2105262893719017,0.1030701119630416,False,9933246.44,7879572.2,True,22.0,True,True,False,,,,,,,,,,,,,,,101.HK
2010-09-13,0101.HK,36.79999923706055,38.29999923706055,36.650001525878906,38.09999847412109,19.18608856201172,12856875,0.0,0.0,-0.0643043844189733,0.0,0.0288714523063702,36.00391577719181,35.12009714911879,33.71702977488916,32.241959899926975,29.91591901689659,True,True,True,True,15,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,33.0,31.75,30.79,36.70000076293945,35.349998474121094,False,35.0,33.56000011444092,30.79,30.41625,38.29999923706055,25.350000381469727,True,0.2297649977116796,0.1331592317418675,0.0770235201489226,True,6754551.5,6056734.5,False,36.900001525878906,True,True,False,HHHLHH,36.5,2010-09-17 00:00:00,37.70000076293945,2010-09-20 00:00:00,38.34999847412109,0.05,HH,2010-09-08,2010-09-09,HHHLHHHLHH,,,,101.HK
2010-10-27,0101.HK,38.79999923706055,39.79999923706055,38.29999923706055,39.20000076293945,20.02382469177246,16783945,0.0,0.0,-0.0637755089628354,-0.0994898329075048,-0.0790816895021384,37.931846140491096,37.59990252285891,36.47050725837315,34.661720262797594,31.54972392416056,True,True,True,True,19,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,35.349998474121094,35.349998474121094,32.41366663614909,39.09999847412109,36.5,False,37.83249988555908,36.530999984741214,32.41366663614909,31.61474999427796,39.79999923706055,25.350000381469727,True,0.1746231380946315,0.1005025144893802,0.0753768858670351,True,6880285.54,5850631.1,False,39.09999847412109,True,True,False,HHHLHH,37.79999923706055,2010-10-29 00:00:00,40.29999923706055,2010-11-04 00:00:00,40.5,0.07,HH,2010-10-11,2010-10-20,LHHLHHHLHH,,,,101.HK
2017-06-01,0101.HK,20.350000381469727,20.450000762939453,19.959999084472656,20.450000762939453,12.900203704833984,9835940,0.0,0.0,-0.0220049264621529,-0.0503667798639952,-0.0327628386942729,19.80898502508626,19.73647686581876,19.73894393026167,19.361768068262627,18.48388123810117,False,False,False,False,0,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,18.959999084472656,18.959999084472656,18.67566670735677,0.0,0.0,False,19.532999992370605,20.022200088500977,18.67566670735677,18.422750091552736,21.0,14.220000267028809,True,0.0971429007393973,0.0728607150551825,0.0591687504488564,True,5001907.86,4737568.5,False,20.350000381469727,True,True,False,,,,,,,,,,,,,,,101.HK
2019-07-17,0101.HK,19.07999992370605,19.459999084472656,19.040000915527344,19.440000534057617,13.34104061126709,6909826,0.0,0.0,-0.047325105505124,-0.1162551526129056,-0.090534988710439,19.064771897935987,18.68300470700963,18.301319253637928,17.979736705578,17.499292929305145,True,True,True,True,18,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,17.079999923706055,16.440000534057617,17.61160004933675,0.0,0.0,False,18.75000009536744,17.875200004577636,17.61160004933675,16.923700046539306,20.0,13.899999618530272,True,0.1551900664180775,0.109969141332384,0.0308323999151594,True,5180051.68,3581018.4,True,19.34000015258789,True,True,False,,,,,,,,,,,,,,,101.HK
2021-01-11,0101.HK,20.200000762939453,20.700000762939453,20.100000381469727,20.64999961853028,14.97375202178955,6489054,0.0,0.0,0.0024213629701139,-0.0024212706045613,0.0072639041792363,20.14634968812732,19.98029815991184,19.96436159156567,19.81029567752532,19.02581795140848,True,True,True,True,24,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,18.920000076293945,18.799999237060547,19.763999964396163,0.0,0.0,False,19.87399997711181,19.971399879455568,19.763999964396163,18.83559997081757,22.549999237060547,13.779999732971191,True,0.1577981076651096,0.0763284959165233,0.0608695740310162,True,4142002.92,3377643.6,True,20.600000381469727,True,True,False,,,,,,,,,,,,,,,101.HK
2025-09-05,0101.HK,8.130000114440918,8.489999771118164,8.119999885559082,8.489999771118164,8.489999771118164,34619717,0.0,0.0,0.0447585541443271,0.0153121458122014,0.0482920916920248,8.0657418874417,7.986657391958461,7.731240310687362,7.350697917191745,7.185020275062295,True,True,True,True,26,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,7.710000038146973,7.349999904632568,6.886466671625773,0.0,0.0,False,8.02750005722046,7.807800016403198,6.886466671625773,6.733299994468689,9.050000190734863,5.28000020980835,True,0.2273262521047671,0.0918727625440751,0.0742049063118863,True,11563038.42,12144701.7,False,8.25,True,True,False,,,,,,,,,,,,,,,101.HK
2004-01-05,1038.HK,18.0,18.200000762939453,17.850000381469727,18.200000762939453,7.489630222320557,1633104,0.0,0.0,0.0412087894813291,0.0412087894813291,0.068681315802215,17.584513587010292,17.44855917795287,17.237564177883595,16.870857791426634,15.899291618052768,True,True,True,True,47,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,17.0,16.549999237060547,16.597999992370607,17.700000762939453,17.25,False,17.445000076293944,17.231000022888182,16.597999992370607,16.136500000953674,18.200000762939453,13.300000190734863,True,0.1208791577316469,0.0659341050898748,0.054945052641772,True,1053672.76,791273.7,True,18.0,True,True,False,HHHLHH,17.649999618530273,2004-01-08 00:00:00,20.200000762939453,2004-01-29 00:00:00,20.200000762939453,0.14,HH,2003-12-30,2003-12-31,LHHLHHHLHH,,,,1038.HK
2010-12-03,1038.HK,34.79999923706055,36.900001525878906,34.79999923706055,36.59999847412109,19.50066947937012,3727000,0.0,0.0,-0.0355191063185353,-0.0163934016157222,-0.0054643977207702,34.74882140578708,34.18942357523267,33.2350925598305,32.03969248836228,30.573517853472588,True,True,True,True,23,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,32.70000076293945,31.950000762939453,30.44466673533121,0.0,0.0,False,34.21749973297119,33.15099983215332,30.44466673533121,30.292250022888183,36.900001525878906,27.25,True,0.1829268733936144,0.1138211541805462,0.0758808383732477,True,1523943.4,1381328.1,False,35.849998474121094,True,True,False,,,,,,,,,,,,,,,1038.HK
2011-01-06,1038.HK,36.29999923706055,37.70000076293945,36.150001525878906,37.34999847412109,19.90027236938477,1847000,0.0,0.0,-0.0147255491172676,0.0160643189646738,0.0160643189646738,36.05323241871543,35.63994153361526,34.7652138805535,33.41387122863294,31.445747335078337,True,True,True,False,0,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,34.349998474121094,33.04999923706055,31.566333351135253,36.5,34.5,False,35.66249961853027,34.76799980163574,31.566333351135253,30.9770000076294,38.400001525878906,27.25,True,0.1679687631937359,0.0888594753587257,0.0848806551241552,False,1227067.52,570210.2,True,36.79999923706055,True,True,False,HHHLHH,35.70000076293945,2011-01-11 00:00:00,36.59999847412109,2011-01-25 00:00:00,37.95000076293945,0.06,HH,2011-01-04,2011-01-05,LHHLHHLLHH,,,,1038.HK
2015-01-08,1038.HK,57.900001525878906,58.84999847412109,57.45000076293945,58.79999923706055,35.87722396850586,1746636,0.0,0.0,0.0374149794470206,0.0943877433515762,0.1011904904785998,57.47939379164416,57.32345764055793,57.015830045082026,56.29706745993267,54.41819132586609,True,True,True,False,0,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,56.0,56.0,55.662000020345054,0.0,0.0,False,57.25750007629394,57.09799987792969,55.662000020345054,54.54399997711182,59.45000076293945,45.09999847412109,True,0.0723296750526052,0.0484281826340973,0.0399320056933303,True,1156873.36,1003397.4,False,58.0,True,True,False,,,,,,,,,,,,,,,1038.HK
2022-05-13,1038.HK,53.70000076293945,55.150001525878906,53.650001525878906,55.150001525878906,44.64813232421875,4037259,0.0,0.0,-0.0471441925091936,-0.0734361367126594,-0.122393468961784,53.62508455953327,53.36861582387698,52.47242714325129,50.97001974637595,48.60625619809851,True,True,True,True,43,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,50.20000076293945,50.20000076293945,48.9136666615804,0.0,0.0,False,53.53999977111816,52.4389998626709,48.9136666615804,48.17450006484985,55.150001525878906,42.29999923706055,True,0.1468722042558324,0.0897552244058721,0.0634632802024065,True,2179206.68,1922479.9,False,54.29999923706055,True,True,False,,,,,,,,,,,,,,,1038.HK
2024-05-10,1038.HK,45.79999923706055,47.09999847412109,45.20000076293945,47.0,42.37148284912109,2871566,0.0,0.0,-0.0414893779348819,-0.0595744518523521,-0.0957446808510638,45.19940322931728,44.92289066040238,44.91914155916108,44.182823838666906,42.99018087882014,True,True,True,True,19,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,42.0,42.0,42.3296666208903,0.0,0.0,False,44.25249977111816,45.3409999847412,42.3296666208903,41.59874996185303,48.5,35.20000076293945,True,0.1185729558226848,0.1082802258883991,0.0636942695794,True,1993188.18,1496827.8,True,46.34999847412109,True,True,False,,,,,,,,,,,,,,,1038.HK
