Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,T1_22,T1_50,PATTERN,LLClose,LLDate,HHClose,HHDate,BOSS1
2025-09-30,1313.HK,1.7899999618530271,1.830000042915344,1.7899999618530271,1.809999942779541,1.809999942779541,7946355,0.0,0.0,1.807982086534765,1.8258288415465325,1.835593166158504,1.804199488784528,1.762904219791226,False,False,False,False,LHLLHH,1.7699999809265137,2025-10-08,1.8600000143051147,2025-10-10,True
2025-09-18,1302.HK,1.8899999856948853,1.919999957084656,1.8600000143051147,1.8799999952316284,1.8799999952316284,28178000,0.0,0.0,1.8934098970625373,1.942338600091571,1.9442123649085503,1.862544579703056,1.7583156627493353,False,False,False,False,LHLLHH,1.7999999523162842,2025-09-29,2.309999942779541,2025-10-08,True
2025-09-24,1263.HK,6.059999942779541,6.25,6.059999942779541,6.119999885559082,6.119999885559082,1288000,0.0,0.0,6.166804700885965,6.296518307780981,6.528253105844718,6.653904134465664,6.1267891778110295,False,False,False,False,LHLLHH,5.920000076293945,2025-09-29,7.099999904632568,2025-10-09,True
2025-09-18,1066.HK,5.920000076293945,6.059999942779541,5.849999904632568,5.980000019073486,5.980000019073486,27817814,0.0,0.0,5.889090020169905,6.04774150450052,6.204497864277049,6.0691562371374665,5.687372755676907,False,False,False,False,LHLLHH,5.570000171661377,2025-09-26,6.28000020980835,2025-10-08,True
2025-10-02,999.HK,10.550000190734863,10.550000190734863,9.93000030517578,9.93000030517578,9.93000030517578,224189,0.0,0.0,10.391150980013355,10.651600308433885,10.51609176734335,10.10425558989574,9.50107545073078,False,False,False,False,LHLLHH,9.729999542236328,2025-10-06,10.619999885559082,2025-10-10,True
2025-09-16,853.HK,14.43000030517578,14.699999809265137,13.979999542236328,14.489999771118164,14.489999771118164,37013381,0.0,0.0,13.947060049747066,13.579097806963414,12.416739277318335,10.850610592628843,9.10998364551362,True,True,False,False,LHLLHH,12.529999732971191,2025-09-26,16.15999984741211,2025-10-08,True
2025-09-19,819.HK,7.909999847412109,8.329999923706055,7.829999923706055,8.210000038146973,8.210000038146973,19438900,0.0,0.0,8.043207615358874,7.860073158974708,7.46034434963012,7.133543611621974,6.849180925736619,True,True,False,False,LHLLHH,7.809999942779541,2025-09-23,9.75,2025-09-30,True
2025-09-15,667.HK,7.429999828338623,7.619999885559082,7.369999885559082,7.579999923706055,7.579999923706055,7830500,0.0,0.0,7.594485915154619,7.782901728977312,7.632616797096175,6.901719963922496,5.291164194076276,False,False,False,False,LHLLHH,6.949999809265137,2025-09-24,7.639999866485596,2025-09-30,True
2025-09-17,551.HK,13.260000228881836,13.390000343322754,13.130000114440918,13.1899995803833,13.1899995803833,1833250,0.0,0.0,13.056606572281014,12.995996140265111,12.63810870264184,12.322096283886223,12.110639687400983,True,True,False,False,LHLLHH,12.720000267028809,2025-09-25,13.489999771118164,2025-10-03,True
2025-09-19,489.HK,8.90999984741211,8.989999771118164,8.859999656677246,8.930000305175781,8.930000305175781,13083379,0.0,0.0,8.866912902045932,8.268511238355881,6.905433504865801,5.748657776495598,4.528892338324303,True,True,False,False,LHLLHH,8.720000267028809,2025-09-25,9.670000076293944,2025-10-06,True
2025-09-16,41.HK,14.800000190734863,14.920000076293944,14.770000457763672,14.869999885559082,14.448956489562988,484000,0.0,0.0,14.222713787155998,14.13374153332544,14.001097546126791,13.519805718929543,12.428943153361791,True,True,False,False,LHLLHH,13.600000381469728,2025-09-26,14.979999542236328,2025-10-06,True
2025-09-19,17.HK,7.949999809265137,8.5,7.880000114440918,8.300000190734863,8.300000190734863,32896007,0.0,0.0,8.06335121258499,7.627104833629928,6.94396899720932,6.340110426622646,6.495266110094744,False,True,False,False,LHLLHH,7.849999904632568,2025-09-29,8.569999694824219,2025-10-08,True
